,nLayers,nPerLayer,weightPow,history,avg_err,QSO_err,GAL_err,STAR_err
20,2,8,2,"{'loss': [0.5660589337348938, 0.47601503133773804, 0.4465961158275604, 0.4316409230232239, 0.41996943950653076, 0.4125765562057495, 0.40648019313812256, 0.40192875266075134, 0.3996109962463379, 0.39797183871269226], 'val_loss': [1.3133865594863892, 1.2526553869247437, 1.2545077800750732, 1.2314276695251465, 1.1879611015319824, 1.1913899183273315, 1.18947172164917, 1.20248544216156, 1.2342571020126343, 1.2680469751358032]}",1.27680593102842,0.4406022349098462,0.4967207424149243,2.87221543703469
21,2,16,0,"{'loss': [0.35443922877311707, 0.31409773230552673, 0.3008103370666504, 0.29201316833496094, 0.2850140333175659, 0.2794359624385834, 0.2753344476222992, 0.27260398864746094, 0.2703443467617035, 0.268153578042984], 'val_loss': [0.3222467005252838, 0.30468571186065674, 0.2945115864276886, 0.2882044017314911, 0.28119921684265137, 0.2774393558502197, 0.27518799901008606, 0.27007433772087097, 0.26785948872566223, 0.26623639464378357]}",0.2677839805728748,0.5278458432486534,0.06883795993419696,0.20910724457858995
22,2,16,1,"{'loss': [0.2598074972629547, 0.20824255049228668, 0.19793233275413513, 0.1940186470746994, 0.1909475475549698, 0.1888219267129898, 0.18733163177967072, 0.18610292673110962, 0.18539825081825256, 0.18455477058887482], 'val_loss': [0.8989787697792053, 0.8363146185874939, 0.896312952041626, 0.8553979992866516, 0.8629246354103088, 0.7634662985801697, 0.8038331270217896, 0.9495322108268738, 0.7992601990699768, 0.8342498540878296]}",0.8364068244381923,0.3541671234201701,0.13186067187132725,2.0130106617354273
23,2,16,2,"{'loss': [0.5359624028205872, 0.44032934308052063, 0.4211520850658417, 0.40939468145370483, 0.40051040053367615, 0.3964158892631531, 0.39182278513908386, 0.3885236084461212, 0.38580042123794556, 0.3829956650733948], 'val_loss': [1.2546069622039795, 1.3219534158706665, 1.3113654851913452, 1.255786418914795, 1.2360317707061768, 1.2769361734390259, 1.209545373916626, 1.290179967880249, 1.2931197881698608, 1.2762080430984497]}",1.2781873895971954,0.4038706230870984,0.4016193764724161,3.0277146279322578
24,2,32,0,"{'loss': [0.3314646780490875, 0.28847378492355347, 0.2715369164943695, 0.26428645849227905, 0.2603462338447571, 0.25792524218559265, 0.2558441460132599, 0.2544189691543579, 0.25272151827812195, 0.2516559958457947], 'val_loss': [0.308484822511673, 0.2806667685508728, 0.26958155632019043, 0.26470404863357544, 0.26654553413391113, 0.25904810428619385, 0.2608189284801483, 0.2573941648006439, 0.25621095299720764, 0.2555711269378662]}",0.25234019406274305,0.5073339105202076,0.06642861631132319,0.18340911782497588
25,2,32,1,"{'loss': [0.24124974012374878, 0.2009512186050415, 0.19303752481937408, 0.1882435530424118, 0.18530625104904175, 0.18325719237327576, 0.18128050863742828, 0.18034273386001587, 0.1787409633398056, 0.17790751159191132], 'val_loss': [0.793538510799408, 0.8286164999008179, 0.9005115032196045, 1.0354338884353638, 0.9042417407035828, 0.8957570791244507, 0.9213027358055115, 0.9223001003265381, 0.9622295498847961, 0.9832102060317993]}",0.9873825381632998,0.3374612949274624,0.11166180268637246,2.5115031244145714
26,2,32,2,"{'loss': [0.5149088501930237, 0.42757871747016907, 0.40459153056144714, 0.3946602940559387, 0.38819649815559387, 0.3860425353050232, 0.3814420998096466, 0.37814533710479736, 0.37698301672935486, 0.37378832697868347], 'val_loss': [1.2823278903961182, 1.2838071584701538, 1.4261143207550049, 1.1959254741668701, 1.460476279258728, 1.2305550575256348, 1.3485645055770874, 1.2095524072647095, 1.4867702722549438, 1.3420451879501343]}",1.3367767545285463,0.40604238340960097,0.29408520059708115,3.309582503898095
27,2,64,0,"{'loss': [0.31577494740486145, 0.2736036479473114, 0.257799357175827, 0.24871297180652618, 0.24327655136585236, 0.24012444913387299, 0.2376275360584259, 0.2359863668680191, 0.2341306358575821, 0.23256222903728485], 'val_loss': [0.2841572165489197, 0.26489728689193726, 0.2537015974521637, 0.24522002041339874, 0.24316149950027466, 0.24321676790714264, 0.23600614070892334, 0.24001523852348328, 0.23735931515693665, 0.23394449055194855]}",0.23142556076562704,0.4684211845881353,0.06249950921710679,0.16391662138563212
28,2,64,1,"{'loss': [0.23357708752155304, 0.1981659233570099, 0.1898462474346161, 0.18587900698184967, 0.18293461203575134, 0.18085500597953796, 0.1790028065443039, 0.1777527928352356, 0.17641115188598633, 0.17589691281318665], 'val_loss': [0.8799588084220886, 0.910856306552887, 0.9876279234886169, 1.098311424255371, 0.9978621602058411, 1.0588535070419312, 1.0215582847595215, 1.0606012344360352, 1.1717814207077026, 1.1398411989212036]}",1.1362663224905554,0.34718215060897245,0.1244548201559377,2.9446243675623363
29,2,64,2,"{'loss': [0.4948446750640869, 0.4277014434337616, 0.40708115696907043, 0.39807337522506714, 0.3917943239212036, 0.38793015480041504, 0.38554227352142334, 0.382515013217926, 0.3803821802139282, 0.3786602020263672], 'val_loss': [1.2846884727478027, 1.1994627714157104, 1.2703173160552979, 1.2821154594421387, 1.220511794090271, 1.409244418144226, 1.1933507919311523, 1.1541752815246582, 1.35268235206604, 1.3150444030761719]}",1.3395275715508752,0.4028399601855074,0.27322282582433566,3.3297323899426883
30,2,128,0,"{'loss': [0.3036992847919464, 0.26149263978004456, 0.24953164160251617, 0.2413974553346634, 0.2377578318119049, 0.23517146706581116, 0.23289337754249573, 0.23114663362503052, 0.22975967824459076, 0.22869165241718292], 'val_loss': [0.2679031193256378, 0.2590999901294708, 0.24121907353401184, 0.23577694594860077, 0.2342575192451477, 0.2303798347711563, 0.2298765927553177, 0.2331029772758484, 0.2268064022064209, 0.22648309171199799]}",0.22935733806833167,0.4578882320421008,0.06382772486981755,0.16588041314381247
31,2,128,1,"{'loss': [0.22546647489070892, 0.1918763816356659, 0.185038760304451, 0.18114785850048065, 0.17830060422420502, 0.17649643123149872, 0.17539310455322266, 0.17447270452976227, 0.1736622005701065, 0.1727573275566101], 'val_loss': [0.9287036061286926, 0.9183449745178223, 1.0852824449539185, 0.9196710586547852, 1.036372423171997, 0.992691695690155, 1.016819953918457, 1.0962578058242798, 0.996810793876648, 1.1430014371871948]}",1.1419975134162907,0.33455439057757497,0.11083641247655573,2.970390669112726
32,2,128,2,"{'loss': [0.47091105580329895, 0.4026682674884796, 0.3873191475868225, 0.3813404142856598, 0.3768676817417145, 0.3730565905570984, 0.3712271451950073, 0.36925244331359863, 0.36739033460617065, 0.36497947573661804], 'val_loss': [1.1989816427230835, 1.141311764717102, 1.2410120964050293, 1.2817085981369019, 1.2204091548919678, 1.2481085062026978, 1.2465676069259644, 1.24695885181427, 1.3714237213134766, 1.2039088010787964]}",1.2000157635620443,0.4086807265985194,0.32656297612730006,2.8590530762431605
33,2,256,0,"{'loss': [0.2968120276927948, 0.2581672668457031, 0.24657227098941803, 0.23950131237506866, 0.23614126443862915, 0.23318859934806824, 0.23095165193080902, 0.22864682972431183, 0.2276901751756668, 0.2262101024389267], 'val_loss': [0.2665678560733795, 0.25288107991218567, 0.24607405066490173, 0.2408369481563568, 0.23671254515647888, 0.23279498517513275, 0.23259958624839783, 0.22859275341033936, 0.23101438581943512, 0.2287067472934723]}",0.22592317596924646,0.4550239290682737,0.06496816517584045,0.1598321025522803
34,2,256,1,"{'loss': [0.2231726348400116, 0.1925182342529297, 0.1863226294517517, 0.1829860806465149, 0.18099819123744965, 0.17919717729091644, 0.17801624536514282, 0.17736785113811493, 0.17623905837535858, 0.17515796422958374], 'val_loss': [0.799532413482666, 1.1223480701446533, 0.8081846237182617, 0.906832754611969, 0.9812527298927307, 0.9389340281486511, 0.9841233491897583, 0.9011932015419006, 1.0252121686935425, 1.0179425477981567]}",1.0163368131606223,0.3418423929780351,0.12995101201734335,2.5746202476746327
35,2,256,2,"{'loss': [0.4809623062610626, 0.41451144218444824, 0.40185150504112244, 0.39350298047065735, 0.38857150077819824, 0.38323402404785156, 0.3814147710800171, 0.37826547026634216, 0.3751029372215271, 0.37286999821662903], 'val_loss': [1.1720961332321167, 1.1541742086410522, 1.276845932006836, 1.0547572374343872, 1.3810926675796509, 1.1809556484222412, 1.2782516479492188, 1.4739463329315186, 1.3464295864105225, 1.5663070678710938]}",1.5712280699966428,0.43602167184014506,0.5087783116588227,3.748253675616179
36,3,8,0,"{'loss': [0.3481847941875458, 0.31289780139923096, 0.30677714943885803, 0.30218350887298584, 0.29807645082473755, 0.29464206099510193, 0.29183828830718994, 0.29009220004081726, 0.28816521167755127, 0.28503847122192383], 'val_loss': [0.320657342672348, 0.3132268786430359, 0.30480706691741943, 0.3055287301540375, 0.29707321524620056, 0.29492148756980896, 0.2940009832382202, 0.2901849150657654, 0.28827574849128723, 0.289656400680542]}",0.28788181575904515,0.6500443897678918,0.07759063085838276,0.1372893465669784
37,3,8,1,"{'loss': [0.2738319933414459, 0.21588850021362305, 0.20075426995754242, 0.1958867311477661, 0.19308814406394958, 0.19095812737941742, 0.1900075078010559, 0.18954940140247345, 0.18905210494995117, 0.18848362565040588], 'val_loss': [0.8602330684661865, 0.8757824897766113, 0.887633740901947, 0.8456369042396545, 0.8559130430221558, 0.8109210729598999, 0.84932541847229, 0.8271292448043823, 0.8430750370025635, 0.8354392051696777]}",0.8351250424969735,0.3515777278492632,0.13442403622221707,2.0172430977166265
38,3,8,2,"{'loss': [0.5585677623748779, 0.45407024025917053, 0.4248420000076294, 0.40769681334495544, 0.40117499232292175, 0.39587628841400146, 0.39206698536872864, 0.38947078585624695, 0.388019859790802, 0.38635921478271484], 'val_loss': [1.2688474655151367, 1.1411094665527344, 1.02577543258667, 1.2975918054580688, 1.1861329078674316, 1.1909427642822266, 1.1805462837219238, 1.2345690727233887, 1.3367055654525757, 1.3470404148101807]}",1.348819006237408,0.44275575798050393,0.7241172413718258,2.879828696898043
39,3,16,0,"{'loss': [0.3288062810897827, 0.288368821144104, 0.26874977350234985, 0.25805583596229553, 0.2515556216239929, 0.24755246937274933, 0.24454396963119507, 0.24308893084526062, 0.24187184870243073, 0.24066917598247528], 'val_loss': [0.2951423227787018, 0.2849503755569458, 0.2591110169887543, 0.254253089427948, 0.24677203595638275, 0.24676017463207245, 0.2425382435321808, 0.2380131483078003, 0.2412600815296173, 0.2374902367591858]}",0.23901299614980198,0.46553229072996655,0.0696294825158399,0.1823399599077915
40,3,16,1,"{'loss': [0.24806196987628937, 0.19864046573638916, 0.1885126680135727, 0.18254555761814117, 0.17895148694515228, 0.17692650854587555, 0.17469288408756256, 0.17303504049777985, 0.17163455486297607, 0.17047691345214844], 'val_loss': [0.8201521635055542, 0.8834244012832642, 0.8619882464408875, 0.9087581038475037, 0.9236584901809692, 0.9928609728813171, 0.9937917590141296, 0.9480199217796326, 1.0470459461212158, 1.0766977071762085]}",1.0736793931357183,0.32399150445333585,0.11843198029958463,2.7668130251023744
41,3,16,2,"{'loss': [0.5307096838951111, 0.4172455966472626, 0.39307886362075806, 0.38187170028686523, 0.37712177634239197, 0.3739991784095764, 0.3707590103149414, 0.3694196343421936, 0.36684808135032654, 0.3648921549320221], 'val_loss': [1.286075472831726, 1.1508342027664185, 1.2503938674926758, 1.248253345489502, 1.231863260269165, 1.2359445095062256, 1.2941248416900635, 1.3402029275894165, 1.3160098791122437, 1.3197883367538452]}",1.3258305515105768,0.4013530770775347,0.27707061369279445,3.2925052521023264
42,3,32,0,"{'loss': [0.3121591806411743, 0.2672332525253296, 0.2529401481151581, 0.24396668374538422, 0.23725257813930511, 0.23347140848636627, 0.23090073466300964, 0.228965163230896, 0.2278653085231781, 0.22612419724464417], 'val_loss': [0.2788837254047394, 0.2594236135482788, 0.2472461462020874, 0.25171229243278503, 0.23270854353904724, 0.2274656444787979, 0.2307662069797516, 0.22712574899196625, 0.23763155937194824, 0.22532963752746582]}",0.2268721042860844,0.4333886560771745,0.0648425873049599,0.18471087134853026
43,3,32,1,"{'loss': [0.23426805436611176, 0.19267459213733673, 0.1844015121459961, 0.17941339313983917, 0.1763680875301361, 0.17423856258392334, 0.17247721552848816, 0.1714104562997818, 0.17030061781406403, 0.16945530474185944], 'val_loss': [0.9241265058517456, 0.8992399573326111, 0.8920073509216309, 0.9846062660217285, 0.974646270275116, 0.8035608530044556, 0.9915450215339661, 0.9583389163017273, 0.9294001460075378, 1.0082635879516602]}",1.0014883694788497,0.33058241883671363,0.11040120939852646,2.561124721840449
44,3,32,2,"{'loss': [0.4895962178707123, 0.4111644923686981, 0.3899669647216797, 0.37978971004486084, 0.3747099041938782, 0.37184152007102966, 0.36813926696777344, 0.3659553825855255, 0.3645353317260742, 0.3635759651660919], 'val_loss': [1.3098028898239136, 1.4197860956192017, 1.2656170129776, 1.2424638271331787, 1.365093469619751, 1.2727909088134766, 1.3433713912963867, 1.1646385192871094, 1.3628348112106323, 1.3164399862289429]}",1.3158473850170693,0.39547495286607,0.35905983398565533,3.2005115637509083
45,3,64,0,"{'loss': [0.29817554354667664, 0.25314897298812866, 0.2375020831823349, 0.2305772602558136, 0.22654566168785095, 0.22372853755950928, 0.22192350029945374, 0.21987716853618622, 0.21886858344078064, 0.21740689873695374], 'val_loss': [0.2632640302181244, 0.24036070704460144, 0.22779539227485657, 0.22622670233249664, 0.2249155342578888, 0.21920576691627502, 0.21968244016170502, 0.21753539144992828, 0.21593986451625824, 0.2125423103570938]}",0.21515312922657176,0.4381791700278271,0.06432246543936405,0.14167979723490823
46,3,64,1,"{'loss': [0.21850651502609253, 0.18620550632476807, 0.17832404375076294, 0.17571665346622467, 0.17303821444511414, 0.17169661819934845, 0.17055441439151764, 0.16926273703575134, 0.16895747184753418, 0.16792860627174377], 'val_loss': [0.9323042631149292, 1.0057611465454102, 0.9515228271484375, 1.0108494758605957, 1.0143446922302246, 0.9978231191635132, 1.0073927640914917, 1.010351300239563, 1.0169081687927246, 1.047419548034668]}",1.0512900058925683,0.31977942812219384,0.11311265553178627,2.710972876788015
47,3,64,2,"{'loss': [0.46846726536750793, 0.3960419297218323, 0.3831027150154114, 0.37903860211372375, 0.37493395805358887, 0.37215158343315125, 0.3673965632915497, 0.3670787513256073, 0.3666114807128906, 0.3639693856239319], 'val_loss': [1.2605228424072266, 1.2721539735794067, 1.329498052597046, 1.2308034896850586, 1.15827214717865, 1.2947951555252075, 1.2011349201202393, 1.1547832489013672, 1.0950376987457275, 1.1875739097595215]}",1.19318444166609,0.3900942322565587,0.24231877758976333,2.9433639749107168
48,3,128,0,"{'loss': [0.2834198772907257, 0.2421172857284546, 0.23044420778751373, 0.22546888887882233, 0.2221115380525589, 0.21978257596492767, 0.21804863214492798, 0.21665048599243164, 0.21609385311603546, 0.21409283578395844], 'val_loss': [0.25414106249809265, 0.23399017751216888, 0.22871258854866028, 0.22988247871398926, 0.22372852265834808, 0.2222234010696411, 0.21933764219284058, 0.21735072135925293, 0.21580426394939423, 0.21745175123214722]}",0.2168299374530067,0.4002484339265032,0.06342940783653168,0.18794213771987833
49,3,128,1,"{'loss': [0.21514788269996643, 0.18473203480243683, 0.17888928949832916, 0.17589925229549408, 0.1738896667957306, 0.17227566242218018, 0.17081840336322784, 0.16982543468475342, 0.16904622316360474, 0.1676701456308365], 'val_loss': [0.9526714086532593, 0.9450918436050415, 0.9071992039680481, 0.9858288168907166, 0.9076043367385864, 0.9568658471107483, 0.9300743341445923, 0.9669032692909241, 0.9924612045288086, 1.0205835103988647]}",1.0232923717444689,0.30927225206104747,0.10545407744207629,2.6551649234170984
50,3,128,2,"{'loss': [0.4533144533634186, 0.3891334533691406, 0.37922632694244385, 0.373995304107666, 0.36688366532325745, 0.3639863133430481, 0.3641466498374939, 0.3634442389011383, 0.3609996438026428, 0.3599362373352051], 'val_loss': [1.1512154340744019, 1.1553308963775635, 1.2861883640289307, 1.1648892164230347, 1.2383641004562378, 1.2029958963394165, 1.2126717567443848, 1.2817201614379883, 1.3201239109039307, 1.3092131614685059]}",1.3104081835907364,0.3725097688118384,0.7217074437267864,2.832396667328075
51,3,256,0,"{'loss': [0.27995336055755615, 0.24469372630119324, 0.2329888939857483, 0.22765961289405823, 0.22465752065181732, 0.22177766263484955, 0.22036699950695038, 0.21892966330051422, 0.21730807423591614, 0.21601098775863647], 'val_loss': [0.25225630402565, 0.23002368211746216, 0.23462358117103577, 0.23364916443824768, 0.22434906661510468, 0.22218391299247742, 0.22357164323329926, 0.21952511370182037, 0.21703368425369263, 0.22451867163181305]}",0.22338969743358425,0.3826305553528318,0.06905973220852311,0.2190337449087053
52,3,256,1,"{'loss': [0.2159312516450882, 0.18605995178222656, 0.18145807087421417, 0.17791704833507538, 0.1759139895439148, 0.17445474863052368, 0.17307089269161224, 0.17185278236865997, 0.17104588449001312, 0.16990822553634644], 'val_loss': [0.977334201335907, 1.114456295967102, 0.8929440975189209, 1.0131747722625732, 1.0531879663467407, 0.8572089076042175, 1.0428097248077393, 0.8827203512191772, 1.0521652698516846, 0.9808246493339539]}",0.982606578522997,0.31157349571218396,0.09898675336618463,2.5372256296825815
