Wavelength,Flux,BestFit,SkyFlux
8147.043,95.526,96.801,7.844
8148.917,98.767,96.582,8.631
8150.796,93.115,96.857,6.604
8152.672,96.138,97.881,5.207
8154.551,94.825,97.979,4.837
8156.427,98.686,97.600,4.678
8158.308,96.818,97.348,4.621
8160.185,96.900,96.839,4.975
8162.062,96.332,96.605,4.891
8163.944,97.054,96.106,4.561
8165.823,97.262,96.026,4.121
8167.706,97.565,96.585,4.355
8169.585,94.734,96.658,4.557
8171.468,96.562,95.499,4.395
8173.348,97.908,96.281,4.856
8175.229,97.522,96.889,5.374
8177.114,101.056,97.366,5.535
8178.995,99.262,97.863,5.972
8180.881,97.904,97.988,6.392
8182.763,97.761,97.800,7.360
8184.650,97.807,99.078,8.578
8186.533,101.604,98.993,8.275
8188.416,100.360,98.833,8.626
8190.304,99.964,99.028,8.301
8192.188,100.079,98.643,7.861
8194.078,96.834,97.245,8.128
8195.963,94.221,96.943,10.211
8197.853,97.086,96.285,9.668
8199.738,96.912,95.882,8.269
8201.625,93.602,96.215,6.828
8203.516,100.196,97.356,6.578
8205.403,101.470,98.727,6.378
8207.295,101.201,98.759,6.529
8209.184,100.390,99.630,6.498
8211.077,99.444,99.813,5.891
8212.965,99.357,99.293,5.297
8214.855,97.669,98.542,5.237
8216.749,95.260,97.441,5.687
8218.639,100.208,96.734,5.081
8220.535,99.084,96.832,4.063
8222.426,96.714,97.547,4.806
8224.322,98.839,98.526,5.149
8226.214,95.279,98.775,4.899
8228.106,97.999,98.037,4.418
8230.004,96.750,99.540,3.845
8231.897,94.985,99.452,3.665
8233.795,94.608,99.609,4.054
8235.689,97.809,99.551,4.425
8237.589,98.696,98.728,4.482
8239.484,97.613,98.315,4.681
8241.379,96.110,97.967,4.809
8243.279,97.956,97.668,5.106
8245.176,98.455,97.533,5.137
8247.077,95.546,97.691,5.484
8248.974,98.127,98.023,5.670
8250.877,97.302,98.254,5.350
8252.775,98.702,98.482,4.814
8254.673,99.613,97.955,4.458
8256.577,97.434,98.080,4.537
8258.476,99.979,98.081,4.486
8260.381,98.021,97.441,4.263
8262.281,96.568,97.330,4.667
8264.186,96.440,97.558,4.302
8266.087,94.619,96.049,4.345
8267.989,97.404,95.544,4.318
8269.895,98.235,96.356,4.219
8271.798,96.868,97.222,4.915
8273.705,96.328,97.418,5.046
8275.609,97.455,97.249,5.551
8277.517,96.210,98.352,11.930
8279.421,102.088,98.685,20.193
8281.331,96.748,98.518,35.969
8283.236,106.630,98.552,34.734
8285.141,87.508,98.372,37.787
8287.052,101.517,98.473,23.890
8288.958,100.471,98.269,42.129
8290.870,92.520,97.863,51.558
8292.777,94.477,98.329,26.760
8294.689,93.007,99.258,15.414
8296.597,101.345,98.961,21.579
8298.506,97.949,98.948,45.659
8300.420,99.840,99.077,64.885
8302.329,100.762,99.075,40.091
8304.244,91.675,99.049,17.258
8306.154,104.067,99.153,5.140
8308.069,98.237,99.366,7.245
8309.981,99.597,99.638,11.979
8311.892,103.807,99.731,19.086
8313.809,102.412,99.618,18.082
8315.722,97.723,99.217,9.133
8317.639,97.999,98.819,5.179
8319.553,99.996,99.126,4.884
8321.471,97.753,100.115,5.949
8323.385,97.132,100.131,4.743
8325.300,98.784,99.690,3.758
8327.220,99.872,99.606,4.730
8329.136,98.886,99.980,4.294
8331.056,100.122,100.260,3.741
8332.973,101.923,100.122,3.842
8334.894,102.704,99.022,3.984
8336.812,99.856,98.982,4.395
8338.730,99.538,99.240,7.092
8340.653,103.042,99.483,8.927
8342.571,91.648,100.768,36.551
8344.495,118.330,100.390,81.746
8346.415,120.150,99.731,125.246
8348.340,92.568,100.387,89.320
8350.260,93.522,100.771,32.956
8352.181,107.717,99.967,24.624
8354.107,101.508,99.348,43.153
8356.029,101.067,98.415,36.351
8357.956,96.059,97.414,14.355
8359.878,94.848,97.203,5.632
8361.806,96.129,97.304,7.407
8363.730,96.080,97.319,12.254
8365.654,99.964,97.557,18.419
8367.583,95.057,97.337,17.329
8369.508,93.209,96.505,9.774
8371.438,94.640,96.092,5.203
8373.364,94.791,95.858,4.984
8375.295,94.442,95.682,4.604
8377.221,95.168,96.060,4.856
8379.149,94.411,96.023,7.524
8381.081,95.966,95.998,14.753
8383.009,95.934,95.501,29.556
8384.942,96.333,95.490,30.944
8386.871,92.465,96.289,15.985
8388.805,94.034,96.597,5.846
8390.735,95.492,96.341,4.879
8392.665,94.882,96.759,5.645
8394.600,95.030,96.810,7.233
8396.532,91.109,96.745,13.685
8398.468,96.792,97.571,47.902
8400.400,109.344,99.052,93.762
8402.337,102.931,98.671,83.207
8404.270,97.188,98.954,28.108
8406.203,100.003,98.982,4.868
8408.142,98.614,98.380,4.153
8410.076,100.369,97.965,4.311
8412.015,98.936,98.305,6.949
8413.950,97.018,97.933,14.994
8415.891,102.156,98.643,33.322
8417.827,98.636,98.462,39.343
8419.763,98.521,98.114,17.379
8421.705,101.190,98.536,5.594
8423.642,99.695,98.594,6.056
8425.585,100.612,97.833,8.493
8427.523,94.344,97.565,18.873
8429.466,101.975,97.599,54.465
8431.406,103.630,97.293,105.503
8433.350,100.635,96.936,89.173
8435.290,92.364,97.621,26.908
8437.230,99.993,98.877,5.201
8439.176,99.026,99.702,4.674
8441.118,101.254,100.041,3.689
8443.064,99.903,99.647,4.036
8445.006,99.595,98.527,5.454
8446.954,100.962,97.537,7.938
8448.897,98.478,97.814,10.376
8450.841,97.231,98.195,14.367
8452.789,102.707,97.266,28.092
8454.734,97.179,97.032,34.014
8456.684,97.887,98.136,16.346
8458.629,97.152,98.031,6.138
8460.580,99.233,97.311,6.303
8462.526,95.196,97.398,12.082
8464.473,94.731,96.983,36.327
8466.425,98.181,96.439,71.347
8468.372,98.354,96.277,64.401
8470.325,88.688,96.029,22.818
8472.274,98.910,96.358,4.857
8474.227,97.076,95.899,4.890
8476.177,98.935,95.080,5.546
8478.127,97.990,95.030,5.024
8480.082,95.291,95.281,4.216
8482.033,95.489,94.309,3.491
8483.989,95.485,94.002,4.091
8485.940,95.058,93.398,3.812
8487.897,94.771,92.925,4.102
8489.850,92.850,93.688,5.051
8491.803,92.421,94.882,8.887
8493.761,96.642,94.634,18.366
8495.715,99.896,95.644,22.407
8497.674,95.486,95.957,13.640
8499.629,97.981,95.494,6.899
8501.589,96.195,94.474,7.408
8503.545,92.581,93.420,17.868
8505.501,97.911,93.215,36.943
8507.462,96.340,93.759,40.779
8509.419,90.116,93.582,19.261
8511.382,93.424,92.799,5.561
8513.340,90.575,92.929,4.154
8515.303,93.407,93.745,3.978
8517.262,96.351,93.225,4.205
8519.221,92.527,93.076,4.162
8521.186,93.127,93.675,4.491
8523.146,94.506,93.478,5.004
8525.111,93.339,92.923,4.412
8527.073,93.849,92.774,3.450
8529.039,94.434,92.959,3.229
8531.001,95.861,94.309,3.614
8532.964,95.762,94.796,3.996
8534.931,95.878,94.387,3.570
8536.895,98.507,93.972,4.566
8538.863,96.576,93.976,9.903
8540.828,95.228,94.109,11.395
8542.797,93.322,94.284,7.999
8544.762,97.383,92.839,5.002
8546.728,95.268,93.912,7.214
8548.699,94.477,95.165,14.571
8550.666,97.960,94.531,19.888
8552.637,97.012,94.763,13.539
8554.605,96.135,94.942,6.120
8556.578,93.042,94.545,4.633
8558.546,97.044,93.739,3.816
8560.515,95.007,92.983,3.574
8562.489,90.246,92.662,3.499
8564.459,91.422,92.742,3.563
8566.434,88.564,92.585,3.629
8568.404,92.173,92.608,3.255
8570.380,94.645,93.174,3.138
8572.352,94.859,93.996,3.467
8574.324,94.978,94.542,4.236
8576.301,96.159,94.709,4.939
8578.274,96.112,95.245,4.486
8580.252,96.347,95.529,4.078
8582.226,94.980,95.033,4.261
8584.205,92.985,95.266,4.336
8586.180,96.537,95.954,4.509
8588.160,93.727,94.962,6.548
8590.136,94.166,95.580,8.180
8592.112,94.378,94.469,6.812
8594.093,95.592,93.816,5.022
8596.070,98.068,94.259,6.416
8598.052,96.079,94.861,9.623
8600.030,95.339,94.864,8.951
8602.013,94.410,94.125,5.522
8603.992,93.919,94.227,4.086
8605.972,91.563,93.949,4.519
8607.956,90.454,93.284,5.639
8609.936,94.125,92.941,7.935
8611.922,92.899,92.931,11.092
8613.903,91.489,92.557,15.045
8615.889,87.155,92.329,21.833
8617.871,92.125,91.356,27.022
8619.854,91.104,91.032,34.144
8621.842,95.088,91.929,42.045
8623.825,90.044,92.169,49.402
8625.814,92.023,91.996,54.791
8627.798,94.286,92.405,57.908
8629.788,89.764,92.188,60.601
8631.773,93.185,92.026,57.422
8633.759,93.424,92.713,54.307
8635.750,89.500,93.327,52.196
8637.736,96.029,92.990,41.363
8639.728,93.527,92.892,32.941
8641.716,95.913,92.731,23.114
8643.708,90.870,92.621,16.615
8645.697,92.812,92.118,11.822
8647.686,89.804,90.514,16.779
8649.680,92.411,90.308,27.985
8651.670,88.970,91.050,40.591
8653.665,90.951,91.701,46.146
8655.656,89.753,92.409,49.377
8657.652,90.539,92.928,53.605
8659.643,93.620,92.544,52.237
8661.635,94.188,93.295,54.802
8663.633,87.542,93.458,52.964
8665.626,94.653,92.928,48.043
8667.624,88.606,92.902,52.044
8669.618,93.003,93.228,42.229
8671.617,92.852,92.340,44.279
8673.612,90.983,91.672,39.153
8675.607,90.436,90.001,33.197
8677.608,84.896,87.683,32.764
8679.604,80.450,84.737,24.161
8681.606,83.266,83.188,23.378
8683.603,81.558,85.921,23.526
8685.605,84.017,88.207,16.547
8687.604,90.054,89.926,16.073
8689.602,89.364,91.457,16.062
8691.606,93.414,91.939,11.111
8693.605,91.364,91.328,11.478
8695.610,94.439,91.055,10.545
8697.611,90.886,90.562,7.377
8699.616,90.558,89.203,7.936
8701.618,92.095,90.687,8.874
8703.619,89.657,92.010,7.400
8705.626,88.841,90.904,6.723
8707.629,88.642,90.805,7.851
8709.637,90.435,91.116,6.854
8711.641,90.852,91.308,4.432
8713.650,88.593,90.591,4.432
8715.654,87.601,89.082,4.068
8717.659,85.972,86.935,3.258
8719.669,81.101,83.877,3.293
8721.675,75.743,80.446,3.458
8723.687,71.516,76.969,3.486
8725.693,68.484,75.514,3.823
8727.706,68.960,76.625,4.091
8729.713,74.502,79.666,4.035
8731.722,76.638,83.433,3.657
8733.735,83.456,85.887,2.844
8735.744,89.529,88.448,2.149
8737.759,92.558,89.981,3.239
8739.769,88.690,90.412,4.854
8741.784,89.975,90.658,4.378
8743.795,92.721,91.244,3.743
8745.812,92.541,91.539,3.603
8747.824,93.978,91.854,3.357
8749.836,93.390,91.795,3.909
8751.854,91.932,92.236,4.518
8753.867,91.337,93.123,3.976
8755.886,95.365,92.856,5.085
8757.900,95.907,92.582,14.018
8759.919,93.058,92.201,36.408
8761.935,93.855,92.250,63.143
8763.950,95.533,92.426,65.470
8765.971,90.988,92.391,46.260
8767.988,92.601,92.564,73.802
8770.010,94.310,93.144,85.664
8772.027,89.408,92.689,46.089
8774.050,91.882,92.392,19.315
8776.069,90.959,92.521,34.898
8778.088,94.776,92.730,75.684
8780.112,89.682,92.998,93.493
8782.132,88.512,93.046,50.391
8784.157,90.062,92.484,10.899
8786.177,97.649,92.478,4.429
8788.204,94.306,92.852,6.293
8790.225,97.798,92.762,15.212
8792.247,99.159,92.322,29.082
8794.275,88.929,92.948,27.670
8796.298,91.810,92.595,10.070
8798.326,96.478,92.446,2.163
8800.350,95.004,92.720,3.032
8802.380,96.284,93.022,2.664
8804.405,96.362,93.487,3.099
8806.430,95.167,93.917,3.048
8808.461,93.194,93.837,3.981
8810.487,92.266,93.984,6.395
8812.519,94.912,94.014,5.935
8814.546,97.266,93.802,3.582
8816.579,98.265,94.008,2.573
8818.607,97.562,93.610,3.305
8820.636,96.785,94.306,3.969
8822.670,102.030,94.788,10.047
8824.700,93.178,94.848,33.039
8826.735,96.248,94.845,115.101
8828.765,101.168,94.455,192.316
8830.801,89.600,93.627,130.919
8832.833,89.543,93.269,39.042
8834.865,91.427,93.042,33.823
8836.902,96.039,92.948,63.777
8838.935,95.007,92.759,70.910
8840.973,88.892,91.652,31.698
8843.007,85.695,89.739,6.408
8845.046,81.234,86.928,5.613
8847.081,76.970,84.867,7.814
8849.116,76.617,84.458,14.498
8851.157,77.318,85.472,23.727
8853.193,85.556,87.125,20.386
8855.234,86.902,88.990,8.120
8857.272,89.370,90.572,3.616
8859.314,95.418,91.149,3.468
8861.352,93.014,91.195,4.729
8863.391,95.064,91.643,8.045
8865.434,90.666,92.637,12.729
8867.474,94.133,92.921,32.248
8869.519,95.982,91.810,47.298
8871.559,90.681,91.766,30.414
8873.605,93.040,92.255,7.877
8875.646,94.164,91.996,2.975
8877.688,92.789,91.884,2.686
8879.735,97.893,93.031,4.378
8881.778,97.252,93.497,8.779
8883.826,91.718,93.778,30.203
8885.870,95.224,94.303,92.425
8887.919,100.981,94.637,142.989
8889.964,91.641,94.199,73.601
8892.009,98.336,93.895,12.147
8894.059,94.991,93.714,4.790
8896.105,98.074,93.070,5.619
8898.157,97.589,93.072,6.605
8900.204,97.752,93.882,9.251
8902.256,97.501,93.833,26.800
8904.304,91.727,94.256,61.753
8906.357,101.614,93.712,53.683
8908.406,98.040,94.204,17.642
8910.456,97.790,94.468,6.074
8912.510,100.258,93.774,6.338
8914.561,100.081,94.369,8.660
8916.616,97.668,94.520,14.698
8918.668,85.872,94.408,63.538
8920.724,102.501,95.026,141.412
8922.776,99.774,95.216,134.533
8924.829,95.820,94.357,43.304
8926.887,99.300,93.995,9.414
8928.941,97.061,93.894,6.951
8931.000,96.402,93.825,6.059
8933.054,95.354,93.986,4.914
8935.114,97.693,94.105,5.254
8937.170,96.677,93.868,5.644
8939.226,100.413,93.447,6.150
8941.287,100.163,93.174,10.835
8943.344,94.970,92.892,33.380
8945.406,101.332,93.271,51.792
8947.464,99.894,93.719,30.856
8949.528,94.959,93.556,7.337
8951.586,94.758,93.332,3.379
8953.646,92.590,93.862,6.705
8955.710,88.658,94.726,17.382
8957.771,90.755,94.660,66.217
8959.836,95.245,94.634,116.292
8961.897,95.483,95.105,80.266
8963.964,90.284,94.641,17.940
8966.026,92.324,94.632,3.965
8968.089,94.127,95.282,3.231
8970.157,98.289,95.067,4.002
8972.220,97.051,94.943,5.936
8974.289,91.924,95.426,5.038
8976.354,96.870,94.943,3.775
8978.424,98.099,94.917,4.117
8980.489,100.178,94.795,4.797
8982.555,91.889,94.736,5.605
8984.627,95.252,94.530,7.389
8986.693,91.989,94.270,12.963
8988.766,84.547,94.552,26.152
8990.834,85.418,94.522,30.449
8992.907,83.253,94.306,16.394
8994.976,85.157,93.352,6.893
8997.045,94.092,93.306,6.189
8999.120,94.808,94.638,13.524
9001.190,89.165,95.006,41.926
9003.266,94.220,95.262,65.121
9005.337,90.989,95.389,37.991
9007.413,93.957,95.580,7.810
9009.486,95.991,95.340,2.644
9011.558,93.837,94.675,2.933
9013.636,94.854,94.708,3.103
9015.710,91.058,95.370,2.682
9017.789,96.445,94.794,1.720
9019.863,91.364,95.231,2.308
9021.943,98.950,95.804,3.947
9024.019,95.448,95.390,4.210
9026.095,93.387,95.484,3.782
9028.176,93.188,95.418,3.961
9030.253,97.712,95.007,4.292
9032.335,99.078,95.319,4.331
9034.413,99.254,95.807,4.223
9036.497,104.103,95.780,7.407
9038.575,104.396,95.889,16.040
9040.655,105.189,96.266,18.116
9042.740,99.499,95.857,9.124
9044.820,103.095,95.454,5.250
9046.905,102.417,95.459,8.638
9048.987,101.678,95.367,20.121
9051.073,97.486,94.615,34.652
9053.156,96.526,94.185,25.191
9055.238,89.901,94.041,8.270
9057.326,97.320,93.941,4.292
9059.410,101.432,93.763,4.292
9061.499,96.936,93.649,3.567
9063.584,92.205,93.876,3.928
9065.674,94.248,94.231,4.740
9067.759,97.875,94.468,5.068
9069.850,90.904,94.287,5.209
9071.937,94.846,94.282,4.672
9074.024,89.762,94.704,3.673
9076.116,91.920,94.715,2.831
9078.204,97.167,94.360,3.003
9080.298,93.143,94.479,3.074
9082.386,88.736,94.528,2.577
9084.481,92.043,94.660,3.103
9086.571,93.910,95.044,4.220
9088.661,88.114,95.028,4.254
9090.757,97.071,94.541,4.626
9092.848,100.353,94.790,8.781
9094.945,94.573,95.045,11.288
9097.037,96.779,95.033,8.084
9099.135,96.723,94.917,5.021
9101.228,91.925,94.752,7.617
9103.322,90.220,94.929,14.649
9105.421,97.554,95.028,16.139
9107.516,95.038,94.651,8.430
9109.616,92.304,94.577,3.034
9111.712,97.688,94.886,3.616
9113.813,99.451,94.463,3.770
9115.909,99.023,94.807,2.569
9118.007,95.115,94.654,2.312
9120.109,90.270,94.649,2.493
9122.207,94.153,94.917,2.708
9124.311,100.303,94.964,2.973
9126.410,99.178,94.684,2.727
9128.514,100.104,94.912,2.236
9130.614,90.986,94.704,2.400
9132.715,89.427,94.635,2.713
9134.821,92.056,94.597,2.652
9136.922,84.551,94.320,2.622
9139.029,88.299,94.190,2.959
9141.132,99.720,94.260,3.506
9143.240,100.690,95.030,3.784
9145.343,99.409,95.024,3.608
9147.447,104.666,95.273,3.500
9149.556,103.567,96.078,4.512
9151.661,99.854,95.250,6.784
9153.771,94.378,95.006,8.332
9155.877,88.497,95.225,7.572
9157.989,94.726,95.176,5.858
9160.095,97.675,95.101,8.132
9162.203,101.345,95.325,11.453
9164.315,99.518,95.353,9.582
9166.424,103.924,94.896,4.977
9168.537,99.822,94.808,2.825
9170.647,100.545,94.835,3.041
9172.761,96.398,94.829,3.129
9174.872,93.771,94.840,3.061
9176.982,88.294,94.842,2.937
9179.098,89.569,94.848,2.830
9181.210,96.986,94.853,2.766
9183.327,101.148,94.857,2.713
9185.440,100.922,94.862,2.745
9187.558,100.462,94.867,2.756
9189.672,104.228,94.872,2.767
9191.786,105.799,94.877,2.786
9193.905,105.033,94.882,2.842
9196.020,98.663,94.886,2.901
9198.141,93.560,94.891,2.906
9200.257,89.472,94.896,2.893
9202.378,84.350,94.901,2.870
9204.495,76.041,94.906,2.846
9206.613,68.813,94.910,2.746
9208.736,60.919,94.915,2.688
9210.854,53.371,94.920,2.522
