,i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,phaseAmplitude,t_char,rBLR,FHWM
138922,5,5,5,2,2,4,4,4,4,4,2,4,5,1
86042,1,3,2,2,1,4,4,2,2,4,1,1,1,1
11998,3,1,5,5,5,3,1,1,1,3,1,1,1,5
32553,5,5,3,1,3,1,3,3,3,3,2,2,3,1
124004,2,2,2,4,5,3,2,2,5,5,1,1,1,1
100913,4,1,1,1,5,1,4,3,1,5,1,1,1,1
103250,3,5,5,4,1,4,2,1,2,2,2,4,5,1
56360,5,1,1,4,5,1,1,1,3,1,1,1,1,1
139520,1,4,4,5,1,4,2,5,4,5,1,2,3,1
82252,4,2,1,2,4,5,5,5,3,1,1,1,1,1
127248,5,5,4,5,3,1,1,2,4,1,2,2,3,1
112656,5,5,1,1,5,1,5,5,3,5,2,1,1,1
115904,3,2,2,4,1,5,1,1,1,4,1,1,1,1
77511,5,1,3,3,3,5,3,1,4,1,1,1,1,3
121654,1,4,5,3,3,3,1,1,4,2,2,2,4,1
129071,1,3,5,5,5,5,3,4,2,2,2,2,3,1
59181,3,2,5,5,1,2,4,2,4,3,2,2,2,1
71972,5,3,4,4,1,5,3,1,5,3,1,2,2,1
129682,3,2,4,1,3,5,4,1,1,1,1,2,2,1
139107,4,4,2,5,4,2,4,3,1,4,2,2,2,1
33664,5,5,3,5,3,3,5,3,3,3,2,2,3,1
23423,5,1,3,1,3,5,5,5,5,1,1,1,1,3
83754,2,2,3,4,5,3,4,3,4,5,1,1,1,1
103005,5,4,1,5,4,5,1,2,1,4,2,1,1,1
59886,1,3,4,4,3,3,1,4,2,1,1,2,2,1
142188,5,4,1,1,2,1,5,5,4,5,2,1,1,1
24462,5,1,3,5,5,1,5,5,3,5,1,1,1,3
64373,4,4,1,2,1,4,5,4,3,5,2,1,1,1
126349,2,3,4,3,2,1,5,4,3,2,2,2,3,1
113289,5,1,1,1,4,3,4,4,1,4,1,1,1,1
31686,5,5,1,3,5,1,3,5,3,1,2,1,1,1
48815,4,2,4,2,4,5,5,2,4,1,1,1,1,1
123560,3,5,1,3,3,1,1,3,5,1,1,1,1,1
136347,1,1,1,5,2,2,5,3,3,5,1,1,1,1
64080,2,2,1,1,3,1,2,3,5,4,1,1,1,1
85668,4,1,2,4,2,4,2,4,5,5,1,1,1,1
62539,3,2,2,2,4,3,5,5,3,2,1,1,1,1
28515,5,3,3,3,5,1,1,1,5,1,1,1,2,1
34234,5,5,5,1,3,5,3,5,3,1,2,4,5,1
89989,5,5,5,5,3,5,2,4,2,1,1,3,5,1
135372,3,3,5,1,2,4,1,3,2,5,2,2,3,1
142603,2,1,1,5,1,5,1,1,2,2,1,1,1,1
128375,2,2,1,5,1,4,3,2,3,5,1,1,1,1
131642,5,5,1,1,2,4,2,4,5,4,1,1,1,1
42594,2,2,4,4,1,3,5,5,3,5,2,1,2,1
37686,1,3,1,4,1,3,2,4,3,1,2,1,1,1
60154,5,3,5,3,5,5,4,3,5,4,1,2,3,1
34044,5,5,5,1,1,5,1,5,3,5,2,4,5,1
53885,1,1,2,5,5,3,5,4,4,2,1,1,1,1
59563,1,5,2,1,5,4,3,5,5,3,1,1,2,1
75040,2,3,3,3,2,1,2,2,2,5,2,2,2,1
29912,5,3,5,3,3,1,1,1,1,1,1,2,3,1
1250,1,1,1,5,3,3,1,1,1,5,1,1,1,1
45251,5,2,2,5,3,4,2,4,5,4,1,1,1,1
9634,3,1,3,3,1,5,5,5,3,5,1,1,1,3
107850,4,4,1,4,5,3,2,4,1,1,2,1,1,1
78313,2,1,5,3,4,3,3,3,4,5,1,1,1,1
138003,2,1,4,5,3,4,1,2,2,5,1,1,1,1
32264,5,5,1,5,5,3,5,1,3,5,2,1,1,1
40630,1,4,3,1,2,1,3,5,2,2,1,2,3,1
22564,5,1,1,3,5,5,5,3,5,5,1,1,1,3
40602,3,1,4,2,5,3,3,3,1,3,1,1,1,1
5044,1,3,1,3,1,3,1,5,1,5,1,1,1,1
34763,5,5,5,3,3,5,5,1,3,3,2,4,5,1
9713,3,1,3,3,3,3,3,1,5,1,1,1,1,2
68001,4,2,2,1,4,4,3,2,2,4,1,1,1,1
115927,2,1,4,5,3,1,5,1,1,4,1,1,1,1
6297,1,3,3,5,1,5,3,3,1,1,1,1,2,1
102119,4,5,3,5,1,1,3,5,3,5,1,2,3,1
37754,5,3,2,3,2,5,3,5,3,1,2,1,1,1
67228,3,5,3,4,4,5,3,2,3,3,2,2,3,1
52004,2,2,1,5,4,3,5,3,5,3,1,1,1,1
51439,4,4,1,4,4,2,4,1,1,5,2,1,1,1
39602,3,5,3,4,1,4,3,3,1,3,2,2,2,1
79038,5,5,3,1,4,5,4,2,4,3,2,2,3,1
114334,3,2,3,2,1,4,3,5,1,4,2,1,1,1
15599,3,3,5,1,3,5,3,3,1,5,1,3,3,1
138466,4,5,1,3,2,4,1,3,5,1,1,1,1,1
59105,1,3,2,2,5,1,3,4,1,5,1,1,2,1
45660,4,3,5,4,2,1,3,5,1,2,1,2,2,1
25134,5,1,5,3,1,1,3,5,5,3,1,1,1,5
40108,1,2,1,5,5,1,4,5,4,1,1,1,1,1
26952,5,3,1,3,3,5,5,5,1,3,1,1,1,1
67980,5,4,2,3,1,4,1,5,3,1,1,1,1,1
141786,1,4,3,4,2,2,2,4,1,4,3,2,2,1
64896,4,4,3,5,4,5,4,3,3,5,1,2,2,1
24441,5,1,3,5,5,1,3,5,5,1,1,1,1,3
76343,5,5,2,3,3,2,5,5,3,4,1,1,2,1
141853,1,1,3,4,3,2,1,2,2,4,1,1,1,1
20721,3,5,5,3,3,1,3,5,5,1,3,4,5,1
20985,3,5,5,3,5,5,1,3,1,3,2,4,5,1
73138,3,4,1,4,3,2,1,2,3,2,2,1,1,1
129501,5,2,1,4,2,4,3,3,5,1,1,1,1,1
34819,5,5,5,3,5,1,5,1,1,3,2,4,5,1
54399,2,4,5,1,4,5,4,4,1,4,2,2,3,1
53458,3,5,3,2,4,2,4,5,5,1,2,2,2,1
89987,4,3,4,5,1,3,1,1,3,2,1,1,2,1
7058,1,3,5,3,3,5,5,5,1,1,1,2,3,1
4497,1,1,5,5,5,1,3,5,3,1,1,1,1,1
9311,3,1,3,1,5,1,3,3,5,3,1,1,1,3
90670,4,2,5,1,3,1,5,3,5,3,1,2,2,1
48869,2,1,5,3,5,3,4,2,5,1,1,1,1,1
68859,3,3,3,3,1,4,2,2,5,1,1,2,2,1
141449,5,4,4,1,3,4,3,4,3,2,1,2,3,1
54729,2,1,2,1,1,5,3,2,3,4,1,1,1,1
72960,2,4,3,1,5,5,5,1,1,4,3,2,2,1
77309,4,1,3,5,1,5,2,3,2,5,1,1,1,2
21355,3,5,5,5,3,5,5,3,5,5,2,5,5,1
70803,5,5,3,1,4,4,2,2,2,3,2,2,2,1
29094,5,3,3,5,5,3,1,1,1,5,1,1,2,1
118765,4,1,5,3,5,1,1,1,5,1,1,1,1,1
128269,4,5,3,1,1,4,1,2,2,5,3,2,3,1
72661,2,1,3,2,4,1,4,5,2,4,1,1,1,1
105519,5,2,4,5,4,2,2,2,2,5,1,1,2,1
111672,4,3,2,3,5,5,3,1,5,2,1,1,1,1
22649,5,1,1,5,1,3,3,5,1,1,1,1,1,1
21384,3,5,5,5,5,1,3,1,5,5,2,4,5,1
71359,2,3,4,1,4,5,3,3,3,4,2,2,2,1
4961,1,3,1,1,5,5,1,3,5,1,1,1,1,1
34289,5,5,5,1,5,1,3,5,3,1,2,4,5,1
46227,3,4,3,4,3,1,5,3,1,1,2,2,2,1
27745,5,3,3,1,1,3,3,5,3,1,1,1,2,1
126954,4,2,5,5,5,3,1,1,3,4,1,2,2,1
22696,5,1,1,5,1,5,3,3,1,5,1,1,1,4
115964,5,1,3,1,4,4,2,3,2,4,1,1,1,1
92458,1,3,1,5,2,4,1,1,4,4,1,1,1,1
73410,2,1,1,5,3,3,4,1,4,3,1,1,1,1
24015,5,1,3,3,5,3,3,3,5,1,1,1,1,3
131706,4,1,4,4,2,5,4,1,4,5,1,1,1,2
2288,1,1,3,3,3,1,5,5,5,3,1,1,1,1
130483,4,3,2,2,3,5,2,2,5,3,1,1,1,1
70792,5,3,3,3,2,5,5,3,1,2,2,1,1,1
57722,5,1,5,3,1,2,5,2,3,1,1,1,1,1
103813,4,2,3,3,1,1,1,3,3,2,1,1,1,1
121336,4,3,5,3,1,1,2,5,5,5,1,2,2,1
124630,5,5,5,4,4,4,4,2,4,5,2,4,5,1
84392,5,2,2,4,2,1,3,2,4,5,1,1,1,1
118842,5,3,4,3,5,3,4,5,3,1,1,2,3,1
10242,3,1,3,5,3,3,1,3,5,1,1,1,1,3
87253,2,2,5,5,2,2,3,5,4,3,1,1,1,1
81022,5,5,4,5,5,4,5,2,1,4,3,3,4,1
43244,5,2,5,4,5,2,4,5,5,1,1,2,2,1
105045,4,1,2,5,3,4,3,3,1,4,1,1,1,5
111477,3,4,4,2,4,5,5,3,3,5,2,3,3,1
95056,2,4,1,3,1,5,1,4,4,4,4,1,1,1
20235,3,5,5,1,3,3,3,1,1,1,2,5,5,1
120894,2,3,4,2,2,5,2,1,1,5,1,1,2,1
32320,5,5,1,5,5,5,5,1,1,5,2,1,1,1
134602,3,5,3,3,5,2,2,3,3,1,1,2,3,1
104399,3,1,2,1,1,2,3,4,3,2,1,1,1,2
107181,2,1,1,5,2,1,1,4,2,1,1,1,1,1
59289,2,3,4,4,3,2,4,5,2,2,2,2,3,1
100621,3,2,2,3,1,1,5,3,2,2,1,1,1,1
55009,5,1,1,5,1,3,5,4,1,2,1,1,1,1
27464,5,3,1,5,3,5,5,1,3,3,1,1,1,1
135340,3,2,5,4,3,1,4,5,5,2,1,2,2,1
104089,5,3,1,5,3,4,1,1,5,4,1,1,1,1
16704,3,3,5,5,5,1,3,3,5,5,1,2,3,1
138015,3,3,4,2,4,1,2,1,4,1,1,2,2,1
52318,1,1,4,5,1,5,1,2,4,5,1,1,1,1
34822,5,5,5,3,5,1,5,1,3,5,2,4,5,1
27713,5,3,3,1,1,3,1,1,1,5,2,1,2,1
121239,3,5,1,3,2,2,2,5,4,4,4,1,1,1
24556,5,1,3,5,5,5,3,5,3,1,1,1,1,3
7399,1,3,5,5,5,5,5,5,3,1,1,2,3,1
6707,1,3,5,1,3,5,3,5,3,5,1,2,3,1
124962,3,3,1,1,1,4,3,2,4,5,2,1,1,1
574,1,1,1,3,1,3,1,5,3,3,1,1,1,1
121215,2,5,4,5,4,5,3,4,4,4,3,3,4,1
3448,1,1,5,1,3,5,5,5,3,5,1,1,1,1
43200,2,5,1,3,5,4,4,5,5,3,1,1,1,1
24353,5,1,3,5,3,5,1,1,3,1,1,1,1,3
88324,3,5,5,5,2,5,1,2,2,2,3,3,4,1
5487,1,3,1,5,5,3,3,3,1,1,1,1,1,1
54500,5,4,3,1,5,1,2,5,5,2,1,2,2,1
117013,5,5,5,1,4,1,5,1,3,5,1,4,5,1
25112,5,1,5,3,1,1,1,5,3,3,1,1,1,5
159,1,1,1,1,3,1,1,1,5,3,1,1,1,1
107074,4,4,5,3,2,5,3,1,2,5,1,3,4,1
35290,5,5,5,5,3,5,3,5,5,1,2,4,5,1
63302,2,3,5,1,2,2,5,3,3,5,2,3,3,1
89687,5,4,3,2,3,1,4,2,5,3,1,1,2,1
121849,5,2,5,2,1,1,3,5,1,4,1,1,2,1
134089,5,5,2,2,3,3,1,5,1,2,3,1,2,1
52628,5,1,3,4,2,1,2,4,2,1,1,1,1,1
127858,4,5,1,2,1,3,3,2,1,3,3,1,1,1
13942,3,3,3,1,3,3,3,1,3,1,1,2,2,1
70460,2,2,4,3,5,1,5,5,4,2,1,1,1,1
73493,2,5,3,5,3,1,4,3,3,2,2,2,3,1
131394,2,2,2,3,2,2,5,3,1,1,1,1,1,1
93441,4,4,1,5,3,5,3,3,4,4,3,1,1,1
91881,2,3,4,1,4,1,1,1,5,4,1,2,3,1
119590,5,4,1,3,4,4,3,5,4,1,2,1,1,1
29896,5,3,5,3,1,5,5,1,1,5,1,2,3,1
131402,4,1,1,3,1,1,5,4,5,2,1,1,1,2
91099,4,3,1,4,4,4,1,5,3,4,1,1,1,1
53647,2,4,4,2,3,4,4,5,1,2,2,2,3,1
47349,1,1,1,2,4,1,4,1,5,1,1,1,1,1
92555,4,5,2,3,2,1,1,5,5,2,2,1,2,1
44957,5,4,4,4,5,2,2,3,5,4,1,2,3,1
13426,3,3,1,5,3,3,1,5,3,1,2,1,1,1
37842,3,5,1,3,1,5,5,2,2,3,2,1,1,1
7313,1,3,5,5,3,5,5,5,1,1,1,2,3,1
77534,2,4,2,5,3,2,3,3,4,3,3,1,2,1
92969,2,2,2,2,1,1,2,2,1,3,2,1,1,1
115034,4,2,1,5,3,1,5,3,1,5,1,1,1,1
139867,1,2,4,3,5,1,1,1,2,5,1,1,1,1
80726,4,1,3,5,2,2,3,3,3,4,1,1,1,1
64565,5,5,2,1,2,1,2,5,5,5,1,2,2,1
125429,3,3,2,1,4,4,4,2,1,5,2,1,1,1
55061,2,1,3,5,5,2,3,3,5,3,1,1,1,1
114978,5,5,2,1,1,1,2,1,2,3,1,2,2,1
26480,5,3,1,1,5,1,5,3,3,3,1,1,1,1
86807,5,3,3,3,5,2,4,1,3,4,2,1,2,1
53555,5,1,1,3,2,1,3,5,3,5,1,1,1,1
86812,5,3,3,5,3,4,1,3,3,2,1,1,2,1
15369,3,3,5,1,1,3,3,5,1,1,2,3,3,1
35978,5,4,4,5,1,2,4,5,2,5,1,2,3,1
28754,5,3,3,5,1,3,1,3,3,1,2,1,2,1
7740,3,1,1,1,3,5,5,5,5,5,1,1,1,3
106067,2,2,1,3,1,5,2,5,5,1,1,1,1,1
72566,2,5,3,1,3,5,2,2,1,4,3,2,3,1
30471,5,3,5,5,3,1,5,1,1,3,1,2,3,1
96886,4,3,3,3,1,4,1,5,3,1,2,1,2,1
99688,3,2,1,1,4,5,5,2,5,3,1,1,1,1
132287,2,1,3,3,5,1,5,3,2,4,1,1,1,1
19129,3,5,3,3,3,1,3,5,1,5,2,2,3,1
57217,1,1,4,5,4,5,5,4,3,4,1,1,1,1
125886,2,2,1,3,4,3,2,4,1,1,2,1,1,1
122734,5,3,4,2,2,3,5,1,2,2,1,2,2,1
104363,5,3,5,4,1,5,2,2,5,2,1,2,3,1
10479,3,1,3,5,5,5,1,1,3,3,1,1,1,5
40474,5,1,1,1,4,4,4,1,4,1,1,1,1,1
65796,2,1,4,3,3,2,4,5,5,1,1,1,1,1
77093,4,5,5,1,5,2,1,3,1,2,2,3,5,1
14310,3,3,3,3,1,3,5,3,5,5,1,1,2,1
112704,5,3,4,5,5,1,2,2,3,5,1,2,2,1
92295,2,2,3,4,3,1,1,1,1,3,1,1,1,1
81479,4,5,3,2,3,4,1,1,2,1,2,2,3,1
42909,5,4,5,2,5,5,4,1,1,4,2,3,4,1
46065,5,3,3,3,2,5,4,2,2,5,1,1,2,1
117124,4,2,4,1,2,1,2,5,1,5,1,1,2,1
49640,2,4,1,2,3,4,2,4,1,4,2,1,1,1
181,1,1,1,1,3,1,3,3,3,3,1,1,1,1
135249,3,1,2,4,5,3,3,2,4,2,1,1,1,1
131589,1,3,2,1,1,1,5,5,5,4,1,1,1,1
121597,2,3,4,1,3,3,2,1,2,5,1,2,2,1
106798,2,2,5,4,3,1,4,1,5,1,1,2,2,1
72414,4,2,5,3,5,2,4,3,1,1,1,2,2,1
133613,5,4,5,3,4,2,3,3,1,5,2,3,4,1
6957,1,3,5,3,1,5,5,3,5,3,1,2,3,1
132134,1,1,5,3,1,3,3,5,3,3,1,1,1,1
69159,3,3,3,5,1,1,3,5,5,4,2,2,2,1
140299,3,5,3,5,5,4,1,4,4,5,2,2,3,1
87707,5,3,2,3,2,3,3,5,4,1,2,1,1,1
21992,5,1,1,1,5,3,3,5,3,5,1,1,1,3
82889,3,3,3,2,5,5,3,2,4,3,2,1,2,1
119321,2,1,5,5,1,1,3,1,3,5,1,1,1,1
115020,2,1,5,1,1,1,2,1,2,5,1,1,1,1
44883,5,4,5,3,5,1,4,2,4,2,1,3,4,1
47295,5,1,2,3,2,1,5,1,1,4,1,1,1,1
54891,5,3,2,1,4,3,2,4,3,3,1,1,2,1
14333,3,3,3,3,1,5,1,5,1,1,2,1,2,1
57827,4,4,4,5,1,2,5,4,5,4,1,3,3,1
331,1,1,1,1,5,1,1,1,5,1,1,1,1,1
36606,4,5,5,1,2,5,2,1,5,3,1,3,5,1
73859,4,5,5,4,3,2,5,4,3,3,2,4,5,1
54611,4,3,5,2,1,1,2,1,1,4,2,2,3,1
3451,1,1,5,1,5,1,1,1,1,3,1,1,1,1
48976,1,3,3,2,4,2,4,2,3,1,2,1,1,1
109544,5,4,2,4,3,1,2,1,1,1,2,1,2,1
27623,5,3,1,5,5,5,3,1,5,3,1,1,1,1
64699,3,2,3,5,4,4,1,5,2,2,1,1,1,1
124108,1,1,5,1,1,1,1,4,5,1,1,1,1,1
19166,3,5,3,3,3,3,1,3,5,5,2,2,3,1
63490,1,4,1,1,2,2,5,2,3,1,2,1,1,1
32301,5,5,1,5,5,5,3,1,3,5,2,1,1,1
68730,4,1,2,5,3,1,1,5,2,3,1,1,1,2
94764,1,1,2,1,5,5,4,4,1,4,1,1,1,1
138116,5,4,3,2,4,2,2,3,5,1,1,2,3,1
44477,3,5,2,4,4,1,4,5,3,3,3,2,2,1
122033,2,4,3,1,4,3,2,2,3,4,2,2,2,1
18951,3,5,3,3,1,1,5,1,1,3,2,2,3,1
113363,3,5,3,5,4,4,4,2,4,2,2,2,2,1
7800,3,1,1,1,5,3,1,1,5,1,1,1,1,2
14361,3,3,3,3,1,5,5,1,1,3,1,1,2,1
54175,2,3,5,5,3,4,5,1,2,1,1,2,2,1
139853,5,4,3,3,4,2,4,2,1,3,2,2,2,1
81826,5,4,4,5,1,3,3,1,3,4,2,3,3,1
126306,2,3,1,5,4,1,5,5,4,5,2,1,1,1
143123,5,1,3,3,5,3,3,5,5,2,1,1,1,2
136709,2,2,3,1,1,5,3,5,3,2,1,1,1,1
595,1,1,1,3,1,3,3,5,3,5,1,1,1,1
57308,4,5,4,4,5,5,5,5,1,1,2,3,4,1
107753,4,3,2,4,1,3,5,2,3,1,1,1,1,1
21901,5,1,1,1,5,1,1,1,3,5,1,1,1,3
55568,3,2,1,4,4,4,3,4,5,3,1,1,1,1
10792,3,1,5,1,3,3,3,1,5,5,1,1,1,2
97757,5,1,1,4,4,4,3,4,3,3,1,1,1,1
2586,1,1,3,3,5,5,5,3,5,3,1,1,1,1
37014,4,2,1,1,2,2,2,3,2,3,1,1,1,1
28725,5,3,3,5,1,1,5,1,1,1,1,1,2,1
141305,4,2,4,4,4,4,2,1,2,1,1,1,2,1
2722,1,1,3,5,1,5,1,5,3,1,1,1,1,1
19177,3,5,3,3,3,3,3,1,1,3,2,3,3,1
27061,5,3,1,3,5,3,3,5,5,5,1,1,1,1
86366,5,3,5,1,3,1,5,3,5,3,1,2,3,1
43215,2,1,2,5,5,5,3,3,2,2,1,1,1,2
52739,5,5,3,3,5,4,1,1,5,1,2,2,2,1
51936,1,2,5,5,1,4,5,1,5,2,1,1,1,1
113219,5,4,4,3,2,3,1,2,5,4,1,2,3,1
106681,2,5,4,4,5,4,5,1,1,5,2,2,3,1
116134,2,4,2,5,4,2,2,1,3,3,1,1,2,1
94272,1,1,3,5,1,5,5,4,4,4,1,1,1,1
46465,4,4,2,4,5,1,1,2,2,5,1,1,2,1
89165,4,2,5,2,5,2,2,1,3,1,1,2,2,1
91329,4,4,5,5,5,1,4,5,4,5,3,3,4,1
39677,2,3,2,5,5,3,1,1,2,2,2,1,1,1
45653,5,1,3,2,4,2,5,3,3,1,1,1,1,2
122583,4,1,4,4,5,3,4,2,4,4,1,1,1,1
62100,5,2,2,5,3,4,4,1,4,4,1,1,1,1
31087,5,5,1,1,3,5,3,1,1,5,2,1,1,1
6973,1,3,5,3,3,1,1,5,5,1,1,2,3,1
120075,1,2,1,4,1,2,4,1,4,5,1,1,1,1
92160,5,2,4,5,4,4,3,4,2,3,1,1,1,1
26658,5,3,1,3,1,3,1,3,1,3,2,1,1,1
97957,5,4,3,2,1,5,1,1,2,4,3,2,3,1
120687,4,5,5,2,1,5,2,2,4,2,2,3,4,1
72717,4,4,2,1,4,5,4,1,2,3,2,2,2,1
20276,3,5,5,1,3,5,1,1,3,3,1,4,5,1
18975,3,5,3,3,1,3,1,1,1,5,3,2,3,1
76968,2,1,2,1,2,4,3,3,3,3,1,1,1,1
108587,1,1,1,3,3,1,2,2,4,4,1,1,1,1
139955,3,4,3,1,1,4,5,4,1,4,2,2,2,1
42781,2,4,2,5,2,1,3,2,3,1,1,1,2,1
29863,5,3,5,3,1,5,1,3,5,5,2,2,3,1
139666,2,4,5,4,1,1,1,1,4,3,2,2,3,1
66709,2,3,1,1,2,1,1,2,3,2,2,1,1,1
104355,5,3,5,1,1,1,4,2,5,2,1,2,3,1
51637,3,4,3,1,1,2,1,2,1,2,1,2,2,1
105704,4,3,4,1,4,1,4,3,3,3,2,2,2,1
133604,4,5,5,5,3,2,5,1,4,1,2,4,4,1
114086,2,2,4,5,4,3,3,1,4,5,1,1,1,1
121527,3,1,5,3,4,3,2,4,4,2,1,1,1,2
84451,3,1,3,3,5,5,5,3,3,3,1,1,1,1
122256,3,1,2,3,5,3,5,4,3,1,1,1,1,3
7281,1,3,5,5,3,3,5,3,5,1,1,2,3,1
122664,3,1,1,5,1,5,5,3,4,1,1,1,1,1
78926,3,3,1,2,3,1,2,1,1,2,2,1,1,1
76190,3,1,5,1,5,1,5,3,1,1,1,1,1,1
48540,2,5,2,5,2,1,4,1,2,2,2,1,2,1
33487,5,5,3,5,1,3,5,3,3,1,2,2,3,1
122186,4,2,1,2,1,4,2,3,4,1,1,1,1,1
29274,5,3,5,1,1,3,1,5,1,1,2,2,3,1
16448,3,3,5,5,1,5,1,1,1,1,1,2,3,1
25721,5,1,5,5,1,5,3,3,1,1,1,1,1,3
123496,2,3,1,3,5,3,2,1,1,2,1,1,1,1
109789,5,3,1,1,2,4,5,4,4,1,1,1,1,1
42363,2,5,1,3,1,3,4,1,4,2,2,1,1,1
11736,3,1,5,5,1,5,3,5,5,5,1,1,1,4
99521,3,5,1,3,3,1,1,1,5,5,2,1,1,1
89376,2,1,1,4,1,2,3,4,4,2,1,1,1,1
84151,2,5,1,5,3,1,1,5,4,2,3,1,1,1
124113,1,5,1,5,2,2,5,2,2,5,2,1,1,1
33636,5,5,3,5,3,3,3,1,5,1,2,2,3,1
87619,3,1,5,3,2,5,1,5,4,5,1,1,1,2
12677,3,3,1,3,1,1,5,3,3,1,1,1,1,1
104373,1,2,4,5,4,5,3,5,5,2,1,1,2,1
76371,3,3,1,2,3,5,2,4,5,2,1,1,1,1
118308,2,4,5,3,2,5,4,2,1,5,2,3,3,1
3291,1,1,5,1,3,1,1,5,5,3,1,1,1,1
36277,4,4,3,5,1,1,3,5,2,2,1,2,2,1
81834,4,5,4,2,3,5,1,1,3,3,2,3,4,1
74132,5,5,2,1,4,2,3,1,1,2,2,1,2,1
138231,5,2,4,4,3,5,4,4,4,5,1,1,2,1
27573,5,3,1,5,5,3,3,5,5,1,1,1,1,1
17094,3,5,1,1,3,3,3,1,3,5,2,1,1,1
24870,5,1,5,1,3,5,1,3,1,1,1,1,1,3
52873,4,1,1,1,5,4,3,2,2,1,1,1,1,1
104658,2,5,5,3,1,3,1,2,3,5,1,3,5,1
90598,4,1,3,4,3,1,4,4,1,5,1,1,1,1
108913,2,5,1,2,2,4,4,5,5,2,1,1,1,1
43037,4,2,4,4,3,1,4,2,4,2,1,1,2,1
27725,5,3,3,1,1,3,1,5,1,3,2,1,2,1
22161,5,1,1,3,1,3,5,3,3,5,1,1,1,3
95188,5,3,2,4,1,1,5,5,4,4,2,1,1,1
142049,1,1,5,2,5,5,4,2,5,1,1,1,1,1
27658,5,3,3,1,1,1,1,3,1,3,2,1,2,1
101580,3,4,1,2,4,1,5,2,1,1,2,1,1,1
106000,4,1,5,3,2,3,4,3,2,3,1,1,1,1
31777,5,5,1,3,5,5,1,3,3,3,2,1,1,1
68768,4,3,3,1,2,1,3,5,4,3,1,1,2,1
80985,5,2,4,2,4,5,3,3,5,1,1,1,2,1
37805,4,2,5,3,2,3,3,5,5,4,1,1,1,1
134633,3,2,3,5,3,5,2,5,2,3,1,1,2,1
23967,5,1,3,3,5,1,5,1,3,3,1,1,1,5
98879,4,1,3,3,5,2,2,5,3,5,1,1,1,2
20199,3,5,5,1,3,1,5,1,1,5,2,5,5,1
37787,4,4,5,1,4,2,4,4,4,5,2,3,4,1
95989,4,2,1,1,1,4,2,2,3,1,1,1,1,1
22640,5,1,1,5,1,3,3,1,1,1,1,1,1,1
98179,4,5,3,1,5,3,1,2,1,4,2,2,3,1
50350,3,1,3,4,5,2,2,5,4,3,1,1,1,1
85321,1,3,2,3,2,1,1,4,5,4,1,1,1,1
108089,1,3,2,4,1,4,4,5,3,3,2,1,1,1
42195,4,5,1,2,5,2,3,2,3,3,2,1,1,1
46868,5,5,5,5,5,5,1,1,1,3,2,3,5,1
64551,2,3,4,4,5,5,3,2,4,1,1,2,2,1
7780,3,1,1,1,5,1,5,1,3,3,1,1,1,2
104170,5,1,3,1,1,4,3,4,1,5,1,1,1,1
115919,4,5,4,1,5,4,2,4,4,3,2,2,3,1
6771,1,3,5,1,5,3,1,3,3,3,1,2,3,1
183,1,1,1,1,3,1,3,3,5,3,1,1,1,1
71839,5,5,1,1,1,4,1,4,1,3,3,1,1,1
9595,3,1,3,3,1,5,1,5,5,3,1,1,1,5
130482,3,1,3,4,5,2,3,3,3,5,1,1,1,1
31114,5,5,1,1,3,5,5,3,5,3,2,1,1,1
101794,5,3,1,5,5,2,4,2,2,1,1,1,1,1
134181,2,1,2,1,4,5,5,1,5,2,1,1,1,1
12863,3,3,1,3,3,1,5,5,5,1,2,1,1,1
14711,3,3,3,3,5,5,3,3,3,5,1,1,2,1
119087,4,5,5,3,3,3,1,4,3,5,1,3,4,1
68261,5,3,5,1,1,4,1,4,3,5,2,2,3,1
102892,1,1,2,5,1,4,3,5,3,2,1,1,1,1
38313,2,1,5,4,5,5,1,2,4,3,1,1,1,1
67313,1,2,5,2,5,1,4,4,4,2,1,1,2,1
99585,2,4,5,4,3,4,4,4,4,1,2,3,4,1
136173,3,5,3,1,3,3,2,3,4,1,2,2,3,1
76934,3,3,1,2,4,2,5,5,4,5,2,1,1,1
93831,5,3,5,1,5,3,4,5,5,2,1,2,3,1
24858,5,1,5,1,3,3,5,5,1,5,1,1,1,3
25653,5,1,5,5,1,3,1,1,5,1,1,1,1,3
27519,5,3,1,5,5,1,3,5,5,1,1,1,1,1
87909,3,1,5,1,5,4,5,2,4,5,1,1,1,1
51366,4,5,1,4,1,1,1,2,1,2,2,1,1,1
92429,5,5,5,3,2,3,2,3,5,2,1,4,5,1
126008,4,5,3,1,3,5,2,1,5,3,1,2,3,1
52648,1,5,3,4,5,5,2,4,2,3,1,2,2,1
142062,3,5,1,4,4,4,4,4,5,5,2,1,1,1
87511,3,4,3,3,4,3,2,5,4,3,3,2,2,1
103509,3,2,1,3,2,1,3,1,5,5,1,1,1,1
98280,3,1,4,5,5,2,2,4,4,4,1,1,1,2
93454,3,1,5,3,5,4,4,3,3,1,1,1,1,1
38535,2,4,2,4,1,1,2,3,4,2,3,1,2,1
45259,3,3,2,5,2,5,4,4,2,4,2,1,1,1
52713,5,3,4,3,4,5,5,1,1,2,2,2,2,1
126195,2,1,2,4,2,5,4,3,5,1,1,1,1,1
1168,1,1,1,5,1,5,3,3,5,3,1,1,1,1
8574,3,1,1,5,1,5,3,1,1,5,1,1,1,2
