,i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,phaseAmplitude,t_char,rBLR,FHWM
140589,4,4,1,3,1,3,1,5,5,5,2,1,1,1
102573,2,5,1,2,3,4,2,2,2,1,1,1,1,1
43891,4,1,4,5,4,1,1,2,5,4,1,1,1,1
49290,2,2,4,4,4,1,1,5,4,5,1,1,2,1
62219,3,1,3,2,3,5,2,4,3,3,1,1,1,1
42125,5,1,1,3,4,5,4,1,5,3,1,1,1,1
117808,4,1,3,1,2,4,4,2,5,3,1,1,1,1
33585,5,5,3,5,3,1,3,3,3,5,2,2,3,1
61560,3,1,3,4,3,3,2,4,2,5,1,1,1,3
36307,2,3,3,2,4,3,3,2,5,1,1,2,2,1
94392,3,5,5,2,2,4,5,1,1,3,2,4,5,1
60164,1,5,2,5,4,2,1,3,1,5,2,2,2,1
61499,2,2,4,3,2,1,5,2,1,3,1,2,2,1
62216,3,2,1,5,2,5,3,5,4,2,1,1,1,1
12107,3,1,5,5,5,5,5,3,5,1,1,1,1,2
46631,5,2,3,1,1,1,2,3,1,1,1,1,1,1
35492,5,5,5,5,5,5,5,5,5,3,2,4,5,1
6356,1,3,3,5,3,3,3,5,5,1,1,1,2,1
37002,5,2,1,4,5,3,1,3,2,1,1,1,1,1
73086,5,3,4,2,4,3,1,5,5,5,1,1,2,1
11493,3,1,5,3,5,3,1,3,5,1,1,1,1,2
13247,3,3,1,5,1,3,3,3,1,1,1,1,1,1
114111,4,5,3,2,5,4,1,3,5,3,1,2,3,1
123116,3,4,3,2,4,5,2,3,4,5,2,2,3,1
43263,5,2,3,2,3,5,5,2,1,4,1,1,1,1
94897,5,2,3,5,3,3,1,2,5,3,1,1,1,1
132551,5,2,5,4,2,3,4,1,2,4,1,2,2,1
76945,2,1,2,3,1,3,1,3,5,5,1,1,1,2
131577,1,5,3,2,5,3,5,3,3,4,2,2,3,1
32291,5,5,1,5,5,5,1,5,1,3,2,1,1,1
119732,4,2,3,1,4,3,5,3,2,1,1,1,1,1
34385,5,5,5,1,5,5,1,5,3,5,2,4,5,1
97029,1,4,4,1,1,1,5,2,4,4,2,2,3,1
103091,3,3,1,3,4,3,3,3,4,5,2,1,1,1
109463,3,4,1,3,4,5,3,2,2,1,2,1,1,1
97740,2,3,4,5,5,1,4,4,1,5,2,2,3,1
30322,5,3,5,5,1,3,1,3,5,3,2,2,3,1
107037,4,5,1,1,2,2,5,3,5,2,2,1,1,1
97584,5,2,3,4,5,1,2,1,1,3,1,1,1,1
10903,3,1,5,1,5,1,1,5,3,1,1,1,1,3
84829,2,2,1,1,2,1,2,1,3,2,1,1,1,1
66519,1,1,5,1,2,1,5,1,4,4,1,1,1,1
92743,5,5,2,5,2,3,3,2,4,4,2,1,2,1
143089,3,5,2,4,3,4,5,2,3,5,2,1,2,1
9480,3,1,3,3,1,1,3,1,3,5,1,1,1,3
136324,5,3,1,5,1,4,4,4,1,4,2,1,1,1
107535,5,1,2,2,3,3,2,1,4,5,1,1,1,1
133619,4,2,5,3,1,4,5,1,3,1,1,1,1,1
18206,3,5,1,5,3,5,3,3,5,1,2,1,1,1
95759,1,1,2,1,2,5,5,2,3,3,1,1,1,1
136296,3,3,1,5,4,1,4,2,1,4,2,1,1,1
27331,5,3,1,5,3,1,1,5,3,1,1,1,1,1
142492,4,2,5,5,5,5,5,2,5,2,1,2,2,1
138989,4,5,5,1,1,5,5,3,2,4,1,4,5,1
104615,2,2,5,1,4,3,2,5,5,5,1,1,2,1
54348,5,3,4,3,3,1,2,5,1,1,2,2,2,1
19740,3,5,3,5,3,5,1,3,1,3,2,2,3,1
100963,5,2,1,4,5,4,4,3,3,2,1,1,1,1
93445,5,1,4,1,1,4,5,5,4,5,1,1,1,2
131690,2,3,2,2,5,2,1,5,3,4,2,1,1,1
81011,5,3,4,4,3,4,5,1,3,4,2,2,3,1
86610,5,5,5,4,1,4,4,2,1,1,2,3,4,1
4256,1,1,5,5,1,5,3,3,5,5,1,1,1,1
20312,3,5,5,1,3,5,3,5,5,3,2,4,5,1
10315,3,1,3,5,3,5,3,1,1,5,1,1,1,3
79124,2,4,1,2,4,2,2,2,5,1,1,1,1,1
74093,4,5,2,5,1,1,3,3,1,4,3,2,2,1
74945,3,2,1,5,3,3,1,2,3,4,1,1,1,1
24893,5,1,5,1,3,5,3,3,5,3,1,1,1,3
47700,2,2,4,5,5,3,3,2,3,2,1,1,1,1
53211,1,2,2,3,4,4,4,4,1,4,1,1,1,1
114406,3,1,1,4,1,4,3,3,3,5,1,1,1,2
71388,4,4,2,1,2,3,2,2,1,4,2,1,1,1
275,1,1,1,1,3,5,1,3,3,3,1,1,1,1
94751,4,5,3,4,4,3,5,2,3,5,2,2,2,1
32030,5,5,1,5,3,1,3,3,5,5,2,1,1,1
130534,1,3,2,2,1,2,5,2,3,2,1,1,1,1
114729,5,4,1,3,3,3,5,3,2,3,2,1,1,1
128450,3,1,4,5,2,5,3,1,2,3,1,1,1,1
53857,5,3,4,3,2,4,2,5,2,2,1,2,2,1
137371,3,2,4,3,2,3,2,5,2,3,1,1,1,1
102252,5,3,3,5,5,2,2,1,1,5,2,1,2,1
75768,5,5,3,3,2,4,4,3,4,5,3,2,3,1
20152,3,5,5,1,3,1,1,1,1,1,2,4,5,1
130024,2,5,5,3,1,4,3,2,3,2,2,4,5,1
101429,3,1,4,1,2,4,5,3,2,5,1,1,1,1
67243,2,3,3,1,4,4,1,5,3,5,1,1,2,1
133647,2,3,5,1,4,1,4,2,3,4,1,2,3,1
108207,3,4,5,5,4,4,3,4,5,3,1,3,4,1
124025,2,4,5,4,4,5,4,5,1,5,2,3,4,1
135091,4,1,2,3,4,1,4,5,4,2,1,1,1,1
84199,1,2,5,4,2,1,2,1,3,4,1,2,2,1
81741,4,4,1,5,2,5,1,2,5,2,2,1,1,1
47407,4,1,1,2,1,4,4,5,4,3,1,1,1,1
17114,3,5,1,1,3,3,5,1,3,3,2,1,1,1
34176,5,5,5,1,3,3,3,5,3,5,2,4,5,1
72967,4,1,1,1,4,5,4,4,2,3,1,1,1,1
92473,5,5,1,3,1,5,4,2,3,4,1,1,1,1
88296,4,1,3,4,1,4,4,4,1,2,1,1,1,2
30242,5,3,5,3,5,5,5,1,5,3,1,2,3,1
64252,2,2,3,3,5,1,4,2,3,4,1,1,1,1
105072,5,3,3,5,5,1,2,3,1,3,1,1,2,1
116136,3,5,5,3,2,2,1,2,2,4,3,3,5,1
66042,5,4,4,5,1,1,2,5,5,1,2,3,3,1
84723,2,5,2,2,1,3,2,3,1,3,3,2,2,1
88805,4,1,1,3,5,2,4,1,5,1,1,1,1,1
141347,3,1,1,1,2,2,4,5,1,1,1,1,1,1
40730,5,2,2,4,4,1,1,4,2,3,1,1,1,1
114910,3,1,1,2,4,4,4,1,3,2,1,1,1,1
93777,4,5,2,3,3,1,3,4,5,4,2,1,2,1
54088,5,4,3,3,2,3,5,4,5,4,1,2,3,1
73204,4,5,2,2,4,2,2,2,1,5,2,1,2,1
80738,2,5,4,1,3,3,3,5,1,3,3,3,4,1
20493,3,5,5,1,5,5,5,3,3,1,2,5,5,1
12553,3,3,1,1,5,3,3,3,3,3,1,1,1,1
299,1,1,1,1,3,5,3,5,1,1,1,1,1,1
12649,3,3,1,3,1,1,1,5,1,3,2,1,1,1
118336,4,2,1,5,1,5,1,3,4,4,2,1,1,1
30703,5,3,5,5,5,3,5,1,5,3,1,2,3,1
26827,5,3,1,3,3,1,5,3,1,5,1,1,1,1
89883,1,3,4,5,4,4,1,5,4,5,1,2,2,1
83042,5,2,2,4,2,1,2,1,3,1,1,1,1,1
4854,1,3,1,1,3,5,1,5,1,5,1,1,1,1
101784,2,4,3,1,4,5,2,1,2,5,2,2,2,1
36633,3,4,1,2,1,3,4,5,2,4,1,1,1,1
89728,4,4,2,5,3,5,3,3,4,1,2,1,2,1
106213,2,5,4,3,1,3,3,4,4,4,4,3,4,1
42107,4,4,1,4,3,2,4,4,1,5,2,1,1,1
39730,1,1,5,4,5,4,2,3,5,4,1,1,1,1
120846,5,5,1,1,4,4,2,4,4,2,2,1,1,1
101330,5,3,5,2,4,3,1,1,5,5,1,2,3,1
111334,3,2,2,4,1,4,2,1,4,3,2,1,1,1
126037,1,1,3,5,2,4,2,2,4,4,1,1,1,1
91892,5,4,4,1,3,4,5,1,2,2,1,2,3,1
116264,2,3,4,1,3,4,5,1,3,2,2,2,2,1
51077,4,2,2,5,3,5,1,5,4,5,1,1,1,1
79561,2,3,2,1,3,5,1,4,1,4,2,1,1,1
14364,3,3,3,3,1,5,5,1,3,3,1,1,2,1
49470,5,1,2,2,1,1,2,1,5,1,1,1,1,1
55519,5,5,2,2,3,4,2,1,1,4,2,2,2,1
127122,5,3,2,1,1,1,2,3,3,5,1,1,1,1
98730,4,3,2,3,3,2,5,5,2,4,1,1,1,1
128642,4,3,1,2,2,2,3,1,2,2,1,1,1,1
53795,5,4,5,1,4,4,2,4,5,4,1,3,4,1
33923,5,5,5,1,1,1,1,5,5,5,3,4,5,1
37795,5,5,5,5,1,3,4,1,4,2,2,3,4,1
56864,4,2,3,3,2,3,4,2,5,3,1,1,1,1
134488,2,1,2,5,1,3,3,3,4,3,1,1,1,1
55819,2,1,5,2,3,2,5,4,4,2,1,1,1,1
78404,3,3,5,4,1,4,3,4,5,2,1,3,3,1
73916,2,5,5,3,4,2,5,4,2,3,2,4,5,1
42309,4,3,4,2,1,4,1,3,3,4,1,2,2,1
109826,1,2,4,4,1,3,4,2,2,4,1,2,2,1
99187,4,2,4,5,2,4,5,3,2,4,1,1,1,1
45798,5,2,3,5,2,3,2,5,2,2,1,1,1,1
15256,3,3,3,5,5,5,3,3,1,3,1,1,2,1
104541,5,3,2,4,4,5,3,3,5,4,1,1,1,1
53216,1,1,1,5,1,4,4,1,5,5,1,1,1,1
122560,2,4,3,1,5,4,2,2,5,2,1,2,2,1
57504,4,5,1,5,2,5,4,1,4,4,2,1,1,1
105518,5,1,5,5,3,5,4,2,2,2,1,1,1,1
25818,5,1,5,5,3,3,1,5,3,5,1,1,1,3
5448,1,3,1,5,3,5,5,5,3,5,1,1,1,1
21885,5,1,1,1,3,5,5,3,1,5,1,1,1,3
108982,5,2,3,3,4,5,2,2,2,4,1,1,2,1
133499,1,1,5,3,1,3,2,4,4,4,1,1,1,1
136057,2,4,2,5,2,5,4,3,2,5,2,1,1,1
139697,5,3,4,5,4,5,2,4,4,1,2,2,2,1
130862,2,4,2,3,2,5,3,3,3,1,1,1,2,1
81509,5,1,3,2,5,5,4,5,4,1,1,1,1,1
33601,5,5,3,5,3,1,5,3,1,3,2,2,3,1
21808,5,1,1,1,3,3,3,5,1,1,1,1,1,3
76996,4,5,4,2,2,3,5,1,5,5,2,3,3,1
94193,5,1,1,3,2,5,5,3,2,4,1,1,1,1
80480,2,1,1,1,5,3,3,5,4,4,1,1,1,1
71942,5,5,2,3,1,2,3,2,5,3,1,2,2,1
40506,2,4,2,3,4,4,3,4,5,3,1,2,2,1
136338,4,3,3,5,1,4,3,5,3,5,2,1,2,1
105069,1,2,2,4,4,4,3,4,4,3,2,1,1,1
88875,5,3,5,3,4,5,4,2,4,4,1,2,3,1
9409,3,1,3,1,5,5,1,3,1,1,1,1,1,3
32109,5,5,1,5,3,3,5,5,5,5,2,1,1,1
138362,3,1,1,5,1,2,5,4,5,4,1,1,1,1
120862,1,3,5,5,2,1,1,3,1,4,1,2,2,1
28850,5,3,3,5,1,5,5,1,3,5,1,1,2,1
38541,4,4,1,2,5,2,4,5,3,5,1,1,1,1
35509,1,4,5,4,3,4,5,2,3,2,2,3,4,1
134086,2,5,5,3,1,3,5,1,4,2,2,3,5,1
22449,5,1,1,3,5,1,5,5,3,3,1,1,1,5
61944,2,2,3,4,1,3,1,2,1,3,2,1,1,1
43982,4,2,5,2,3,2,4,1,2,5,1,1,2,1
117335,1,2,5,3,4,5,5,1,4,1,1,1,2,1
25676,5,1,5,5,1,3,3,1,5,5,1,1,1,2
135609,1,1,1,4,2,3,4,1,4,5,1,1,1,1
65240,1,3,2,2,5,1,2,2,3,2,1,1,1,1
88854,4,1,2,2,2,4,3,5,2,4,1,1,1,1
80984,5,2,1,3,1,3,3,4,5,5,1,1,1,1
121608,5,4,3,5,1,5,1,1,4,3,2,2,2,1
91111,5,1,2,2,4,3,1,1,1,5,1,1,1,1
121213,4,1,3,4,5,5,4,2,4,1,1,1,1,1
81214,2,4,3,3,3,2,1,4,3,4,3,1,2,1
29463,5,3,5,1,3,3,3,5,1,1,1,2,3,1
95719,1,3,2,5,1,5,2,4,1,4,2,1,1,1
127953,5,1,4,3,2,2,1,3,5,5,1,1,1,1
87852,3,5,4,1,1,3,4,3,5,3,1,4,4,1
29022,5,3,3,5,3,5,5,1,5,3,1,1,2,1
105495,3,3,3,3,5,1,2,1,1,5,1,2,2,1
16881,3,5,1,1,1,1,5,3,1,5,2,1,1,1
92904,5,3,2,4,5,2,3,1,2,4,2,1,1,1
16959,3,5,1,1,1,5,1,3,3,1,2,1,1,1
102177,5,3,4,4,1,5,2,2,2,3,1,1,2,1
31105,5,5,1,1,3,5,5,1,3,3,2,1,1,1
61786,5,2,5,4,2,2,5,5,1,2,1,2,2,1
39025,1,2,3,2,1,2,1,1,5,5,1,1,1,1
101955,1,4,2,4,5,2,1,1,3,4,1,1,2,1
106691,5,4,3,4,4,3,2,1,5,4,2,2,2,1
9391,3,1,3,1,5,3,5,3,3,5,1,1,1,3
133249,3,3,5,2,5,5,5,2,1,2,1,2,2,1
69589,3,2,3,3,3,5,4,2,1,4,1,1,1,1
97986,2,5,5,5,1,4,3,4,1,3,3,3,5,1
137819,2,2,3,3,4,4,4,5,3,4,1,1,1,1
91441,5,2,3,3,3,3,2,1,4,5,1,1,1,1
123019,1,5,3,4,1,1,3,3,5,1,2,2,3,1
70888,2,2,4,1,3,2,3,3,4,2,2,1,2,1
43870,3,4,2,3,5,1,3,1,4,5,1,1,2,1
110147,5,1,2,2,4,3,4,4,3,1,1,1,1,1
18429,3,5,3,1,1,1,3,3,1,5,3,3,3,1
58039,1,1,5,5,4,2,2,1,3,5,1,1,1,1
62289,4,4,4,2,5,3,1,3,5,2,1,2,3,1
131102,5,4,4,2,3,3,2,5,1,4,2,2,3,1
31252,5,5,1,1,5,5,1,3,5,1,2,1,1,1
53835,1,5,5,1,2,3,5,3,1,5,2,3,4,1
32612,5,5,3,1,3,3,3,3,3,5,2,2,3,1
98860,1,1,5,3,2,4,1,1,3,3,1,1,1,1
102780,3,4,5,5,3,1,3,3,1,2,2,3,4,1
2834,1,1,3,5,3,3,1,5,3,1,1,1,1,1
42572,4,1,2,3,1,4,2,4,1,3,1,1,1,1
57109,3,2,5,5,3,4,4,5,4,3,2,2,2,1
28854,5,3,3,5,1,5,5,3,1,1,1,1,2,1
100817,3,1,4,5,1,4,1,1,1,4,1,1,1,1
142379,4,1,4,3,4,5,5,5,1,1,1,1,1,1
124310,5,4,2,1,1,1,3,5,3,3,2,1,2,1
109693,5,4,3,4,2,4,3,2,5,5,1,2,2,1
52412,4,3,5,1,4,1,2,1,2,5,1,3,3,1
118332,5,4,5,5,1,1,5,5,5,4,2,3,4,1
5831,1,3,3,1,5,3,3,3,1,5,1,1,2,1
89721,2,1,2,5,3,1,1,4,1,2,1,1,1,1
63781,2,4,5,5,4,4,2,2,5,3,2,3,4,1
86563,4,3,3,2,2,4,4,2,5,2,1,1,1,1
23205,5,1,3,1,1,5,3,1,1,1,1,1,1,3
119637,1,5,2,4,3,5,4,2,5,4,2,1,2,1
33655,5,5,3,5,3,3,5,1,1,5,2,2,3,1
70413,2,1,1,5,3,4,1,2,2,2,1,1,1,1
125571,3,5,1,1,3,2,1,2,1,1,2,1,1,1
5857,1,3,3,1,5,5,1,3,3,3,1,1,2,1
63701,2,1,4,2,1,3,1,5,4,1,1,1,1,1
93794,2,4,3,3,1,2,4,5,5,4,2,2,2,1
121551,2,4,2,4,3,3,3,1,3,5,2,1,1,1
89669,4,3,4,1,3,5,4,2,4,2,1,2,2,1
129876,4,5,5,3,3,2,1,2,3,5,1,3,4,1
14962,3,3,3,5,3,1,5,1,3,1,1,2,2,1
20737,3,5,5,3,3,1,5,3,5,3,3,5,5,1
59168,3,1,5,1,1,4,4,1,2,3,1,1,1,1
42679,3,4,1,2,4,5,2,2,4,5,2,1,1,1
140237,4,1,5,5,4,4,2,5,5,5,1,1,1,1
95556,1,1,1,1,3,4,5,2,3,4,1,1,1,1
130846,3,4,4,2,5,1,4,3,4,1,2,2,3,1
24314,5,1,3,5,3,3,3,1,1,1,1,1,1,3
119315,2,2,5,2,5,2,1,4,1,4,2,2,2,1
86114,4,5,5,5,2,3,3,5,5,5,2,4,5,1
19039,3,5,3,3,1,5,1,1,1,5,3,2,3,1
111977,5,1,2,1,1,5,5,2,1,5,1,1,1,2
70254,2,5,2,2,4,5,1,2,5,4,1,1,2,1
101694,4,3,1,4,3,1,5,3,3,5,1,1,1,1
17632,3,5,1,3,3,3,5,1,5,3,2,1,1,1
133856,5,3,3,5,2,4,5,5,1,2,1,2,2,1
93307,4,5,4,1,4,5,2,3,1,3,2,3,4,1
124921,2,2,5,5,5,1,3,5,2,3,1,2,2,1
83370,3,3,4,4,4,2,5,2,2,2,1,2,2,1
15711,3,3,5,1,5,3,1,3,1,5,1,2,3,1
53247,3,3,2,5,3,2,4,4,4,2,2,1,1,1
130288,4,3,5,1,3,4,2,3,2,2,2,2,3,1
84844,1,3,3,4,1,3,3,5,5,1,1,1,2,1
79349,5,4,1,5,4,1,2,5,3,3,1,1,1,1
66789,4,1,2,5,5,2,1,1,2,5,1,1,1,2
97972,3,1,5,4,5,5,5,4,5,2,1,1,1,1
26378,5,3,1,1,3,5,1,1,3,3,1,1,1,1
79110,5,5,1,3,4,4,2,1,4,5,2,1,1,1
41124,1,4,2,1,3,3,2,3,3,1,2,1,2,1
119696,2,3,1,3,4,3,5,5,1,4,2,1,1,1
78029,3,1,5,3,2,2,1,1,5,1,1,1,1,1
3519,1,1,5,1,5,3,1,3,5,5,1,1,1,1
80959,3,1,5,3,1,5,3,5,1,2,1,1,1,2
141089,1,3,2,2,5,3,1,5,3,1,1,1,1,1
62865,5,1,4,2,2,4,1,1,5,3,1,1,1,1
135840,3,3,2,4,1,4,5,4,3,2,1,1,1,1
59917,3,4,5,5,5,5,5,1,3,5,2,4,4,1
6878,1,3,5,3,1,3,1,1,1,3,1,2,3,1
122838,3,4,4,2,3,3,3,2,4,1,2,2,3,1
97525,1,1,3,2,2,2,5,1,1,1,1,1,1,1
16946,3,5,1,1,1,3,5,5,1,5,3,1,1,1
71307,1,1,5,5,5,1,5,2,1,1,1,1,1,1
93988,4,5,2,2,2,1,1,1,4,1,2,2,2,1
98191,1,2,4,2,2,5,4,5,1,3,1,1,1,1
95067,1,4,3,5,1,1,2,4,4,2,2,1,2,1
128729,5,1,4,5,1,5,2,3,1,1,1,1,1,2
43051,4,1,1,5,1,1,2,5,1,3,1,1,1,1
4093,1,1,5,3,5,5,3,3,5,1,1,1,1,1
14388,3,3,3,3,3,1,1,1,5,1,1,1,2,1
101699,2,1,2,4,2,5,4,1,2,3,1,1,1,1
117421,4,3,1,5,3,4,5,1,3,3,1,1,1,1
57112,2,4,3,2,5,1,2,4,5,5,1,2,2,1
131949,1,1,4,1,1,1,5,3,1,4,1,1,1,1
58696,4,2,2,1,4,5,4,5,1,5,1,1,1,1
52820,2,4,5,5,4,4,4,4,2,2,3,3,4,1
49852,5,4,1,5,2,3,3,3,4,4,3,1,1,1
74653,2,2,5,4,4,5,5,4,1,5,2,2,2,1
59324,5,5,2,5,3,4,3,1,2,1,1,2,2,1
55458,2,2,5,2,4,5,5,1,5,2,1,2,2,1
73951,5,5,1,4,5,2,5,2,1,2,2,1,1,1
23304,5,1,3,1,3,3,1,1,5,1,1,1,1,3
7519,3,1,1,1,1,5,1,3,5,1,1,1,1,3
87853,3,4,5,3,1,1,4,3,1,1,3,3,4,1
77338,5,4,2,4,4,2,4,3,4,1,2,1,1,1
129664,3,2,3,3,1,5,1,1,2,2,1,1,1,1
54388,1,5,5,2,4,4,5,4,5,2,2,4,5,1
29472,5,3,5,1,3,3,5,1,3,5,1,2,3,1
68968,1,5,5,1,2,1,3,4,5,3,2,3,5,1
63792,5,4,2,4,4,3,4,1,5,4,1,1,1,1
50875,5,4,5,3,4,4,5,4,1,2,2,3,4,1
9746,3,1,3,3,3,3,5,3,5,5,1,1,1,3
101545,3,2,3,3,4,5,3,2,5,5,1,1,1,1
23209,5,1,3,1,1,5,3,3,1,5,1,1,1,4
121083,2,2,3,4,2,1,4,2,1,2,1,1,1,1
80118,2,5,1,5,5,5,3,5,2,2,3,1,1,1
70122,3,5,5,1,1,5,1,5,2,1,1,3,5,1
62721,4,4,1,2,1,1,1,4,3,4,2,1,1,1
24649,5,1,5,1,1,3,1,5,3,3,1,1,1,4
66003,1,2,1,4,3,5,5,4,4,1,1,1,1,1
13306,3,3,1,5,1,5,3,1,5,1,1,1,1,1
138493,1,1,3,5,2,1,5,4,4,1,1,1,1,1
6612,1,3,5,1,3,1,3,3,1,1,1,2,3,1
140571,3,5,3,3,4,3,4,3,1,2,3,3,3,1
133341,2,1,5,2,2,1,4,4,5,4,1,1,1,1
109960,4,3,5,3,3,1,4,4,5,2,1,3,3,1
2542,1,1,3,3,5,5,1,3,1,5,1,1,1,1
99257,4,2,3,2,2,2,1,1,2,1,1,1,1,1
125802,2,3,3,3,3,5,5,1,3,3,2,1,2,1
140079,4,2,1,3,4,5,2,2,5,3,1,1,1,1
37683,5,2,3,1,1,3,4,5,5,5,1,1,1,1
51478,5,5,2,1,5,1,3,3,1,4,2,2,2,1
123226,5,3,5,4,4,1,4,1,2,4,1,2,3,1
112679,2,3,2,4,2,1,4,5,5,4,2,1,1,1
36943,1,3,3,5,2,4,3,2,2,2,1,1,2,1
80938,4,4,3,1,5,5,3,3,4,4,2,2,2,1
35092,5,5,5,5,1,5,3,1,5,3,3,4,5,1
1048,1,1,1,5,1,1,3,5,5,1,1,1,1,1
50811,1,2,3,5,2,4,3,5,4,2,1,1,1,1
94411,4,2,3,5,3,3,3,4,3,2,1,1,1,1
13910,3,3,3,1,3,1,5,1,1,5,2,2,2,1
40693,2,5,1,1,5,4,2,3,3,2,1,1,1,1
128283,3,1,5,2,3,1,1,2,4,4,1,1,1,1
106391,2,4,3,2,2,4,1,4,3,3,2,2,2,1
137168,2,4,5,4,5,3,4,1,2,3,2,3,4,1
33375,5,5,3,3,5,5,5,3,3,3,2,2,3,1
131921,2,5,3,5,3,2,5,3,4,5,2,2,3,1
37003,3,4,5,3,1,1,3,2,3,2,3,3,3,1
112263,5,5,3,5,4,4,3,4,2,1,2,2,3,1
35135,5,5,5,5,3,1,1,1,5,3,2,4,5,1
77268,3,5,1,4,3,4,4,3,4,2,3,1,1,1
28585,5,3,3,3,5,3,1,5,5,1,1,1,2,1
70481,3,5,5,4,4,1,5,3,1,5,2,3,4,1
39801,4,4,5,4,5,3,1,1,5,3,1,2,3,1
6196,1,3,3,3,5,5,1,5,1,5,1,1,2,1
42922,5,1,5,3,2,1,1,4,1,5,1,1,1,1
49506,5,5,1,3,1,3,2,3,2,5,2,1,1,1
141232,5,4,3,2,3,2,2,2,3,3,2,2,3,1
10563,3,1,5,1,1,1,3,3,5,5,1,1,1,3
80323,4,1,5,3,4,2,5,1,5,5,1,1,1,1
79581,2,4,1,5,2,2,3,2,4,1,2,1,1,1
112020,4,4,5,3,3,4,3,2,2,4,2,3,4,1
73528,3,4,2,3,5,3,4,3,1,1,2,1,2,1
69264,2,2,5,1,1,2,2,5,2,3,1,1,2,1
54137,4,4,1,2,2,5,5,5,2,3,1,1,1,1
118630,5,2,3,4,4,4,4,5,2,3,1,1,1,1
103908,5,2,3,5,1,5,5,4,5,4,1,1,1,1
135959,3,4,2,3,1,2,4,3,4,3,2,2,2,1
65854,4,3,5,3,3,5,3,1,4,4,2,2,3,1
31910,5,5,1,5,1,3,3,5,1,5,2,1,1,1
101457,5,2,3,1,3,1,2,2,3,3,1,1,1,1
94448,3,2,3,4,4,5,2,4,4,3,2,1,2,1
30241,5,3,5,3,5,5,5,1,5,1,1,2,3,1
7827,3,1,1,1,5,3,3,3,5,5,1,1,1,3
120599,2,4,2,4,4,2,3,1,5,4,2,1,1,1
122739,4,1,5,5,5,2,2,5,1,1,1,1,1,2
51030,5,1,4,5,3,2,3,2,4,4,1,1,1,1
133391,3,4,5,1,4,1,5,3,2,4,2,3,4,1
44972,5,4,3,5,1,3,3,4,5,2,1,2,2,1
1018,1,1,1,3,5,5,5,5,3,3,1,1,1,1
72365,4,2,1,1,5,3,4,1,5,2,1,1,1,1
2361,1,1,3,3,3,5,1,3,5,3,1,1,1,1
100549,4,3,3,4,4,4,4,4,5,3,1,1,2,1
28090,5,3,3,1,5,3,3,5,1,5,1,1,2,1
11220,3,1,5,3,1,5,5,1,3,3,1,1,1,4
68777,2,2,5,2,3,1,1,3,1,2,1,1,2,1
35183,5,5,5,5,3,1,5,5,1,3,2,4,5,1
62906,1,2,2,4,5,3,2,5,2,2,1,1,1,1
3950,1,1,5,3,3,5,5,5,5,5,1,1,1,1
76120,5,5,4,3,5,4,3,5,1,5,2,2,3,1
142446,3,4,2,2,4,5,5,3,1,4,2,1,1,1
1623,1,1,3,1,1,3,3,5,5,1,1,1,1,1
28023,5,3,3,1,5,1,3,1,1,3,1,1,2,1
98305,5,2,2,1,1,1,4,3,4,3,1,1,1,1
115602,4,5,3,1,1,5,1,2,2,1,1,2,2,1
21122,3,5,5,5,1,3,3,5,5,1,3,5,5,1
100806,4,4,4,1,4,5,5,3,4,1,2,2,3,1
92603,3,5,4,3,5,3,3,1,3,1,2,3,3,1
141019,2,2,1,3,5,1,1,3,3,1,1,1,1,1
117088,2,3,5,4,4,4,5,2,1,2,2,2,2,1
60329,3,1,3,3,1,5,5,2,2,5,1,1,1,1
25877,5,1,5,5,3,5,1,5,3,1,1,1,1,3
45046,5,3,4,2,5,4,3,4,3,1,1,2,3,1
123646,5,3,2,5,4,2,1,2,4,4,2,1,1,1
132749,2,2,2,1,3,4,2,5,3,4,1,1,1,1
8838,3,1,1,5,5,3,1,1,5,1,1,1,1,2
133606,4,4,3,5,2,1,1,1,1,1,2,2,2,1
119971,4,1,3,3,1,2,3,5,5,3,1,1,1,1
56422,2,4,2,3,4,2,2,4,2,2,1,1,1,1
50943,4,1,1,5,2,2,4,2,2,4,1,1,1,1
52423,2,1,5,3,4,2,1,5,1,5,1,1,1,1
6018,1,3,3,3,1,5,5,3,1,3,1,1,2,1
138531,4,3,2,4,2,5,4,3,2,2,1,1,1,1
83530,2,4,4,1,4,3,1,5,3,4,1,2,3,1
39311,2,4,4,1,5,5,1,5,5,5,1,2,3,1
138829,2,2,3,3,5,5,1,4,1,2,1,1,1,1
55627,5,4,3,3,2,3,1,3,1,1,1,2,2,1
4693,1,3,1,1,1,3,1,5,1,3,1,1,1,1
79879,2,2,4,3,5,2,4,4,1,2,2,2,2,1
26215,5,3,1,1,1,5,1,5,3,1,2,1,1,1
111536,5,3,4,2,1,5,4,1,3,3,2,2,2,1
68935,5,4,1,5,4,4,3,1,1,2,2,1,1,1
51238,2,1,2,2,4,5,1,5,1,3,1,1,1,1
82188,4,5,4,4,4,5,5,1,1,2,2,3,4,1
96013,5,5,4,3,5,2,3,1,1,4,2,2,3,1
77725,2,1,4,1,3,4,2,1,3,4,1,1,1,1
143054,1,2,4,3,3,4,3,4,3,4,1,1,2,1
45437,3,5,1,4,4,5,5,4,5,2,2,1,1,1
112062,3,2,5,1,3,5,2,5,1,3,1,1,2,1
11209,3,1,5,3,1,5,3,3,5,5,1,1,1,2
