i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,singlePeak,doublePeak,rotation,phaseAmplitude,t_char,rBLR,FHWM
7.193130809494367,11304.911629274313,3.4030457577551583,65.87310346701531,0.3117479382110369,0.5132149477614029,0.0154775787383069,0.8457335392763696,335.0673136134639,1.433358464620084,True,False,cw,2410973275332838.0,1323.1554599495853,2293.010276240658,599.999999999934
66.62546299709736,46038.64672004312,1.8979554828796,36.1190434548178,0.8068694814220824,0.472621637628116,0.1456905886067362,0.6942555292248673,319.76654426365747,1.9566104547716927,True,False,cw,1113723451619303.6,3136.0381671799223,5198.663008028791,1200.0000000000011
37.07570609688273,10043.291986420718,4.881804547369689,51.04265049553408,0.1870273864660582,0.5230703038567651,0.2960010945166108,0.4200812429028832,294.78693783609896,0.1618724299915444,False,True,ccw,9423311155065748.0,2096.5399867592864,2916.263312891844,2400.0000000000023
27.07786794621676,46566.64501981034,0.3826201438457495,70.7904120662017,0.0480301083980981,0.567927361568096,0.004780763762397,0.9634934182726728,194.0718065007526,0.4057463689552714,False,True,ccw,6.586836451738223e+16,611.8151222947547,1059.3192239974155,599.999999999934
38.82056366840394,9802.182763747962,4.47950875213638,5.601656258303269,0.1020500113834191,0.675889178180067,0.9319707030190004,0.7898016037158765,249.6489692249715,1.9468585683049675,True,False,ccw,1.053692498440561e+16,1959.612343842415,2612.040121964128,2999.999999999936
47.66075241672564,27287.65940497251,2.806597212060511,20.660800959345973,0.7472405072696828,0.6914256626191033,0.1224982518351376,0.1501916351531933,106.1152976447122,1.7403915414546005,True,False,cw,1.4333338830426744e+16,2813.425359110152,4557.028747589023,1200.0000000000011
20.6484034104784,48528.08046901222,3.9525430669855206,98.97258958317832,0.0460252431767255,0.1531822848745746,0.3851436930923524,0.2376808582787967,202.33534377859425,0.9149529019513554,True,False,ccw,3.723070628256121e+16,7833.044405872577,11407.87255043279,599.999999999934
38.89291231638645,29599.853618359448,2.3248010379450164,47.26121297005929,0.4437617562284978,0.0636191767815856,0.6108558789388697,0.4739178774414576,320.23419197576,-1.834867967721164,False,True,cw,1.4345850950742606e+16,3213.2344283695825,4090.937584427064,1200.0000000000011
39.725625901608446,40086.98300269666,1.347491228877459,77.87736200613419,0.925720133385372,0.213190314401475,0.1706423927584405,0.6439132793512159,344.63649968340394,-1.0125592828506491,True,False,cw,1.8967904462467904e+16,1963.407963805639,3211.0880240024176,1200.0000000000011
70.4596023970846,19694.021922067102,4.308242910609038,95.11671331625676,0.4431035749040891,0.8881845990318776,0.0157450488186993,0.4538856769175956,193.39427288561475,1.4644959448534078,True,False,ccw,1.7188954389718972e+16,2933.136005695472,5049.083820344273,2400.0000000000023
72.80003140580351,36141.36286516256,2.689361987489243,60.530992085839536,0.2192720700154256,0.6786782379300181,0.6742304497984256,0.9136492674326816,345.2856397495695,1.585377363419671,True,False,cw,1.6650064178704792e+16,4543.322817639329,5780.76356541984,2100.0000000000355
64.21431570433107,37145.22612777273,2.114115793745289,4.475998973949289,0.7037162847496277,0.7303271877246301,0.9181354941542986,0.8727622482255588,253.0399362038618,1.11316134973918,True,False,ccw,3.2507509651971028e+16,3583.458897155009,4671.40683915378,1200.0000000000011
64.30044171219016,6035.537478680123,1.2087828861461354,35.847757302244766,0.5272692615136965,0.0768960931693938,0.9391951584913572,0.0982449178330667,291.4692849133553,-0.9004947058799306,True,False,ccw,2706967498618883.5,375.5873603752041,433.883173748563,3600.000000000003
42.55143126398588,14986.413903861405,4.503203233906142,19.3946907806628,0.6224838893813662,0.2937710163010653,0.0479921084728703,0.5736408054115626,194.50155301278392,0.0606702267613656,True,False,ccw,1.4223772944853358e+16,2369.514260205908,4014.4105537664127,1800.0000000000016
17.545298990385444,48885.35424219624,4.150906958642419,75.43543572537537,0.6540025209339732,0.0781922528381658,0.0369457658711419,0.1750043659822926,169.51897754540687,0.4940795422816304,True,False,ccw,1.8008290232403698e+16,7057.799683788873,12069.731021203888,599.999999999934
37.18243506227952,14268.823395630408,0.2745228882983262,38.449563182163295,0.7605250484635977,0.6092977367516327,0.346358649322763,0.6446742804324151,97.25986070753272,-0.9448180409519268,True,False,cw,1.205509231660008e+16,151.85762790944614,233.075329109066,1800.0000000000016
59.93987942845999,1207.000977504131,1.9253590404141587,9.243701692977606,0.9301970578976588,0.4662275468740533,0.7860407861019336,0.0333939099045649,250.4073062618301,-1.3165589019106054,True,False,ccw,1049426997939699.0,102.85052236087526,138.20377633765278,8400.000000000007
72.30386893143167,19798.52776339084,2.912851807978993,55.13457763821135,0.8685034464271969,0.094157953651272,0.2838211040745666,0.3442791195998591,110.06606706694411,-1.6229485461150208,True,False,cw,7670790365837133.0,2113.74937334546,3429.6598897435674,1800.0000000000016
67.78426291411522,4814.391435535766,2.036666808597379,48.94716929475469,0.3209699022542941,0.7836748304768982,0.7910765510536123,0.4665508011425935,329.2810659590718,1.2303120518685509,False,True,cw,1656889543191894.0,475.69562990630607,583.5636122750542,5400.000000000005
52.959603513989215,36230.950957103145,0.5338187653306634,76.41327060574558,0.8043824141934117,0.307440650231899,0.2778097121155157,0.2173735554936892,252.1377108545765,-1.753027762928563,True,False,ccw,3.084158615629228e+16,752.2033487265588,1150.3843759241324,1200.0000000000011
68.4468404200207,1924.858395349067,2.5886157187033785,22.50587991656433,0.5614707076861488,0.6075344737492269,0.4068441347208279,0.739328461018223,142.98938301390996,-0.3119289032974435,True,False,ccw,121820058252476.3,199.20477409600207,296.4133632250369,6600.0000000000055
78.51076758522063,28707.36469663392,0.618903702487926,42.928258704562985,0.142338965399597,0.5303757967719476,0.9319063177054144,0.0804951566613273,209.88226598330849,1.2013098893643843,True,False,ccw,3.1479830730566344e+16,851.4385984154791,1056.6714214184065,2099.9999999999686
31.083770384035567,4178.987861611833,3.816037275708075,17.449678872337884,0.764832327332953,0.5887229831716206,0.2169109246385908,0.8088529449314007,106.93596988829997,0.6344254610467006,False,True,cw,3480445558606250.5,579.0247042092457,948.4152375252032,2999.999999999936
77.7770751171521,27819.47276597757,1.5891998197163757,18.296988361841567,0.3771507037820722,0.4053557727949461,0.0741597622077484,0.0574235789997208,101.06261717023864,1.7592215812909928,True,False,cw,1.3298278951947636e+16,1560.196961549811,2630.043753542229,1800.0000000000016
65.53827820414168,25718.39232679662,1.5612875656692584,19.48344318286968,0.3461771772627152,0.8515632985156395,0.3213285817674833,0.8461422142126735,109.42829660772352,1.5580339141633144,True,False,cw,1.5887591613957976e+16,1640.7052854550225,2388.674227371004,2100.0000000000355
27.31065245980496,45742.88848107514,3.31213756270336,76.12769966435127,0.3712619629047231,0.5955736626057174,0.6963030087762566,0.535820760082976,356.97500683905963,-1.1583826931811303,False,True,cw,3.389197906187682e+16,6525.27325505488,9007.180461010686,599.999999999934
34.59292701214456,23096.877057388807,4.018799721479687,33.334233478404045,0.4323440108386913,0.5010460732679699,0.9278226841942248,0.5320376426775812,67.22504369807763,-0.9532442367601108,True,False,cw,2.767484745335789e+16,4291.783203470052,5517.067084623644,1200.0000000000011
30.675365270061132,19664.049279523973,2.0623523793725096,82.34432280373161,0.01115928111993,0.0360769583552004,0.6526044706371027,0.7149136701279402,186.9764104727676,1.0579737782228604,False,True,ccw,3.3653997775889576e+16,1766.0990331869252,2412.285316442574,2400.0000000000023
38.51000467211611,5181.47531713726,3.996980406542215,12.870118364265135,0.2801365109165428,0.6370254367427762,0.9431391433296488,0.3555540868202104,172.3014887547606,0.4533352861346129,True,False,ccw,4142383838543104.0,900.8855163218286,1231.6389338480085,2699.999999999969
28.25119408499445,7337.626208173566,4.272072881574255,6.532551526180779,0.5996418599061676,0.5040608533406351,0.545714346839418,0.6633805507079159,52.0625512474432,1.5423321806935664,False,True,cw,8872530439941870.0,1247.0242675178624,1864.7884868853344,2400.0000000000023
13.295787385526848,25931.525472076824,1.7918860214844263,77.63016310510892,0.456262754898601,0.1681206252522589,0.8469352043397276,0.7870586311206604,314.3977926808658,-0.9050928046355332,True,False,ccw,9592661326025666.0,1685.2525294008983,2757.988034905968,599.999999999934
24.7188019716398,2125.5012860269035,2.021624432990048,25.27323796619192,0.8020221653494174,0.7207191062557794,0.8627459119643405,0.0387272124575944,76.62781032674846,1.8222098881017852,True,False,cw,1919012597432225.2,175.2234921479238,255.75908260800637,3899.99999999997
71.52811853355074,5477.588055463391,3.2588640341738837,27.35341719391949,0.8397142177294201,0.0024125166004148,0.5775913356204799,0.5863826524780685,216.2890985155809,1.6976354672991718,True,False,ccw,4917422644857138.0,702.5816864421056,1062.3539219634845,4200.000000000004
54.72350805810975,27305.03735592101,3.2453307320082945,51.526152532455946,0.8140807653441734,0.3482859797046088,0.0214666684441524,0.0193570053038077,86.15681829509576,-1.033388875306612,True,False,cw,1.949073088207188e+16,3071.9852785125613,5268.951809785213,1200.0000000000011
16.996089304978604,16502.321185360364,2.094517253245713,81.87313261068391,0.6595211210104748,0.8334167284333177,0.3185580119882688,0.1018262148696609,338.3850457632594,-1.927890124588259,False,True,cw,8707686930788009.0,1368.717206002859,2053.282373527736,599.999999999934
27.836906524364,45223.78301783602,3.461753946777232,69.10125382384608,0.7191394343656686,0.9189885946124532,0.0152957772061566,0.4763757192900369,320.6574941786335,0.1843472628527704,True,False,ccw,778063970762528.6,5394.688148584532,9303.818864842644,599.999999999934
79.0483578985329,7651.001864595248,0.5768066957163127,58.85212266604411,0.6411003002165077,0.2198239099008277,0.2936627048643399,0.0844190127219356,82.64696865804012,-0.6221342267851027,False,True,cw,5916848683543076.0,160.7199965148401,262.4855719729044,3600.000000000003
61.1227177864567,27055.935554461863,0.7000243238448985,39.03034600448413,0.5725504862866498,0.9448460790475772,0.979683585378106,0.1843557087485861,353.35716209095415,-1.4249723901077511,False,True,cw,1.7891582688610088e+16,933.1705748104472,1126.234396261166,1800.0000000000016
23.04623098840584,17466.373034737106,0.9717281114608388,11.32870823667941,0.4099860573135614,0.4806485427067981,0.6073251968904413,0.0961590033612218,103.31074842288533,1.5640380943578864,True,False,cw,1.0452047076636764e+16,682.3163226078167,1009.8808866881856,1200.0000000000011
55.35916369739207,47580.93456726638,1.710199488581664,75.16352237656339,0.345096457177149,0.580016984409857,0.0171751324345051,0.06205471530118,92.0289023112343,-0.8513773533499149,True,False,cw,3.6025096471298988e+16,2840.961044242302,4838.662805520239,1200.0000000000011
33.37926228364887,2391.3955008813577,4.828377641731413,79.79907857918779,0.366621809332698,0.9081303624113504,0.903067426334755,0.399403058606356,285.0299856391496,-1.1952235291594722,False,True,ccw,1678845332579885.2,509.7040244530552,686.4549034068694,4200.000000000004
64.00430010259262,10089.089848165637,4.818069055400235,52.99876133890741,0.8953852928945709,0.3006186984543402,0.8748433561423861,0.417085861796685,220.09278566826052,-1.4874451252856913,True,False,ccw,9228081179942816.0,2137.210172039001,2891.652776419141,2999.999999999936
35.3014751492788,30577.540423163955,4.357014345859434,97.63979352430478,0.8505091766830611,0.8302957932908948,0.5380802861201989,0.7314036383008279,331.8353619815275,1.0141838057309158,True,False,cw,1.5278222331863854e+16,5350.810328946731,7926.869549882605,1200.0000000000011
20.132194784477637,4455.990744848346,2.840193205005711,71.26373171455513,0.3489366035176584,0.071838639615072,0.7110483857311487,0.2697691951414774,173.1406067375591,-1.921129828236868,False,True,ccw,3857732927981450.5,517.2238849266873,752.2670684933751,1800.0000000000016
16.487301948231114,19113.926461639163,0.5430496747377268,90.37999683846448,0.1739858091720683,0.671124593699281,0.6260087564976486,0.022410893062859,279.0030544007523,-0.8073944756606863,True,False,ccw,1.0988006389818312e+16,369.2044302762095,616.5286000393114,599.999999999934
82.48879073146348,34535.57240895727,1.548089712338636,74.76721737042043,0.9316868955924849,0.3686024260541857,0.1093940472331603,0.4410838271844562,68.30769157052802,-0.1262195117402273,True,False,cw,3.1822676723339344e+16,1853.610971166142,3178.928295550846,1200.0000000000011
79.18444047727776,19848.547605896238,4.625175481958542,22.265448199063787,0.0011816807802251,0.9821970763687776,0.1328994289287548,0.0840649349279361,315.9092872716631,-0.2057603552382061,False,True,cw,428807975121599.0,3153.7578509109208,5463.523458536382,2400.0000000000023
64.6788058965825,38703.91349278669,2.796116873181641,44.87394932552702,0.5860089554751242,0.3913027535626395,0.1235843249095939,0.4202555097191834,249.5542982538126,0.5846697916611578,True,False,ccw,3.569867015789528e+16,3926.8912579159874,6436.604658858254,1200.0000000000011
77.86798252370528,24849.68233643792,0.4313966441121641,73.31197737409917,0.5547785606412682,0.2439069307387251,0.8357207276448232,0.3562430605716565,43.45208473762885,0.666444256400565,True,False,cw,2.6787156323193176e+16,448.0447471477159,637.6185663088402,1800.0000000000016
44.525316264870455,17939.92889496791,1.1439776289503223,71.53306635080135,0.7367599236928131,0.1312104523458765,0.3345617481578945,0.0658273007380064,313.65053063757927,-1.032844054950616,True,False,ccw,3621961737916785.0,855.948098627438,1220.7437366632655,1800.0000000000016
42.24368213932088,19056.727866101293,1.383188898219929,85.52729749692028,0.0043815261563022,0.6631922620128793,0.8287797861406067,0.9543368396091648,288.26865378194185,0.6803346515750084,True,False,ccw,1.888099332442216e+16,1182.636438093835,1567.2725653914329,1499.9999999999682
44.21023157776743,34845.84139631688,2.837980104676517,93.77169774584316,0.1040319650874042,0.4123302213633106,0.9696920260444846,0.4331795037219886,213.04603873613328,-0.9687356571442822,True,False,ccw,3.915313218984429e+16,4111.531883214222,5877.615425170381,1200.0000000000011
35.902473731792654,21447.548980005125,1.988482608672608,41.79903195558848,0.6005309583877245,0.3571287130452476,0.4538385740812591,0.8050220728476831,22.64962884818846,-0.4740558054862247,False,True,cw,2.820519958031324e+16,1696.5014114974729,2535.5472859968304,1200.0000000000011
64.43062121828133,42123.32833440608,1.3197987446910862,98.35972158944922,0.4800348524074361,0.39120941552171,0.155091811338599,0.7248240783493802,87.63745280219649,-0.8661722326352757,True,False,cw,3.437398311726407e+16,2059.268138067952,3305.071790100897,1200.0000000000011
24.889092433933023,49213.41201876973,4.529071324705752,46.18806476769861,0.2490763803269973,0.2498272988582558,0.5047527421037862,0.5648696245696175,100.13062448229454,-0.2533524096498776,False,True,cw,3.989329692499191e+16,8875.261803577792,13242.50810540171,599.999999999934
35.051070661539,36410.8653340479,2.7551413474697912,29.86217287662229,0.6606269249387556,0.8324832905168316,0.3184785938902142,0.4797557312403632,90.10753144399716,0.7340503706105985,True,False,cw,3.774734267071306e+16,3925.668239901309,5966.693437868799,1200.0000000000011
75.1251929318149,22156.240901944744,3.830597544219815,65.62224848836874,0.1688441802514954,0.4924946918077607,0.8074241604071092,0.2789473418111662,308.8640491770644,-0.8789295222806994,True,False,ccw,4300341957219223.0,4223.590678282856,5048.5417006275175,1800.0000000000018
74.06734329774663,17355.88071791472,4.007568478250841,72.03100930123195,0.1078380324485023,0.3962682805789361,0.657723749482452,0.4593882068619902,323.2295964186992,0.5016460194939492,True,False,cw,5015089184821052.0,3439.257483123828,4137.474820004731,1800.0000000000018
44.980027814105945,20058.54089208488,2.076177540549312,16.702815394774042,0.71848171554063,0.4380106246649951,0.562986274004617,0.5576601257372727,298.1055437130183,-0.358389285634423,True,False,ccw,9712391091917322.0,1798.1710640325996,2477.825579736574,1800.0000000000016
85.5111242417308,31403.368186597017,0.067389401312297,41.23336607029262,0.4322774796342417,0.0657333587694217,0.8956335701746774,0.2875147629201595,23.204075259714514,-1.984012345540171,True,False,cw,2.5273478941838056e+16,80.86031130077303,125.79995085441176,1800.0000000000016
54.72775597159673,35973.41253391769,1.2089659883626351,51.60695292477066,0.417815059402133,0.6528163498717086,0.8034182572980743,0.3015483441165376,60.07392373589856,-1.378473600167983,True,False,cw,3.670198577590867e+16,2219.718401108319,2585.900269279278,1200.0000000000011
84.89671755856381,2511.5665177665705,2.802475607525135,49.38049318712788,0.758360407739122,0.8378611363070501,0.8049641622785263,0.3103367860877083,310.3548601620476,0.049599191236862,False,True,ccw,304145308549334.25,256.946938270694,418.52272517677017,6000.0000000000055
69.69696829454031,30547.088301301246,2.5398883238014007,53.70626182108842,0.6188377851108287,0.9699459072683916,0.1277267735723092,0.8043209763688633,339.6350744574046,1.649479171869496,True,False,cw,7526113848331862.0,2780.689492659228,4615.784229460526,1800.0000000000016
42.66670750656996,46066.04161800059,1.0715849637782209,13.392486903422672,0.0765522926843297,0.7880690536037078,0.343877889427856,0.6032888281521912,52.64000106836041,1.1672272144837748,False,True,cw,6.083047763744157e+16,2189.4646514174574,2936.2664075562784,1200.0000000000011
71.16818654180716,1080.8702035810377,0.9426860325334536,26.0603149049612,0.0195387205178373,0.1879090815901409,0.2379595448139966,0.842066171444344,107.2212391458494,-0.963272871838599,False,True,cw,833502798056657.6,48.78113633450684,60.585196590685904,11099.999999999976
83.44890763386648,37307.09759200959,0.424308597618351,8.671215155584395,0.0018595478423141,0.8919681923428876,0.6533928593198592,0.6274979716883219,92.79175107957228,0.1207778964174259,False,True,cw,2.916657342218403e+16,545.7727009966915,941.6071437699966,1800.0000000000016
51.11635951061967,44787.53769444285,1.9579674064902968,89.7287425434461,0.333950265275742,0.5636784269082583,0.6391665486095713,0.2381013782420818,326.56260654811814,-1.1203235521662325,True,False,cw,2.025522910244317e+16,4434.567934647578,5217.60419710604,1200.0000000000011
48.07422758744692,6529.249254728863,0.4800182361264787,9.271405345390235,0.3532211515948115,0.8656623165530906,0.4410534937953491,0.2410456883806544,154.03662359280744,-1.2381414641607682,False,True,ccw,2536975697123354.0,144.56118029226417,186.3955433892505,3299.999999999969
66.23554318437873,15841.513272241236,2.307960712210031,40.77127141427454,0.8378029442954972,0.9961310740764826,0.0002324399403298,0.3996708618854564,315.9967188710383,1.936365298713168,True,False,ccw,1679862457456909.0,1255.2616292502184,2175.8436130834025,2400.0000000000023
42.94873797490691,9601.628625443029,0.2179984757942213,24.578899593775446,0.8949863885499862,0.4988032344056393,0.2092650614866239,0.7259075934548299,1.0572036541355656,-1.2703712883763043,True,False,cw,8306320830911616.0,77.14401985072821,124.46406375934588,2400.0000000000023
54.727211911041366,34240.17483187983,2.967921310412082,66.33993724968643,0.6125232193538825,0.967780901257416,0.9058831924968688,0.2277293848703697,177.6703552476183,-1.681541437149987,False,True,ccw,2.2108592061188188e+16,4997.220959802694,6042.689276597435,1499.9999999999682
28.41545971738504,46138.789622198274,0.5936671548520637,32.57262243148814,0.3674235248361166,0.486645855860081,0.0522358708052287,0.4053867374795802,273.2909670474467,0.7736166591259375,True,False,ccw,4.457738916672234e+16,963.4376545138826,1629.1747266124005,599.999999999934
86.60689165252049,17631.84129898359,0.5758942072222425,78.71562540705278,0.8105846744757892,0.2327636777305111,0.0428272535572075,0.6235289517491984,36.97064071115325,0.522525791929243,True,False,cw,2.0828139202427976e+16,349.3197485623746,604.2407077251793,1800.0000000000016
57.18542921138288,10738.200672596662,3.5082827296155576,61.37968571288894,0.7333502752270703,0.6144160758662237,0.2892893447411572,0.6169097860863302,214.2874892256241,0.2657514626721617,True,False,ccw,1.2996879556023496e+16,1451.0626763651524,2240.901466395752,2400.0000000000023
73.35135307816348,3703.733341431831,0.9188426837487768,5.925457513966746,0.35750205772137,0.3454267922088668,0.6878888397646854,0.058177154106676,187.36395456011363,0.6574920391990058,True,False,ccw,2672238776880745.0,158.8311253161037,202.4506370524369,5099.999999999971
84.82486996120977,28645.69214632537,3.645766622331736,43.3005583423233,0.4066733020460411,0.2403108252687138,0.451642953096138,0.5272849278253272,235.8769959546528,-1.5405260743308378,True,False,ccw,2.5157603361372284e+16,3834.065144185001,6210.9398690875705,1800.0000000000016
42.65842626133911,27291.59687189785,4.085977374850549,30.50153912631156,0.8901924512931292,0.459338194653771,0.2902925506990531,0.6565847870004122,340.9662534206152,-1.9048395604451345,True,False,cw,1.120225424477588e+16,4236.743727792409,6632.45500129602,1200.0000000000011
36.6433935738543,35641.55495189575,3.817736567481796,23.366413009098437,0.7254942860051187,0.7868163103896306,0.2330550294938828,0.6959348932476365,282.07900477084314,-0.7428244656544365,True,False,ccw,2.4506798544224896e+16,5061.570147687844,8090.731522507634,1200.0000000000011
72.84547502197948,39302.82910131389,4.738640136719944,34.62204129898058,0.1802287747709421,0.024077444224668,0.9106019394786184,0.292211707761976,343.4502357860645,0.4402621034195513,True,False,cw,2.5353360528774084e+16,10359.935972197089,11078.08171107398,1499.9999999999682
26.372069227980504,17325.811018355453,1.568746805789497,82.41048924268281,0.1175391569926191,0.938657196377388,0.0159449163472171,0.1814902925669771,324.8775145156934,0.2414421855242587,False,True,ccw,6378853319474267.0,947.0612302696222,1615.0150696976475,1200.0000000000011
36.21174062355233,42569.74027118261,3.0423529499068245,96.4439355494852,0.1128833446174539,0.8637550857297553,0.4441622790095244,0.5253543724635241,45.22491311606039,1.6566189368427144,True,False,cw,5.245676046321985e+16,5739.33106765967,7708.629263575001,1800.0000000000016
37.65687266561335,31456.704445168063,2.4512125049084363,82.25509319335526,0.000269672280986,0.335786542304255,0.1749212995173126,0.0095207283449715,338.875571236177,-0.9529898271776128,True,False,cw,1.101379003240114e+16,2701.868159536746,4587.640923540916,899.9999999999675
24.72270213100287,41651.554644394986,2.4736893985864814,17.269538285769876,0.0428062689473954,0.0933253860265679,0.3332017868774561,0.1602793940193212,330.42556396674627,1.3067371814400317,True,False,cw,2.1934471885472656e+16,4224.428398055073,6129.987579964552,599.999999999934
16.186559220394972,21782.796006185567,2.1831563588528304,4.0091856335809695,0.6574175496543336,0.6019574346774329,0.3379722616980345,0.1321015765083881,55.69596681234582,0.5524042608642472,True,False,cw,2.35180398404153e+16,1851.282664235002,2828.4006297791943,599.999999999934
62.96215771986476,39716.36781633746,3.017035433396816,84.44000053797973,0.6870622117550945,0.4555649100392405,0.1929268865003039,0.7723757880038155,346.34817067011363,1.0020222246200747,True,False,cw,2.278632641928676e+16,4421.921137123362,7127.5258771792205,1200.0000000000011
43.68932315412563,15652.536208082256,1.461484079414364,56.11921535003202,0.4003733211399465,0.1342661336657196,0.1381014794327635,0.6212907176071596,127.37776412457625,-1.514026160700733,False,True,cw,3385823213463791.0,850.0377152514042,1361.0149361378271,1800.0000000000016
12.57163158918699,41842.30018779288,0.9783141943716654,59.22045795518326,0.6022951499090894,0.2291800483502795,0.0822144506627324,0.7164750434509686,69.51006034303202,1.6413809516160738,True,False,cw,2.2308671523609804e+16,1414.4556545901685,2438.4482991353657,599.999999999934
32.82902957776382,13199.579430995283,3.1761936901518024,34.69056304586213,0.0543163452967447,0.5439823613692167,0.1571514882821559,0.8994022760058368,120.9523987173475,-1.858105410374946,False,True,cw,5435138105999506.0,1528.0443583517913,2492.9405801960643,1800.0000000000016
58.385028625033954,6519.705793732152,0.3584748533747723,85.45851744772708,0.7769869956246461,0.9706526030663634,0.4545195781956491,0.6409809150094867,120.00373225714957,1.7500540113417484,True,False,cw,2919128878367645.0,94.60166215806652,139.085916109076,4200.000000000004
15.956226574252735,5221.70093770381,1.7807441249158782,96.72974638194415,0.7265322638852224,0.260450082186682,0.3842325720471815,0.1834652754551615,49.20045433616551,-0.1727521638485485,False,True,cw,7783904249416499.0,355.9137400272223,552.1056029605923,1200.0000000000011
77.65467803442009,32211.30624022674,3.8946721122562025,80.22939946380879,0.317885907122201,0.3610266288215985,0.0355700057461487,0.5335402648331594,352.2534003352497,1.941519900068498,True,False,cw,1.3759454855452548e+16,4372.967518030058,7461.205869519322,1800.0000000000016
67.04245406342818,20823.026642766446,1.2332792954876162,99.0269627006617,0.7881275544965549,0.1581575032476861,0.844215112877066,0.5528675826277939,17.8355617806668,-0.956219678494866,True,False,cw,1.7763688239359922e+16,1120.6888506567343,1526.689930879433,1800.0000000000016
85.84141698822555,49814.40010264816,2.2218477939834664,35.96031271167534,0.4114806867206063,0.4889780716661264,0.0700208430594222,0.8747820356834282,327.3068945269836,-0.945438443782216,True,False,cw,8308221129591804.0,3827.748939661751,6580.437023587268,1200.0000000000011
38.90104212359629,38140.75316055,1.88880190415352,30.839379436556417,0.5420438823998258,0.3101061959704909,0.704063255099258,0.8012490546623566,6.840983368516662,-1.38393019191655,True,False,cw,3.697928287032956e+16,3172.17741189256,4282.192334436183,1200.0000000000011
82.00081334605629,48465.21212625494,4.983384144830125,37.67285939651335,0.1968408982818086,0.760686609523865,0.8451467147754046,0.5372330549263188,185.3934150233896,0.4220370263964379,True,False,ccw,4.495918346780011e+16,10122.939393868885,14370.58498777336,1499.9999999999682
60.794877161852014,12094.004384505834,4.975100316315084,68.05598036322168,0.2943531854224479,0.4641586142365401,0.5537449218602527,0.0458542412767322,6.616692613149731,0.8199114528073972,False,True,cw,1.3492530914258994e+16,3045.5168320538583,3579.079273738217,2699.999999999969
72.52313429213302,43618.35344018488,0.4245093789828286,6.101657001157969,0.8295000458214346,0.1412684665946949,0.4914241926014236,0.9462964230680144,293.1668116595977,-1.8003654921094578,True,False,ccw,1.4820554685322928e+16,709.7303689147047,1101.560916220534,1200.0000000000011
46.11681217764231,16577.61199817226,0.8617807520801873,11.234970524982243,0.8193073910359997,0.1992982023128647,0.2010686543358896,0.5978741319402734,219.32658161405504,0.3131019630456251,True,False,ccw,1.6951044156884656e+16,530.8066010219167,849.7257307959007,1800.0000000000016
48.56448522497159,48802.54584507547,3.579220286317513,72.46432998063625,0.4524401291508558,0.6347920051177744,0.7213519083484583,0.6720755521950765,107.17304613992788,0.8065619515207421,True,False,cw,4.191606931733612e+16,8449.06887193066,10388.188859872562,1200.0000000000011
78.22529685940155,45723.51722823543,4.768756964182855,5.792720332572604,0.7715820242718834,0.2397359028884091,0.726431588964424,0.1998949991057228,81.42069047890696,-0.2220783128400638,True,False,cw,3.268350128972677e+16,8486.13843856401,12965.890179924503,1200.0000000000011
69.93040281192661,15132.797293418264,0.4393436411507471,25.96534291389488,0.3856686449030498,0.2104271435301782,0.6594007683918339,0.5045851047287142,175.83951667551304,-0.991753723232368,True,False,ccw,9214319664572444.0,311.94552739492434,395.4334788205106,2400.0000000000023
52.68649738116654,39640.47510913383,1.1020491461224031,95.7683160324411,0.3626837837729737,0.6100136756986543,0.1683412941468185,0.7904558730110518,34.35431098271933,-1.7114862358881635,True,False,cw,4.60059632918032e+16,1659.8220349954772,2597.2594722665444,1200.0000000000011
44.32351403283474,14848.058971864311,2.9524326534099865,28.36319123631301,0.2992174417575165,0.3959640007259056,0.3889318893727491,0.6909631561259327,255.7748963336182,-0.2688059309820927,False,True,ccw,2.023691011010411e+16,1881.2837217318895,2606.461938756124,2400.0000000000023
69.25214527652825,30163.951917478644,4.208424303477229,14.106389750665354,0.3733993755459399,0.3519626284784902,0.1245115730144272,0.5040229406186819,107.79370175793018,1.75865000393852,True,False,cw,1.3474691052954256e+16,4677.906472140112,7550.840381464344,1800.0000000000016
26.46317848465532,31074.189436214347,0.5662071373344177,23.79028736846103,0.5806923919477973,0.9896546825758816,0.0741469468790088,0.0254448709232673,189.07712506728083,-1.6908396992891372,True,False,ccw,1.3753352567548542e+16,645.1144362203679,1046.3020185982382,599.999999999934
62.10979497105108,8910.940496911866,1.798036205531404,94.07413161796268,0.4650235300944421,0.5063569691820435,0.4453441772361222,0.9808708193271816,49.29738388987578,0.637489963066534,True,False,cw,1.3754160185652014e+16,674.5391060751122,952.912791929822,2999.999999999936
73.00613384672116,37322.7772770346,2.5728781626503463,71.07551620143937,0.1595475572303795,0.567978875321529,0.5026755209032492,0.1433765933851744,177.81660209199254,1.7367224663130107,True,False,ccw,2.4182399338539456e+16,4397.368799875305,5712.879708576426,2099.9999999999686
51.68340520355512,4613.379316799402,0.5331388615687732,98.11351937498335,0.7719167786404908,0.1157046099740969,0.3637204646263295,0.489700719080788,280.5684493501619,1.739727146891699,True,False,ccw,2858675542676386.0,98.23240924229984,146.38215761365635,4800.000000000005
