,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z
179245,QSO,2.504363,17.74486,22.74453,12.47718,17.17868,19.59258,18.82659,18.68716,18.65579,18.44002,1.545692,1.427357,1.248278,1.253675,1.515047
1035850,GALAXY,0.1481394,78.45709,102.5783,5.204466,18.10989,20.84225,18.83765,17.70952,17.29338,16.94944,5.276454,2.58236,2.705355,2.528906,2.685403
424597,QSO,1.924678,20.19954,23.0542,13.45771,13.63659,19.73108,19.55121,19.42893,19.19632,19.06203,2.026517,1.829133,7.818944,1.645618,1.771349
764569,STAR,-0.0003095503,62.23421,71.86317,3.808124,20.42887,21.1536,19.19711,18.34705,17.99681,17.80979,1.439958,1.114858,0.9758045,0.9201293,1.075568
502334,STAR,2.261809e-06,54.14144,102.1276,1.03139,4.653269,23.06767,20.76876,19.30598,18.1399,17.50117,2.287335,1.524238,1.440244,1.340778,1.287053
383255,QSO,1.832171,4.492577,4.067317,2.520658,3.130949,21.22247,21.18056,21.1073,20.73025,20.86382,1.67737,1.144821,1.137729,44.02883,1.675331
1137708,GALAXY,0.1499144,6.315658,6.918533,1.521096,2.78929,22.31255,21.35715,20.83962,20.50173,20.23571,1.46891,1.62204,1.702783,1.447547,11.30654
1109819,GALAXY,0.480336,10.14162,15.90684,0.1313401,0.8970591,23.9839,22.13413,20.14071,19.24256,18.72825,2.969442,7.358349,3.382193,4.939592,4.300408
274732,QSO,1.506501,15.37646,23.08196,0.951906,3.694132,22.28703,21.35996,20.51188,19.79168,19.38294,2.237893,2.386682,1.112563,1.01278,1.20012
588115,STAR,1.212725e-05,5.798168,10.55532,-0.06715328,0.5001727,23.63333,23.18314,21.70355,20.49595,19.80203,0.386015,2.97047,2.296796,3.400901,1.093346
764713,STAR,-2.253592e-05,668.8882,712.865,136.5713,347.2951,17.52883,16.1059,15.59308,15.41397,15.3665,1.286349,1.259478,1.157212,1.059776,1.079755
905550,GALAXY,0.1559903,76.83764,102.4926,6.550194,18.37681,19.67358,18.12401,17.10375,16.65118,16.30705,5.749733,6.393412,5.887779,5.331528,5.404517
1066275,GALAXY,0.2350371,3.310002,3.682331,0.8078775,1.471416,23.64937,21.80914,21.45264,20.91511,20.498,0.8375788,2.97052,2.543653,3.603168,2.352448
321681,QSO,2.537498,5.87485,6.864914,3.286921,5.353525,22.0556,21.08278,20.9706,21.10105,20.41491,1.278046,1.208412,3.989002,2.962246,1.053473
799862,STAR,-1.846873e-05,5.823343,10.8062,0.254329,0.7826102,24.45196,23.20068,21.90219,20.62731,19.96085,0.7659049,2.969876,1.137193,1.413428,1.385982
975077,GALAXY,0.5136814,5.99538,9.140904,-0.05333257,0.4982394,22.90264,22.1266,20.3894,19.4822,19.02329,11.30771,2.969454,4.379979,5.009831,3.585802
772188,STAR,-0.0003036762,80.28131,80.28131,20.03422,44.72701,19.43561,18.33334,17.92336,17.78186,17.775,0.9015909,0.9327621,0.8219584,0.7235131,0.7158394
744531,STAR,-0.000168636,111.7789,132.1191,6.450107,34.82946,20.84622,18.68118,17.78908,17.42973,17.2492,0.9105487,1.021019,0.9549415,0.829097,0.9266168
823376,STAR,-0.0003395167,45.59483,58.95879,1.454182,7.694352,23.04795,20.26037,18.98437,18.39287,18.0358,2.969948,1.074029,1.023722,0.7901067,0.8707675
101554,QSO,2.51972,1.531579,0.6829202,1.936019,2.500714,21.61685,20.85154,20.76509,20.85754,20.51394,3.369864,1.515525,1.981976,2.286411,1.327785
714774,STAR,0.000106263,12.92634,14.68237,0.6440892,4.677537,22.63732,20.65125,19.89886,19.62129,19.43428,3.332591,1.607404,1.611024,1.55926,1.413096
1009195,GALAXY,0.1142861,55.16547,72.30815,4.391512,15.58933,20.26756,18.46642,17.5537,17.13452,16.87142,9.057498,4.452652,4.395167,4.299062,4.390642
1301999,GALAXY,0.06934796,70.42104,80.20882,13.26837,29.02491,19.14741,17.81869,17.18503,16.81401,16.58698,9.911129,5.494818,5.56827,5.982759,6.686265
719671,STAR,4.046407e-05,434.7733,491.0534,96.4131,213.5377,17.71091,16.31323,15.73436,15.51383,15.40033,1.259795,1.153589,1.29916,1.157759,1.117979
728336,STAR,8.915635e-05,37.20962,65.74668,-0.6870275,2.883807,24.57032,21.00518,19.36025,18.24659,17.60063,18.0248,2.79722,2.547099,2.165753,1.964402
1120269,GALAXY,0.4983171,10.69924,16.43798,0.02911421,0.8984703,23.43297,21.62245,20.05163,19.07414,18.62895,2.969756,2.970131,3.57709,10.02862,3.767801
1225217,GALAXY,0.3389075,12.74285,18.25596,0.2462944,1.435051,23.29291,21.37984,19.51632,18.83276,18.40692,2.970435,2.492762,3.319348,3.086911,17.39692
287766,QSO,0.6868345,6.501767,10.12834,0.0367815,0.7832586,24.76274,21.99247,20.96985,19.95489,19.59572,0.08945622,2.111116,2.261969,2.801127,2.697517
1127955,GALAXY,0.5714626,6.454264,8.927714,0.505483,1.120926,22.17375,21.35059,20.47445,19.68616,19.1776,2.643722,2.860955,2.532203,3.167005,5.512146
234596,QSO,0.6780525,7.274437,11.81603,0.8711828,1.590952,22.55058,20.52301,20.12722,19.41695,19.17638,2.293461,3.806897,3.123596,2.536914,1.73688
133016,QSO,0.7992621,24.03139,36.38183,-0.8952773,5.46286,22.28622,20.83503,19.59345,19.00839,18.53177,3.248408,1.326398,1.391367,1.322559,1.340038
439193,STAR,0.0009396624,40.98113,40.40633,7.571099,25.37404,19.87122,18.92986,18.63061,18.53352,18.49484,1.438699,1.384075,1.228664,1.178374,1.334247
1088000,GALAXY,0.1427362,94.1603,124.1989,8.078753,24.24112,20.4834,18.69056,17.55913,17.08191,16.77044,2.774013,2.340782,2.544065,2.950701,2.603391
9193,QSO,0.5347815,12.65007,15.61036,6.538598,6.792068,20.06576,19.68665,19.56874,19.25202,18.98085,7.081746,2.010144,2.965627,3.494219,3.456438
8139,QSO,1.805575,4.032789,4.317162,2.158236,2.852883,21.12818,21.13123,21.04959,21.03004,20.58648,1.680135,1.514433,1.584433,1.143066,4.520884
887953,GALAXY,0.1339389,29.46349,43.6984,2.576375,7.102186,21.39631,19.64645,18.55153,18.05218,17.67152,11.30572,2.674447,2.556952,2.687782,2.737001
166998,QSO,1.787877,2.872247,2.331848,2.846685,2.916172,20.58064,20.50399,20.5678,20.32104,20.36593,1.966141,1.695461,1.381478,1.487202,1.313501
1214623,GALAXY,0.1046618,48.89289,58.72176,8.5485,18.0264,19.4263,18.11869,17.53666,17.17349,16.95869,4.237201,4.687108,4.564676,4.382526,4.479772
973274,GALAXY,0.3325521,23.01696,33.70548,0.4917714,2.48486,22.03875,20.19263,18.51846,17.94364,17.57284,18.02261,3.795734,5.18372,4.804374,4.884134
969042,GALAXY,0.1036859,100.4634,136.7588,6.263925,24.76252,20.21673,18.21655,17.2002,16.7711,16.39715,5.203646,3.886009,3.643269,3.6583,3.753702
561569,STAR,1.50511e-05,20.25112,31.56774,0.1167411,2.28524,24.01399,21.5858,19.97188,19.2321,18.85599,2.969862,1.212113,1.010672,0.9786311,0.9334647
1241787,GALAXY,0.02155076,60.65406,73.97603,9.074191,22.67589,19.43323,17.70967,17.00858,16.66005,16.44015,6.300492,6.790843,6.740348,6.807093,6.695409
410376,QSO,3.690712,74.32845,86.67478,10.91486,18.52725,21.60865,18.89652,17.88274,17.80281,17.71911,2.969935,1.656361,1.310006,1.424047,1.297675
1087251,GALAXY,0.07494437,76.12242,104.333,4.500437,17.94874,19.70363,18.04614,17.10312,16.60714,16.20511,2.96991,4.840695,4.519441,4.421814,4.131858
744326,STAR,-0.0003676891,237.7659,249.9045,109.1993,196.8836,18.21378,16.86503,16.66984,16.59494,16.58751,1.375307,1.176276,1.125923,1.111502,1.0833
460564,STAR,0.0002239738,427.0986,438.2187,147.2137,271.8576,17.51899,16.40863,16.03106,15.89517,15.85712,1.192703,1.241636,1.211031,1.139118,1.105494
1227061,GALAXY,0.3359038,21.1272,28.43871,0.8051857,2.759315,21.86142,20.58329,18.77834,18.21908,17.85141,11.30592,3.688212,3.732616,3.98716,3.543634
131205,QSO,0.785075,5.038212,7.045832,2.739891,3.950254,20.93116,20.48714,20.28515,20.19158,20.0182,2.3406,1.542612,4.77857,1.394885,2.996787
1285379,GALAXY,0.5524983,5.265984,8.367574,-0.08032657,0.3045906,23.83856,22.7396,21.00786,19.95416,19.52201,27.92193,1.400812,1.580804,1.867069,3.86912
376228,QSO,1.786983,47.45604,50.0102,29.9537,35.26508,18.79554,18.71224,18.66792,18.40924,18.28669,12.77748,1.232275,1.030201,0.8866417,0.9336743
1206706,GALAXY,0.4823229,8.546916,13.18613,0.2602291,0.8583137,23.30451,21.64319,20.2915,19.5117,18.97348,2.969501,2.970259,4.2821,3.748296,2.269795
356700,QSO,0.5877347,5.951862,8.975876,0.1056853,0.5844235,26.09496,22.40087,21.12252,20.09186,19.738,2.969843,1.931641,1.944695,2.632282,2.699809
768592,STAR,-0.000165682,114.8107,124.9264,25.39845,57.02766,19.17586,17.98549,17.47703,17.29264,17.16893,1.979429,1.753384,1.463674,1.246939,1.422077
966066,GALAXY,0.3283995,24.23,33.92789,0.8913506,3.180496,22.76486,20.60541,18.91955,18.33024,17.93412,18.02323,2.596743,2.372183,2.39107,1.86157
1156090,GALAXY,0.06691217,169.4321,242.0379,12.66573,45.56453,18.9789,17.1379,16.18912,15.71915,15.35009,12.56985,5.647177,5.022843,4.78053,4.562323
773467,STAR,0.0001946339,123.1776,134.5625,28.45065,67.26498,19.13139,17.73373,17.17211,16.9676,16.86903,2.009351,2.175097,1.39275,1.537777,1.702237
517229,STAR,-3.659072e-05,9.935575,8.924654,24.92618,19.42936,18.78667,19.21722,19.66495,19.9778,20.04054,1.630915,1.56286,1.824321,1.530705,1.451617
921311,GALAXY,0.5432021,9.227302,14.22899,-0.06519318,0.6523259,24.00115,22.4041,20.54825,19.4974,19.07825,0.9044224,11.30794,2.969896,9.183948,4.454135
328274,QSO,0.6869202,7.183994,10.15136,2.241004,3.618521,21.67677,20.95034,20.86956,20.49375,20.22488,2.809079,1.606702,1.215216,1.253908,2.28076
193779,QSO,0.9038317,65.35584,75.4461,39.74968,48.15898,18.88218,18.2939,17.89626,17.81434,17.67838,9.774246,1.917843,2.07356,2.277487,1.955496
1036048,GALAXY,0.2919375,55.70187,73.09113,2.763158,7.671764,21.28203,19.33647,17.7884,17.21932,16.85466,3.850341,5.279936,4.084796,3.86476,4.166213
210220,QSO,0.9682223,4.189932,5.307279,3.349889,3.18857,21.03461,21.12465,20.86701,20.94463,21.03506,2.716202,1.812638,2.057849,1.656043,1.793922
194358,QSO,1.596411,3.664138,2.940497,2.825053,3.263651,20.92479,20.77285,20.78006,20.63494,20.94174,1.446455,1.398985,3.884816,3.703835,1.247827
553630,STAR,-9.516779e-06,10.25934,22.00882,0.1613067,0.8546117,25.61728,24.31458,23.20228,21.67548,19.37634,2.97017,2.969497,0.4956476,0.5463369,1.235915
169780,QSO,0.7589495,4.304448,6.269439,2.579253,3.392437,21.19364,20.78837,20.61712,20.50142,20.11944,1.499969,1.5425,1.504547,1.380951,3.448874
128926,QSO,2.6672,4.680675,4.995864,2.61526,3.876929,21.42023,20.8364,20.64375,20.72634,20.54746,2.393306,1.486009,1.257394,1.390722,0.9424619
774485,STAR,0.0001630485,10.50363,13.3534,0.3139434,1.530304,24.63465,22.54186,20.4995,19.42987,20.20279,2.970693,1.155963,1.468704,1.573392,1.05772
12519,QSO,1.083756,6.522097,8.489866,3.221095,3.859296,21.59919,21.21002,20.80119,20.65822,20.5797,3.592538,1.674017,1.764202,2.379772,1.200752
600643,STAR,0.0001063959,174.2535,205.1345,6.145892,43.39767,20.67689,18.3198,17.27597,16.88359,16.63736,1.676887,1.333777,1.197939,1.189383,1.30454
829451,STAR,-0.0004576082,9.538283,8.255718,9.74718,12.16781,20.92567,19.71052,19.83549,20.00132,20.25151,1.021503,5.9582,0.9715117,0.835219,0.668559
864109,STAR,0.0002965421,320.132,353.0061,61.84602,163.623,18.28235,16.9255,16.4228,16.19463,16.08926,1.108654,1.091841,0.8406458,0.9425571,0.9562685
979027,GALAXY,0.092247,92.88929,120.3216,5.957317,25.4735,20.11507,18.3368,17.40105,16.98213,16.64933,2.97005,3.294033,3.068964,2.933514,3.394489
1205911,GALAXY,0.4721266,8.328618,12.94103,-0.01855475,0.5741312,23.38455,21.71755,20.09373,19.18182,18.67775,7.359824,2.970566,3.098011,2.801257,2.297956
827469,STAR,-0.0002305336,50.76523,55.86987,9.705099,22.42517,20.44263,19.12286,18.49443,18.23439,18.10539,1.044079,1.119693,0.9230715,0.8699197,0.9504814
143447,QSO,1.629662,20.45481,22.23858,12.49493,15.67309,19.52568,19.37043,19.29397,19.15076,19.03119,1.794064,1.417968,1.290423,1.243521,1.817982
873117,STAR,1.138054e-05,348.8303,642.8585,0.6519718,23.36186,22.1237,19.00758,17.48612,16.13462,15.40945,1.882624,1.461799,1.599256,1.544017,1.382904
153552,QSO,1.150505,32.97755,28.61287,26.97392,28.80238,19.097,19.02408,18.81155,18.8229,18.852,1.444588,1.642655,1.455709,1.426064,1.325783
1079399,GALAXY,0.4771051,8.327092,14.48119,0.2073163,0.6265308,22.21242,21.76092,20.12493,19.29503,18.79008,2.969965,2.448595,3.336613,2.888614,3.319603
956759,GALAXY,0.5507745,9.140698,14.56948,-0.03104006,0.5146661,23.06393,22.24797,20.48099,19.46483,18.91409,11.30668,2.969784,5.321512,3.301473,3.060967
1126473,GALAXY,0.5619745,6.105581,9.940785,-0.04306201,0.3445092,24.97117,22.65733,20.75051,19.71939,19.18425,2.970353,2.96946,4.27612,1.960267,7.216066
1246691,GALAXY,0.06670113,85.28974,103.9279,9.518354,26.43928,19.1554,17.66465,16.84695,16.43135,16.11279,6.656695,6.600022,6.204683,5.839954,5.790553
935083,GALAXY,0.5500484,7.772669,12.76682,-0.01507397,0.4985312,23.04833,22.2149,20.4086,19.38337,18.94289,2.970237,1.981868,3.689755,2.49785,2.394511
379943,QSO,0.5995945,4.549481,5.007869,1.935406,2.67046,22.03609,21.21941,21.1542,20.95408,20.90754,3.297244,1.292415,1.153849,0.9617274,0.9058857
881572,GALAXY,0.08324544,42.57721,48.90497,6.73139,17.46755,19.13222,17.96128,17.43628,17.09624,16.92745,6.246161,6.404158,6.01403,5.898961,6.052598
807676,STAR,-0.000436064,9.029041,10.55987,2.069466,4.469681,21.77793,20.71128,20.18237,19.98865,19.83819,0.8863732,1.060422,1.133194,0.9844612,0.95414
1148684,GALAXY,0.4628666,6.773374,10.06484,0.03668008,0.6050798,23.34942,21.61794,20.24785,19.44884,19.19975,7.358222,2.969455,3.586327,7.144758,3.345501
912462,GALAXY,0.108127,72.84854,94.765,6.366426,21.01804,20.21128,18.35615,17.41575,17.00732,16.63852,18.02387,4.960524,4.159853,3.797935,3.42063
227945,QSO,1.374058,10.57746,11.09155,12.45236,9.731919,20.37082,20.16723,19.92595,19.88448,19.85984,2.101186,1.534169,1.698938,1.706585,2.611433
285832,QSO,2.072041,7.54932,9.091156,10.39022,7.31794,20.30025,20.10588,20.10581,19.99401,19.67321,1.886411,1.808352,1.667129,1.555717,1.796855
152140,QSO,2.478233,2.224357,2.554232,1.187968,1.960855,21.87029,21.6187,21.70852,21.61467,21.10055,1.628897,1.575898,1.034052,1.012714,1.223415
878901,GALAXY,0.6478913,4.29109,7.754194,-0.1072773,0.1752383,25.16587,23.20093,21.77711,20.48614,19.74571,7.356556,11.30439,3.818132,2.169755,1.713795
44502,QSO,0.787528,131.9429,153.4316,103.044,135.3826,17.80815,17.39656,17.37608,17.54858,17.31695,1.571917,1.400713,1.396754,1.346355,1.267036
1016037,GALAXY,0.4933802,15.6426,24.96874,-0.1643846,1.071601,23.53141,21.57948,20.02176,19.12455,18.79123,2.96923,2.96923,3.091309,3.045046,1.9582
1203740,GALAXY,0.5391567,8.143286,11.61646,1.678954,2.109303,21.85304,21.22087,20.18167,19.45975,19.09045,3.314661,2.969744,2.894448,2.696724,2.186039
858869,STAR,-0.0001958534,97.70253,102.4752,42.30178,68.50987,18.86213,17.89494,17.64784,17.54705,17.54059,1.379647,1.219335,1.069405,0.9932903,1.141408
1248833,GALAXY,0.624168,3.607514,6.015807,-0.04436489,0.2018601,23.57123,24.21035,21.83474,20.66677,20.16211,0.4381125,2.970376,1.622286,1.884375,2.504621
1311953,GALAXY,0.5604002,5.494375,8.709849,0.1860856,0.5531636,25.17233,21.41407,20.29255,19.51825,19.04709,2.969973,2.969947,4.226639,3.929763,4.055364
120937,QSO,1.88022,2.34725,2.589331,1.247733,1.38282,21.8892,21.98772,21.71646,21.48228,21.68823,2.903274,1.807757,1.422912,1.396222,1.327584
1056084,GALAXY,0.1934554,54.88324,71.34901,3.110032,10.15154,20.96908,18.97356,17.71089,17.24235,16.88742,18.02352,5.79324,4.571469,4.490366,4.578791
622268,STAR,-1.903648e-05,471.8967,642.8337,9.955779,68.40575,20.65736,17.9372,16.50583,15.79561,15.40845,1.266003,1.153132,1.010982,1.007092,1.076814
1189701,GALAXY,0.8088261,2.150816,2.986414,0.2901017,0.6235158,24.66517,23.13188,22.2159,21.98166,21.03645,2.970287,1.981633,1.469532,1.769255,3.635328
1236664,GALAXY,0.06771127,40.71201,43.51801,10.79798,22.12983,18.73067,17.57702,17.20864,16.92563,16.81638,5.347553,5.677827,5.797453,5.743178,5.172987
274092,QSO,2.282017,3.694486,4.986611,1.699531,2.940489,21.39633,20.96421,20.98056,20.84222,20.69018,1.443196,1.71458,1.28656,1.312158,1.351557
293199,QSO,1.436041,39.84153,36.30752,40.09618,36.69432,18.89455,18.8156,18.75729,18.66586,18.78496,1.511744,1.540602,1.397301,1.220302,1.205784
260971,QSO,1.781129,3.713361,3.763349,1.503211,2.603554,21.7757,21.57094,21.47978,21.06133,20.80651,0.9603857,1.206838,0.8838304,1.028957,0.7419736
872236,STAR,0.000112779,397.4474,396.5141,222.2237,308.2613,17.2493,16.33483,16.06884,15.96392,15.96001,1.207224,1.094636,0.941659,0.9046612,0.9422024
935089,GALAXY,0.5297849,12.58963,19.64501,-0.03895039,0.8854587,26.69432,21.53086,19.96583,19.15781,18.63386,7.359713,2.315975,2.430993,2.378902,9.011249
834903,STAR,-6.781319e-05,39.938,43.5052,3.943567,14.74058,21.19571,19.52024,18.7669,18.46455,18.27378,3.025375,1.311893,1.254815,1.014402,1.369572
239162,QSO,1.293263,5.382009,5.665859,2.065672,2.812845,20.99932,21.09706,20.64723,20.51285,20.37334,2.139266,1.865281,1.931296,1.698573,2.852031
564724,STAR,0.0005122015,43.50356,46.32474,6.196949,20.16621,21.90935,19.58932,18.68567,18.55042,18.74727,0.9332494,1.283102,1.436251,1.154184,1.090966
931933,GALAXY,0.1000651,105.4594,143.4104,7.343116,26.5382,20.10009,18.17184,17.13407,16.70454,16.356,7.7531,4.270525,3.832445,3.801235,4.384126
1023721,GALAXY,0.2762826,42.67179,58.50089,1.380511,5.010509,22.0616,19.82175,18.23016,17.65324,17.29414,1.468655,2.969915,7.161262,5.499248,2.909657
417328,QSO,1.33106,2.881973,3.087246,0.8285373,1.133058,22.46682,21.98634,21.5713,21.37888,20.88566,1.505129,3.134032,2.148434,1.234057,7.357275
684822,STAR,-0.0009444006,5.909666,6.036488,1.758797,3.892886,21.81687,21.10664,20.76473,20.66435,20.70574,1.538159,1.236462,1.109555,0.8070631,1.099783
1044796,GALAXY,0.2330226,42.11413,59.61476,1.682354,6.314137,21.70211,19.8121,18.33915,17.77994,17.41878,2.671473,6.490642,3.067247,2.648173,16.72845
146936,QSO,1.060878,10.58339,11.61624,7.077398,7.664348,20.37596,20.25138,19.89182,19.90532,20.04999,1.424171,0.9850968,1.093941,0.9833825,1.127502
769956,STAR,-6.427028e-05,17.9711,42.54005,0.05415981,0.4362115,23.37907,23.12444,21.03865,19.20473,18.17392,2.982944,2.970205,1.235898,1.11153,1.318746
480231,STAR,0.0009649371,6.88372,6.624568,2.304441,4.150444,22.00587,21.01212,20.58108,20.38391,20.00441,2.35424,1.346518,1.280894,1.164047,1.198612
703442,STAR,-0.0002699314,93.83127,93.66214,96.16943,119.9466,18.49358,17.24475,17.40256,17.53701,17.6111,1.291306,1.226308,1.127277,1.125425,1.120856
1057454,GALAXY,0.5379143,5.690027,8.957155,0.1376344,0.5400505,26.0026,21.82009,20.41284,19.48269,18.84727,2.970423,2.969216,3.857355,3.398955,4.078594
833936,STAR,3.699198e-05,198.3574,221.4877,27.14195,86.72819,19.43641,17.67162,17.00137,16.76173,16.61304,5.433146,1.552826,1.406244,1.379779,1.317551
370130,QSO,1.468252,7.579017,8.168506,4.14187,5.249743,21.19633,20.6712,20.44567,20.3179,20.19292,1.501191,1.395092,1.420357,1.263815,2.763541
1136998,GALAXY,0.5370167,6.889865,10.28729,-0.1084894,0.498282,22.65506,22.85358,21.13728,20.10727,19.6348,2.348179,2.970433,1.77544,2.166343,1.620211
1187257,GALAXY,0.2509646,60.31431,80.75717,2.079502,7.652557,21.20922,19.42758,17.91076,17.34545,16.97728,0.07357088,4.374776,4.132595,3.644584,4.230112
1042892,GALAXY,0.1322344,68.9232,91.44946,5.578151,15.26939,20.42282,18.41847,17.33965,16.8598,16.49623,2.970321,4.318249,4.191647,4.152795,4.188039
700800,STAR,0.0001295308,17.32126,18.53341,6.122986,10.92424,20.20211,18.87151,18.86277,18.92203,18.86848,106.9342,1.725966,1.473745,1.420511,1.303497
1001889,GALAXY,0.09798226,188.3085,243.9699,13.70647,52.08154,18.9442,17.07845,16.12629,15.72658,15.40317,43.76871,5.759501,6.118814,5.853414,5.804211
1202637,GALAXY,0.1642348,87.92908,117.7064,5.022337,17.36038,20.11883,18.18655,17.01653,16.54528,16.22251,2.51068,6.992566,6.15153,6.345561,4.916495
43577,QSO,3.872075,20.70416,21.88282,0.5795156,4.159258,23.08316,20.6762,19.52114,19.29155,19.22587,3.764904,1.319251,1.34292,1.407269,1.341429
581405,STAR,2.531165e-05,7.280616,12.97253,-0.09748341,0.5234009,25.57161,22.94086,21.45965,20.26011,19.57235,4.585772,0.9012523,1.071467,4.001114,1.042356
226148,QSO,1.850923,4.125283,5.441607,0.8500749,1.535798,21.72871,21.59834,21.1446,20.67072,20.44646,3.283921,2.234892,1.547982,1.539717,2.639586
164778,QSO,1.413512,8.109306,6.689838,7.20047,8.060816,21.33677,21.06166,20.82704,20.62819,20.73579,1.713832,1.680197,1.398391,1.025183,2.383625
1270434,GALAXY,0.2443774,23.95313,35.96576,0.915991,3.38565,21.67016,20.24098,18.63661,18.01278,17.58869,27.92529,3.184901,3.787026,3.79098,4.563355
121318,QSO,0.7229392,6.6498,8.329078,3.202053,4.220426,21.83476,20.99137,20.73944,20.34842,20.11801,0.9165212,0.9425851,0.871973,0.8286871,4.15103
940671,GALAXY,0.6869971,4.8481,7.532648,-0.00216247,0.3728964,23.4261,22.18765,20.55143,19.39532,18.6575,0.08543212,18.01918,2.969514,4.752591,6.955056
539860,STAR,-0.0003665986,87.84007,89.968,30.22674,55.34704,19.11297,18.12772,17.79448,17.70278,17.6662,1.981386,1.564935,1.738891,1.452991,1.472818
991765,GALAXY,0.04865668,60.25794,71.87721,9.205802,22.25463,19.12535,17.6055,16.91269,16.53473,16.28665,6.611959,6.11396,6.02734,5.846535,5.700769
763105,STAR,-4.901709e-05,23.61517,50.68351,0.3428729,2.853328,21.0433,20.36806,19.708,18.20786,17.54833,2.026854,2.971155,2.971087,9.406859,5.666533
241328,QSO,2.348183,5.74944,7.295889,3.366275,6.031424,21.71579,20.56887,20.58971,20.3418,19.96727,0.8653604,1.084904,5.64002,2.573536,1.338004
726754,STAR,1.655886e-05,4.658208,9.827905,0.05305398,0.1894211,24.2092,23.70687,22.53332,20.86766,19.85482,2.970539,2.970631,1.104497,1.212671,1.459838
1104910,GALAXY,0.2136259,14.66774,21.17524,0.9981418,3.012025,21.77245,20.83475,19.68784,18.90911,18.49317,11.30867,3.622904,3.021661,2.842901,2.238099
618633,STAR,3.31079e-05,466.9342,478.8591,139.9311,284.969,17.48489,16.33283,15.94516,15.80947,15.77621,1.353353,1.208246,1.13255,1.163507,1.123286
1043031,GALAXY,0.4851413,4.155538,5.012918,1.120854,1.613398,22.82747,22.41078,20.71544,20.96268,22.39038,1.365737,1.251971,1.680646,1.422571,2.970557
817664,STAR,0.0008250886,9.709717,15.05272,0.4407529,1.484763,23.31307,21.79327,20.61176,20.15866,19.92293,2.970062,1.315177,1.1863,1.249067,1.193803
224747,QSO,1.964016,7.911566,10.30661,8.569063,5.677392,20.18277,20.07974,20.11824,19.97024,19.69289,1.774623,1.677396,1.627276,1.557415,1.323687
115823,QSO,2.195377,27.21199,33.68389,25.60226,20.47231,19.55388,19.06179,18.8869,18.75881,18.51807,7.72118,1.218342,1.251731,1.203594,1.223921
746303,STAR,8.584843e-05,12.38874,38.44147,0.2370006,0.5659568,24.15974,23.61067,21.99393,19.47577,18.06814,1.069894,2.970373,0.94828,0.8681226,0.9664651
1261595,GALAXY,0.5339959,10.65163,17.03595,0.2589356,1.089284,23.17609,21.74546,20.22631,19.27126,18.84764,2.970117,2.969749,2.40437,2.104967,1.922971
826315,STAR,-0.0001422453,38.90756,41.30318,13.51757,25.53665,19.828,18.8818,18.63202,18.56111,18.50251,7.073171,0.964862,0.8538064,0.7197022,0.7531465
476309,STAR,0.0001383483,106.2706,112.0001,36.96042,69.13512,18.80937,17.91331,17.63243,17.52406,17.51115,1.392565,1.370753,1.269089,1.254758,1.283877
978676,GALAXY,0.04409962,29.13519,33.78685,7.115966,13.43774,18.49673,17.26868,16.83139,16.54419,16.46761,10.09623,9.727191,9.968834,9.348044,8.591191
234507,QSO,2.214293,2.375103,2.752371,1.387706,1.983679,22.17563,21.51263,21.29636,21.41236,21.49848,3.578743,1.200405,1.407525,2.694882,1.885696
51362,QSO,1.486201,28.38151,27.8679,29.92644,20.70182,19.3621,19.15278,18.99883,18.86003,18.91825,4.484567,1.55359,1.357925,1.452537,1.588432
1045906,GALAXY,0.08519059,29.53967,34.34615,4.019629,11.52603,19.3237,18.16009,17.63899,17.3226,17.21841,6.450033,7.005309,6.289752,6.117452,5.472023
779235,STAR,9.247561e-05,225.4199,237.66,35.07922,108.2132,18.78704,17.39257,16.85483,16.50535,16.56277,1.143559,1.129702,0.9538587,0.8364227,0.9717897
463204,STAR,-0.0001713079,196.12,237.6591,4.523014,39.98619,21.06214,18.43646,17.23911,16.7634,16.49825,1.373344,1.302454,1.158211,1.118318,1.109109
1196875,GALAXY,0.5120997,10.01181,15.74766,-0.01209719,0.7278996,24.73652,21.62887,20.08286,19.15901,18.74416,2.97001,2.969779,3.019444,3.089355,3.16371
184774,QSO,1.426954,3.250491,3.224727,3.102091,2.072618,22.55078,22.13652,21.50623,21.4362,21.17656,1.562858,1.941456,1.366044,1.028655,2.454696
837449,STAR,-0.0001069445,302.6697,341.5143,33.42126,126.2614,18.8109,17.19254,16.54627,16.28912,16.14555,1.434072,1.333596,1.194117,1.05938,1.172227
1063335,GALAXY,0.5424144,4.938862,7.437976,-0.02642489,0.4189503,26.02235,23.55522,21.665,20.58296,19.88652,2.969954,2.969761,1.582076,1.757627,3.280919
459209,STAR,0.001351558,38.55285,39.70498,14.49135,27.39232,19.83178,18.84007,18.59572,18.47181,18.41069,1.420939,1.51331,1.260809,1.334311,1.441687
273819,QSO,1.611783,7.898575,7.935137,4.059228,5.683567,21.17446,20.5703,20.46744,20.16663,20.44004,1.196205,1.147447,0.8836343,0.7793103,3.23755
773357,STAR,0.0002084234,186.7843,209.5324,14.73452,65.48173,19.88389,17.9018,17.11775,16.85435,16.72182,1.818459,1.410059,1.321458,1.14139,1.156354
