,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z
759181,STAR,-0.0002305916,21.82807,31.44427,0.4191816,2.065198,23.13195,21.34913,19.86207,19.0823,18.56871,1.43206,1.381765,1.358991,1.155263,1.292014
1035057,GALAXY,0.09076249,106.8975,139.0996,9.189223,31.01401,20.11001,18.18316,17.28807,16.89551,16.58741,4.157834,2.741194,2.820244,2.849039,2.671856
792414,STAR,0.0002615197,2.717045,5.485543,-0.0622177,-0.1511883,23.08937,23.25545,22.09973,20.22639,19.65667,7.359191,2.970125,1.038434,0.9784685,1.078737
351292,QSO,2.543025,17.65322,19.58545,12.30253,17.01996,19.94057,19.2269,19.02519,18.97344,18.79965,1.652664,1.379555,1.368652,1.319039,1.026588
603064,STAR,-9.009078e-06,82.08123,81.53628,29.13786,53.29108,19.16529,18.18987,17.83563,17.71177,17.71019,1.710164,1.746549,1.600538,1.427198,1.447317
626,QSO,0.5281901,7.35852,11.19119,1.062905,1.514792,23.79807,21.53919,20.79959,20.03621,19.54329,2.969409,2.007982,2.082114,2.386501,4.341681
346178,QSO,1.478974,20.31417,21.03448,12.52848,11.20339,20.37943,20.00902,19.66967,19.3848,19.27921,4.290648,1.284477,1.190428,1.197876,1.134842
148109,QSO,2.140031,1.935694,2.814956,2.548495,2.137533,21.82974,21.61652,21.86625,21.77507,21.59956,1.277238,1.809943,1.118557,0.9023134,1.570397
1274794,GALAXY,0.07567915,63.0832,76.06507,9.699352,23.67882,19.26985,17.78033,17.11652,16.74445,16.5141,11.64789,5.190751,5.08123,5.057209,4.934193
527212,STAR,-0.0008973072,24.03806,24.41117,5.685076,15.28988,20.46598,19.50864,19.26855,19.20408,19.1864,1.596671,1.498603,1.200356,1.147162,1.346933
794976,STAR,-0.0007058075,18.29687,19.38101,7.354107,12.62125,20.9677,19.84435,19.58279,19.41515,19.5322,4.699132,1.539471,1.606347,1.314878,1.336008
1158739,GALAXY,0.6344664,8.015687,13.87464,-0.05159955,0.3741506,25.1267,22.76852,20.832,19.74775,19.2266,0.2319274,7.359483,2.475528,2.746875,5.431558
814136,STAR,-0.0007500477,18.20087,20.34704,5.038188,9.889248,21.03127,19.92403,19.5644,19.40936,19.33074,1.324003,1.068069,0.9467028,0.7630721,0.880275
164084,QSO,2.854065,4.213636,4.260374,1.921517,3.258579,22.42718,21.20966,20.93525,20.85131,21.4306,1.838022,1.191187,1.039547,1.106555,1.167684
1256067,GALAXY,0.5560778,5.676083,9.293629,-0.06616499,0.3908487,24.40263,22.98709,20.91972,19.98064,19.46262,2.971315,2.970389,2.921588,4.101966,2.325542
812000,STAR,0.0001536763,28.20639,31.53732,3.991428,12.83542,21.06722,19.62461,19.10624,18.84356,18.78992,1.029341,1.083836,0.955587,0.9822762,0.891647
467079,STAR,0.0002027118,6.894384,5.498322,5.807988,7.747499,21.20305,20.36892,20.12203,20.12096,19.8842,2.007244,1.742844,1.396825,1.578554,1.426594
973601,GALAXY,0.3338789,20.76445,29.7001,0.5023746,2.500534,23.75812,21.08187,19.2345,18.59627,18.24172,2.969571,2.150577,2.478779,2.666819,2.449271
415362,QSO,2.243692,1.587592,2.197945,1.318713,1.956599,22.00704,21.46802,21.60435,21.5111,21.10085,1.129562,1.071525,0.9543205,0.8091487,1.184822
837786,STAR,1.236083e-05,216.6273,229.9422,45.50698,109.2158,18.47951,17.31563,16.8629,16.68135,16.59352,1.405933,1.422428,1.295771,1.273218,1.407857
577571,STAR,-4.483646e-05,329.6992,470.9196,2.813223,37.65286,21.14548,18.53996,17.10359,16.35795,15.97807,2.039368,1.183559,1.041513,0.9947985,1.083951
1089441,GALAXY,0.5298897,6.638871,10.19028,-0.06958382,0.4698017,23.96216,22.26435,20.45672,19.52974,19.08543,2.970372,2.969395,4.451929,3.252154,4.340445
614034,STAR,-5.448634e-05,17.12155,38.66598,0.02056137,0.9039567,24.59963,22.5161,20.99214,19.50819,18.70484,4.584259,1.004726,1.086765,0.9487913,1.05246
993359,GALAXY,0.2676896,3.156687,4.794996,-0.1621352,0.3396047,24.36474,21.56419,20.55517,19.74394,19.56098,0.6221698,2.969626,3.978743,18.01969,8.844274
1170670,GALAXY,0.04419616,23.01619,27.66261,4.379982,11.2447,20.69218,19.52801,19.01444,18.69573,18.59268,6.132864,2.187802,2.249967,2.690593,2.258151
1073301,GALAXY,0.3988398,35.25718,47.56891,2.36759,5.775131,21.19045,20.098,18.53748,18.09012,17.74054,18.02073,2.68757,2.611166,2.582169,2.525026
1121099,GALAXY,0.4419818,10.97058,18.05133,0.06169476,0.7812141,23.70804,22.35106,20.46354,19.55541,19.05706,11.30579,2.970202,2.349654,2.764851,2.188093
148871,QSO,1.469128,1.190349,1.261187,0.3175828,0.5111133,22.15401,22.08419,21.80597,21.73864,22.51118,0.8821471,1.137524,1.059489,0.9651085,4.58407
1012827,GALAXY,0.0741702,109.0682,133.0029,10.25405,34.798,20.03734,18.15991,17.29128,16.93026,16.61925,4.463547,2.599277,2.753392,2.725545,2.951201
319497,QSO,3.427624,10.28286,11.05786,0.7416306,4.661891,23.27057,20.68859,20.13022,20.01991,19.89958,0.7242529,1.867601,1.606147,1.563765,1.397007
1199195,GALAXY,0.2952921,9.486302,14.56922,0.1824766,0.6936017,22.74269,21.54733,19.73245,18.94971,18.46179,2.970563,2.401,2.528254,2.420682,2.215867
1303453,GALAXY,0.6556932,5.060104,8.355149,-0.1347605,0.2404641,22.32399,22.06707,20.44477,19.19099,18.655,27.92711,27.92707,3.814475,3.989789,4.457763
633142,STAR,0.0006924793,33.7122,36.76556,11.85306,20.48022,20.19119,19.17915,18.88416,18.77658,18.76795,1.193492,1.416431,1.307525,10.86258,1.287644
1258275,GALAXY,0.1000871,51.5986,62.83705,6.628474,16.62286,20.00299,18.37495,17.6758,17.24841,16.97318,3.77901,4.198891,4.057775,3.944427,4.626372
639045,STAR,-0.0003058683,45.38202,49.40359,8.218504,21.55473,20.58625,19.11609,18.53706,18.32615,18.22036,1.54912,1.564918,1.526209,1.391998,1.40115
678743,STAR,-0.0004901518,5.751964,6.090955,1.996912,3.895251,21.88026,21.04455,20.88007,21.86761,20.8845,1.934993,1.320521,1.013832,1.698027,0.9399583
763570,STAR,-0.0006419755,237.2697,246.1502,84.96036,141.901,18.03938,17.0899,16.71528,16.55122,16.47969,1.463507,1.408765,1.187239,1.134376,1.288998
791829,STAR,-0.0005058556,56.7369,57.79162,19.61356,38.50618,19.40107,18.48401,18.16913,18.06072,18.01018,1.440943,1.337157,1.232038,1.186136,1.208685
306284,QSO,3.265201,7.694613,8.402395,1.549427,4.436122,22.62575,20.65408,20.27012,20.2286,20.30392,1.670594,1.232549,1.091238,1.159865,1.710272
8873,QSO,2.233926,23.35117,28.59288,10.58718,16.55476,20.37071,19.91245,19.75903,19.82144,19.48368,1.651444,2.156263,1.846843,2.020203,1.810432
890212,GALAXY,0.05186616,95.43375,118.4399,15.04879,31.65268,18.39302,17.04243,16.3898,15.98804,15.72288,6.146053,6.117898,6.261952,6.162665,5.940231
232832,QSO,4.253839,10.23808,12.26658,-0.1910148,0.968659,24.92731,21.92291,20.07352,19.64986,19.71532,11.3063,1.651304,1.402122,1.288236,1.299448
954928,GALAXY,0.3942476,4.267862,7.0295,0.02786715,0.3911104,23.08403,21.96671,20.28946,19.6455,19.17264,11.30704,2.969877,4.534683,5.441362,5.409824
169870,QSO,1.688897,21.63593,22.88148,7.084936,11.44545,19.97281,19.75306,19.68884,19.37944,19.52815,1.791606,1.829519,1.634313,1.724512,1.508296
826124,STAR,8.684003e-05,6.203657,12.36349,10.69491,8.346233,24.76698,23.46343,21.40521,20.24552,19.75447,4.585211,2.970191,1.441433,1.231341,2.003047
710523,STAR,0.0001283767,8.794731,15.521,0.7833462,1.632213,22.42348,21.74222,20.86812,20.04774,19.39083,1.913848,1.251769,1.263584,0.9418378,0.9429004
522793,STAR,-0.0003372212,174.2166,178.3358,58.6506,103.4993,18.36189,17.42548,17.03913,16.8707,16.81171,1.254141,1.208547,1.174921,1.125395,1.067331
127672,QSO,2.086732,4.548857,5.129261,6.138206,5.61015,21.15016,20.59174,20.59693,20.44594,20.24718,1.443429,1.46471,1.443648,1.087714,1.251892
413537,QSO,3.866319,4.193629,5.311854,0.3168353,1.075488,25.76249,21.83168,20.76232,20.62234,20.61905,2.969618,2.043909,1.154347,1.066806,1.247597
665836,STAR,-0.0002962343,30.35096,49.1945,3.927887,6.136978,22.36766,20.92666,19.63326,18.79057,22.79035,55.8067,3.336953,0.9097155,6.706436,2.968974
126255,QSO,1.55006,6.499872,5.991435,2.472548,3.784239,21.133,20.98853,20.89131,20.61522,20.66602,3.285495,1.721264,1.285808,1.256629,1.441444
874073,STAR,-0.0003142321,142.5009,150.6715,32.07423,76.32644,18.9519,17.74349,17.30477,17.12689,17.07561,1.622303,1.453593,1.286359,1.27421,1.311464
1154885,GALAXY,0.6086236,10.84311,15.88828,0.5549105,1.441928,22.2129,21.41002,20.07732,19.27174,18.98172,1.053872,2.971275,3.294289,2.927044,2.573138
115961,QSO,3.286861,8.670187,8.520692,0.4407946,4.209032,25.35173,21.16724,20.64298,20.40496,20.26015,2.970123,3.471136,1.592564,2.762349,1.794115
232843,QSO,2.019346,4.084548,5.28971,4.748528,2.638024,21.01989,21.40913,21.43618,20.9243,20.65071,3.07557,1.90589,1.451427,1.167687,3.385834
316092,QSO,2.156815,1.456124,2.157991,1.605368,1.548445,21.78642,21.31791,21.23863,21.08407,20.90509,2.363864,1.34787,1.779019,1.29561,1.655778
729673,STAR,4.360346e-06,7.571569,12.58502,0.2865258,1.74066,23.99062,23.7831,21.76546,20.6482,19.93476,0.4295036,1.34936,1.406341,1.531379,1.161064
1052086,GALAXY,0.4830499,5.575425,9.90627,0.2038274,0.5538684,23.90065,22.55771,20.83084,19.76393,19.40147,2.970984,2.970192,4.305545,3.201947,2.744437
362118,QSO,3.020596,28.83565,31.53327,6.135442,19.08057,21.35003,19.62838,19.25901,19.05533,18.90828,1.150994,1.224543,1.189783,1.137907,1.01982
10139,QSO,0.8562448,6.142299,8.399245,2.114769,3.197078,21.85006,21.22275,20.90146,20.43434,20.10213,1.710968,1.372349,1.597722,1.392329,1.462504
854372,STAR,-0.0003745755,9.20612,21.12538,0.1752749,0.7210092,24.63465,24.83723,21.16182,19.48556,19.94922,2.969823,2.969779,0.9956141,1.113999,0.9153173
565728,STAR,0.0001063398,246.3619,247.1647,71.59689,147.2177,18.21569,17.08376,16.74117,16.4874,16.40465,1.924877,1.832801,2.45111,1.721826,1.453095
1033772,GALAXY,0.1065974,131.4297,175.416,7.864106,33.00965,19.52588,17.49362,16.51727,16.09071,15.7591,4.87443,5.774878,6.038127,5.705124,6.013573
764652,STAR,-0.000366241,445.9548,465.014,126.6347,254.3985,17.49914,16.45611,16.05563,15.89639,15.85168,1.286482,1.257218,1.144941,1.082104,1.108488
1254170,GALAXY,0.2766764,58.79535,75.40261,3.040815,8.506689,21.49587,19.47037,17.93331,17.38214,17.03849,2.970814,4.194445,3.322771,3.4268,3.046823
1100152,GALAXY,0.4932764,12.17323,18.67289,0.02692743,0.8984465,23.98096,21.69519,19.8187,18.94952,18.45284,0.6914786,2.987583,4.165868,2.671889,2.509314
504027,STAR,-0.0003521069,245.117,245.0001,101.5714,179.0026,18.07712,16.96771,16.6102,16.48079,16.44528,1.41703,1.368167,1.441892,1.204163,1.222076
1028453,GALAXY,0.4439736,17.82153,27.64415,0.1308957,1.54024,23.26478,21.38288,19.5691,18.84555,18.33013,1.155426,2.661366,2.793337,2.591931,10.71189
1219166,GALAXY,0.5169455,11.67537,17.24247,0.004725426,1.104908,23.64466,21.64246,20.17365,19.34695,19.07265,18.01757,2.179617,2.36407,3.026273,1.53799
1222625,GALAXY,0.0510982,195.6295,210.3623,52.12588,95.32573,18.23402,17.08031,16.65873,16.4289,16.29713,3.322024,2.8689,2.367788,2.440107,2.310904
293025,QSO,0.8010552,3.978515,6.834076,1.684676,2.568409,21.71795,21.33273,21.33325,20.901,20.86996,1.646856,1.867328,1.780729,1.329458,3.544584
137656,QSO,0.8149816,3.687449,4.439682,1.787841,2.747231,21.5591,21.29448,21.18956,21.08896,20.83689,3.126457,1.334776,1.179662,1.951873,2.529437
1229591,GALAXY,0.199554,72.24255,98.13827,3.74875,11.2555,21.15737,18.92252,17.57067,17.05033,16.6696,3.333163,6.317058,5.205819,5.066147,4.180616
900554,GALAXY,0.3218454,28.6207,38.31193,1.03264,3.856746,22.37121,19.97696,18.23073,17.63006,17.2187,18.01924,3.550545,3.903174,3.419529,3.864627
576106,STAR,-0.0001784415,239.9216,269.9805,29.3423,97.52337,19.01772,17.53327,16.88788,16.62155,16.46035,1.618749,1.345715,1.447641,1.41373,1.280627
1131073,GALAXY,0.1336068,35.808,45.71515,4.187674,10.88922,19.97293,18.61709,17.89032,17.50592,17.22412,3.952884,3.913282,3.959538,3.945175,3.585512
320499,QSO,2.325269,10.19017,12.44813,3.654861,8.594251,21.69444,20.40845,20.48627,20.37369,20.02383,1.099339,1.358812,1.418911,1.318236,1.164927
534362,STAR,-0.0002203148,4.702271,11.46119,-0.08624227,0.2091515,24.60937,23.46071,22.27145,20.59319,19.73717,0.6982371,2.969965,1.399202,1.089865,1.359297
1285101,GALAXY,0.06794202,67.90205,82.17206,9.97745,23.83637,18.91281,17.64482,17.05539,16.65378,16.4132,6.332198,5.980397,5.657928,5.348811,5.073836
1191410,GALAXY,0.4423612,13.16224,20.83746,0.2446776,1.250742,26.43396,21.59983,19.80225,19.00198,18.50485,2.970385,2.970355,3.022956,2.756119,10.01334
202718,QSO,2.771212,7.37691,7.169604,4.164264,5.584939,21.20865,20.65626,20.39016,20.32194,20.29621,2.039577,1.450555,1.208993,1.080216,1.122748
434768,QSO,7.008219,2.400448,3.652227,-0.6079068,-0.4022103,25.29408,25.28405,22.06754,20.72062,19.95474,0.2419665,4.583269,2.599932,1.745277,1.654604
570488,STAR,0.0001164267,178.3131,203.4945,8.730961,53.50562,20.27723,18.05002,17.12047,16.81774,16.63398,4.151298,1.331245,1.218422,1.04688,1.172373
202881,QSO,1.983153,6.691179,7.718121,8.258337,5.643513,20.66625,20.4712,20.36301,20.28766,20.00476,3.784599,1.575703,1.259311,1.233297,7.358169
1058076,GALAXY,0.691255,3.873385,6.684092,0.004088412,0.1804132,26.28001,23.56077,21.72648,20.36889,19.67847,4.585017,2.96916,2.20083,2.545372,2.117167
1198370,GALAXY,0.05848313,154.7923,193.304,46.21233,75.99216,17.64804,16.52455,16.02957,15.59746,15.40194,4.296185,5.12867,5.401104,5.281823,4.970057
334205,QSO,2.715717,6.500146,7.357626,2.015669,3.372508,22.82925,21.92227,21.50928,21.71502,21.82945,7.358414,0.9998995,0.8184941,1.058905,0.7468602
882303,GALAXY,0.5068008,8.371739,14.78119,0.2474217,0.6829054,22.69665,22.44393,20.65899,19.61806,19.05808,7.357466,2.969545,2.85831,2.880541,2.843122
259753,QSO,1.776743,5.617292,5.095902,3.773289,4.279095,20.64524,20.54872,20.61944,20.43948,20.29695,1.389754,1.34702,1.201665,1.21166,0.9325972
236375,QSO,1.010097,4.233583,4.703373,3.534215,3.476296,21.75128,21.666,21.38913,21.25197,21.28794,1.53004,1.549878,1.292625,1.273234,4.58356
567144,STAR,-0.0002687417,506.8691,517.7427,205.1479,388.1465,17.11819,15.86831,15.71026,15.66637,15.66388,1.358668,1.486456,1.26956,1.163898,1.366238
1143938,GALAXY,0.5196249,6.842715,11.41548,-0.07730963,0.2669286,24.53199,22.32701,20.57572,19.56823,18.92544,0.2650245,2.969993,4.876473,2.750564,2.702012
1005003,GALAXY,0.3634534,18.73456,27.31868,0.5051831,2.062198,23.44527,20.68729,18.89996,18.28411,17.93834,2.968785,2.870172,3.327134,3.602572,3.674767
548866,STAR,-0.0004245515,14.68564,15.51815,3.506357,7.725356,21.36773,20.21742,19.66973,19.5505,19.41982,1.855251,1.686068,1.73752,1.496684,3.605834
1055734,GALAXY,0.5082388,6.909915,10.66484,0.346136,0.8280523,23.28216,22.96329,20.98104,19.92608,19.60483,2.970343,2.970009,1.906727,1.970281,4.477564
897824,GALAXY,0.2334534,35.83771,46.78668,2.390673,6.614208,21.28237,19.3337,17.96417,17.44514,17.11609,3.213615,3.992303,3.663529,3.828001,3.574061
1213875,GALAXY,0.3593685,17.44983,24.71638,0.2827112,1.898749,25.58463,20.60255,18.83536,18.1715,17.75606,2.970448,2.969922,3.634749,5.095097,4.247266
498744,STAR,-0.000362276,26.78973,29.03292,7.49956,15.49878,20.55891,19.48648,19.16043,18.98012,19.01988,1.358236,1.472824,1.476427,1.362419,1.662521
1080690,GALAXY,0.4359473,13.21475,20.75428,0.07642554,1.10433,23.37157,21.79833,20.04383,19.16141,18.77089,0.4893555,2.022368,2.096553,2.415414,1.823975
875732,STAR,-7.561767e-05,560.5754,600.1838,58.47463,254.9803,18.02429,16.40559,15.81537,15.62206,15.53666,1.700659,1.481197,1.272643,1.235594,1.352079
510278,STAR,-0.0001282309,488.356,545.2322,22.36184,152.507,19.21209,16.94557,16.05316,15.76564,15.61909,1.64922,1.577689,1.307937,1.295993,1.256062
1301234,GALAXY,0.6556161,6.299939,10.30969,0.03195601,0.3776042,26.12881,22.76795,20.83957,19.70415,19.07385,0.2442868,11.30634,2.990035,5.216472,6.395956
771202,STAR,-0.000746534,7.747406,7.230653,4.374815,7.727148,21.46152,20.20862,20.10629,20.08628,20.01501,2.831856,1.807408,1.613163,1.647764,3.34813
695227,STAR,7.709497e-05,8.499878,10.14174,1.256767,3.824564,22.88166,20.98622,20.45984,20.23925,20.11915,2.033128,1.587675,1.741198,1.68977,4.122682
284048,QSO,1.493256,7.71361,7.620199,4.499622,5.264625,20.43558,20.19342,20.09636,19.92666,19.84013,1.677262,1.515878,1.17725,1.148243,1.733106
486621,STAR,-3.354764e-05,410.7255,509.1108,7.732068,71.44729,20.48675,17.89612,16.62474,16.11259,15.82557,1.285117,1.133425,0.9913668,0.8520045,1.109656
1079066,GALAXY,0.1602284,95.63921,133.4375,5.292022,17.10818,20.36017,18.33892,17.1249,16.59945,16.21189,27.92499,5.361731,5.00609,4.797405,4.984024
805266,STAR,9.75679e-05,30.18284,84.91463,-0.2131199,0.6233249,24.80927,22.63976,21.10844,18.7707,17.55794,4.584556,2.969801,1.32667,7.347826,1.079334
647317,STAR,-7.279647e-05,6.227392,6.503713,2.240443,4.142124,21.88681,21.08076,20.90557,20.86766,20.30581,1.626887,1.323085,1.150048,1.464706,1.32913
444406,STAR,0.0001837518,368.4715,500.1145,1.754431,58.88939,21.40957,19.60717,20.54104,19.22458,17.58809,0.7431422,1.698131,2.207898,9.415016,1.638363
821508,STAR,-7.668266e-05,23.80422,30.11177,4.226224,9.829394,23.1703,20.97437,22.16362,20.16827,22.69253,0.8658861,0.9584293,0.8079015,0.9479296,2.970194
805383,STAR,0.0001792692,10.46004,10.67496,0.9827516,6.712811,24.12806,20.32222,20.01142,20.02369,20.33224,2.969629,1.578452,1.60684,1.488042,1.340561
857114,STAR,-0.0002129061,22.70108,50.45068,0.03039371,1.673044,21.68273,20.37169,19.27983,18.31335,17.64379,3.088277,5.232763,4.571137,2.91761,1.968415
222970,QSO,2.3445,1.840455,1.893343,1.291428,2.204805,22.20778,21.49301,21.43933,21.43588,21.42772,1.200041,2.632946,1.67085,0.980121,0.699678
533903,STAR,-5.553666e-05,3.654954,16.03531,-0.5286905,-0.0001798246,24.3224,24.46986,22.45284,19.76165,18.0858,4.58434,2.969776,0.9169194,1.085985,1.027189
124011,QSO,1.704572,3.115814,2.706551,1.75695,2.357623,21.41251,21.44916,21.38347,21.14138,21.12045,3.389187,1.46089,1.826206,1.315237,1.325802
1242981,GALAXY,0.2453799,10.75841,11.94145,2.227793,4.608906,19.77815,18.57777,18.08823,17.81783,17.62582,18.0199,9.191774,8.832511,8.234311,7.866186
1049143,GALAXY,0.06706604,53.45051,73.04772,4.313417,14.1119,20.10818,18.60729,18.10092,17.27189,16.93333,7.860444,6.748543,4.720621,6.251485,6.041081
1043435,GALAXY,-0.0002054647,324.9839,423.1856,44.67646,104.4784,18.97219,17.42401,16.66313,16.21685,15.93872,1.07053,1.047937,1.001339,0.9290317,0.8921669
742562,STAR,-0.0002041758,12.38605,24.36458,0.3956608,1.261652,24.92059,22.17107,20.61399,19.20519,19.09318,2.970447,1.671751,1.90409,2.28577,1.477973
717903,STAR,-0.0008008323,76.72478,80.81577,23.54611,49.06988,19.20206,18.33945,17.97291,17.8623,17.82952,2.090605,1.830779,1.462798,1.496443,1.361545
432944,QSO,0.9001184,3.896067,4.455737,3.750331,3.948018,21.19939,21.06461,21.02474,20.87728,20.66898,4.383974,1.226402,1.33817,0.9833268,0.8719789
1244943,GALAXY,0.5836617,8.86575,13.36817,0.1198248,0.7342367,23.10334,21.96655,20.40989,19.42599,18.93063,1.298629,1.904846,2.669081,2.554358,5.365955
1265965,GALAXY,0.4997515,9.124939,14.2491,0.0005503537,0.6746386,22.8556,21.63515,19.99443,19.08841,18.7257,0.7218596,2.970401,4.061689,3.879661,7.752783
494013,STAR,-0.000343962,50.67259,51.17786,16.43967,32.48006,19.56625,18.70645,18.35856,18.23783,18.16699,40.14182,1.736578,1.416109,1.40934,1.418311
471406,STAR,0.000180846,33.94195,36.30032,7.226834,17.15474,20.69041,19.42721,18.91259,18.68662,18.51897,1.255699,1.535633,1.354544,1.257802,1.175575
494621,STAR,0.0002638903,1.253778,1.040294,2.891873,2.56047,21.93432,21.25631,21.60942,21.97956,21.58054,1.715188,1.450061,1.268077,0.7356312,1.71592
528371,STAR,-0.0001624851,778.3561,832.5322,125.8375,370.8915,17.57585,16.04942,15.47446,15.29181,15.19692,1.784938,1.662265,1.345261,1.302346,1.602862
815300,STAR,-0.0004043612,55.69402,46.98981,29.57272,75.79604,19.27854,17.94543,18.0613,18.12407,18.22166,1.029606,1.114376,0.9817691,0.8856409,1.012681
166374,QSO,0.2506622,18.07112,24.7833,10.63036,8.854359,20.12036,20.2425,19.73238,19.3589,19.0004,1.428213,1.693724,1.562723,2.006915,1.474329
1087457,GALAXY,0.4726567,9.741279,14.90689,0.04566403,0.7679586,23.747,21.85289,20.36664,19.4747,19.15561,2.969957,2.969531,2.43206,2.348049,1.975166
1055487,GALAXY,0.6844145,5.743958,10.69956,0.0895051,0.2977918,23.64298,22.43023,20.8772,19.64589,18.98278,2.970759,2.971335,3.131387,6.591281,4.733501
1029451,GALAXY,0.8334488,2.202591,2.92007,0.2917269,0.5722127,22.49865,22.24877,21.73996,21.00431,20.41614,7.359561,11.30516,2.480469,2.545677,2.958932
57503,QSO,3.052231,11.35599,11.25634,3.688286,7.831498,23.57601,20.55387,20.2345,20.24817,20.22602,2.970435,1.439658,1.417522,1.126093,2.394592
4664,QSO,1.988604,13.40744,16.26986,14.24115,10.58254,20.06773,20.04375,20.02566,19.964,19.74646,1.657601,1.344761,1.912274,1.337261,3.905325
1169451,GALAXY,0.5444303,7.51319,10.90295,1.090228,1.718553,21.57862,21.18544,20.17345,19.45497,19.1837,3.52915,3.225812,3.151033,2.945397,6.358029
9411,QSO,2.987474,9.597791,14.81989,-0.1179852,4.205153,22.75702,20.90281,20.26021,19.89386,19.51016,1.15046,1.692156,1.600183,1.522671,1.909501
684486,STAR,-5.625655e-05,617.4759,968.1365,9.16807,65.86545,20.54645,17.89395,16.48198,15.48854,14.93105,5.077084,1.328667,1.305013,1.22466,1.244252
114446,QSO,1.43292,1.453842,1.739786,0.708172,0.6415679,21.66267,21.68797,21.30422,21.16816,21.59951,2.021448,1.34084,3.285919,1.105648,2.970673
1293676,GALAXY,0.5993672,4.084734,6.95707,-0.02561293,0.19653,26.08118,24.32672,21.18509,20.07829,19.41479,0.08251546,2.971017,7.360233,2.862097,2.44413
956591,GALAXY,0.10153,42.56664,54.95373,5.418076,11.38256,20.24672,18.62735,17.78295,17.30438,17.02998,0.02354851,4.650383,4.468802,4.505828,3.788908
97497,QSO,0.5920838,12.91812,12.58201,6.827011,9.058146,21.15321,20.4958,20.35291,20.0159,19.94646,1.088767,1.160395,1.075175,0.944203,0.8780319
1113861,GALAXY,0.3049977,11.13754,16.28485,0.8529114,2.016642,21.64478,20.1072,18.90957,18.36327,17.90945,0.1016246,4.970253,7.358974,4.343918,3.182184
702819,STAR,-9.714138e-05,24.92779,49.6794,0.826094,1.387024,24.12721,22.42997,20.70644,18.97623,18.08813,2.970338,1.186673,1.321157,1.296833,1.230229
92355,QSO,2.528568,2.414756,2.780322,1.426513,2.171049,22.76336,21.89671,21.81903,21.79309,21.06245,1.803231,1.460729,1.184909,0.9981616,6.547906
282363,QSO,1.505671,15.93261,13.84945,12.31365,13.02876,19.6711,19.56163,19.45954,19.28451,19.3702,1.320924,1.248599,1.140971,1.215384,1.178501
1172675,GALAXY,0.4663355,8.92135,14.2991,0.191719,0.9856768,24.34242,21.95212,20.6444,19.8732,19.42737,0.7116321,11.30837,2.186313,3.093502,2.039678
264675,QSO,2.290279,5.839747,7.443528,5.102649,6.717135,21.47583,20.70735,20.82343,20.72629,20.6619,3.104715,2.043094,2.07122,1.374305,3.620225
700816,STAR,3.729896e-05,139.0363,201.3746,7.987846,21.94513,21.25359,18.9917,17.63143,16.84209,16.36162,2.608348,4.807746,2.832542,2.46999,2.312069
46028,QSO,1.256531,6.135945,5.850218,9.771963,7.337798,20.25331,20.28682,20.11445,20.20535,20.17535,4.093787,1.591794,1.370965,1.408862,1.569538
828757,STAR,0.0001057461,7.602615,6.739226,1.001429,3.684437,22.33007,20.91069,20.26781,20.09197,19.82293,1.74956,1.143043,1.307841,1.514817,1.158371
105401,QSO,1.368165,7.11428,6.416635,8.309052,6.793457,21.53772,21.6079,21.26372,21.19459,21.13263,1.560395,2.646402,1.625142,1.706624,2.128185
515333,STAR,-0.0001405447,20.0284,21.03796,9.018699,13.86457,20.41413,19.54695,19.28518,19.19436,19.20694,1.439307,1.564399,1.250135,1.217384,1.089345
13818,QSO,1.020073,16.25881,17.47687,11.33625,11.34264,20.43994,19.79342,19.29439,19.40803,19.25658,1.470666,1.461916,1.280954,1.182396,1.140039
639802,STAR,6.054965e-05,124.103,141.1447,7.054855,41.25935,20.40953,18.39488,17.54066,17.23294,17.05501,1.363196,1.317456,1.052855,0.9834282,1.109682
907517,GALAXY,0.6422461,9.414804,12.93801,1.531952,2.092491,21.44242,20.9391,19.8245,19.08929,18.74062,3.503876,2.970179,4.741253,3.461773,7.031216
1213064,GALAXY,0.03003599,106.5399,130.3267,22.08555,42.43557,17.07063,15.80647,15.26054,14.95582,14.72911,11.26264,12.54633,12.82538,12.32386,12.16477
908955,GALAXY,0.4463403,14.35223,23.08458,0.07060583,1.054833,23.38258,21.76164,19.9943,19.16474,18.66061,0.5440026,2.135925,2.269293,1.998516,3.73859
998235,GALAXY,0.483917,11.76374,17.276,0.000959092,1.143898,23.81711,21.6782,20.14046,19.27143,18.93306,11.30361,2.4546,5.468637,2.560999,1.611969
423479,QSO,2.323966,2.297589,2.92918,1.322979,2.395257,22.07525,21.57987,21.51449,21.3551,21.00931,3.780861,1.751696,1.356494,2.079053,1.798697
28478,QSO,0.8050584,11.87946,12.77055,5.030363,9.922976,20.24062,19.8485,19.69396,19.67615,19.52087,6.077073,1.481752,1.588707,1.381857,1.347494
547111,STAR,-3.480348e-05,31.94442,58.34269,-0.1820936,1.844463,24.15329,21.68328,19.9588,18.70506,18.08227,2.970319,1.279968,1.426071,1.390794,1.328099
84458,QSO,4.089878,24.70512,29.28347,0.2515616,2.819513,26.03938,21.19871,19.42323,18.89976,18.79245,2.9702,1.383872,1.50825,1.329068,1.217804
