,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,labels,class
313784,0.0008615473,5.634041,6.306207,1.253854,2.637128,139.757735146739,8.57686320745082,22.94266,20.99191,20.61045,20.34076,20.40072,7.358654,1.584579,1.403015,1.392326,2.003364,0,STAR
208388,-2.588482e-05,483.6147,512.6812,111.2077,260.2636,133.060032283706,7.14188874433252,17.76845,16.45723,15.96882,15.77021,15.70518,1.626092,1.267117,1.488871,1.265314,1.416539,0,STAR
841216,0.07812624,48.76417,60.93859,6.293309,16.47927,227.079567924075,8.61122074414379,19.12475,17.66892,16.94305,16.56671,16.28627,6.908758,7.633574,7.75389,7.618716,7.86677,0,GALAXY
1313077,1.240925,4.473896,5.069359,1.129698,1.794877,19.4705217952811,29.3329645651173,22.10405,21.70955,21.08204,21.49792,21.15056,1.918499,1.153426,1.308902,0.5781471,0.8550574,0,QSO
1267834,2.996982,2.804446,3.530768,0.901441,1.596257,157.781107770684,37.4154893059424,23.11393,21.43084,21.22167,20.83628,20.88235,18.01698,1.539207,3.429267,1.44924,1.272353,0,QSO
512440,0.09762513,88.54222,122.5624,5.109979,20.16304,339.72759730134,14.5887681206192,19.98045,18.08479,17.0621,16.58039,16.19761,8.15607,5.744661,5.433449,5.166514,4.985218,0,GALAXY
656549,0.6088782,6.869443,11.99054,-0.1118413,0.3358738,121.02296075012,32.8488148562336,25.90257,23.21988,21.27853,20.09359,19.60118,4.585238,2.970907,1.990067,2.191417,2.382696,0,GALAXY
842997,0.5164153,10.86022,17.63373,0.2453389,0.9819418,225.397442782703,34.6797547107939,22.60684,21.83801,20.29256,19.3882,18.97732,1.935,2.26736,2.531469,2.792997,2.502771,0,GALAXY
558615,0.8288243,3.092307,7.087695,-0.05269565,0.07725737,158.97372674042,48.8458078010509,23.82905,23.80555,21.7869,20.64552,19.78184,11.3072,0.08646432,2.539494,3.165683,2.291494,0,GALAXY
921823,1.363235,5.864302,5.738677,5.71469,4.281089,127.321839027485,53.3411360963364,21.61053,21.60964,21.05563,20.98102,20.635,2.069504,1.621128,1.489626,1.242655,5.547785,0,QSO
613162,0.3084786,34.88252,46.4672,1.241925,3.888186,259.565104816216,28.5400111596135,23.43623,20.27845,18.55051,17.92665,17.54566,2.970409,3.340972,3.528189,3.043256,3.430226,0,GALAXY
595525,0.0727369,26.87242,32.51639,3.805096,9.59948,131.260636652391,6.80425013481485,19.25156,17.98112,17.37686,17.03811,16.82637,2.969732,6.614078,6.16164,6.168999,5.771962,0,GALAXY
1277647,0.07737845,253.5195,302.2975,43.96545,76.72914,206.202623646615,30.7390102377301,18.10723,16.76138,15.99258,15.51744,15.28491,3.106881,4.714377,4.798084,4.455592,4.339007,0,QSO
1066716,1.181101,6.520555,5.594486,1.721626,3.56407,147.760954611785,41.5671644568809,21.51051,20.99007,20.47225,20.51657,20.98593,2.945808,1.518913,1.548251,1.268064,3.298284,0,QSO
980304,1.623221,16.4845,15.30842,8.443008,12.06625,29.6268324770842,0.715185277954704,20.15214,19.79585,19.70894,19.45034,19.62929,1.140385,1.236305,1.053488,0.9441954,0.8319498,0,QSO
192468,-0.0002081289,24.19263,27.61071,0.4590476,7.550966,206.529284576658,52.6756612391163,23.15358,20.47223,19.51495,19.2058,18.85362,1.36087,1.233011,1.194792,1.06055,7.263275,0,STAR
784646,0.08238592,55.27903,78.67489,3.005892,10.79931,226.610059002595,27.0222538484756,20.2169,18.24468,17.22681,16.72725,16.32129,2.969707,6.845006,6.961562,6.464312,6.195199,0,GALAXY
1062307,1.52751,5.144233,4.900928,4.305919,3.538557,229.033592686855,47.2492813253038,22.04821,21.86482,21.66541,21.58578,22.07476,3.009841,1.942943,1.608395,1.462113,1.347544,0,QSO
379594,-0.0002984004,67.68755,71.21773,6.618848,29.8762,353.664299907127,44.7933026295665,20.54854,18.83362,18.17009,17.94269,17.81063,1.561245,1.20956,1.074181,0.984701,1.201012,0,STAR
374025,2.814318e-05,98.26467,103.4875,20.66687,52.57107,221.966884802918,21.3064799144344,19.42592,18.16026,17.66308,17.49055,17.44848,1.680733,1.68096,1.522435,1.331389,1.557905,0,STAR
29780,3.479623e-05,290.6124,334.0274,19.18863,100.5456,168.059959643501,64.3259698140764,19.71587,17.5555,16.61612,16.26975,16.08167,1.545631,1.238321,1.197079,1.163086,1.075625,0,STAR
442186,0.3265534,23.92284,34.86967,0.06046856,1.792543,147.796863513399,0.772659913439766,23.23502,20.40033,18.6263,17.94526,17.54908,1.31931,4.831316,4.998333,4.301497,4.898495,0,GALAXY
898626,0.7046442,43.44249,46.1594,33.27924,38.55222,216.795601473252,1.50644770279216,18.8907,18.5806,18.55593,18.44933,18.39508,1.921346,1.518269,1.293342,1.478128,1.580815,0,QSO
342083,3.124301e-05,49.00054,53.66446,4.035816,16.05512,24.5770524211148,0.998246178962614,20.71395,19.28502,18.56315,18.25022,18.11185,1.167941,1.293169,1.141963,1.147864,1.391961,0,STAR
809501,0.4525225,11.60194,17.79011,0.1361034,1.014162,169.303908222189,40.5853918512914,24.27304,22.33014,20.38542,19.49545,19.1167,0.4349779,1.35968,4.745331,1.860323,5.217703,0,GALAXY
928758,1.969864,6.283631,8.257196,6.531831,3.862755,248.336578168051,48.5812423027898,21.02881,20.71282,20.57042,20.36313,20.28071,1.470805,1.489911,1.142781,4.058489,0.9383311,0,QSO
494739,0.5025049,9.385393,14.62865,0.02192027,0.7272043,151.675963249041,1.29124059987638,24.28331,22.38211,20.78979,19.83664,19.43962,27.9191,2.970455,1.622476,1.973853,8.559203,0,GALAXY
597726,0.1153803,106.2277,136.399,14.73586,31.51019,135.52550466284,43.1027337755584,18.884,17.54708,16.73873,16.29028,16.00213,5.290055,5.598655,5.136494,5.056145,4.222938,0,GALAXY
955873,1.733122,3.307801,3.269773,1.109652,1.748822,342.77991201111,-1.04618813773871,21.49466,21.59482,21.57781,21.09169,21.01834,1.742345,1.420077,0.954487,1.332589,1.220754,0,QSO
698555,0.2805716,2.893425,3.982657,0.08266526,0.781983,10.0379575330156,0.912264202237317,23.12187,22.93651,21.92625,21.64125,20.85656,3.739874,7.358825,1.313381,2.054955,1.550606,0,GALAXY
563762,0.2852036,43.75196,58.94733,1.843578,5.491827,144.265030229573,8.46143579734926,22.26923,19.67251,18.09206,17.51012,17.14452,2.969749,2.970237,5.128988,5.042817,3.305944,0,GALAXY
1169317,1.147272,5.618207,6.177302,3.23334,3.72024,257.841367968353,39.34130012433,20.70573,20.3998,20.03016,19.92009,20.07564,1.621568,5.397326,1.183023,1.134384,7.360659,0,QSO
814267,0.7301847,1.283273,1.397348,0.1654117,0.2709203,146.473279191779,18.3679564307285,23.34535,23.10312,22.34669,21.6494,22.34213,0.6013972,2.969796,2.969503,1.660598,0.2471036,0,GALAXY
1228863,3.147104,57.66673,60.43529,8.663627,35.22638,157.275306206534,10.9046226620065,22.24379,19.09251,18.65664,18.57727,18.52838,2.970376,1.885536,1.618862,1.832912,2.052145,0,QSO
720083,0.7400861,1.370652,1.940695,0.2013391,0.3474879,3.41795004229602,-0.661930345543251,23.90357,23.60102,22.24782,22.45753,22.06143,0.8162127,2.969862,2.969496,2.796757,0.09127485,0,GALAXY
849346,0.2240763,68.54332,86.39259,9.472015,18.38484,206.960956086586,42.177376686102,19.67418,18.36386,17.50015,17.03176,16.75846,4.533301,4.334038,4.223031,4.048036,4.193075,0,GALAXY
203553,3.505709e-05,73.19123,76.0651,30.43592,51.91473,145.924019747469,46.5104489725928,18.93997,18.07627,17.8092,17.66845,17.68019,1.599719,1.321221,1.131866,1.080401,1.155411,0,STAR
1214313,1.890273,1.550339,2.258607,1.342992,1.045393,120.079659892547,55.178581182881,21.46193,21.61302,21.55052,21.09024,21.54032,4.124144,1.391266,1.272637,2.485332,1.421059,0,QSO
1218157,2.256194,6.357531,8.626854,1.151696,2.851657,169.957173564392,40.4081623039731,22.24538,21.25191,20.77026,20.4204,19.99321,1.88666,1.470165,1.19733,1.175807,0.9239517,0,QSO
835527,0.5565438,11.13473,17.44635,-0.01140028,0.7003298,226.903533265228,14.4803510803226,24.23284,21.75005,20.21923,19.08745,18.74672,2.969629,2.969959,2.194991,2.52083,3.077586,0,GALAXY
822256,0.5680121,7.224525,11.56434,0.3729346,0.8816272,246.523244075794,19.2730882402466,23.08214,22.31326,21.16913,19.89824,19.67173,1.056072,1.498991,1.788757,1.622684,1.828065,0,GALAXY
187816,-0.000444342,21.74683,22.72082,9.591947,14.34736,173.164873078899,45.9062402360616,20.39309,19.5274,19.27483,19.19912,19.13761,1.881294,1.708062,1.516883,1.457642,1.483178,0,STAR
1108394,0.3894152,31.48403,38.68752,13.06563,10.444,221.475912112339,8.91199262536555,19.62924,19.30694,18.70338,18.3422,18.00933,1.816155,1.733496,2.204107,2.138939,2.336805,0,QSO
655459,0.7557323,3.68303,5.956217,0.06363059,0.300816,128.516828087964,36.9660663282052,23.64596,23.09127,21.76382,20.57143,19.76466,2.970435,2.970033,1.829866,1.602478,1.688863,0,GALAXY
671141,0.3316061,27.62246,39.89437,0.9606708,3.261675,147.796740993303,45.5265915197387,22.34585,20.26101,18.53008,17.95231,17.53445,2.059188,4.498826,4.139065,3.963633,4.498422,0,GALAXY
256849,-0.0001625477,980.7301,1058.159,155.9105,473.8954,181.55486155236,50.0110171447735,17.19802,15.73773,15.16621,14.97897,14.9035,1.948132,2.0098,1.809655,1.815165,1.500359,0,STAR
971144,1.634631,2.124892,2.081321,1.575925,1.716,149.15226537865,45.7404162042754,22.12657,21.73376,21.62488,21.46212,21.47375,2.70563,1.238121,1.320535,1.120482,1.024573,0,QSO
555017,0.4396411,16.94079,25.77961,-0.04070132,1.344347,125.048505688772,2.64811441235718,23.42785,21.01645,19.26672,18.57978,18.08983,2.969837,2.419045,3.211907,4.066802,4.136499,0,GALAXY
1194141,2.0035,2.877998,3.732646,3.503609,2.499435,188.302863063948,44.0789756901812,22.14951,21.6683,21.7667,21.68083,20.9781,2.969968,1.48824,1.381481,1.689076,4.076237,0,QSO
606643,0.6355162,9.039465,15.93493,-0.0960575,0.3534416,117.669461756678,22.7765072575914,25.76211,23.32425,21.0913,19.65502,18.98904,7.359185,0.8027609,7.358372,2.428186,3.493676,0,GALAXY
68001,-5.839661e-05,48.51667,79.3114,0.931403,5.506187,130.711436861661,44.4388030593482,23.22812,20.55939,19.07036,18.17153,17.66158,2.969553,1.283358,1.386674,1.240807,1.21507,0,STAR
719065,0.3449584,16.2887,23.32741,0.4473678,1.999811,229.255731214021,35.95485219117,25.53227,20.71245,19.05686,18.42986,18.13252,2.970721,3.36206,2.705092,2.662686,2.857983,0,GALAXY
18342,4.071864e-05,544.1064,620.7302,50.97816,207.8317,160.735483264238,0.308448919037408,18.29532,16.6171,15.92916,15.65426,15.49717,1.419579,1.244885,1.122041,1.069869,1.057999,0,STAR
584610,0.6033281,8.977823,13.63176,0.08773038,0.72553,132.133261545365,34.2634580108336,25.24137,22.05264,20.81348,19.8066,19.33646,2.970338,2.969408,2.173132,2.232644,1.768354,0,GALAXY
497469,0.4172609,21.5478,33.39623,0.2723945,1.50982,162.40548778261,5.53295671797824,22.29889,20.86626,19.14031,18.40764,18.03867,0.8652528,2.969997,5.362459,3.201317,15.08242,0,GALAXY
189876,-0.0007383864,74.95258,73.35494,34.68743,53.67628,148.993284754583,53.3294943354272,19.10437,18.16103,17.88704,17.79904,17.75604,1.479261,1.416246,1.399455,1.458232,1.353589,0,STAR
1064361,2.308791,3.077549,5.948616,2.135808,2.410923,239.848749132742,41.6883637435373,22.12233,21.68345,21.63193,21.63836,20.96038,1.198912,1.169373,0.9723055,0.8996757,1.165154,0,QSO
167920,-0.0004906332,5.255691,4.911171,1.066125,3.747818,208.00375308264,52.7870510107005,23.25144,21.20052,20.78504,20.65452,21.22409,1.077425,1.478215,1.345161,3.521035,0.8334383,0,STAR
672315,0.4714591,7.562936,12.64682,0.06592657,0.5250202,144.653418339678,6.26480278067442,24.86755,22.77606,20.98098,19.89812,19.32198,7.359161,7.359125,2.990504,2.835041,2.717368,0,GALAXY
5644,0.0004456391,156.3968,175.6892,38.15358,84.23227,142.787701805677,-0.204504058104848,18.89642,17.76368,17.31012,17.11743,17.01307,1.471795,1.450235,1.433206,1.284598,1.167446,0,STAR
327502,0.0001471442,407.4696,434.1384,54.64841,187.1722,124.125767651008,19.1744153631651,18.36353,16.76672,16.16348,15.94797,15.84376,1.470417,1.276479,1.092082,26.67183,1.138305,0,STAR
1023181,1.544875,20.42321,21.0736,9.822074,12.35345,250.025107831373,30.2176826398936,20.35192,20.09632,19.90294,19.53986,19.61073,1.981492,1.347921,1.362184,1.180606,1.361285,0,QSO
1001227,2.22645,4.751369,5.663649,4.721812,5.617556,138.998571316357,45.6197607027401,20.67631,20.24061,20.35591,20.31907,19.9878,3.576084,1.566067,1.549663,1.267476,1.185395,0,QSO
659471,0.3853379,13.48906,20.60168,0.2030849,1.333329,226.368574700367,10.19050571124,23.68638,21.57302,19.61729,18.90901,18.52732,0.4689214,2.296026,2.632168,2.987088,2.72668,0,GALAXY
31834,-3.709308e-05,5.17261,20.75525,0.03402559,0.1988532,179.519471373382,64.7889809849504,25.26826,24.54518,23.07046,20.39236,18.512,7.359284,7.358909,1.121153,1.094478,1.09353,0,STAR
791368,0.03970418,107.8919,117.0171,38.94444,63.78983,224.872553032063,36.9069696131174,18.54729,17.49484,17.09175,16.85667,16.68361,2.842049,3.034398,3.080101,3.08787,3.078723,0,GALAXY
883913,1.197928,2.108061,2.530408,0.8413896,1.238376,141.264525003375,55.9521368218269,21.61809,21.44617,21.2386,21.06499,20.91693,2.236733,1.547009,1.709279,1.860676,1.18525,0,QSO
420735,0.001032726,69.82181,72.53314,30.06739,49.52952,125.194277519383,17.0759696207688,19.14832,18.25302,17.98283,17.87209,17.87932,1.271884,1.406628,1.13647,1.077564,1.254124,0,STAR
89507,-3.603505e-05,47.45261,51.14627,6.129066,20.94979,321.355276101804,-7.13982532970505,20.59361,19.18408,18.56853,18.35376,18.20642,1.057612,1.117954,0.9014013,0.884307,7.023125,0,STAR
842678,0.2066673,73.59235,98.89362,4.586509,13.29277,161.231246634211,27.3915156601865,20.41988,18.36956,17.03687,16.52516,16.1205,2.970403,6.510689,6.628015,6.83289,7.288143,0,GALAXY
406465,-0.000269908,6.768941,12.93749,0.03437547,0.2143091,253.806944876935,27.532749247385,24.43684,23.49447,21.60151,20.35435,19.59571,4.584714,1.026964,1.005145,1.48289,1.160695,0,STAR
115324,0.0007538535,308.4481,331.1082,92.11268,186.5105,119.257576612606,35.6695970540439,17.77208,16.77102,16.44141,16.30575,16.26,1.564738,1.416484,1.239477,1.230289,1.266196,0,STAR
1279966,0.9904127,3.499396,4.577042,1.977164,2.120404,112.185542540391,39.1763091250018,21.45344,21.29053,21.00275,20.98059,20.95904,1.286889,1.336973,0.9923614,1.066556,3.911297,0,QSO
389333,-0.0003695526,144.8094,192.4195,2.688792,20.82615,21.2270186800424,1.06032786885766,21.56781,19.18022,17.78727,17.16183,16.80231,2.107638,1.845226,1.423262,1.762235,1.741592,0,STAR
873342,0.4669446,7.105851,11.94623,0.1588405,0.6196934,357.198539916896,7.33812153313522,24.80394,22.79885,20.95366,20.08279,19.46069,2.969958,1.904514,1.871452,1.838127,1.475309,0,GALAXY
1112013,3.105314,4.494077,4.691335,1.63112,2.79042,216.015717454715,48.5085882499827,23.11936,21.11365,20.73143,20.56253,20.42683,2.970509,1.544787,1.478357,1.152315,3.097993,0,QSO
39711,-0.0004213005,5.575387,5.164347,3.11995,4.32976,141.195902791593,-1.70609061222415,23.00325,20.97408,20.51614,20.43516,20.46691,7.358577,1.299185,1.141972,1.260811,1.456708,0,STAR
918412,2.785289,8.916977,10.50175,4.860789,8.70789,182.420925684224,64.9932882467331,21.07205,19.89947,19.79072,19.81925,19.56406,1.737547,1.618177,1.451468,1.430916,3.000252,0,QSO
323166,0.000330893,8.223303,7.945527,5.935566,8.252164,155.9944754655,38.2516638220729,20.38104,20.0489,19.98343,19.97128,19.94263,1.906112,1.635544,1.61159,1.541103,1.360158,0,STAR
1216022,3.388257,13.79611,19.65073,-0.1750371,2.864786,38.1603895272515,-0.326749084412975,24.2769,21.38045,20.51165,19.88772,19.66842,7.359438,1.184035,0.8181938,0.8303425,0.9782979,0,QSO
1147544,2.735446,3.559061,3.015127,2.98677,3.544676,43.720558950831,-0.319788552883089,22.24626,21.47133,21.24861,21.04455,20.90785,1.620109,1.067873,0.9343646,0.8873945,0.8182381,0,QSO
624257,0.4884482,11.65909,18.29171,0.01265741,0.8804504,156.76770706394,48.2749588395213,25.87026,21.88389,20.07567,19.19836,18.86779,18.01737,2.969255,4.303486,3.174434,3.521282,0,GALAXY
30559,-0.0005164212,35.75371,32.22096,21.30337,34.08397,149.909176476158,63.6497762714041,19.55229,18.61109,18.31537,18.23582,18.19692,1.474555,1.705951,1.393662,1.391909,8.952063,0,STAR
554996,0.07325777,46.13394,56.03431,6.090975,15.78014,140.135813552733,40.6423797610453,19.45086,18.0062,17.28883,16.89813,16.61338,5.584069,5.373994,5.32355,5.155878,6.123271,0,GALAXY
61156,-0.0001491721,2.141199,8.071321,-0.2420189,-0.06064269,137.959556349808,57.3046210012373,25.67111,25.06036,22.82905,19.95611,18.45037,11.30987,2.970423,0.768003,1.423842,7.200517,0,STAR
517486,0.4465861,19.57215,29.06902,0.1259833,1.645052,336.141484298211,-9.9900951613681,22.08247,20.30762,18.63789,17.82009,17.49682,11.30652,2.969399,6.139455,6.008631,7.098582,0,GALAXY
528303,0.09365901,72.14554,94.54311,5.659995,20.31196,175.488198227714,4.85776329297744,20.10812,18.35042,17.46234,17.07207,16.77968,2.284188,3.830634,3.401596,3.656479,3.230623,0,GALAXY
905682,0.7778074,21.98415,25.40759,17.18232,21.53811,223.453542854524,58.79572611925,19.39567,19.14722,19.17183,19.08572,19.04145,1.9,1.816524,1.786285,1.86537,1.755911,0,QSO
1124036,1.920354,4.865067,4.955381,4.780934,4.415503,217.089604216127,39.973576516929,20.83466,20.63025,20.5311,20.45473,20.42908,6.475749,1.145362,1.11429,1.120112,1.236003,0,QSO
471209,0.1790106,10.64844,13.46551,0.6003401,2.774863,149.791650621512,59.3925519708314,24.13379,23.3038,20.6284,20.40329,20.60335,0.6350622,0.819707,1.237633,0.9320439,0.6068097,0,GALAXY
1311667,3.061964,1.918915,2.389885,0.7340422,2.044345,155.764216679046,22.4274747803521,23.49254,21.45932,21.41924,21.53242,21.29599,7.360267,1.235626,2.858532,1.968312,0.9691325,0,QSO
154251,0.0001361831,24.96363,36.48807,0.3535665,3.004524,331.626821118595,-1.16187790409455,23.57475,21.32341,19.81363,18.95825,18.45524,4.584297,1.348048,0.9477994,5.513791,4.470372,0,STAR
711777,0.1825845,43.90524,57.93751,3.199811,8.785979,136.836682025703,10.0390965424112,20.23182,18.5643,17.37637,16.91465,16.56138,11.30679,6.409557,6.577719,5.554313,6.053597,0,GALAXY
604710,0.5451059,8.173302,13.38815,-0.02843864,0.5990558,223.291099853671,57.1060913140027,25.97703,21.94525,20.17346,19.2482,18.77632,2.969664,2.969574,3.819005,3.250869,9.257063,0,GALAXY
1139921,2.094787,36.85539,40.54349,31.81361,31.22279,186.0611147101,44.199476636787,19.32686,19.14322,18.98482,18.91489,18.74898,1.337969,1.242147,1.245594,1.118042,1.15836,0,QSO
1213406,2.878959,0.5971159,0.4916969,0.166387,0.5483614,20.6775154697751,1.05018693279544,22.61432,22.47857,22.36172,22.54371,22.43727,1.594368,1.556985,1.55316,1.303344,1.116684,0,QSO
1235346,1.222823,11.84934,10.69601,5.446202,7.816524,177.727476845174,34.4184930564236,19.84826,19.70403,19.41193,19.42548,19.50389,1.178585,1.123966,1.030868,0.9826884,4.313828,0,QSO
474577,0.03391937,155.5831,195.3912,16.675,50.59946,247.200648969763,48.7791660258901,19.04784,17.24775,16.50907,16.18042,15.91408,3.847756,4.074862,3.801306,3.458017,3.437881,0,GALAXY
1291869,0.8397493,5.664919,7.188305,3.442873,4.7013,183.466951600487,37.8565051861935,20.2115,19.96098,19.92046,19.94358,19.82054,1.486219,1.49199,1.551978,1.504155,1.348948,0,QSO
934131,0.6795033,6.334963,8.531052,1.659256,3.126726,139.447374518681,58.2796284894441,22.52388,21.22421,20.97968,20.55864,20.14479,5.347807,1.181075,1.419372,2.964863,2.791997,0,QSO
267163,-0.0005704157,293.0431,309.5459,79.60605,158.5491,228.23915685743,43.7676924403678,18.07864,16.93538,16.45953,16.24421,16.15872,1.381418,1.35959,1.219174,1.056591,1.146296,0,STAR
634497,0.1353996,36.88914,48.88421,2.983129,10.17015,164.264430877651,41.6449749094715,21.01498,19.03179,17.93296,17.48147,17.07611,18.02054,3.167958,3.267539,3.095212,3.097036,0,GALAXY
144479,-0.0007422959,275.9399,273.8907,117.6102,192.4476,246.2254886273,42.1945727555553,17.72934,16.77331,16.48512,16.39851,16.39286,1.537369,1.483209,1.350912,1.219278,1.265965,0,STAR
826364,0.07407735,101.8663,127.3058,8.294645,30.98796,186.65263883702,6.45686766673376,19.70687,17.83574,16.97853,16.58289,16.27325,4.218457,3.529684,4.042047,3.848826,3.932629,0,GALAXY
275794,-0.0005179564,20.96382,23.31308,10.19543,15.83226,145.595007113946,38.0670953884762,20.30681,19.42885,19.18246,19.09236,19.07867,1.255143,1.147905,1.126831,1.105587,1.481824,0,STAR
392027,1.168201e-05,426.8394,433.7499,65.17133,206.3791,206.677449746528,27.4504046641927,18.14756,16.40316,15.73934,15.47473,15.36382,1.73678,1.606856,1.526495,1.557092,1.338305,0,STAR
555724,0.370264,21.26439,32.9752,0.3984962,1.990253,232.925109224662,50.9732323987982,24.45817,20.95776,19.26824,18.6156,18.27588,0.7454742,2.904108,3.016236,2.705204,2.691059,0,GALAXY
