,0,1,2,3,4,5,6,7,8,9,10,11
307053,3.159791e-05,93.26646,98.50333,17.27977,48.71828,236.500522814215,30.7877092523872,19.53541,18.26742,17.77455,17.61033,17.54824
161223,7.164529e-05,94.60059,107.5664,18.92501,43.52831,139.508262781397,40.9621816202234,24.63474,20.30274,19.53165,18.73976,18.78416
425922,0.5747851,8.448309,13.23341,0.2169217,0.6945439,205.482791477829,11.7141622281469,26.08948,22.65557,20.75897,19.82976,19.2937
384482,0.5551372,8.32568,13.56002,0.3250432,0.9556331,136.178392514433,35.9477487001811,24.63174,22.48026,20.84229,19.88779,20.1945
8307,2.871776,3.28012,3.431694,2.759657,3.389642,144.695989729144,0.0729630747969103,21.85045,20.68919,20.32555,20.23906,19.84086
483310,-0.0008884746,12.11646,13.82935,3.094844,6.594694,238.517236632718,58.157141567081,21.04485,20.38611,19.87247,19.71347,19.49732
389951,6.45647,2.246151,2.134955,-0.3092089,0.1968234,25.1193876724332,7.97746503475204,23.65998,23.10381,21.5847,20.85624,20.34228
459406,2.3882,4.358807,5.825504,2.816577,4.937566,188.773477207918,35.4371850715509,21.41641,20.69778,20.96668,20.92883,20.85875
58969,0.856109,5.309561,8.135788,3.388125,3.993202,119.447964880995,36.0358980368631,20.70098,20.45503,20.39068,20.33586,19.96758
240723,0.08083893,126.6134,168.4639,8.493492,33.94302,122.52936193815,36.1480987671879,19.37066,17.51164,16.56071,16.12621,15.7956
209421,0.6581419,5.985749,10.52049,-0.2101998,0.08716524,158.878029530109,6.70935873465835,25.48421,22.25756,20.67549,19.35252,18.73485
206178,1.867916,9.89612,8.96834,6.835138,8.4628,130.995885407367,30.7699103887643,20.69508,20.44766,20.43613,20.14681,20.38565
145774,0.2276797,11.36351,16.08076,0.9556153,2.468504,176.752160801798,5.93874803320369,23.33327,20.98649,20.03394,19.31579,19.05445
30099,0.0003154573,64.96942,64.76742,32.60028,49.79799,125.802708644364,0.442008724834432,19.28334,18.22173,17.93949,17.83862,17.82801
103416,1.168254,6.776089,6.46058,3.425388,4.575607,188.49115428729,52.1151444083964,20.78406,20.63442,20.30557,20.19712,20.26856
133952,2.436534,4.905811,8.161323,0.3606865,1.451788,128.947650202523,36.2765858309575,23.22903,21.94879,21.46033,21.1518,20.5142
458273,4.891129e-05,185.6449,197.4493,47.67932,100.1842,17.3783015612256,15.8672985338467,18.71255,17.4612,17.00648,16.82538,16.73646
271613,-0.0002158768,48.48756,49.69461,15.3101,29.16998,150.359847715512,44.886489458896,19.9742,18.82729,18.44609,18.29885,18.28788
88883,1.545201,47.49563,49.44925,47.79489,39.10805,171.579127980447,4.19256408465412,19.00014,18.69076,18.6133,18.32724,18.27764
205091,0.609996,8.60317,13.56447,-0.05344201,0.5628383,12.685509990474,0.347428459870546,24.02489,22.13282,20.61761,19.43243,18.83985
277530,-0.000231278,143.8013,153.7717,28.02278,70.7796,222.436160211114,41.7225988065241,19.08529,17.84905,17.32666,17.1157,17.02502
135808,1.442106,2.057332,1.961735,1.479544,1.377416,191.685642413589,52.8022709153644,21.5775,21.80037,21.40299,21.46875,21.32364
234981,0.000439876,7.681014,7.96659,2.146612,4.857919,156.646483587467,6.73674693208866,21.44216,20.69826,20.47844,20.2837,20.11298
251240,2.612039,2.152646,2.419104,1.006481,1.454414,168.171033867533,45.5079941764922,22.32807,22.00968,21.85084,21.86635,21.67221
323573,-0.0009889306,14.23333,15.35306,1.032787,4.954483,358.328513882768,35.0996030931915,22.13099,20.71173,19.87777,19.58337,19.40928
492858,1.676503,4.086062,4.610449,0.4060208,1.381136,338.289857323918,0.310080836860118,22.3023,21.90856,21.31911,20.8994,20.69839
