,0,1,2,3,4,5,6,7,8,9,10,11
467356,0.5030109,8.961444,14.37499,0.9375073,1.310765,210.329912706126,40.8589463521749,25.5292,22.17556,20.25228,19.34913,18.78404
17354,0.4130709,9.844925,15.0717,-0.05874945,0.6567304,130.448304008806,0.887015096887917,25.08857,22.13377,20.29256,19.46509,19.16665
12522,2.179967,1.4576,1.57835,1.40659,1.49313,123.070549038222,48.1484457008896,22.33498,21.83763,21.72861,21.64521,20.93178
70816,-4.5392e-05,1099.522,1258.278,56.84012,340.142,172.31748926615,65.3424135336006,18.33635,16.09708,15.20294,14.86554,14.6918
176949,0.08228592,38.63449,46.28505,4.326358,12.85154,256.703042641708,31.3120999811055,19.8365,18.33854,17.64456,17.24206,17.01624
71683,0.0005396726,126.1455,143.6241,19.01026,54.23222,27.1422781498206,14.5892109177708,19.40426,18.14347,17.53747,17.25828,17.12971
194091,1.582088,1.49125,1.552045,0.9993994,1.024389,240.909464242353,45.150151662365,21.92289,21.65022,21.55426,21.45464,21.08996
460438,0.7708382,8.411777,11.15941,2.922966,5.371739,211.313123681252,16.4597843541381,21.16017,20.62042,20.32645,20.10235,19.70748
177261,2.426893,5.374192,6.504657,2.353909,4.12551,213.57674272901,-2.98964541625033,21.69898,21.03953,20.99497,21.02242,20.5647
190240,-5.638376e-05,45.70889,45.52771,17.19504,31.49511,127.978289687251,34.2025144913524,19.79266,18.7363,18.44682,18.35118,18.3438
330276,1.482776,11.28142,12.51928,4.049336,5.782886,194.248428078833,36.7261842499605,21.17446,20.75813,20.30216,19.98011,19.95635
496638,2.021299,3.526899,4.308092,3.050552,2.453108,39.1237648379215,2.05766099961275,21.90561,21.8353,21.43074,21.46561,21.19842
47640,-0.0001000827,159.0995,185.4784,129.8017,152.8757,124.363981922016,49.6728852292611,22.73836,18.59608,24.70119,23.9857,17.25164
443449,0.9069711,3.156192,3.81889,2.25,2.451774,149.553713721877,31.6779126019458,21.80529,21.58686,21.38256,21.30861,20.88116
227770,0.4885162,10.47407,15.33377,-0.2090307,0.7722443,217.099097058113,52.1260926810594,25.73965,22.62452,20.75431,19.85881,19.51871
226223,0.4084059,14.24881,22.28135,0.8626504,1.370868,123.97720858944,30.6626352890814,22.96091,20.78685,19.28304,18.5118,18.07385
320423,0.3773817,14.48447,21.09541,0.1785704,1.387536,146.346620990177,7.78109635773522,22.38778,20.80493,19.12954,18.4897,17.99667
373584,0.07525894,37.51213,41.10121,9.896604,20.96656,211.952144642527,25.0365786883817,19.06606,17.98611,17.63237,17.3767,17.24303
64190,0.5357158,10.42436,16.30768,-0.04654395,0.7270736,171.766769193906,5.22149284859186,25.98892,21.84344,20.20488,19.26974,18.75176
346133,-0.0003056362,4.112459,4.719879,1.028092,2.20561,148.233201035907,37.4965332891241,23.85546,21.26682,20.68859,20.58512,20.3818
382720,1.404037,1.149659,1.217434,2.580409,1.241924,164.422479538045,32.3974653897147,23.18498,22.37655,22.06214,22.02341,21.05194
113238,2.568576,27.70633,37.32678,7.47713,14.35002,140.026484180131,50.7031835536046,19.89182,19.25787,19.22069,19.21352,19.02626
72609,1.088891,17.21961,15.77827,11.97208,14.43186,171.813869110858,63.8709741918529,20.21757,20.02409,19.71387,19.82831,19.76101
287776,0.5296435,10.57915,18.23924,0.03705565,0.7407255,340.00156358468,-0.655181715512999,25.15656,22.1885,20.36143,19.36349,18.87264
283019,0.6848251,11.06596,14.32602,3.019939,5.879304,359.549320998358,34.6722321839539,21.25578,20.33105,19.87918,19.64554,19.39666
137916,-0.0007216597,14.7818,14.70682,6.643252,10.48783,358.843976376242,-1.03311440667418,20.50015,19.92245,19.69403,19.42296,19.47249
313466,0.6835339,58.0708,60.5582,50.67547,58.40873,171.273850720755,43.1819195927669,18.55788,18.15791,18.19212,18.1355,18.08799
263434,-9.877042e-05,138.9327,181.7969,3.639515,28.74184,172.484989825009,48.9608722956019,21.5463,18.81126,17.5961,17.11569,16.81808
380608,0.6237769,7.494577,12.17405,0.01972354,0.4955363,149.015782792979,34.8346884144984,25.93369,22.52624,21.26574,20.10921,19.54654
285534,0.6514856,30.16246,29.55406,23.95062,28.5631,251.26985431293,18.1066555663922,19.9734,19.36368,19.32649,19.19664,19.22537
421374,-0.0002152888,173.244,176.0197,69.44123,118.8468,240.384579138282,6.39596626894084,18.23373,17.30708,16.9728,16.85012,16.79523
353445,3.030317,3.441309,4.079148,1.024255,2.856304,224.283322524991,9.40710461957348,22.32727,21.04389,20.78277,20.76294,20.59959
412630,0.6178827,5.173742,8.668284,0.5857828,0.7986041,125.117193117727,11.3476849222042,22.93328,22.09685,20.95568,20.0413,19.55983
27873,3.23282,0.995355,1.065473,-0.1470148,1.115847,216.243895698335,63.9184927352671,24.72113,21.55123,21.67203,21.53804,21.63251
180676,2.596236,13.9966,15.38724,9.210526,12.09405,154.199174087058,10.9156830179611,20.91929,20.3357,20.27799,20.20771,20.09719
190775,6.888987e-05,96.49046,113.6987,3.30867,27.39798,311.486778332933,1.14191807640931,21.24196,18.88246,17.86393,17.49757,17.28552
61383,-7.922037e-05,360.1339,411.3067,12.99816,95.20791,116.470954840495,43.4883753718418,19.96425,17.51932,16.48652,16.12531,15.9274
61857,0.2599621,3.687577,4.46454,0.9598146,1.691071,117.752586353044,38.641592525429,22.64666,21.65875,21.24815,20.97407,20.55536
222582,0.5160399,10.19911,15.41459,0.1374136,0.9573962,131.910228165913,36.0353640234479,25.81384,22.02363,20.30035,19.28527,18.85322
126635,-0.0003058951,61.65843,62.0251,30.07006,48.99023,173.166389514808,53.8502750856955,19.3725,18.43274,18.09839,18.02384,17.96587
442007,-0.0007078965,3.242928,2.895109,2.590008,5.064189,26.7655550879562,7.92168145177101,21.71523,20.66725,20.66463,20.72968,20.56654
454952,-0.000667282,32.85042,33.95823,11.87399,19.8797,253.240967342388,24.2537932076191,20.17685,19.19118,18.84569,18.67086,18.64234
461968,1.402275,9.659973,9.612754,9.065892,7.469375,161.496826238193,27.63687886555,20.31483,20.2776,20.08221,20.04862,19.77519
139235,0.5512134,7.982033,12.26677,-0.07877067,0.533907,240.00957960529,40.421253683911,24.57766,22.55077,20.51578,19.51096,18.99234
299176,1.406752,1.023918,1.283535,1.50133,0.9471229,216.208985085423,36.4692159612897,21.94098,22.24069,21.94892,21.87172,21.09829
429421,0.8043584,4.074615,6.575451,0.7630204,1.2622,24.2789117024923,-0.0317586765534194,22.8108,22.17414,21.45054,20.56479,20.16466
65883,0.0003495555,76.78854,83.7846,6.731113,29.95106,38.6993655281358,-8.57317509647943,20.19397,18.73541,18.1221,17.89119,17.79359
406009,-0.0007265161,169.5409,179.6418,34.15179,91.57601,120.511669050315,54.3516953399631,18.33111,17.39858,17.07684,16.95028,16.94002
368888,7.357222e-05,54.63001,55.41678,21.07914,38.39493,152.14348132127,13.1870104152575,19.48667,18.56393,18.25929,18.15849,18.08983
164148,0.9146622,2.566159,6.058527,-0.1264273,0.0894108,248.325242248363,37.8876420910206,26.28719,24.5868,22.34415,20.76505,19.77465
41680,0.0001546478,358.9566,387.8128,57.41275,163.7533,143.858461443908,62.6384411375366,18.25311,16.87271,16.35186,16.12367,16.05181
236905,0.000111123,150.9172,157.0386,71.58575,111.8134,188.434382469284,5.85189686436211,18.0974,16.84228,16.77603,16.81483,16.80965
170584,0.1275128,58.13808,77.53046,6.04421,16.13924,137.923796939438,39.7626840462923,19.25455,17.71898,16.94302,16.53325,16.22566
283459,0.1892211,69.05941,93.51424,4.018434,11.94941,225.5202797561,29.9279259859864,21.19869,18.985,17.67469,17.17426,16.78209
380732,0.6091736,13.44743,13.30583,5.625714,8.421795,38.4004275435574,0.504003871897686,20.76069,20.3015,20.08761,19.74689,19.75393
234853,0.2915459,46.61622,60.0679,1.442182,5.537598,180.151605476506,10.1188573532015,22.7996,19.46004,17.872,17.25226,16.90914
337209,1.523265,2.960601,2.988265,2.415055,2.22618,206.287527039086,40.0996189399539,21.93394,22.03584,21.89933,21.70966,21.48911
189533,0.1237989,61.68986,87.05871,3.958374,12.71816,246.503775751547,47.3743137402469,20.27831,18.28498,17.19882,16.67414,16.24868
172890,0.0007040644,94.01407,97.24756,36.28422,63.59244,114.692062875136,25.8372415622252,18.65574,17.79151,17.45318,17.30391,17.2693
79913,-6.488642e-05,9.613204,19.43555,0.7907252,1.09509,23.3890418177081,14.2397489139077,25.39559,22.87806,21.40103,20.03426,19.33092
236900,0.08710138,37.84475,43.83822,5.703828,15.51999,221.464005553275,46.5027794472475,19.6429,18.16217,17.64873,17.34498,17.21798
328096,1.836283,3.19193,3.52068,1.795926,2.217194,129.096385128652,25.7941123287739,21.07317,21.03983,20.98453,20.91875,20.75796
298214,-8.40836e-07,6.164773,19.37983,-0.02138165,0.2913751,139.47739579442,31.9606752277114,25.71239,23.98579,22.55438,20.57066,19.27891
40483,0.0004096631,6.465212,6.175668,4.173371,5.675966,164.660082297491,64.3774946149622,21.3471,20.73823,20.67006,20.52682,20.44821
233595,1.665633,2.179417,1.508888,1.093018,1.584424,139.396277180572,10.7856069091507,23.1426,22.1116,21.69962,21.50961,21.06634
317632,2.106495,1.594217,2.392277,2.591223,1.502754,234.218422402351,37.1593938357915,21.20562,21.20965,21.24973,21.08233,20.79518
338005,-0.0001807067,74.43595,79.79438,16.50047,37.34081,232.912680429163,9.84521045345574,19.73653,18.50253,18.00049,17.85301,17.74738
76667,7.692124e-05,14.6523,16.96309,0.4928457,3.409441,325.383838160132,12.0823245336197,24.82424,21.04834,20.01308,19.59755,19.2711
258242,1.213983,34.98809,31.63212,22.48255,25.94367,143.958881876313,10.2921803366602,19.14214,18.97383,18.68192,18.65296,18.70563
476176,0.4506319,9.192034,14.12467,0.4203237,1.285683,245.289107874267,27.3842080920091,23.46669,21.94781,20.36772,19.57383,19.15738
225297,6.237942e-05,709.2115,723.9689,222.6398,437.8164,142.714796911833,8.86284226452274,17.06555,15.89947,15.48865,15.41087,15.40015
63866,1.36292,7.647264,7.060935,5.56638,6.10847,130.658928208362,2.32625962967673,20.78651,20.77062,20.41965,20.47687,20.44586
395275,1.374981,29.15698,32.99015,20.56557,21.29866,220.627299048943,27.2845846678899,19.29945,19.17788,18.97062,18.86139,18.85491
160249,0.0004591056,89.82913,88.21579,59.69643,85.0452,186.862850474574,6.12204902055939,18.66722,17.67483,17.60161,17.60606,17.69243
495566,0.6971763,6.337069,11.26931,-0.08806852,0.170643,341.891490811968,-2.88073921378076,23.74503,25.04887,21.93192,20.32748,19.72438
450039,0.1081673,116.6408,152.9174,11.26588,32.99241,180.571871316746,5.11053413216457,19.0031,17.20014,16.28901,15.87597,15.53121
350915,-0.0007481486,11.88618,13.32653,2.127282,5.367845,169.441672633274,45.2689920744762,21.7561,20.59881,20.01957,19.80356,19.71208
27766,-9.401251e-06,145.3581,173.7066,1.879347,33.75197,119.195198849125,1.21529125305917,21.2137,18.67522,17.5647,17.1499,16.90194
424509,-0.0004499331,122.3017,149.0015,3.668414,26.35874,2.01764196931937,-0.395579751279449,21.50022,18.89298,17.73141,17.25265,16.9488
451849,0.5311036,8.238767,13.149,-0.03709115,0.5193228,189.542437656112,57.9798968134372,25.66733,22.17217,20.39876,19.46041,18.94192
413884,-0.0004293423,18.76565,20.49752,3.961164,8.563895,353.141363730432,50.3326797320297,21.63616,20.24283,19.79167,19.57689,19.5136
90047,1.668285,11.80184,11.63947,8.245537,9.879081,244.714444512502,44.1799268156973,20.43696,20.24572,20.17592,19.92611,20.09115
464196,0.3152567,37.50966,49.96136,1.802703,4.640224,196.987198281501,45.5041295804132,22.05434,19.63187,17.88211,17.29306,16.92067
226583,-0.0005028928,13.77179,15.15831,1.740463,6.331402,238.858695307251,44.368824818604,21.8187,20.44488,19.80455,19.63441,19.47533
175961,0.0002184488,8.927443,14.47115,0.592594,1.592761,152.753575255169,46.6203497294559,24.69542,22.26421,20.9567,19.93151,19.63491
290199,9.579377e-06,8.872593,16.80502,0.6746173,1.161356,333.932001768161,13.9906641363235,26.23268,20.26665,19.29013,18.32188,17.66816
312233,3.233824,3.903771,3.556529,0.34861,1.766857,349.945391697572,-0.337025735256272,23.52404,22.02865,21.28971,21.12488,21.30346
138386,7.152617e-05,721.0493,882.8875,12.35718,143.5037,340.703412087083,12.6876951607829,19.83803,17.13096,15.92773,15.4326,15.2437
288119,2.454847,1.607374,2.243601,0.7630122,1.548516,195.073713419967,39.7107438696378,22.77109,21.56946,21.65931,21.39374,21.32325
204649,0.7578838,4.570826,6.075575,2.441696,3.370092,203.937421508331,46.0848008150394,20.79936,20.55191,20.50661,20.42878,20.23083
465149,0.18396,68.67741,87.08269,9.79895,19.26244,209.235135478572,9.1057368559958,19.45562,18.40252,17.57595,17.12663,16.86744
432455,1.890793,109.5683,111.7249,78.19388,91.07394,144.794827631628,26.0445779018039,17.92854,17.84768,17.82636,17.6169,17.59786
27710,1.909553,7.974787,9.439171,4.422451,5.2627,256.729510447645,37.3938392643386,20.69971,20.63881,20.54956,20.37811,20.19296
261846,1.837925,12.33505,12.72453,8.714366,9.994267,178.500787978259,45.8676975975595,20.36975,20.35573,20.23122,19.97416,19.84808
253861,1.29876e-05,524.4858,740.8138,9.067639,65.89243,122.778874403062,30.6533797366188,20.8095,18.18831,16.58215,15.85227,15.28611
486547,0.03112238,34.95055,41.18293,9.947261,18.30172,189.647290665369,45.9508467084179,18.70196,17.57169,17.18534,16.94494,16.79186
95291,0.4483737,28.35091,40.37636,0.3581518,2.365856,28.214056320115,-9.54002999011261,21.87864,20.63071,18.85061,18.1263,17.68756
294272,1.927248,40.9478,45.94908,24.8732,30.15693,166.579146222014,5.86543687967723,18.98323,18.88899,18.80055,18.54723,18.40975
364493,0.07161835,193.1865,244.8937,12.30183,53.88398,189.27172310135,15.4481335899566,19.01933,17.08106,16.17422,15.76558,15.42708
157251,-0.0002840878,100.7357,97.49855,61.81921,105.5569,245.611846997881,-0.168965811802669,19.27294,18.10448,17.77503,17.64081,17.5662
30704,0.8497646,19.40549,24.17512,12.00572,14.73081,159.396480686896,59.0960591968393,20.2695,20.11246,19.81459,19.75835,19.42213
52287,0.5401817,3.376575,5.98228,-0.1093466,0.1339049,130.893213675372,2.59468723984829,22.60977,21.86072,20.25699,19.3716,18.83021
283055,0.0002982056,6.70884,6.745644,1.562915,4.086371,158.03078381762,39.8072091103127,21.93264,20.97596,20.80173,20.61887,20.86411
277711,0.2462,44.35814,44.90725,13.47878,17.1404,222.880683966571,32.5567348525997,19.90408,19.2265,18.52792,18.17859,17.96127
193069,1.751825,11.09425,12.2517,6.496285,7.950732,217.856329243445,51.156281382908,20.71294,20.53876,20.47071,20.08888,19.83836
321973,1.449891,6.391848,7.072728,5.247761,4.1324,344.844267673202,0.255945450024392,21.50572,21.11067,20.73287,20.58371,20.60814
351099,-0.0009336214,178.4261,189.0692,76.88463,124.8577,250.888681470163,33.0262695635914,18.19255,17.29251,17.05284,16.97215,16.94612
498545,0.2503716,51.09651,68.88023,2.177488,6.890208,229.314104731164,30.54909927959,20.97565,18.86431,17.37904,16.81203,16.41899
309092,1.486235,3.834419,3.918522,1.145448,1.494432,334.219940026797,-0.167120252113842,21.46996,21.36415,20.94928,20.76633,20.86456
11431,0.7046977,5.254795,9.19305,0.1776218,0.404276,128.524999840711,0.596055040206309,23.213,22.77778,21.08246,19.68705,19.01211
365268,0.756529,3.260008,6.177971,0.08171455,0.08260285,171.150208970233,34.1621118893705,23.45044,23.26483,21.76295,20.58609,19.88081
236865,-0.000324028,91.05089,88.47425,52.46799,96.40065,224.337600391394,39.7560383807778,18.50307,17.34278,17.40188,17.48723,17.57375
466812,0.5317925,11.17021,15.11549,1.636216,1.460429,18.903855073658,-0.0030507727630452,23.34183,21.47471,20.31302,19.62741,19.25778
197296,-0.0002663438,11.0124,9.235922,10.24144,15.38772,159.352501082742,5.96558270522129,19.89324,19.53055,19.80914,19.99072,20.19962
148399,1.837401,4.360979,4.452486,2.343492,2.969813,124.594783830187,36.5162977593924,21.4748,21.32845,21.20777,20.9969,20.87446
465774,-0.001510526,8.027738,8.856359,0.5887911,2.923119,247.536660684055,57.2860281512599,23.17944,21.23071,20.60399,20.46198,20.2435
185445,0.0002871374,257.1174,272.5441,54.2893,147.3601,35.3865776309383,-0.0947117195850379,18.14032,16.94561,16.57637,16.4558,16.45236
399988,0.1005861,126.8822,167.812,8.710353,33.51469,216.044135526448,34.4468681626987,19.8758,17.95937,17.02243,16.61141,16.2317
235349,0.1116898,67.42249,92.09049,4.300952,16.32508,142.325100588302,7.80434095256927,20.61086,18.73488,17.7142,17.26439,16.90775
72909,0.04095975,177.6571,220.5027,19.48286,59.44344,181.007534619021,2.09766035028214,18.4973,16.70624,15.91151,15.53283,15.26389
55611,1.437378e-05,79.83886,80.37312,45.46513,68.2598,128.958306383533,48.5886994219047,18.95862,17.829,17.73437,17.72488,17.77927
433969,-7.870244e-05,390.087,464.4673,15.19177,94.75896,4.9022884963702,0.567211313010476,19.96348,17.52647,16.43493,15.99872,15.77442
161689,0.1787418,58.67657,74.18797,3.850693,10.45099,321.863343095488,-1.04521448310216,20.2634,18.97383,17.93281,17.32852,17.02606
407147,1.873029e-05,211.9649,382.8817,2.147375,15.32583,12.1028789398096,0.660894669820061,21.77592,19.4,17.99716,16.66809,15.97536
126556,0.690254,2.823182,3.522215,1.061519,1.462982,148.238279066586,53.01867936805,21.55578,21.40412,21.15726,20.96356,20.72497
277667,0.2201969,29.2497,28.14441,10.43818,15.85861,201.837461729845,35.1109094984544,20.0523,19.43214,19.05428,18.79703,18.8063
307168,0.6538714,7.653483,11.73978,0.02516683,0.6056923,132.060990806255,32.6314651162797,23.67103,23.58473,21.14756,19.99038,19.60524
108285,0.000540441,529.9073,536.3006,209.0595,355.0921,19.7245072542215,-9.68629554540501,17.09389,16.06684,15.79187,15.68801,15.64609
90137,0.6448333,9.654359,13.40683,0.6198577,1.157574,161.65232784026,1.57816756008555,22.83313,21.75961,20.59857,19.72828,19.57565
193753,0.7543589,4.024311,7.670989,0.02050206,0.2428122,158.62841632915,45.3589876129712,23.15366,22.78366,21.60169,20.26228,19.52568
437779,-0.0002938925,7.777898,8.841382,1.025691,3.322032,0.243846693513206,35.0130083887314,22.99253,21.45781,20.78785,20.51034,20.28808
291816,-0.0004124187,176.8158,181.5482,46.39684,103.242,207.443121388157,56.356898574552,18.50748,17.44751,17.05534,16.91289,16.85463
9530,-3.431339e-05,98.71883,103.8237,16.16144,47.24202,222.242868274123,0.545866068228234,19.79866,18.36008,17.78893,17.57525,17.47716
147428,3.519504e-05,94.82581,120.5652,1.775145,15.7583,149.657969480095,47.3273706020702,22.1517,19.45057,18.10618,17.56409,17.40066
469062,1.336419,2.14574,2.486643,1.225343,1.444664,31.8405939001403,0.36934658408033,21.99873,22.19411,21.80903,21.48528,21.96698
338544,1.959777,34.42543,38.57271,19.01094,25.93073,218.772354413839,55.4845219341891,19.03354,18.80791,18.80839,18.5533,18.52284
292930,2.289135,4.750842,5.4423,2.241277,3.961028,191.447157831529,46.671410651391,21.58196,21.14624,20.97511,20.87284,20.79854
372885,0.5295876,7.193251,11.01277,0.006450648,0.6491229,20.204879640557,-0.523764082470634,26.25353,22.0211,20.56509,19.56156,19.05787
78059,2.646479,8.320807,8.416221,2.987511,6.952118,210.071904629575,-3.07363052841122,20.69617,19.80985,19.67587,19.61883,19.47712
193882,1.586537,5.062275,4.691381,2.181989,3.202591,116.685298147438,22.1666305960852,21.51791,21.19932,20.98477,20.86501,20.85162
316342,0.6115987,18.82808,17.07594,19.60034,21.83843,180.116875985467,41.6487238633914,19.59402,19.30282,19.41992,19.35045,19.39695
298431,2.300404,6.433551,9.870242,1.997907,2.73133,342.891200335487,0.820469819631531,22.86812,21.69826,20.9691,20.60195,20.36322
476861,0.5328543,9.803922,15.63327,0.2358983,0.8837034,178.701513167068,0.0871340896447931,23.08161,22.80868,20.84579,19.7727,19.61075
238580,-0.0007342328,36.19417,39.7213,8.198838,19.66126,154.783748585781,51.370980146301,20.32354,19.35915,18.87749,18.80293,19.27441
112377,0.2245521,1.985157,2.404357,0.2267314,0.7012266,142.92536461981,44.7719747255747,22.56267,22.50217,21.82943,21.85344,21.68259
105320,-0.0007974694,34.6751,35.17912,16.64195,26.48173,312.800617086686,-1.13088765606562,20.13988,19.00865,18.73403,18.65903,18.64388
410287,0.4941592,14.8487,18.93751,7.219812,9.055907,222.803972046179,40.5042084503014,20.80585,20.16727,19.91137,19.41573,19.21262
293258,-3.709697e-06,16.65253,38.48526,-0.0339692,0.7934175,223.559573924807,44.2279467601912,23.27278,22.75376,21.26631,19.36692,18.31324
231157,3.858313e-05,693.8351,835.8264,48.84837,198.2615,241.260831692176,3.38748470213002,18.56422,16.67093,15.80764,15.42171,15.19937
123632,0.5026792,10.87381,16.00468,0.1961595,1.130452,210.016935595556,59.0258444728019,24.82102,21.58843,20.24307,19.39242,18.86651
468342,7.696426e-05,7.185341,28.56344,-0.5681133,0.08274128,253.631270778638,51.2327296080252,25.62931,25.12488,22.88893,20.29564,18.65004
76472,0.892971,4.333251,7.288466,0.8109078,1.128599,140.23517524824,53.054044836921,22.07834,21.60976,20.86261,20.21754,19.4208
363738,1.950049,46.46157,53.36831,51.08972,38.4965,193.422029847916,14.9506787454467,18.69394,18.55368,18.62186,18.45237,18.34214
387593,-0.0001068517,54.27354,41.87949,131.9788,103.1374,233.319817800384,34.1343693809103,17.29344,17.38334,17.71496,17.94386,18.1597
336718,-0.000632945,28.77911,30.58568,8.699271,16.86988,196.882744816101,50.3989866719127,20.44797,19.31156,18.97617,18.81336,18.73413
360713,-3.234664e-05,209.7567,219.5233,36.22355,109.0359,25.3862992209943,0.984231598542326,18.65454,17.30577,16.83956,16.69032,16.61331
225744,-0.0005750343,31.73536,31.06861,12.10604,22.01498,245.332916886958,38.6409703624568,19.89813,19.03663,18.70771,18.58943,18.54037
165661,2.28648,2.022235,2.621346,0.9109444,1.696525,182.355333539727,5.89860813500896,22.75648,21.89293,21.77713,21.99797,21.77288
403248,0.05239731,111.1546,131.0415,20.95918,44.04565,172.625470240553,26.2255654501474,16.94191,15.77661,15.21196,14.90264,14.64855
475385,-0.0003078498,33.60094,45.44711,0.5849338,7.762074,81.3226541190334,60.9279186200357,22.43331,20.22468,19.1284,18.66025,18.31861
210002,1.418404,1.691228,1.975025,1.784449,1.055034,211.640652028206,53.7941296662278,21.90782,22.24269,21.86295,21.94864,21.99722
479,2.303331,14.16158,16.3323,11.64699,16.01333,189.127787417383,0.11906086629075,20.19055,19.60036,19.36992,19.29111,19.07431
288970,0.611377,4.456154,6.360964,0.3170014,0.6564788,232.889596586304,9.89283393576775,25.32176,21.61958,20.69667,19.79659,19.60033
483790,0.3799843,15.43784,22.31562,0.2436533,1.67276,200.754537396776,22.8079106156905,23.11734,20.85161,19.06997,18.42079,18.0057
165913,0.6457002,6.982649,10.17033,0.005009136,0.4136874,211.57024262074,51.8375560159757,25.49634,21.97949,20.49991,19.37373,18.88577
112364,0.504655,9.517835,14.14553,-0.05516384,0.8115529,120.468580430068,34.4069780379712,25.17759,22.11832,20.24135,19.34864,18.77447
257192,0.000331796,132.3976,127.0721,85.46487,104.54,138.486796780088,40.7929606266404,18.02463,17.40563,17.17399,17.1229,17.11552
413016,-0.0001440463,140.6476,104.9078,270.9999,273.4187,195.64695887398,52.1197537687659,16.52236,16.43102,16.79479,17.09214,17.39063
489444,-0.0001925181,19.47304,19.61346,5.049057,12.65344,115.485717492906,46.1943067550734,21.15714,19.86225,19.64564,19.88808,19.25752
312454,0.06288844,93.5827,119.5583,5.57065,26.50818,127.446089279549,7.47384436354345,20.28171,18.43707,17.54355,17.13104,16.81302
18498,0.0002936494,8.648192,13.07356,0.4090775,1.177692,120.466536730492,0.674678382417357,24.46574,23.68677,21.02598,20.31149,22.82743
345361,3.463262,4.609228,4.831459,0.3026188,1.904055,113.156922793021,43.9006704764607,24.84875,21.51248,20.74517,20.56655,20.50297
447219,0.8481122,4.966914,10.26542,-0.004375749,0.2029384,154.730592333231,18.811304982258,22.65233,23.0536,21.39081,20.15751,19.72772
395644,1.44459,5.117814,5.448642,2.913899,3.543599,245.871817280355,34.315928057884,21.91253,21.4913,21.17629,20.74711,21.10934
277806,1.708139,1.45872,1.485089,0.5882155,0.8451421,115.690688859153,45.4671012003151,21.94712,22.14969,22.26406,21.74846,21.87436
119850,2.782766,2.584414,2.739733,1.171403,2.188134,124.302994728741,36.9392754461804,23.13415,21.67342,21.44802,21.50531,21.58687
477265,0.2328524,38.30451,52.71533,1.605912,6.297191,170.17369844586,41.6447235482463,21.89646,19.55142,18.1256,17.60696,17.23434
179234,0.0001574183,21.73504,22.7087,9.870884,15.60045,118.61482301322,27.429517811456,20.67364,19.52785,19.2471,19.17313,19.21347
459658,1.046646,2.319077,3.023823,1.226274,1.555253,199.839726775453,29.5859006666601,21.39828,21.17484,20.86372,20.77599,20.65866
228511,1.799941e-05,217.3928,226.7421,93.31438,152.3223,244.672377797252,39.7643985256875,17.87275,17.04252,16.72944,16.60882,16.5647
46726,0.06538035,30.13644,36.01018,4.329343,11.50351,11.1766552130933,14.7030336158057,18.59143,17.33572,16.80636,16.4713,16.25976
102225,-0.0002941886,5.935411,4.340264,3.891699,5.313202,3.91480335767187,-9.82216512331408,21.54174,20.7025,20.56771,20.40131,20.31265
410896,2.457107,3.150803,4.360718,2.275007,3.742996,191.850694994344,33.1554891169127,22.17088,21.19416,21.3706,21.36749,20.96437
496488,2.282394,2.525187,3.284041,1.499308,2.8034,197.104907905602,29.1295851042413,21.16884,20.72439,20.6999,20.67835,20.58292
132669,0.1729194,9.462461,12.44984,0.9308263,2.522252,180.093224695034,50.3846122846858,22.15876,21.08942,20.16192,19.74785,19.37375
248082,0.1715055,53.75814,76.04465,4.384085,10.7577,131.74343927808,5.30306572035622,20.31752,18.71501,17.59458,17.03471,16.56887
333550,-6.603677e-05,112.7822,165.8981,2.616208,14.35443,5.84516589792858,1.02608499019096,21.60252,19.54443,18.16392,17.31176,16.84508
431307,0.449905,9.510295,15.49063,0.1011847,0.8162628,208.490038529913,11.2932269198679,23.46113,21.88114,20.34599,19.44115,18.99925
369461,0.0002470634,505.4941,505.9836,232.3481,361.0476,178.146022442511,36.2556405634023,17.00782,16.08053,15.81502,15.7116,15.68892
371267,-0.0004235509,14.11702,15.44868,3.408631,7.630108,185.858794684907,7.9951640070732,20.89769,19.94902,19.63998,19.53233,19.51342
269743,-0.0005253562,9.754562,7.457262,8.933158,12.73217,154.590705368094,36.9882641832983,20.7326,19.65316,19.82355,19.84348,20.04773
386816,0.4727816,8.118346,12.58836,0.01797374,0.7174643,222.523022706434,45.4084928776419,26.70921,21.65006,20.1243,19.25709,18.84358
174868,0.6637033,5.825182,8.250353,0.2793842,0.6664011,337.939679268117,12.2352192631221,22.51814,22.02663,20.74592,19.7506,19.23966
202357,0.6706904,12.56905,15.2751,7.481531,9.41018,220.865743335028,38.4412494328754,20.36499,19.84728,19.66325,19.45776,19.40642
396760,0.8346851,1.989938,2.910655,0.3715046,0.5489975,133.383020216141,29.5125199333737,22.45672,22.4114,21.8482,21.6398,21.53102
194727,0.0001145419,42.93422,44.28198,25.20586,39.51292,177.472175832435,49.7389413015747,19.61139,18.503,18.47351,18.53707,18.6486
158482,0.7371787,31.15862,44.39403,3.304095,9.042665,145.794445860119,42.5046436822528,21.86464,20.09147,19.28004,18.79998,18.34092
349548,0.5395938,8.467291,12.07414,0.3759311,1.078382,180.58196683045,35.8329234827336,23.41099,21.77707,20.25062,19.36388,19.05913
327049,0.8628676,2.742054,3.661009,0.3215121,0.6539037,132.270696493614,31.6288420690818,23.5283,22.86844,22.14894,21.35203,21.71982
