,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,labels,class
590257,0.8027999,1.83124,2.224267,0.05270171,0.4712779,16.2915993830821,-1.68543803334763,22.31056,22.43434,21.28198,20.72686,20.96654,0,GALAXY
1282026,1.529725,3.169336,3.260099,0.757098,1.407741,162.296301376434,40.6870751471906,22.49275,21.67119,21.33115,20.9436,20.79297,0,QSO
826554,0.4978674,12.30188,18.86519,0.2141005,1.145385,123.32530719583,6.77532041402156,24.24638,21.79198,20.256,19.45387,18.95337,0,GALAXY
900817,0.0638407,214.8988,271.4724,18.82452,65.16624,220.077614221675,13.0347369894415,18.43463,16.66843,15.803,15.4014,15.07004,0,GALAXY
1249581,2.577476,2.587766,2.850193,2.202079,3.094342,122.28590961605,25.770306743003,21.44407,20.76031,20.75288,20.92976,20.52762,0,QSO
436219,2.714465e-05,13.00909,17.44184,0.642988,4.004144,123.862949611039,58.8525879733621,24.27296,20.9324,20.10069,19.83624,19.52205,0,STAR
968460,0.5528476,5.546091,7.844292,0.246727,0.7632719,225.814773026216,6.42325376930418,23.91406,22.25135,20.8117,20.0043,19.57503,0,GALAXY
209059,-0.0002637736,105.3239,110.8376,32.4232,66.16814,229.829285657586,49.3560928649004,18.8782,17.90604,17.55447,17.45103,17.40861,0,STAR
1402970,1.67486,9.558883,8.477057,7.681267,7.769252,42.9154255701361,4.81567691768371,20.99559,20.71019,20.50345,20.02183,20.27762,0,QSO
750907,0.2695686,40.79854,56.6833,1.335448,5.876939,129.534053888035,3.62964683012891,22.22382,19.97283,18.41778,17.89357,17.51245,0,GALAXY
1151500,2.948003,25.81145,27.39772,10.03842,19.22831,134.389151865558,37.0126890258891,19.99352,18.93968,18.72829,18.70778,18.64872,0,QSO
489806,-0.0005208396,72.70264,76.05164,24.20228,46.76361,340.693226996314,0.288324484390526,19.26684,18.30516,17.99399,17.88816,17.86538,0,STAR
38510,0.0001101765,1114.979,1236.158,163.1099,469.98,246.623819791032,50.2094689050166,17.12928,15.76274,15.14227,14.86578,14.71914,0,STAR
1404982,1.171564,185.6044,165.9277,90.36832,122.0958,146.068342124658,29.4534491917079,17.54007,17.55749,17.28461,17.29714,17.45149,0,QSO
1253382,1.377834,20.77604,21.5269,13.96849,13.0796,139.085961651761,6.60320966945334,19.58964,19.46334,19.17815,19.04321,19.10293,0,QSO
686202,0.06593207,29.74894,33.0105,5.95124,16.33536,355.716132025288,15.0425710710845,19.16465,18.17579,17.79179,17.53218,17.44901,0,GALAXY
1457949,2.211547,8.292863,11.37743,4.90386,7.188365,34.6051054652715,6.51272851049055,20.47724,19.99928,19.82704,19.75484,19.42081,0,QSO
689220,0.04527701,139.2372,172.1344,18.55544,46.69199,228.158533997794,39.6730626479563,17.47962,16.14935,15.53767,15.17757,14.90538,0,GALAXY
1430578,1.351012,2.894229,2.849239,2.231536,1.508919,11.9808639574554,25.0430666220621,21.76424,22.19514,21.70238,21.7029,21.50391,0,QSO
647387,0.03595073,13.21111,11.71006,4.717449,8.197011,226.093082526075,52.6197613998667,19.10807,17.83251,17.5174,17.3592,17.30592,0,GALAXY
637821,0.063391,253.7701,300.9854,45.74335,90.90514,181.812188419605,60.072396443407,18.0393,16.56494,15.85437,15.44619,15.18307,0,GALAXY
1378118,0.8995309,22.25436,25.88535,14.36832,17.33842,164.029850636712,31.6106505342573,19.71906,19.43755,19.33956,19.33956,19.13743,0,QSO
1366792,1.846302,15.32071,16.01102,7.158205,9.721602,151.937729769807,31.2306516244855,19.89475,19.83083,19.82695,19.5624,19.55593,0,QSO
1410391,3.108891,2.737225,2.480371,0.5758948,1.938511,202.808647259314,30.3273454161311,25.18254,21.76475,21.34881,21.66772,21.46,0,QSO
1366093,3.301569,3.558962,3.788318,-0.6706221,1.670642,122.593357482108,21.3170637052171,24.46124,21.45039,21.05221,20.80282,20.3217,0,QSO
398711,5.126447e-05,12.50811,14.77928,1.215597,5.119204,110.825977081695,40.2029075371708,23.75048,20.59282,19.93742,19.65562,19.65838,0,STAR
577054,0.4618129,4.848208,6.405339,-0.03565289,0.5428998,133.421082576449,46.2298581206699,24.36294,22.30966,20.69978,19.81531,19.37548,0,GALAXY
992892,0.2988372,24.98993,34.20702,0.5890698,3.325281,145.858302719943,29.4166199079461,23.12078,20.33805,18.69691,18.10268,17.7586,0,GALAXY
128268,1.162337e-05,4.113375,4.374919,0.4829699,2.029829,114.915474955279,22.1921776458623,22.77012,21.5015,21.01436,20.73785,20.89017,0,STAR
20790,0.0007648126,16.51181,18.65621,2.601416,7.042853,186.990759139834,-0.444373401582675,21.80858,20.33838,19.79024,19.54323,19.44629,0,STAR
1188407,0.6306986,2.844624,2.976565,0.2004011,0.7835801,216.160576556039,53.7629474674838,22.44733,22.26961,21.66281,21.03791,21.09591,0,QSO
1234939,1.326534,1.786044,1.727461,1.771078,1.371016,243.357445843487,43.7809371409352,21.30637,21.3796,21.21414,21.39187,22.95121,0,QSO
1284657,2.370389,15.62093,19.86917,4.008793,9.547532,354.093917867928,48.9338616627075,21.07519,20.25575,20.03203,19.78871,19.43997,0,QSO
308006,-7.355931e-05,158.866,171.6484,30.42703,74.26759,230.399800880456,38.7388370169683,19.18028,17.78031,17.20592,16.97666,16.88572,0,STAR
761562,0.4829685,4.611516,7.294332,0.6355484,1.013481,158.183207545516,47.3559536994107,23.04724,22.23133,20.63658,20.19401,19.41987,0,GALAXY
634332,0.1738461,83.8457,109.5561,5.198747,16.51201,139.799916624535,40.0056931568064,20.42208,18.43036,17.19337,16.71612,16.38013,0,GALAXY
785427,0.5410661,5.191595,8.448627,-0.07662181,0.2927398,119.31238998615,22.9291955069433,23.58514,22.52818,20.78174,19.71061,19.26396,0,GALAXY
1058729,0.7857785,12.17288,13.91492,8.664168,11.80939,236.236238218289,49.3588578977702,20.11057,19.64982,19.50687,19.45505,19.29194,0,QSO
217707,-0.0003460426,46.17099,45.53976,30.00625,44.282,163.742726843117,40.3926144563282,19.3808,18.3193,18.23686,18.28882,18.31607,0,STAR
224255,-1.011114e-05,5.726656,6.060222,1.249265,3.000892,205.920126393027,47.1781991707151,24.53044,21.55327,21.40008,21.42682,22.36404,0,STAR
566229,0.7687224,2.797624,5.787221,0.008253891,0.06284226,135.397361357973,52.9975997210803,23.32052,23.77721,22.2352,20.78821,19.85061,0,GALAXY
1469135,3.269143,2.853374,3.267076,0.2222369,1.679903,131.589142962526,21.413947744724,23.97457,21.73756,21.25403,21.10383,20.9032,0,QSO
1314173,1.317557,36.05107,35.19548,27.16078,27.54694,200.99075350975,7.69043675768023,19.39344,19.28461,18.98518,18.96678,19.06641,0,QSO
597583,0.6757829,4.054,6.803848,-0.04188263,0.3278103,127.107379188187,2.02205148908135,24.3096,24.17978,21.06711,19.75995,19.54075,0,GALAXY
667764,0.4548167,11.47688,18.15143,0.08282492,0.950642,133.292469453446,31.8011355028049,25.89997,22.17582,20.27983,19.46703,19.02115,0,GALAXY
333036,-4.192636e-05,33.67521,37.71344,7.305355,17.67956,241.774914921108,28.2411958609801,24.63465,20.521,19.77431,19.24148,19.9785,0,STAR
345516,-0.0003355588,75.49749,87.8707,8.0388,27.70594,357.239584589268,39.3042777858883,20.27407,18.75416,18.02929,17.6557,17.62234,0,STAR
953394,0.3944021,14.5431,20.8991,0.1422463,1.49328,244.746208123654,22.1211857701858,23.66816,21.49891,19.66235,18.95152,18.48589,0,GALAXY
1408213,3.596648,18.34476,20.87619,1.287241,6.121306,117.527624888852,49.3094923980731,25.68547,20.20795,19.34947,19.12059,19.09796,0,QSO
694824,0.3253767,9.20132,12.73343,0.2535653,1.175019,210.384143154775,41.3764467347833,24.76417,22.25932,20.6568,19.82397,19.62103,0,GALAXY
1464014,0.9935778,28.67857,23.17262,28.99513,25.79212,186.803465085673,29.5783535005785,19.17143,19.02783,18.80945,18.86224,18.88747,0,QSO
518227,0.2476934,6.534689,7.78203,1.80278,3.096275,124.61828450347,46.6313974397787,21.4045,21.15915,20.51082,20.2626,20.21387,0,GALAXY
1036676,1.910635,12.78905,14.46088,10.12151,9.857554,250.250073362191,39.9077684046052,19.93993,19.81526,19.81201,19.51674,19.46339,0,QSO
1066256,0.9085987,15.56061,15.30813,8.037382,13.05538,170.704921319087,63.6371692349949,19.5632,19.35327,19.19694,19.2354,19.31231,0,QSO
990273,0.8282634,2.550796,5.019147,-0.02839602,0.1197868,222.140298505081,46.7510426164763,25.46374,23.44687,21.90351,20.73318,19.8763,0,GALAXY
497164,0.0005650579,26.02277,36.75541,3.849623,9.640088,129.61928307045,16.4984197889209,21.95703,20.1131,19.89854,19.77471,20.26296,0,STAR
766484,0.5839331,10.70334,16.89237,0.03464283,0.7475936,117.759050756285,21.2812562699306,23.41062,22.39316,20.78009,19.67847,19.38445,0,GALAXY
895333,0.1806417,93.80381,122.677,5.123753,17.92917,236.96646871999,27.4168689243121,20.45548,18.37433,17.09236,16.60561,16.27351,0,GALAXY
982343,0.5667316,5.853258,9.629701,-0.008517054,0.4318774,228.005039747857,43.7440261192798,24.0613,22.97916,21.27975,20.11543,19.82711,0,GALAXY
1024620,3.890473,9.684749,10.30508,0.7937548,1.878191,334.457646366228,-9.2546189050526,25.86524,21.64388,20.28206,20.06327,20.11151,0,QSO
1055041,2.171802,2.253341,2.850528,2.635654,2.617888,128.156775506385,52.2811294924999,21.0831,20.60503,20.51164,20.38536,20.30864,0,QSO
1028595,1.455141,9.11296,8.307057,7.83614,5.934401,139.00729868279,53.5431452984885,20.15064,20.19974,19.84737,19.62574,19.4643,0,QSO
908118,0.2507128,40.54009,56.12181,1.457579,5.841405,214.395629758317,39.9674510089857,22.04252,19.54469,18.06352,17.54006,17.16991,0,GALAXY
396166,-0.0002090826,14.33951,15.54562,5.48469,9.175848,34.2981006075742,0.551004709543667,21.13494,20.09089,19.75419,19.61721,19.55077,0,STAR
1482527,2.473567,2.307302,3.224438,0.8548359,1.465758,223.288194572174,21.6247186638467,22.16819,21.54941,21.49197,21.30258,21.33609,0,QSO
1160676,2.666449,12.07217,13.33548,4.525855,8.786037,158.893822683012,47.8226865419959,21.78846,20.54865,20.37583,20.28639,20.13266,0,QSO
1019716,1.764975,3.585473,4.12846,1.054372,1.302284,134.280009993632,55.143719035591,21.89694,21.88379,21.30929,20.53824,20.50738,0,QSO
1152899,1.806949,3.005564,2.97628,2.391775,2.406275,158.897923009326,57.2479202524178,21.62698,21.34088,21.27919,20.96453,21.19002,0,QSO
178686,0.0001970557,43.1316,49.89688,4.731521,16.78637,309.509981308479,1.22269421153958,20.85516,19.42791,18.74195,18.44906,18.37658,0,STAR
1086050,1.44212,10.0092,12.21134,1.089292,2.454977,199.70412616082,58.3179068210878,22.6707,21.88609,20.78915,20.25875,20.07936,0,QSO
361118,-0.000710774,22.17902,33.66499,-0.1352699,2.157976,223.344839112159,12.2097009263355,23.78151,21.51648,19.8918,19.07287,18.6056,0,STAR
1336623,1.357813,31.74237,38.55507,17.65434,16.76722,218.387594763343,48.7077113915645,19.19316,19.35791,18.95399,18.77845,18.6243,0,QSO
543037,0.1271626,95.76616,120.0659,12.56398,29.52184,216.64320450183,1.02241076685551,19.54784,18.16596,17.41128,17.0007,16.75325,0,GALAXY
616890,0.5191985,7.531379,10.8429,0.09568639,0.7528235,184.859133839807,56.5018779029223,25.85083,22.15591,20.46626,19.50622,19.19057,0,GALAXY
1112363,0.8815299,5.878383,7.327702,2.380985,3.571551,117.01527643862,28.3791173101567,21.80889,21.41825,21.39916,21.24042,21.48257,0,QSO
118496,-0.0001380049,32.97417,51.16657,1.980775,5.834652,344.878710342616,12.8712133713756,24.67784,21.76433,20.49274,19.49727,18.71958,0,STAR
103806,-1.265865e-05,1.3053,1.103337,1.113912,1.473696,248.382989711191,41.4524573661921,22.65479,22.03933,21.9588,22.03828,22.08544,0,STAR
968666,0.5511408,9.363712,15.1967,-0.01098561,0.5559697,127.000473319517,11.5311738665797,23.12106,21.93224,20.26805,19.23575,18.72282,0,GALAXY
354862,-5.286949e-05,7.498133,15.1437,-0.04552047,0.9264054,208.787237178707,44.6363863023655,22.16249,21.26684,20.51163,19.56997,18.98602,0,STAR
95668,-9.75635e-05,72.26983,69.61734,21.73491,46.9473,130.279127786231,47.6188937642254,17.5902,17.17347,17.17431,17.24019,17.36156,0,STAR
109706,-0.0001505348,171.5275,215.0476,3.958927,36.45504,215.572400659926,5.30743448489345,21.09469,18.42657,17.28521,16.82575,16.59723,0,STAR
1332536,2.150804,1.007456,1.345617,0.8775852,0.8548416,218.067787117587,46.2936541896523,21.2268,21.03134,20.89671,20.76099,20.37019,0,QSO
419030,0.0001930513,224.9748,262.9807,18.02033,80.90232,56.7259412450524,1.20618817820768,19.39463,17.69743,16.90762,16.63787,16.45718,0,STAR
24712,-5.180387e-05,199.5048,251.5576,2.871253,38.84819,111.385017479754,0.112318555391477,20.96818,18.32942,17.07614,16.57466,16.30017,0,STAR
1288804,2.437538,3.844042,5.068846,1.331799,2.751168,210.558372108727,37.303635096969,22.29357,21.45038,21.1951,21.10107,20.52696,0,QSO
108426,0.00102686,39.04679,42.91417,3.304105,15.79421,146.876517639562,52.4973354331507,21.07648,19.48207,18.81886,18.54501,18.41561,0,STAR
1378349,1.477011,1.756062,1.305115,2.153474,1.563899,250.231151751044,49.7545695572583,21.30012,21.40932,21.30244,21.23194,21.03541,0,QSO
711451,0.4888,9.91334,14.22729,0.1507833,1.050217,213.322849682393,44.502659738711,23.41266,21.84284,20.22695,19.41785,19.03827,0,GALAXY
550949,0.4804298,8.975574,13.32399,1.119466,1.478147,116.927511849664,43.685069590385,24.0349,22.38734,20.62181,19.75955,19.42075,0,GALAXY
761077,0.08478135,44.86515,57.81504,5.493867,12.75495,187.078202463138,52.5780371109485,19.1738,17.68994,16.94401,16.53824,16.31339,0,GALAXY
295819,-0.000464886,41.16811,45.799,5.577114,16.24484,250.972294353183,35.4424388171814,20.87083,19.08384,18.43235,18.144,18.01352,0,STAR
26153,0.0006227384,46.46375,47.76985,17.41875,31.23545,167.908295918565,-0.624875002528294,19.71661,18.77545,18.43635,18.31354,18.24268,0,STAR
311497,-0.0006251934,401.6971,410.501,123.2711,256.902,236.967356135418,32.8006994806176,17.40449,16.48304,16.12912,15.97723,15.93278,0,STAR
921517,0.71171,6.645816,11.81212,0.09433925,0.4152934,209.606715541491,10.621294772039,24.28758,22.77609,21.39421,19.97611,19.51532,0,GALAXY
367122,-0.000292972,10.67339,11.7829,4.590066,8.122169,130.706437483794,25.1554410647436,21.23307,20.29514,20.11771,20.10182,20.07894,0,STAR
273122,-1.371883e-06,36.41624,35.58791,14.73852,25.5707,192.555884922598,46.680291722401,19.7856,18.90864,18.65537,18.53838,18.52656,0,STAR
968477,0.1349889,53.45393,69.93453,4.065501,13.9915,167.48568377066,18.9787927650921,20.77728,18.82057,17.8323,17.40668,17.03783,0,GALAXY
577983,0.09373749,196.8081,269.2332,10.82189,46.07463,154.969047445637,-0.635381083241479,19.58887,17.49745,16.52038,16.09967,15.72978,0,GALAXY
779579,0.2956522,11.15412,15.35113,1.28146,3.302415,328.673640683524,-0.130893070930055,21.64996,20.67772,19.72892,19.39333,18.99892,0,GALAXY
1212463,0.7638731,10.57971,13.32884,4.193289,6.957591,158.045892721963,38.9327641487512,21.14569,20.57705,20.26235,20.08269,19.75434,0,QSO
133563,0.0001514994,38.98104,38.78917,18.19091,28.16223,229.679585819388,1.94547547682238,19.98348,18.92807,18.58692,18.55688,18.93105,0,STAR
475143,-0.0005742611,108.0714,113.5792,41.24416,72.45349,237.389626876116,23.2452049422062,18.72618,17.81607,17.52129,17.40899,17.38657,0,STAR
1461410,0.8907043,3.905898,4.050853,3.347718,3.744775,187.472269347924,30.6429223172131,22.89285,21.74525,21.90983,21.86916,21.37381,0,QSO
723117,0.6343157,3.617139,5.430172,-0.0819806,0.1662109,158.014611971814,54.5742160897324,24.66993,23.62643,21.63537,20.60881,19.83837,0,GALAXY
1215826,4.92636,40.66389,45.87427,-1.456784,0.1098301,234.209403102413,50.1362022216148,26.17842,24.08038,20.24125,18.51127,18.54788,0,QSO
790603,0.5489243,6.846556,10.49083,-0.1012624,0.5303838,233.613676696233,50.2551731614667,26.95739,22.31647,20.75537,19.70518,19.05996,0,GALAXY
63038,-7.731892e-05,700.9115,825.5594,31.60924,196.9735,208.171875061648,5.32935554979043,18.90212,16.66763,15.64794,15.23242,15.11432,0,STAR
176131,3.264683e-05,16.15013,17.67999,3.110026,8.317843,120.748739023499,29.9544374859011,21.48184,19.96084,19.79022,19.5419,19.45163,0,STAR
644603,0.805994,2.038086,3.840184,0.007195564,0.1804078,209.479116424481,51.6106188439457,26.69009,23.55059,22.19876,20.77794,19.95769,0,GALAXY
389590,-0.0003359548,31.71593,32.97131,11.42924,21.20381,237.571559588494,9.52437633024761,20.1694,19.22525,18.89715,18.7712,18.71817,0,STAR
416701,2.367296e-05,58.60324,112.5128,0.9974393,3.859552,8.8695282399629,-0.288077118281402,23.77615,20.87569,19.43946,18.04478,17.26335,0,STAR
489169,0.0001077092,76.45592,87.28658,4.765087,21.84371,13.7834706091508,0.582313036696663,21.65693,19.2042,18.15504,17.77293,17.5775,0,STAR
1078240,0.7319018,11.47809,14.39593,3.258123,6.183502,238.862204157818,48.4625700436157,21.19427,20.55641,20.28975,19.977,19.55916,0,QSO
1343891,0.5024064,58.77192,57.83856,43.31742,45.93031,237.851839596423,23.5743475818433,18.74071,18.39492,18.29413,18.07742,18.06951,0,QSO
1069734,2.605955,2.634926,2.29431,1.688472,2.619496,118.956542926183,37.9377847745055,22.52459,21.17852,20.95067,20.97792,20.43684,0,QSO
1176920,0.7800689,10.85573,12.61934,10.41422,12.29268,169.583373276531,55.3979714425273,20.01701,19.92756,19.87711,19.91173,19.82807,0,QSO
1100249,4.538511,15.47075,19.51065,0.2897244,4.06164,129.064422433462,40.7777962871403,22.18061,20.82055,19.81927,19.30556,19.09378,0,QSO
239621,3.403235e-05,37.37088,56.88198,0.4385785,4.295774,129.593097902129,5.0307505553517,23.73546,20.95773,19.44978,18.55556,18.06712,0,STAR
1366508,1.47854,15.10867,17.78238,2.087302,5.337856,137.975078100085,25.073439399664,21.3561,20.38591,19.54733,19.15855,19.02306,0,QSO
945987,0.7068335,5.602881,9.011001,0.5309961,0.9657083,225.740718224483,32.6049897571571,23.76802,22.18254,21.2108,20.34556,19.74034,0,GALAXY
359648,-0.0001497064,68.0853,81.68477,3.019115,16.67008,225.676651338524,8.33011035551055,21.98117,19.4393,18.36012,17.95564,17.72699,0,STAR
474873,-5.302904e-05,21.37642,18.6098,24.16595,25.34585,216.357387233479,23.0459919636343,18.83808,18.8068,18.99532,19.16043,19.37787,0,STAR
714071,0.7114867,3.492359,6.457235,-0.05392153,0.06451096,145.634909338645,44.2689203041261,25.45943,23.74518,22.00328,20.83847,19.93344,0,GALAXY
831231,0.5094377,6.537164,11.49552,0.365156,0.7751096,119.019814646887,52.1729898745437,22.53173,21.63111,20.36688,19.58255,19.00818,0,GALAXY
117703,-0.0001107688,30.40012,42.98306,0.3006326,4.364751,358.302208410075,-0.173321462304463,23.20621,20.72297,19.40861,18.79955,18.47506,0,STAR
687263,0.5171078,10.20566,15.54544,0.03208848,0.9353492,225.033918177177,39.4746638771735,23.57762,22.14092,20.50453,19.61752,19.15979,0,GALAXY
328191,-0.0002120498,74.88321,92.39989,3.747828,20.68191,207.303712883583,57.348410298043,20.94179,19.11733,18.31358,17.9418,17.70222,0,STAR
831340,0.528776,7.08792,10.37189,0.7595397,1.31942,215.681256108404,31.5960362762356,21.43622,21.07241,20.05931,19.37002,19.04902,0,GALAXY
879555,0.3461685,16.72742,24.25717,0.2628071,1.408585,229.166203962797,35.5174967035529,24.42211,20.76243,19.03312,18.38886,18.22021,0,GALAXY
1197199,1.705448,19.05166,18.92519,11.67369,13.88867,130.901228352592,8.18614850333356,19.86218,19.56692,19.48335,19.20029,19.15228,0,QSO
461174,0.0003565813,9.518707,9.127201,4.378601,7.078112,205.683143529922,29.1900769985097,21.16155,20.2958,20.00096,19.90858,19.86418,0,STAR
282983,-0.0005135727,110.1673,120.4337,15.48434,46.82567,199.380596031066,39.9745488919754,19.73238,18.28266,17.65676,17.37487,17.23997,0,STAR
1284553,1.652571,3.42981,3.694484,1.706137,2.134043,350.358757518967,1.0476754551342,21.57633,21.74879,21.74169,21.334,21.55976,0,QSO
585815,0.1276325,112.5401,139.5136,9.830057,36.70097,229.358342417905,54.3917864016333,19.38481,17.46282,16.6615,16.3067,15.96632,0,GALAXY
1492986,1.663458,0.388136,0.262933,0.4692815,0.4008672,39.9712188817329,0.593251305762116,24.86448,25.20798,24.58525,22.59853,22.82187,0,QSO
701747,0.7346331,2.460972,4.497103,-0.094806,0.08853818,235.317129923712,46.0750837086824,22.7083,23.66562,21.44075,20.4306,19.67111,0,GALAXY
91167,-0.0003498305,88.96223,87.83978,39.10572,63.56221,241.771494815915,53.2125665588724,18.86568,17.96161,17.7045,17.59994,17.58811,0,STAR
285483,0.0007903572,20.69761,20.9718,6.496535,12.37258,182.954839069959,40.8664276494277,20.66302,19.76427,19.35466,19.27377,19.24294,0,STAR
107630,-0.0001584563,36.76618,37.95186,10.88119,22.21676,167.427802328241,58.875629776227,20.03469,19.1009,18.72146,18.58766,18.52852,0,STAR
612097,0.6348784,6.652508,11.06961,0.189582,0.5553048,116.718421528052,31.8982169314785,23.82914,24.23423,21.49094,20.23502,19.72784,0,GALAXY
