,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
135097,0.6905429,3.923752,5.533026,-0.2412869,0.1570492,257.785435130023,30.2509600150164,24.97661,25.25847,21.6012,20.31392,19.42867,2.969526,2.969967,2.62059,2.90168,6.259738
214679,-7.890584e-05,29.15442,27.59948,16.35717,21.11392,160.401820776102,40.7216414411173,19.85523,19.21781,18.95159,18.86495,18.88294,1.284261,1.159451,1.150622,1.165085,7.645457
418413,2.610686,4.26251,5.34991,1.559166,2.234991,194.946637668929,39.9781659953355,22.14567,21.08176,20.6503,20.56534,20.3322,1.34809,1.303081,0.8794201,0.9224998,0.967583
27246,-0.0001243386,142.6268,158.1803,14.53104,59.72904,122.199229649083,48.5901995356845,19.35202,17.81983,18.58629,16.86194,16.52958,2.346148,2.200743,3.113708,2.01082,1.920555
299223,1.318301,42.71405,40.02975,36.01936,36.13431,115.286126833594,43.9652013397498,19.85721,19.75585,19.4214,19.34637,19.42082,3.885105,1.368146,1.269845,1.091538,1.117195
286545,-0.0005433759,3.695212,4.300023,0.7769748,1.841119,218.76559207315,35.0531691563616,24.50284,22.00442,21.50684,21.20251,21.12324,4.583902,2.366942,1.095163,0.9183408,2.697011
313240,2.970519,1.795292,1.921028,0.4447014,1.412694,217.205411532501,36.5354009722844,24.32943,21.94116,21.54972,21.67334,21.5888,0.2451101,0.8759599,0.9730588,0.9110975,0.6777443
195928,0.1076297,85.01729,117.171,5.512925,20.9848,199.437847466737,44.1145227354282,20.71896,18.6638,17.62182,17.14887,16.76107,1.953891,2.9653,2.643679,2.547886,2.472766
373587,-0.0001730807,7.200836,13.48007,0.07900029,0.558281,229.770799795896,24.8573013655578,24.85668,22.41986,21.01206,19.7674,19.03777,0.7210453,2.969662,1.885333,1.867233,1.925829
151227,0.5610265,9.539436,14.26975,0.231295,1.009218,197.612943012024,58.9922433875358,25.63942,22.71257,20.84879,19.86593,19.49106,2.970169,2.970121,1.578413,3.8264,1.811575
427003,6.627356e-05,427.7331,456.717,57.94263,193.854,123.878193516683,65.5065357319617,18.16957,16.69125,16.09595,15.88813,15.796,1.066856,1.061433,0.9112543,0.8700213,0.9093297
178519,2.001411,1.606286,1.968562,3.441055,1.82336,148.069937988698,37.2589238028576,21.59504,21.59399,21.77692,21.70111,21.4251,2.440093,1.866073,1.575467,0.8760777,0.9483817
243646,-0.0007193041,6.895392,7.22057,3.132674,4.8138,194.358377783083,56.006529518967,22.84847,20.91649,20.55766,20.51665,20.50482,0.08329853,1.397668,1.360326,1.591205,0.8299682
359294,1.373307,42.9512,43.02869,28.00858,31.33909,220.631870094753,40.618139058527,19.42303,19.0703,18.85499,18.75755,18.84897,1.070351,7.691728,6.950104,12.05807,0.9715721
311526,-0.0003376306,336.207,352.1985,81.19656,190.8905,334.580073372733,0.775683421893028,17.96042,16.77037,16.35112,16.20223,16.13132,1.06862,1.146455,1.009507,0.9666202,1.036128
143975,0.498141,5.791903,9.059289,0.0416628,0.4327398,199.580423257553,4.07205494738402,23.02303,22.31551,21.03625,20.18898,19.94994,0.08827656,2.96989,2.297222,2.308408,2.960608
389070,0.4913015,5.289968,6.877844,1.313304,2.004013,147.949255802527,27.9962813557397,22.58878,22.22615,21.64766,21.21258,21.50558,0.9060947,1.176963,1.059274,1.068338,0.8448772
418081,0.5140157,7.529391,12.3342,-0.03341857,0.5086913,231.07982290089,10.7689590054861,25.13477,22.81014,21.13079,20.01702,19.60538,2.969532,2.969847,1.451243,1.639801,4.787556
119061,1.738111,4.660196,5.779086,1.420003,2.074599,156.191222140961,47.6654901936113,21.83478,21.46544,21.06231,20.65958,20.73968,1.47862,1.596898,1.802507,1.464795,1.503405
244578,-0.001073028,26.08011,27.04538,8.771393,16.36611,222.260483406769,41.7902174781907,20.30838,19.41792,19.05198,18.91154,18.9282,1.066102,0.9801789,0.9124886,0.7982682,0.7283857
295340,2.292558,7.510912,11.69068,3.400566,5.76621,235.720890775296,23.7110240634634,21.30543,20.35915,20.27274,20.10617,19.76339,2.809786,1.621427,1.082237,0.9454775,1.822264
368606,-0.0005470599,167.8827,172.2573,75.04916,113.7431,238.352932893356,27.4404915686876,18.24359,17.31444,17.05268,16.92398,16.92215,1.479214,1.342552,1.145978,1.159806,1.2395
219424,0.2978066,11.35358,16.30598,0.4899563,1.58919,137.194932159122,36.5771893857846,23.28156,22.01204,20.37756,19.67086,19.32899,2.970225,1.808421,2.441654,1.576091,6.158648
48724,-9.530284e-05,1851.1,1896.888,432.2282,1090.526,173.339857703724,66.6352984954637,16.38527,14.92073,14.43456,14.26277,14.2245,1.558624,1.379542,1.284999,1.281861,1.212729
211187,-0.001143821,76.97328,84.10101,12.9644,34.05885,343.329830140673,-0.819680396991582,20.00818,18.65584,18.06071,17.79998,17.6656,1.368747,1.342842,1.081847,1.056119,1.238246
304750,0.4700013,19.67948,27.56951,-0.4800614,1.054307,223.849977077836,37.7805115213958,23.13212,21.0804,19.22224,18.33358,17.85815,2.969731,2.969937,4.882503,4.10131,13.55254
284128,1.702105,16.4354,16.08559,12.93444,15.37925,162.706074572556,40.6097927213772,19.72349,19.39805,19.54071,19.36442,19.31435,1.412611,1.415483,1.149388,1.231283,5.115335
56369,0.1548685,73.43239,95.7347,4.343605,16.27732,231.54198756859,1.95847523470189,21.24645,18.96282,17.82112,17.35952,17.04652,2.249375,3.535572,2.899579,2.94568,3.477216
273465,1.96735,25.9423,29.41961,13.86579,18.42806,241.805837964415,26.6836532958433,19.21515,19.20969,19.17918,18.94788,18.8375,1.341872,1.283819,1.18267,1.185117,1.018387
177395,0.4851151,15.8943,23.94146,0.4359233,1.431458,218.784357186288,-2.26178232156276,22.05692,21.20178,19.37531,18.48433,18.05524,1.754144,2.969944,4.061799,4.12769,3.486965
115834,0.6273967,8.498157,13.713,-0.03360896,0.4806962,155.338184413372,5.65256515725375,25.75028,22.43559,20.76402,19.60747,19.15104,2.970107,1.452366,2.347852,2.914004,2.132624
237388,0.1841499,36.08185,44.83404,4.617239,10.30166,162.312733435629,36.4659391945933,19.80596,18.67336,17.80028,17.38832,17.15036,9.216327,6.606911,5.947889,5.479537,4.886518
51789,0.4803106,8.393007,12.79396,0.1995584,0.9508932,176.499363523784,7.09908356650988,25.0912,21.75121,20.3837,19.46375,19.21583,0.6314012,2.191321,2.497832,3.302299,2.17749
261325,-0.0001232915,180.5015,190.2001,43.37273,94.09257,239.594787337044,27.065204270069,18.74316,17.54976,17.0577,16.83218,16.75326,1.501029,1.460662,1.083397,1.233497,1.422011
333163,1.254836,16.46382,19.38691,2.587556,5.129212,326.908284790847,0.220566570847763,21.2181,20.42682,19.63673,19.27126,19.16651,1.210271,1.208332,0.9978856,0.9230091,1.092917
199261,2.870151,7.093725,7.255025,3.369163,5.708201,228.982612703009,39.4980699222865,21.95471,20.41732,20.16249,20.08484,20.13531,1.175459,1.139916,1.130939,1.136803,2.280138
102706,0.05413871,27.73207,29.72119,6.924423,14.34115,130.767817284297,36.1241132529629,19.0787,17.82171,17.34119,17.07513,16.96906,5.942316,6.326108,6.72871,6.82824,6.383319
224276,0.09114725,21.11769,25.90282,0.8715538,7.398057,328.911674680966,-0.176154318671409,21.11179,19.68999,19.05174,18.62043,18.66825,11.30427,3.238743,3.344398,3.055902,2.356896
12035,0.2940455,13.98477,20.58321,0.9533988,1.958126,55.4097449207003,-5.15255202535489,22.43283,21.16154,19.59746,19.00943,18.58355,3.170099,2.970708,2.691646,2.900876,5.483226
35599,0.08706351,142.4179,185.1621,12.25718,41.89288,139.715849769114,1.10563403418626,19.66084,17.66263,16.70303,16.27674,15.92552,5.302323,4.311368,3.90658,3.91657,4.527632
18253,0.0001467972,128.9119,138.6456,22.8225,68.40611,141.449264846889,0.542156633644793,19.31099,17.85567,17.33381,17.15853,17.07706,1.326473,1.37111,1.252664,1.254759,1.373491
258677,-0.0005929958,250.7828,253.8653,104.0969,176.0538,180.830993010438,39.5569149804571,17.78678,16.85397,16.60032,16.52646,16.50879,1.610727,1.787192,1.37681,1.172794,1.381248
57680,3.186537e-05,30.11707,37.2259,0.4122,6.627707,122.994615554254,49.7406929890103,22.93151,20.69153,19.4989,19.07246,18.86329,1.205553,1.471444,1.328983,1.254392,1.202442
56848,-9.292328e-05,347.3528,401.3919,14.23519,101.8005,35.2598570227764,-9.46479560103402,19.69494,17.40047,16.5105,16.15446,15.96892,1.511189,1.407352,1.230662,1.171268,1.226645
105474,-5.767242e-05,302.0318,701.2393,1.088071,13.72005,21.1885280275125,-0.565461494041208,22.71671,19.99736,18.35266,16.36946,15.31954,1.066266,1.084962,1.084703,1.117528,1.081727
98997,1.943447,12.73368,14.48359,8.345322,8.749538,157.293863876989,60.2819723980692,20.99831,20.63817,20.30073,20.03566,19.79638,1.651661,1.500026,1.381802,1.215358,1.357564
289211,0.07358941,116.6296,142.9826,13.27413,37.89275,128.784244000356,25.9443421988762,19.19591,17.61956,16.90163,16.51224,16.2294,4.750732,4.51229,4.287049,4.135791,4.116188
58822,0.01787149,9.533397,10.81236,1.673909,3.916626,130.386960530568,52.4890085687573,24.87913,22.50389,22.45168,22.88255,22.91376,2.969637,1.438987,1.401291,1.346468,2.970069
356812,0.6649588,5.31303,9.315687,0.004641149,0.2895083,228.761744064448,7.85733023623803,23.44449,23.00201,21.0851,19.72383,19.28717,0.3448715,2.970092,3.389619,2.67093,2.86599
30934,0.271955,14.73984,20.68909,0.2782584,1.913553,128.799312625591,48.9801167610298,23.77809,21.39615,19.89616,19.31991,18.85409,11.30797,2.933047,2.258878,3.781145,1.708358
79297,0.472035,9.512417,13.96537,0.2604184,1.093263,139.035999037581,-2.07267943971678,22.81238,21.73856,20.21012,19.36423,18.89187,7.359036,2.283517,2.586681,2.31597,2.719019
264513,0.0006719806,48.82073,46.28331,15.6546,28.90997,154.086385004751,7.97758810360783,19.89889,18.88586,18.53837,18.42568,18.37766,7.14972,1.469384,1.392435,1.218062,1.167779
77453,0.1870649,19.09006,28.02171,0.9565639,3.545703,246.681092457393,42.6989895062565,23.03233,20.94536,19.67321,19.16779,18.79172,0.09871202,2.081998,1.986173,1.721875,1.979919
367244,-0.000450993,6.541328,5.961962,8.280387,10.80807,22.9686472071504,14.5645693306211,20.02511,19.82277,20.08486,20.36166,20.62383,1.655601,1.753308,1.315735,1.273922,2.892025
151487,-1.205048e-06,10.38342,19.11554,0.099387,1.005517,171.010229516138,51.9418993884164,23.98634,22.68727,21.04614,19.84721,19.23536,0.5777037,1.12902,1.73313,1.348099,2.969689
229343,-7.738601e-05,314.938,513.2213,3.962688,28.78867,221.389785567795,38.3663934074908,21.21431,18.77974,17.33449,16.26583,15.67,1.77604,1.407107,1.449181,1.312276,1.327135
50749,0.3630473,22.45797,31.17757,0.4818007,2.634018,159.147657058511,5.43108901552586,22.92837,20.80541,19.01773,18.43454,18.10572,1.058668,2.643254,3.067156,3.295421,3.221366
368848,-3.393853e-05,41.85439,101.6403,0.4885086,1.807945,189.510399209232,38.2804776835592,22.80997,21.75399,20.22447,18.3632,17.30217,4.585214,1.165581,1.271976,1.118144,1.165106
57391,0.3157496,19.92546,27.04909,0.7172445,2.707501,146.903762776658,52.4932686909366,22.33252,20.76015,19.10505,18.4633,18.15879,2.970176,2.958456,2.839529,2.794135,2.509331
330869,1.164222,5.395341,5.656911,3.231769,4.041514,204.370185829313,35.4004486134835,20.86081,20.8817,20.77036,20.64856,20.51757,1.191063,1.279906,1.15381,1.036198,3.116599
140047,0.4506372,10.38796,16.35773,0.5407924,0.8536243,127.193082295369,3.2693197652883,24.77415,21.55322,20.04873,19.22185,18.64374,2.969465,2.970112,2.628673,2.794716,5.459674
298658,1.007393,8.173253,9.279559,8.989223,7.887312,218.016374545737,41.4876795194275,19.62368,19.59982,19.54503,19.70447,19.74113,1.071332,1.056615,0.905373,0.8279628,1.142083
409109,0.9324784,2.411758,3.483598,1.491291,1.603262,140.174659545297,2.47479324939604,22.35512,22.31897,21.76162,21.90036,21.20291,1.512101,1.581037,1.312666,1.403979,2.969058
213784,0.3137144,26.10756,37.08015,0.8924655,3.324625,129.084061183243,30.9133309311262,21.32485,19.64277,18.09387,17.52408,17.14295,0.09815142,5.394814,7.474356,6.564116,5.117817
352718,0.0001393143,13.58207,10.62841,22.24595,24.16087,18.8979865763857,0.762050722010841,18.92554,18.99278,19.34621,19.60174,19.73997,1.311602,1.492611,1.229231,1.043921,1.313785
180834,0.4252211,21.83987,35.92233,1.076211,2.207708,126.923447032096,32.9038756164824,23.34752,20.65064,18.88322,18.12652,17.63143,2.970452,2.899646,3.241732,3.616404,3.672771
216209,0.1123732,43.91855,63.61916,4.389109,9.346441,210.816872372485,9.76348058897658,21.13221,18.71785,17.78102,17.26071,16.88522,2.969512,6.869565,5.725963,4.628989,3.842735
133863,-0.0001376846,15.96182,18.12955,2.155897,6.689472,241.240893829583,4.60754294835471,21.87905,20.53373,19.82767,19.59121,19.37191,1.374897,1.456294,1.30986,1.341039,2.657404
317966,3.030564,1.257007,1.813595,0.3235252,1.014317,322.212247599973,0.81905741720887,24.93753,21.76725,21.56382,21.47024,21.3458,2.96998,1.057678,1.717727,1.136078,0.8977334
282021,1.904666,5.113556,5.1697,4.369152,4.381341,164.901751946373,46.5976096344245,20.97503,20.79493,20.72403,20.63135,20.56101,3.632073,1.5612,1.330979,1.367878,0.9651381
438016,0.4288588,25.86874,37.15507,0.103315,2.092328,232.062366456412,42.1683145151831,22.53491,20.65629,18.94766,18.21992,17.78428,11.30782,2.970107,6.436013,5.185837,4.936546
435402,1.113789,9.033797,7.683012,6.103899,7.76801,30.5217224646205,1.91034362537418,19.88663,19.77725,19.48603,19.47972,19.64569,8.155502,1.159326,1.144282,0.9468585,0.9326589
213014,0.07705048,17.3341,19.67187,3.965639,8.83252,183.908856224637,9.39236716207422,19.51681,18.20251,17.76639,17.49505,17.29152,9.599593,7.008427,7.110654,6.891087,8.336168
105897,0.0003754338,16.37571,17.34736,5.781605,9.899742,186.022905015773,5.89811431354587,20.80473,19.84143,19.72711,19.45987,19.37595,1.748222,1.874304,1.427486,1.280453,3.091092
119730,1.032409,9.779971,9.952164,8.545999,8.171775,171.703364246707,52.1868434017139,20.74263,20.5679,20.3705,20.33913,20.41715,1.18466,1.16158,1.021797,3.741927,7.360691
406548,-8.15983e-05,10.19153,11.53709,0.9573237,4.186193,117.870781068637,52.8247523502819,23.92278,20.81052,20.08356,19.76824,19.6921,0.9989853,1.267087,1.173072,1.167045,0.9107586
284907,1.98698,5.787296,7.074973,5.404496,4.525797,117.695239019519,47.4458752054093,20.93013,20.76591,20.74371,20.64151,20.28542,1.321959,1.544455,1.161482,1.15996,2.970062
331145,0.0001168044,16.95225,58.27705,0.02894526,0.3020633,118.03526735794,18.7630085877654,23.88868,23.39633,21.9642,19.30035,17.88756,2.970894,2.970577,0.7938609,1.199448,1.298379
375274,0.4038497,24.12237,35.6024,0.4394876,2.56608,220.101630684419,15.5360709489223,22.95888,20.76764,19.03635,18.40146,17.97652,0.9269122,2.566094,2.518745,2.441534,2.434495
70553,-6.905758e-05,14.36583,24.06889,0.2912072,1.589221,113.015878279879,36.6447556339967,24.67274,21.582,20.02069,19.06787,18.55536,11.30539,2.318467,2.173189,1.920987,1.714709
76686,2.07532,77.05878,91.78185,67.5424,58.56353,221.710495147085,5.21261525347413,18.04489,17.88997,17.80482,17.70634,17.49489,1.544398,1.612894,1.524435,1.402556,1.423987
62113,-0.0004069633,36.23853,39.39422,10.48725,20.80281,351.629261075191,-9.98471928091847,20.39893,19.1822,18.70808,18.56659,18.48251,1.656144,1.630388,1.313448,1.242518,1.263607
36567,-0.0001561797,1141.3,1205.297,179.8532,571.5464,144.122372217049,62.0002954726697,17.11588,15.56595,15.03315,14.86952,14.80995,1.767961,1.680231,1.524564,1.482441,1.516559
121746,3.910139e-05,53.19534,55.20239,18.04334,35.18823,178.587684985739,55.2217927328466,19.56941,18.63799,18.29929,18.12125,18.07066,1.497992,1.257146,1.252108,1.19093,1.148023
65500,0.3574651,17.91164,26.69523,0.08410212,1.586086,199.747760028852,4.51425316381185,21.85019,20.64601,18.82789,18.22867,17.85993,1.724428,4.246169,3.596113,3.254217,3.687127
395563,1.538959,4.842659,4.743578,1.515884,2.617611,359.344643697589,6.74058341271092,21.42121,21.01891,20.95116,20.67213,20.55421,1.196528,1.141263,1.034311,0.7349942,1.200453
165023,1.616364,2.986007,2.213879,2.01027,2.352542,122.17163673162,6.54155469341957,22.5653,21.68121,21.72556,21.39325,21.20807,1.040763,1.315701,2.399417,1.574429,2.424656
177427,6.671706e-05,1.847788,9.721475,0.1005254,0.04192576,125.63749399557,37.6801848194124,24.69322,24.76086,24.26151,21.76179,19.92713,0.6760206,2.969465,2.969902,1.750077,1.484904
114973,0.5438913,7.479309,12.62963,-0.01016348,0.451774,161.766060196862,6.99222093194757,22.32821,22.51863,20.39154,19.25788,18.74583,2.383238,1.173981,3.183673,2.593821,7.205405
218441,0.08678196,77.33666,101.2182,5.791922,21.37643,235.914005213302,26.9242212482725,19.99617,18.19282,17.26478,16.8366,16.4593,68.29967,5.27672,5.142448,5.030898,4.5653
334609,0.0002565436,110.1196,114.3091,39.80386,76.02921,175.468940707129,43.9677087635946,18.618,17.74473,17.48398,17.40739,17.36889,1.341256,1.617257,1.110753,1.052394,1.146805
90848,1.350426,18.57391,15.65112,28.50969,24.92982,341.711831859065,12.8143684812841,19.13673,19.11292,19.2237,19.38541,19.63919,1.743263,1.723311,1.300048,1.316342,4.251465
357197,0.3427051,30.88957,40.90678,0.8195668,3.163178,196.335639758355,56.3895964788652,23.81879,20.69359,18.87975,18.26939,17.89299,2.969922,3.673155,3.056955,3.205966,3.488851
138783,-0.0005426764,59.47961,57.28081,24.40733,40.52842,116.967950460281,29.1738764071625,19.39826,18.42289,18.13845,18.05573,18.01677,1.565257,1.288981,1.220345,1.194945,1.303142
124283,1.324395,3.593403,3.461379,3.426187,2.395334,151.724197800263,45.5115057417024,21.69215,21.73842,21.11073,21.24184,21.20869,1.801357,2.96969,1.542515,1.823726,2.410041
14338,0.4015825,21.0413,30.68749,0.4621085,2.191632,160.323165144616,62.7697646238952,24.88242,21.27621,19.54359,18.80202,18.35504,7.360413,2.675705,2.306466,2.060018,1.985922
119156,0.2358357,12.73554,17.22866,0.4894276,2.182031,161.137970235485,46.497336103308,23.58638,21.9921,22.67809,20.43386,20.19055,0.6831486,1.536014,0.2101242,1.290559,1.180473
273225,-0.0001859509,68.89233,106.9173,0.5752645,5.348932,200.867783734741,51.4940008388698,25.28957,20.63665,18.83693,17.96233,17.46605,2.97037,1.125961,0.9993111,0.9068956,0.8561578
403935,-0.0002323403,4.747927,5.352881,2.270418,3.653614,142.022331091262,29.7063196742868,21.84075,21.17193,20.86395,20.77249,20.81762,2.672232,1.258425,1.205859,1.096495,1.512785
358131,-0.0008919614,61.55857,62.7548,21.39137,38.05285,213.609281502887,47.1156371431111,19.5075,18.51517,18.18131,18.05768,18.03321,1.520601,1.323396,1.311728,1.259951,1.20681
130407,0.8699275,51.49866,61.48141,29.41657,40.06252,259.799867148319,29.2629409238085,18.97001,18.41749,18.18639,18.14095,17.99134,1.386917,1.335513,1.155001,1.15231,10.24114
131140,0.5166145,10.05594,15.25275,0.0370605,0.8716751,230.727988494378,52.0204325058856,23.2025,21.49901,19.83541,18.88869,18.51771,11.30705,2.969665,3.908052,4.229468,2.575804
282160,1.330801,4.208511,4.022916,2.829385,2.755072,330.996955091528,0.300651655528633,20.40415,20.37201,19.94674,19.97131,20.58792,1.055046,1.140338,0.9908242,0.893507,0.8095385
87816,1.686125,5.813723,6.093488,2.958782,3.845798,135.974590050113,42.6407386096884,21.31264,20.68907,20.80782,20.42051,20.24479,3.21904,2.027353,2.362916,2.043672,1.804742
54174,3.04144,13.05114,12.88762,4.255662,8.949708,138.15848206298,2.0130903763509,21.17766,19.67138,19.38923,19.37391,19.37423,1.24536,1.62921,1.50064,1.477176,1.23219
203285,0.2049365,33.16895,32.69143,3.766479,7.36711,222.780311425994,52.5010712951487,20.66602,20.19223,19.13841,18.53705,18.36768,3.096559,2.018049,2.155172,2.131821,2.103202
247760,1.25089,2.60846,2.613966,1.23104,1.368071,131.821160047178,31.3850687703695,22.1487,21.68429,21.36222,21.27201,21.58913,1.927552,2.109547,2.247884,1.067639,0.6812893
403660,-9.203754e-05,8.618706,17.99769,0.1269846,0.5085264,182.879007240082,38.9403244206189,25.79576,23.00154,21.46353,20.03358,19.41235,2.970187,1.232506,1.326526,1.279423,1.379314
234651,1.243901,25.99543,25.20741,12.90372,15.49123,215.901742721606,48.7597194012882,19.80043,19.41471,18.89401,18.7604,18.73006,1.148761,1.158196,1.087147,0.9823837,0.9430506
322621,0.5009899,14.24708,21.99566,0.09016079,1.228473,209.35076497221,45.5941958086308,23.52282,21.58097,19.67717,18.74509,18.28059,11.30812,2.37131,3.025032,3.246775,2.524633
399940,1.217228,2.038923,2.000064,1.527943,1.576066,244.153278988604,31.0069612674919,22.00506,21.75606,21.6126,21.37696,21.65338,1.507815,1.759749,1.604992,1.345823,1.256441
122083,0.2278076,46.43806,67.96525,1.847099,6.833061,211.192413908247,52.7545252496772,21.67517,19.23559,17.81727,17.26094,16.88013,1.983422,5.052177,4.500244,4.793665,3.377486
299488,0.0002368417,9.982776,9.997879,2.332592,5.331829,204.459869632121,8.95452458362263,21.52384,20.64904,20.09908,19.99341,19.83818,1.981924,1.572641,1.433453,1.226889,5.522787
51453,0.9686825,5.177714,6.134558,2.39292,3.498105,134.718727331312,50.4478757005483,21.39368,20.8917,20.60656,20.84181,20.36119,3.812162,1.580189,1.416451,1.286549,1.608204
198576,2.165344,7.40505,8.832026,5.771096,6.049127,255.048911748993,27.9777964361176,21.16148,20.68387,20.53544,20.4308,20.16476,4.202257,6.407348,1.038609,0.9098967,0.6645529
243956,1.836667,2.339428,2.039087,1.097326,1.748903,220.205171878404,36.9689102098735,20.92536,20.91923,21.0725,20.77441,20.6837,0.9675403,1.000807,0.9447947,0.7632157,2.638237
167,-0.000316299,189.1179,198.1243,53.73573,106.6066,217.292221315838,-0.198181285958044,18.51274,17.4422,17.06309,16.91083,16.85307,1.544304,1.468612,1.469756,1.23959,1.227577
294240,0.9221445,3.16214,4.607339,0.8749799,1.564097,189.689575317887,35.7775905895509,22.14754,21.69978,21.45618,21.14134,20.82267,2.138157,1.390789,1.429477,1.6785,1.058816
411158,0.9294313,1.525093,1.966126,1.1667,1.169492,2.03016846537878,0.147653864957595,22.9268,22.37698,21.95724,21.7709,20.88024,1.235092,1.144744,1.04011,1.056299,3.158137
216085,0.5055091,12.10732,18.49557,0.2315452,1.15897,122.394776354208,4.52573928673953,25.82889,21.9264,20.30304,19.47585,18.97861,2.969666,1.806679,1.681052,2.534343,1.563038
237695,-0.0009195022,109.4147,116.7013,33.71124,69.08002,201.284041914097,48.6992720200362,18.90811,17.95287,17.61526,17.50841,17.49081,1.640701,1.218976,1.369017,1.157607,1.328741
400709,-5.083847e-05,110.3096,119.5658,16.39251,50.69425,242.154768395133,16.5346388164783,19.6184,18.21819,17.62162,17.38576,17.27434,1.239548,1.369467,1.101024,1.045584,1.223955
8950,-9.190555e-05,4.3008,3.015841,7.235291,6.83352,139.926610307319,-0.0928075626560271,20.36359,19.92538,19.89482,19.85315,20.01156,2.154499,1.911281,1.659554,1.34418,1.73498
287248,-1.334856e-05,216.9243,343.9625,2.811687,21.61061,255.216048440577,23.4469637896961,21.45706,19.04592,17.61191,16.5927,16.0482,18.02078,1.408218,1.294365,1.290177,1.311985
433327,-0.0005312384,47.52328,46.38675,17.73534,34.52323,171.975288677201,30.7211504824137,19.56238,18.67043,18.42352,18.33777,18.35132,1.719617,1.772693,1.496906,1.414099,1.546327
3570,2.129772,5.340311,7.182205,2.88304,3.004518,130.507743194838,1.14893350811228,21.74444,21.42009,21.30095,20.8558,20.75715,2.10998,2.226148,1.549037,1.437245,1.799708
118340,-0.0002783013,8.023893,14.12796,0.3524733,1.340286,260.605291343108,27.7674269766776,22.25121,21.08133,19.9637,19.15652,18.79758,11.30491,2.970105,5.238758,5.548039,3.860196
396493,0.5726871,6.80178,11.02623,0.1181368,0.5346413,197.093318340146,21.4721922892995,23.46927,22.6716,21.11168,20.01135,19.57388,1.200968,1.759121,2.56483,2.151847,43.76749
203949,0.126722,34.33651,39.97908,4.951109,13.76648,28.4571967831774,-1.02681659062305,19.63954,18.47749,17.9329,17.59311,17.46723,4.785079,4.596671,4.570286,4.336069,4.284286
343810,0.06255526,213.1556,270.5856,21.42133,63.05182,235.786096027537,40.048565080204,17.66582,16.06815,15.29589,14.86919,14.55699,7.139859,8.019794,7.683254,7.358224,7.495768
81357,6.091267e-05,14.14648,19.57381,1.193394,2.475283,353.687473562619,14.5874717026029,24.01014,21.9663,20.42073,19.72628,20.0384,2.114876,0.9022098,0.9624063,0.906621,1.671674
391841,8.508356e-05,5.093292,5.042002,2.630625,3.99969,214.148077106715,49.6059175982525,21.9804,21.13641,20.83105,20.78342,20.55261,1.333845,1.824599,1.0544,1.640128,1.058848
10191,2.820914,1.491755,1.561763,0.8730012,1.590801,164.57637197314,-1.60053094192902,23.64258,22.07941,21.75428,21.98342,21.76709,2.9707,1.352998,1.379041,1.960106,1.534724
110346,0.2859001,10.83792,16.53088,0.149794,1.387553,122.729848198245,30.0928150770194,24.20901,22.28563,20.56306,20.05654,19.5028,2.970415,1.75954,3.488946,6.929153,1.616605
13019,0.0008195769,32.35874,30.89178,15.25576,28.14697,202.625731701963,-1.14604893296655,19.92624,18.8051,18.7174,18.69645,18.78703,1.5016,1.544452,1.269012,1.213354,1.089984
168450,0.3630981,34.79116,48.55438,0.7633649,3.091218,217.118240102178,-1.68214719829021,23.01383,20.45843,18.5399,17.86206,17.53228,27.92015,3.221647,3.684456,3.710171,3.002466
190116,0.2185157,96.0633,104.0524,9.351029,32.11304,219.472430063226,40.2124098227764,19.87037,18.30383,17.45448,17.15724,16.94092,27.92009,2.951443,2.898654,2.810745,2.918273
298363,-0.0002352852,97.42905,100.7618,15.18178,45.88294,213.521940283073,35.3687321228803,19.72458,18.25574,17.69528,17.48384,17.39863,1.36664,1.247646,1.169504,1.159684,1.320404
227056,1.861008,2.606375,2.504091,1.375476,1.584428,163.246945708034,37.6609130419239,21.40869,21.10066,21.4257,21.21939,21.94681,11.30564,2.656345,1.386427,1.207403,0.5618163
71010,0.3962228,15.92773,24.41539,0.2146426,1.443316,215.007861207686,2.91641971214182,25.66369,21.00499,19.28303,18.60226,18.18684,2.970423,2.970033,2.877212,3.57087,3.001434
106791,0.4903158,11.41357,16.80289,0.186538,1.160259,148.055625397554,43.3564156057075,25.55564,21.70036,20.00048,19.15485,18.74818,0.5198587,2.969787,3.03551,2.941363,3.067696
148903,0.1025513,46.63742,57.15573,6.023659,16.36427,32.6794985837628,0.743297987305529,19.45442,18.09578,17.4593,17.11949,16.88665,6.398268,6.608972,6.156618,5.91673,5.735253
436397,1.788041,17.11203,16.93549,7.111981,11.01036,337.959561588353,1.52737051447186,20.61299,20.42896,20.35512,19.97189,20.05736,1.463175,1.192286,1.115826,1.009024,0.9807419
169163,-0.0002928508,79.21653,80.66999,20.35474,48.37276,146.98644934703,42.9934505639433,19.0702,18.11286,17.83064,17.73804,17.68997,1.542313,1.418311,1.403635,1.275531,1.382068
146614,1.802759,2.137707,1.781857,1.210392,1.52222,192.460507030578,60.5209348171043,24.69775,22.01666,22.17098,21.96602,21.74299,2.969993,11.30776,1.746024,1.296095,0.5904066
98745,0.1808282,113.107,147.1049,7.187025,22.26976,37.3642821968712,0.826931299569867,20.16833,18.08191,16.82282,16.33539,15.97329,5.825896,5.287358,4.669236,5.01331,5.439616
