,i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,phaseAmplitude,t_char,rBLR,FHWM,label
8712,45.0,500.0,0.05,100.0,0.5,0.5,1.0,1.0,360.0,-2.0,527494936901659.25,1.2252780087527737,1.4869602313171535,12599.999999999944,doublePeak
85246,38.49432386176855,37732.09185115966,3.662627014244212,94.53477954803694,0.0988653990113327,0.8330251214656929,0.8816192924761951,0.882897018747927,82.49932873666634,0.0163231974872255,4.131083943884053e+16,6236.32938028078,8217.939929624345,1200.0000000000011,singlePeak
18534,45.0,50000.0,2.525,2.0,0.0,1.0,0.5,0.0,0.0,-2.0,2.742038593654296e+16,4331.3356281883125,7508.423531771106,600.0000000000006,singlePeak
4599,10.0,500.0,5.0,100.0,1.0,1.0,0.0,1.0,180.0,-2.0,526986163709751.25,85.66763055069654,148.50589018126252,2999.999999999936,doublePeak
26267,80.0,25250.0,0.05,2.0,0.5,0.0,0.0,0.5,0.0,2.0,1.5723197867492438e+16,43.32620664347567,75.10651157742767,1800.0000000000016,singlePeak
137981,29.121206728389257,45569.67983710647,4.59076712668066,20.14366116941964,0.7753905161388307,0.926373833434078,0.2523034127725498,0.8375182482558702,32.70753304023064,-1.1459848977834626,5.08680204010415e+16,7614.0322597433105,12445.455035992183,599.999999999934,doublePeak
128962,38.00970341476342,2311.6694130484034,0.2010405106941876,25.239339518002417,0.1740578615546792,0.5691737872047328,0.7502508794311458,0.722715618169479,246.726690570568,-1.6739633529252105,3286796456032982.0,21.46085089741172,27.62837555224909,5399.999999999938,doublePeak
15518,45.0,25250.0,5.0,2.0,0.5,0.5,0.0,0.5,0.0,0.0,1.7818042090783768e+16,4331.768919873966,7509.41905110572,1800.0000000000016,singlePeak
136345,67.88084375841979,11712.176048220326,1.5426486459145108,50.64617016701824,0.2656169529080284,0.049663673171748,0.630138150624614,0.2337105491603546,155.72747694767932,-1.6747002884819882,4732287617791699.0,960.0070870884676,1074.7074877187538,2999.999999999936,singlePeak
50470,70.5738154026507,16094.79033707308,1.447010843516543,66.84156484865723,0.4916469923863926,0.8761739671332537,0.0917037015091976,0.7938648313192194,178.76705572556932,-0.8909969047312085,9065526326565168.0,828.7160716084578,1385.1742014152048,2400.0000000000023,singlePeak
116143,25.370488900360773,35979.55738995336,1.5715902366223231,53.52222288550189,0.662721915456696,0.7743106117637404,0.8863504052191912,0.6123200340172148,358.08397961793287,0.4311365478928524,3.330259551350896e+16,2381.4939583632417,3361.141724481889,599.999999999934,singlePeak
