,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z
422946,QSO,2.313246,7.703281,10.86828,4.131269,7.008773,21.35443,20.40534,20.36706,20.28479,20.0696,1.3095,1.248637,0.9846805,0.8521868,0.7102833
152091,QSO,3.191462,1.371304,1.514163,0.4872228,1.295518,23.87415,21.74992,21.59834,21.65276,21.36963,4.584467,1.684878,1.268488,2.132905,0.7012593
555047,STAR,-0.0001404727,43.8367,44.05726,16.76911,29.90015,19.9133,19.07293,18.75198,18.57438,18.62263,1.480824,1.318612,1.28289,1.545712,1.42153
1246813,GALAXY,0.07810935,44.68218,55.30491,4.595794,14.00238,20.30951,18.73183,17.89001,17.46816,17.16366,5.808612,4.43581,4.644686,4.266241,4.566664
1118035,GALAXY,0.08132816,135.4425,189.1821,12.93225,40.44469,18.88931,17.02624,16.14758,15.75158,15.39781,10.553,4.611794,4.571036,4.205117,4.033239
768097,STAR,-3.333347e-05,76.39803,81.98122,12.48435,36.22976,19.93721,18.55178,17.99036,17.75945,17.68885,1.379342,1.238623,1.144926,1.145826,1.311868
1050779,GALAXY,0.3302172,13.14737,17.49881,4.858928,6.838995,20.78076,20.31707,21.38156,20.92484,19.50865,3.395015,1.854483,0.5749856,0.6317695,1.704412
1279345,GALAXY,0.3736591,28.68034,39.77323,0.6145077,2.83032,22.96547,20.56511,18.81923,18.18122,17.74257,18.02587,3.83842,3.420222,3.316745,3.207652
331118,QSO,1.293276,15.33159,15.40234,7.644444,9.361368,20.35835,20.48495,20.07122,20.1176,19.99425,1.38233,1.33067,1.132249,1.161283,1.096241
244953,QSO,0.8137603,28.85702,35.89067,22.57411,29.81503,19.05478,18.75719,18.65264,18.75046,18.55217,1.591122,1.672197,1.355927,1.372989,13.49133
732687,STAR,2.390142e-05,262.6688,293.4212,90.18436,132.3882,17.7108,17.18951,16.67143,16.38199,16.15974,1.662755,1.495254,1.561167,1.512872,1.298362
743720,STAR,0.000113998,1.727171,1.723431,0.9357616,1.854082,22.33456,21.93623,21.95368,21.5736,22.54663,1.564733,1.625342,1.737127,1.796534,3.771374
653465,STAR,9.865574e-05,8.237993,15.55624,0.09781303,0.5896261,23.83465,22.50885,21.02213,19.87636,19.11869,2.9696,2.968933,2.26302,1.747293,2.385516
1181894,GALAXY,0.6868157,3.775495,6.440167,-0.05257676,0.1641962,23.47736,24.31015,22.0324,20.40981,19.77097,1.129483,2.970004,1.988888,4.028749,5.61595
120425,QSO,1.880079,20.18256,20.36156,19.36025,17.9914,19.15704,19.20789,19.19363,18.87891,18.87909,1.590384,1.38592,1.186634,1.154243,1.416182
441235,STAR,4.78414e-05,376.4693,438.4069,5.528752,90.72578,19.92257,17.50761,16.50246,16.14782,15.97068,1.541562,1.562266,1.507079,1.237102,1.317371
713561,STAR,-2.163256e-05,664.1613,673.6371,202.699,420.6218,17.15092,15.95383,15.54021,15.38234,15.31334,1.759406,1.861518,1.342186,1.383132,24.33986
670957,STAR,0.0001528384,15.27454,14.47822,8.81218,11.97273,20.68016,19.62818,19.50743,19.49109,19.5383,1.27676,1.352679,1.259932,1.139655,1.167065
500227,STAR,-0.0003832116,11.39727,12.86558,0.3404498,3.382242,23.49603,20.87935,20.1709,19.80712,19.8087,2.971103,1.781291,1.411025,1.388091,1.549251
1033318,GALAXY,0.2375775,15.12731,21.4611,0.8813682,2.655064,23.68188,22.35303,21.374,21.32867,19.28623,0.539285,0.5698999,0.5598897,0.5778812,2.421198
1219035,GALAXY,0.5344345,5.679657,7.950411,0.6308414,1.34321,23.43816,21.87442,20.97089,20.55317,19.73075,7.361206,2.755711,1.85429,2.461968,11.3075
1296040,GALAXY,0.05198955,70.04061,82.27731,7.79698,22.93542,17.82379,16.4233,15.80762,15.45552,15.24272,17.73664,13.46443,12.42425,12.56482,11.89124
461749,STAR,-0.0003550795,4319.21,5476.997,70.87972,904.8675,17.63115,15.11265,14.14737,13.47174,13.34827,3.113971,2.439389,2.333424,3.012607,3.095047
960206,GALAXY,0.1357255,89.36849,122.8935,5.485009,19.86552,20.42117,18.36801,17.35458,16.89329,16.46113,4.646824,3.560833,3.494703,3.298417,3.272079
1150093,GALAXY,0.7267504,2.505848,4.177922,0.0647694,0.2358886,23.06027,23.03053,21.54826,20.41854,20.11781,0.7492884,2.970264,2.267281,3.301411,11.30674
739626,STAR,-3.227423e-06,317.2155,370.8147,26.75837,104.3015,19.23835,17.42873,16.57889,16.25151,16.05574,1.438563,1.102333,0.9905031,0.9623077,0.9739869
672911,STAR,3.64951e-05,17.85411,43.50159,-0.2044607,0.0838902,23.19021,22.80273,21.2342,19.17862,18.01372,7.35996,1.599517,1.142812,1.241451,6.005222
696196,STAR,0.0001301358,29.52374,33.3892,1.346233,10.81412,22.02402,20.03845,19.09953,18.72384,18.63363,1.194478,1.452579,1.397841,9.872824,1.318948
1174578,GALAXY,0.5483879,7.091555,10.6798,-0.1756944,0.5673159,25.32591,22.81421,21.06568,20.00004,19.48416,0.2643545,2.970356,2.608912,106.7317,2.73864
1115265,GALAXY,0.0595209,136.9322,193.1123,6.287261,28.92863,18.85866,17.03336,16.04557,15.50171,15.0675,9.171511,9.523466,8.56937,7.821391,7.415971
76969,QSO,0.7848802,2.509759,3.29111,1.608799,2.522507,21.83843,21.23096,21.14402,21.1025,20.74971,3.209678,1.412069,1.231059,1.034106,2.698069
370778,QSO,1.631059,5.567796,6.010051,2.533513,3.319544,22.3672,21.60059,21.44463,21.08145,21.30655,1.224741,1.729689,1.897714,1.117246,2.970968
569094,STAR,-4.674618e-05,176.8105,200.6407,15.09849,68.91782,19.78775,17.89084,17.15282,16.89973,16.76853,1.156595,1.126761,1.062329,1.052382,1.104203
898416,GALAXY,0.5174378,8.970248,15.38978,0.2144408,0.7533537,26.08713,22.4561,20.99388,19.81139,19.27777,2.969544,2.969592,2.062969,2.001171,1.636069
217665,QSO,1.256042,4.105741,4.426426,3.40848,3.296325,21.43984,21.59297,21.26003,21.124,21.1797,1.890043,1.33139,0.9181463,0.8896223,1.188022
1257024,GALAXY,0.1171273,76.86497,97.67069,8.493657,22.33917,19.79036,18.33778,17.50917,17.10021,16.78041,10.34924,4.416265,4.083397,4.024834,3.046319
979310,GALAXY,0.09642287,67.3579,80.44105,10.55435,24.20498,18.63645,17.57482,16.95121,16.57097,16.36144,5.308025,5.217644,5.216119,4.873145,4.98285
876598,STAR,-0.0003081523,576.6635,639.5386,78.98698,252.2273,18.03427,16.44346,15.80775,15.55496,15.42019,1.651756,1.514052,1.453666,1.206455,1.191148
15431,QSO,2.498411,7.885668,10.04542,2.954302,5.67517,21.20889,20.47928,20.08081,19.93451,19.80751,1.515893,1.416358,1.359047,1.330052,1.295895
97705,QSO,3.953015,16.61938,21.69814,0.4886943,3.400476,24.07954,21.43729,20.09082,19.78833,19.59813,4.584455,1.593995,1.453725,4.961946,1.702687
122568,QSO,1.087728,5.781991,5.764374,5.210701,5.323646,20.86247,20.93472,20.66182,20.80556,20.52386,1.592715,1.475778,1.361099,0.9748766,0.7624193
1245630,GALAXY,0.5202826,11.59949,17.70407,-0.05421204,0.8989331,23.9821,21.81399,20.09486,19.13847,18.6189,2.970318,2.231558,2.945638,3.234814,8.844234
1057431,GALAXY,0.3487971,4.149658,5.375791,1.150564,1.714603,23.55219,21.87844,21.31351,21.03866,20.96581,1.886453,1.46168,1.450546,1.303291,1.868601
618955,STAR,-4.994836e-06,635.1514,720.2348,89.92875,260.9038,18.02219,16.45071,15.77176,15.48169,15.32363,1.21643,1.068192,1.03903,0.9866226,0.9710287
867085,STAR,0.0003779841,11.94387,12.73794,5.179058,8.030259,21.03183,20.15488,19.90911,19.7902,19.86017,1.262171,1.547832,0.9218725,0.8974948,3.24677
1057366,GALAXY,0.1079185,36.14442,44.92025,4.584567,11.98206,19.58841,18.37821,17.66003,17.28623,17.01447,4.414487,5.091667,5.261521,4.951914,5.563143
756774,STAR,-0.0004420812,96.82833,103.8399,14.54126,41.32436,19.83655,18.36415,17.74421,17.46833,17.33743,1.512775,1.210682,0.9482492,0.9981675,1.101213
1132501,GALAXY,0.165195,67.64258,91.0182,5.379249,14.15329,20.60841,18.807,17.64913,17.12173,16.69778,5.36944,5.22738,4.916279,4.603934,4.150012
497818,STAR,-0.0001802766,95.20946,107.9801,0.7100189,22.38666,20.82772,18.53172,17.56458,17.20664,16.97842,1.515272,1.316413,1.039189,0.9773227,1.155041
60395,QSO,1.308534,5.004093,5.29622,3.47091,3.08576,20.8883,21.07187,20.59509,20.60211,20.2724,1.842191,1.92655,1.740013,1.689914,1.309338
1279361,GALAXY,0.09396866,9.69953,10.75757,0.5689454,5.958849,21.01514,19.84176,19.50979,19.31051,19.58335,18.01968,2.578602,3.061517,2.512975,2.384199
59325,QSO,2.190349,1.448877,2.534677,0.519603,0.9348094,21.94727,21.34434,21.21045,21.07436,20.51256,2.548621,1.475533,1.510806,1.907712,1.085641
349527,QSO,2.438614,12.16755,14.35617,7.916412,11.86423,20.80392,20.07294,20.02478,19.9929,19.78054,4.36373,1.203109,0.8980739,0.8834136,1.127048
1296862,GALAXY,0.4273356,21.61469,30.61854,0.4719495,2.055243,24.34954,20.61816,18.84071,18.11018,17.63512,2.969032,2.969582,5.948517,6.548429,5.684721
1031693,GALAXY,0.4682341,9.064128,13.4685,0.003943967,0.7862536,23.40931,22.32503,20.39315,19.5485,19.1379,2.970435,2.223865,2.25231,2.380741,2.735287
235041,QSO,1.791967,3.522636,2.831753,3.565422,3.657233,20.65707,20.67982,20.7843,20.4764,20.43637,1.546821,1.45418,1.270489,1.206858,1.511032
1220956,GALAXY,0.7509677,1.962578,2.733061,0.255869,0.4907109,22.33698,22.89091,22.20833,21.34437,21.42875,3.120743,2.970192,1.695542,2.334592,1.803595
312815,QSO,1.887779,31.72315,35.31901,20.08047,21.27695,19.45227,19.22542,19.14291,18.8037,18.70171,1.259789,1.29436,1.069374,1.01985,0.9109039
673547,STAR,0.0006489236,5.085577,2.683283,3.658412,7.511739,21.00463,20.0964,20.18472,20.16131,20.12209,4.626674,1.535925,1.530344,1.648745,6.731078
1242932,GALAXY,0.1368661,38.20892,48.62305,2.676664,9.90486,20.09141,18.29625,17.513,17.11878,16.80749,43.77301,6.441044,6.27984,5.952733,6.45879
579475,STAR,-5.302818e-05,42.15725,108.671,0.292936,0.9752356,24.49445,21.81267,20.35263,18.34476,17.23939,4.584168,1.864498,1.369179,1.196605,1.432187
1232305,GALAXY,0.1072702,110.9824,147.0107,6.784356,27.4614,20.39592,18.32462,17.29318,16.8552,16.50444,4.317424,2.931568,2.582999,2.494812,2.686854
794595,STAR,-0.0005441124,31.60494,35.05027,0.9648952,8.254888,22.05989,21.1172,19.38256,19.0623,18.88152,1.333528,0.8637512,0.9573204,0.9344671,0.9378533
585571,STAR,-0.00141671,117.9637,128.4781,37.80692,66.23533,18.93822,17.87216,17.45483,17.2723,17.22761,1.623372,1.581096,1.362551,1.321372,1.476448
1221498,GALAXY,0.6346442,6.456592,9.574401,0.2993317,0.7966468,23.30971,22.13485,20.8569,20.01678,19.53623,0.9346291,1.842277,1.712216,3.079261,5.059169
603597,STAR,0.0002859577,9.662569,8.496983,3.747034,7.413116,21.09061,20.29048,20.08399,19.9356,19.87925,1.313015,1.417601,1.351027,4.32457,1.347812
791997,STAR,-0.0002758475,1216.957,1248.31,375.7908,732.8688,16.46598,15.302,14.93401,14.79447,14.74893,1.264725,1.249843,1.130937,1.116642,1.046216
692564,STAR,0.0002071245,19.11104,48.79316,0.1104574,0.632817,26.05931,22.7063,21.048,19.16906,18.02018,2.969532,1.695904,1.59257,1.542306,1.651119
337299,QSO,1.335187,1.35808,1.271544,1.648528,1.359614,21.35862,21.37824,21.3665,21.23062,21.23538,1.855651,1.378461,1.196719,2.289687,1.299223
1049114,GALAXY,0.2562564,44.55878,61.53934,1.857544,6.820355,21.44941,19.60067,18.1385,17.57407,17.22946,3.462263,3.65125,3.874921,3.429646,3.922862
256031,QSO,0.6167638,61.45333,55.79907,41.61173,48.11103,18.87259,18.45034,18.36206,18.15287,18.24983,1.362602,1.146008,1.270284,1.147346,1.326529
273852,QSO,2.778179,4.077094,6.332307,1.088099,1.834683,23.02156,22.02421,21.92405,22.05006,22.04696,0.7916499,0.9169061,0.9468626,0.9466472,2.970071
1283832,GALAXY,0.456418,7.120273,11.42759,0.1923024,0.6720123,24.53214,22.12418,20.52671,19.68339,19.07071,2.970048,7.359089,2.311352,2.717191,2.259566
832313,STAR,-8.814183e-05,49.92683,50.12085,22.51156,41.31052,19.61773,18.39879,18.23555,18.1948,18.18166,1.176054,1.268847,1.031979,0.9819021,1.12237
52194,QSO,0.7492785,7.722293,9.291638,3.349509,5.40269,21.37004,20.71645,20.46604,20.26951,20.38067,1.687829,1.975721,1.546809,2.015027,1.727859
298947,QSO,1.597138,9.798528,9.744844,7.805581,7.304789,20.43254,20.26539,20.24333,20.0631,20.0213,1.601126,1.432436,1.181851,5.765118,2.351507
972744,GALAXY,0.3719796,10.23349,12.22315,0.5000411,2.125199,22.66442,21.48152,20.24372,20.02172,19.7128,1.246118,1.125676,0.9584208,1.048745,0.860165
781049,STAR,9.162847e-05,498.8651,507.6078,166.791,328.5851,17.36099,16.28326,15.96152,15.82522,15.81589,1.155752,1.079507,0.8787157,0.818226,0.8966085
286983,QSO,2.170714,1.742655,2.615505,0.860833,1.077209,22.10776,21.82893,21.6991,21.40074,21.19714,2.105469,1.338262,1.50781,1.215654,2.970518
360681,QSO,1.343931,8.510221,8.721133,6.563653,5.258228,21.49202,21.5084,20.97952,20.94045,21.60555,2.167971,1.663369,2.769555,1.882626,1.619147
556835,STAR,-0.0002527699,103.7063,124.8458,7.407626,33.01058,19.61631,17.56536,16.72889,16.35743,16.12194,3.586217,5.442133,5.081503,4.937371,4.573585
962914,GALAXY,0.2938056,35.6756,50.16461,1.616875,4.566926,22.89567,20.53901,18.63686,17.95887,17.55107,2.969995,3.056015,3.764558,4.254187,2.634824
61146,QSO,2.594567,6.671622,8.5829,2.598701,4.834131,21.22059,20.65645,20.48688,20.45115,20.07343,1.91645,1.548601,1.377279,3.451231,1.311049
1135247,GALAXY,0.5094199,11.38331,17.70798,0.4738251,1.217783,22.39793,22.27699,20.27044,19.31805,18.95313,18.0211,27.92243,3.223632,3.031524,6.638467
849654,STAR,-0.0001559811,6.749309,7.533275,1.810192,3.835234,22.83179,21.03843,20.65006,20.43491,20.4914,1.670348,1.374072,1.111839,1.10074,1.49733
977043,GALAXY,0.6324154,8.197247,12.46885,0.06123947,0.6223462,23.06763,22.4954,20.80771,19.61265,19.33519,0.1049989,2.970198,2.277856,3.195711,3.771396
159648,QSO,1.564863,4.609988,4.895751,2.4781,2.694457,20.9203,20.66802,20.52908,20.17302,20.0971,3.785759,1.557814,5.693674,1.367354,2.20589
141423,QSO,3.223835,2.655167,1.835243,0.5437401,2.928922,23.00311,21.50522,21.36806,21.69725,22.25911,1.661456,1.706481,2.49729,1.386653,2.969374
1106895,GALAXY,0.3371473,21.26527,30.34184,0.2688415,2.347783,23.38336,20.70607,18.95792,18.34215,17.95941,18.02084,2.782997,3.2502,3.184012,4.477016
427072,QSO,1.408708,36.19202,36.5753,33.16612,28.80223,19.28312,19.22151,19.03417,18.94829,18.8763,1.412183,1.2694,1.218407,1.307853,1.289307
861370,STAR,0.0001865006,3.285688,3.362658,0.3458056,1.562978,25.49501,22.00441,21.40305,21.31657,20.85317,2.970141,1.246894,1.282476,1.091728,2.864973
562090,STAR,4.075219e-05,18.41708,48.305,0.08509321,0.3096128,25.70477,22.73195,21.0915,19.13083,18.04999,2.969407,1.254544,1.962927,1.264784,1.346066
977882,GALAXY,0.172447,17.06053,18.60876,0.9732521,2.508286,20.65104,19.51313,18.79653,18.4368,18.17605,11.30581,3.166267,3.397507,3.258445,3.640001
1262755,GALAXY,0.4555048,9.884594,15.62448,0.06114915,0.8274482,23.61869,21.05898,19.33631,18.56737,17.90781,2.970284,2.969861,4.454617,4.374999,4.360876
705241,STAR,2.130875e-05,252.3462,252.8807,106.4937,175.9327,17.86821,16.88544,16.57479,16.48442,16.47535,1.772,1.525306,1.522548,1.573028,1.545464
92717,QSO,2.162761,13.29879,16.26318,8.472433,10.63126,20.48135,20.15275,20.06269,20.03696,19.70395,1.770141,1.697685,1.301188,1.453336,1.349777
1059971,GALAXY,0.5529821,8.80773,14.62093,0.1027275,0.8172522,24.38232,22.74841,20.97666,19.85965,19.26344,0.4001845,2.970446,2.168284,3.181732,2.613327
50554,QSO,2.639127,2.371072,2.828403,1.601593,2.570446,22.26701,21.44809,21.38367,21.54454,21.3777,18.01708,1.614486,1.735167,2.968479,1.288067
1251078,GALAXY,0.07672264,289.6231,408.0918,15.72624,67.58691,17.95947,15.98327,15.0529,14.63321,14.34189,6.327379,10.37689,10.5141,10.1633,10.05087
818013,STAR,-4.287894e-05,22.21456,72.12646,-0.1254544,0.2418626,22.73878,22.87243,21.28717,18.8624,17.44602,0.8944763,2.969769,1.556805,1.195576,8.061003
1317594,GALAXY,0.9265133,2.226401,3.499261,0.5076187,0.709257,23.12475,23.00227,22.3615,21.48923,21.36589,3.109387,2.969379,1.588932,1.621494,1.690514
282251,QSO,2.007114,1.906663,3.016515,0.9755493,0.9303434,22.62867,22.16957,21.86932,21.46667,21.03249,2.969774,1.160526,0.9758999,27.9184,2.085407
1268611,GALAXY,0.5182923,3.006661,5.206892,0.1349669,0.2522071,24.9848,23.00921,21.81964,20.72338,19.93571,2.969877,1.312016,1.578199,1.798395,3.484825
334305,QSO,2.232961,2.491486,2.909028,1.200705,2.155398,21.72704,21.42208,21.34849,21.31508,21.15828,43.76779,1.458508,1.327513,1.255634,1.197122
1207196,GALAXY,0.1559249,54.12252,70.46856,5.508859,12.41076,20.03829,18.41269,17.47058,17.00374,16.68595,4.248477,4.26198,4.163426,3.740235,3.917288
252492,QSO,1.304861,11.73405,11.28492,10.40588,9.755124,20.55611,20.47684,20.29274,20.24925,20.41467,2.288388,1.516567,1.413097,1.400439,1.395811
583671,STAR,-7.030108e-05,455.5593,472.5261,176.9395,279.5179,17.32473,16.35125,15.96555,15.80507,15.7397,1.495536,1.676185,1.343077,1.512102,1.352116
653662,STAR,5.944594e-05,3.019154,3.868224,0.06441792,0.6598402,23.70692,22.13198,21.04144,20.64379,20.07271,2.969661,1.150392,1.248206,4.483428,0.8955383
101698,QSO,2.010984,24.58337,28.49233,10.76051,15.07821,19.67557,19.46153,19.39726,19.02054,18.83774,1.648999,1.719766,1.508317,1.334022,1.177217
742127,STAR,-0.0007078974,167.3551,176.7653,56.69933,107.7156,18.39267,17.3805,17.0853,16.94262,16.9183,2.152744,2.227902,1.865512,1.668181,1.889218
250165,QSO,0.8074561,5.975674,8.189812,1.998974,2.907092,21.98817,21.74897,21.31816,20.8525,20.45042,1.312773,1.43728,1.24705,1.63342,1.484002
1134495,GALAXY,0.679965,5.422833,8.783944,-0.1141703,0.1774648,23.59822,21.84929,19.97916,18.77158,18.43093,1.248709,2.969798,2.970073,8.452001,4.93873
1021408,GALAXY,0.5435799,7.743813,11.40737,-0.03847614,0.5530581,24.86841,22.10318,20.46655,19.36363,18.93266,11.30357,2.970508,3.728667,3.218441,2.871319
647113,STAR,3.03447e-05,193.3476,227.8764,12.85081,64.11745,19.90418,17.99973,17.09602,16.74687,16.51175,8.078793,1.530698,1.312402,1.287947,1.488132
1189149,GALAXY,0.350428,18.46878,26.84072,0.4262853,1.924624,23.09988,20.8055,19.03152,18.39983,17.9981,0.314393,2.970335,4.464293,5.155108,2.297147
378026,QSO,1.044138,7.343542,9.747685,2.663721,4.406079,21.65135,20.85113,20.30785,20.3483,20.02976,3.316083,1.347919,1.172692,1.316496,1.312898
478986,STAR,-0.000190264,23.73846,37.52083,0.08784714,2.430909,23.06018,21.40724,19.90067,19.06623,18.5444,2.969685,1.457202,1.3953,1.149888,10.52212
953835,GALAXY,0.6539316,7.745923,12.09254,0.5950622,1.129922,22.75391,21.85285,20.7002,19.60482,19.143,1.635886,1.848143,3.152132,1.96479,1.748907
937983,GALAXY,0.5574015,6.928909,10.12853,0.2804221,0.9431573,22.3328,21.66585,20.6382,19.88065,19.32713,0.08975208,3.300539,2.508139,2.78341,2.397146
46926,QSO,0.9959339,26.44818,25.92813,29.64515,27.3646,20.07264,19.82867,19.54553,19.518,19.40684,1.76017,1.52265,1.737091,1.68716,1.526272
306224,QSO,2.037195,1.44719,1.969597,1.728467,1.133127,21.63225,21.98771,21.62784,21.46557,21.17297,2.969647,1.214019,2.062909,1.349014,1.66096
1232366,GALAXY,0.5151097,8.180572,13.51981,0.2768832,0.7218788,25.18005,22.38813,20.87309,19.98215,19.47607,2.969866,2.026124,1.889248,3.014356,1.952949
1186483,GALAXY,0.1467668,22.76048,28.91888,0.8280883,5.634962,22.03948,20.03595,18.92838,18.51157,18.20562,1.984687,2.544144,2.560268,2.870174,3.048051
822319,STAR,-0.0003630892,31.3466,33.44326,5.514905,15.1671,20.77004,19.49763,18.95901,18.74415,18.71196,1.431621,1.443526,1.17059,1.168999,4.563024
501854,STAR,-6.833586e-05,16.04031,28.60953,0.4172411,1.113636,22.93744,22.98234,21.01075,19.56401,18.94089,0.6113912,1.116012,1.99689,2.856678,40.81038
138955,QSO,1.451366,6.263934,5.955765,5.685074,4.2296,20.4098,20.32822,20.16404,20.05439,19.96363,1.461576,1.257011,0.9901597,1.100721,1.025381
1064516,GALAXY,0.5232252,8.332029,13.0432,0.08938928,0.6129239,24.5445,22.13627,20.61271,19.53443,19.26403,7.359378,2.970613,3.655359,4.230103,1.485151
154196,QSO,1.760324,7.208073,8.833771,2.125053,3.204094,21.36192,20.95641,20.4621,20.02908,19.7572,3.316858,1.390675,1.330708,1.239328,1.31199
731239,STAR,6.960086e-05,21.15969,21.03323,7.137796,13.96336,24.63464,20.04087,19.75497,19.13374,22.8269,2.969796,1.215403,1.301585,1.482211,2.969644
669680,STAR,-0.0002069546,377.4129,427.149,113.2275,218.2554,17.73553,16.3521,15.93148,15.77656,15.70033,1.257724,1.137541,1.160924,1.119934,1.03188
759884,STAR,2.367405e-05,60.47022,65.57692,10.50058,27.95247,20.17668,18.80147,18.20788,17.98276,17.86028,1.359241,1.10317,0.9306514,0.9042681,1.017921
1246417,GALAXY,0.5055621,7.852569,11.99994,-0.1036672,0.5188251,25.95664,22.2709,20.54634,19.64692,19.20328,27.92241,2.970047,3.248185,3.183748,1.877947
195656,QSO,3.019274,6.166634,6.879731,2.228982,5.970043,20.86318,19.90881,19.75812,19.90589,19.90078,1.069663,1.242502,1.072408,1.075759,1.301225
584933,STAR,-1.429702e-05,662.7756,758.6793,32.06311,201.7288,18.74133,16.62694,15.76462,15.46118,15.30728,1.357964,1.151657,0.970861,0.9988112,1.092676
509159,STAR,-0.0005524967,4.388167,2.912914,2.049511,3.635787,23.30316,21.35016,21.22336,20.93319,20.74432,4.585049,1.805362,1.269734,2.77253,7.359894
891113,GALAXY,0.3274342,12.15786,18.02233,0.2535143,1.29154,23.63787,21.77282,20.19839,19.47396,19.1031,11.30341,1.881874,1.738878,2.091816,1.861045
690425,STAR,-0.0001032865,61.57436,69.83669,6.321629,26.36814,20.15747,18.47263,17.84017,17.64673,17.57511,1.509536,1.568075,1.227563,1.222242,1.436707
719846,STAR,0.0002204894,540.3744,589.6752,75.68832,244.8598,17.93732,16.48543,15.8998,15.67962,15.61548,1.357642,1.230572,1.194803,1.1443,1.116047
932069,GALAXY,0.1235745,80.94214,101.1105,9.795875,24.62872,19.60126,18.28461,17.51062,17.10043,16.78716,4.297552,3.862572,3.453037,3.353236,2.990983
1827,QSO,2.522506,2.588619,2.641376,1.71146,2.64445,21.7316,21.25567,21.1362,21.19134,21.05485,1.92702,1.361862,1.561203,1.323959,3.771964
181293,QSO,0.9143298,17.26737,18.42641,17.81911,17.81022,20.51005,20.32337,20.13282,20.18785,19.87039,1.789235,1.772312,1.39275,1.63107,2.579393
272695,QSO,0.6173159,14.25263,16.26009,7.82988,9.601869,21.12861,20.34298,19.96041,19.37415,19.24728,3.39356,1.645307,1.568808,1.616498,1.660272
1163174,GALAXY,0.1510616,81.27,107.6599,7.720401,18.5318,20.09954,18.56526,17.4957,16.97983,16.62934,4.390881,5.092957,4.348249,4.10186,3.918659
964886,GALAXY,0.2832326,46.32712,64.51543,9.65653,15.184,20.11337,19.39662,18.54428,18.16772,17.76834,1.664993,2.022301,1.932578,1.89236,1.754927
1039948,GALAXY,0.1685985,95.07658,119.5887,12.51139,27.36756,19.51398,18.28294,17.41356,16.99068,16.6904,3.356342,3.126075,3.077314,3.114222,3.097743
308477,QSO,2.845339,1.207448,1.56927,0.2634798,0.9667388,24.59381,22.09956,21.75735,22.17505,21.39168,4.586432,1.190408,1.127119,0.8380122,2.466904
326237,QSO,0.8951753,8.884079,9.952321,8.4311,8.776252,20.73649,20.13076,19.99093,20.01323,19.58332,3.528742,1.109205,1.206102,1.364724,1.31722
860661,STAR,0.0005351731,6.648899,7.175022,2.34532,4.421057,22.93279,21.16879,21.00874,21.00071,20.98362,1.119938,1.555974,2.749114,3.043757,1.092981
107205,QSO,2.077272,10.02091,12.62082,11.92259,8.383242,20.11608,19.99793,20.02321,19.90416,19.73325,7.771614,1.991259,1.308408,1.300551,1.738901
978564,GALAXY,0.2676161,38.24932,58.23582,0.8130168,4.406879,22.83518,19.76694,18.17449,17.5798,17.21442,2.970345,4.561353,3.484173,3.078153,3.355125
1300773,GALAXY,0.1824267,56.00829,79.83414,2.555152,10.22366,21.30308,19.2318,17.95014,17.44543,17.0753,2.293762,2.745691,2.624606,2.669043,2.617252
270687,QSO,1.276758,2.782063,3.25721,1.846642,1.909589,21.85706,21.76077,21.66055,21.44598,21.43814,1.78993,1.351093,1.187633,0.8609828,1.105896
517487,STAR,6.706229e-06,10.55002,11.22571,2.794804,6.375139,21.15161,20.16817,19.82192,19.72995,19.73072,4.498024,1.622383,1.621479,1.313997,2.351828
923650,GALAXY,0.3618795,21.01168,29.5172,0.7764549,2.685127,23.07731,20.83826,19.1963,18.60132,18.31307,1.749604,2.53926,2.51121,2.434186,2.256222
587885,STAR,0.0002373187,7.848771,8.647068,2.452427,5.821217,21.97788,20.814,20.59886,20.56925,20.50382,1.593169,1.197662,1.001302,1.036916,1.492022
508418,STAR,-0.0001877137,21.2344,23.09078,3.795088,10.99009,21.16739,19.86853,19.35091,19.14539,19.05371,27.92408,1.733934,1.624979,1.591178,2.119762
225687,QSO,1.705147,3.211559,3.342608,2.217863,2.52141,21.63458,21.60622,21.67779,21.21065,21.4861,1.238255,1.344229,1.041273,1.405418,2.27838
642902,STAR,5.79567e-05,228.2672,540.4008,-3.541375,8.673282,22.73206,20.57272,18.15534,16.78011,15.78303,7.358829,1.159462,1.337597,1.255542,1.266215
684016,STAR,7.32132e-05,28.42811,32.13096,7.195345,14.68649,20.70676,19.58363,19.08579,18.85382,18.66227,1.53268,1.363974,1.340004,1.205207,1.293999
234742,QSO,1.710842,3.57778,4.068791,2.108944,2.708845,21.87991,21.70123,21.85651,21.47552,22.12782,1.41877,1.134588,0.8000057,2.969741,1.682675
578776,STAR,0.0001685026,21.29097,21.26124,7.135732,13.57171,20.59216,19.5689,19.29164,19.21116,19.21437,1.372001,1.35817,1.21832,1.307951,1.118078
241009,QSO,0.8034366,4.476785,6.898742,2.066675,2.744115,21.2092,20.97441,20.79754,20.60962,20.29391,2.23041,1.728635,2.826293,1.89522,1.79435
589535,STAR,0.0001206937,35.71869,67.73632,-0.1526359,1.832191,24.25822,21.42534,20.04278,18.71834,17.98619,4.583527,1.109104,0.8534672,0.8179786,0.9712155
