,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z
521877,STAR,-1.979405e-05,12.86118,22.0769,0.7694582,1.547289,22.58389,21.19823,20.11185,19.2832,18.74786,1.975008,2.60347,3.01621,2.793373,2.762568
474821,STAR,-0.0001292199,9.979051,42.30946,-1.039858,-0.03343095,24.22011,24.91888,22.00803,19.85387,18.29189,7.358351,0.2943726,1.545485,1.437751,6.687521
1253302,GALAXY,0.6615527,8.501161,13.04044,0.03099426,0.6042382,25.80173,22.81938,21.13668,20.0293,19.61687,4.584239,2.970308,1.758587,4.395575,4.039066
835172,STAR,0.0005275632,1.843766,1.767166,0.8568544,2.138692,22.35763,21.50258,21.66664,21.66261,21.77735,2.115796,1.530125,1.136858,1.43151,0.6469721
607863,STAR,0.0001367685,453.3155,521.1293,12.86105,136.1777,19.23158,17.12501,16.29919,16.00543,15.84967,1.348452,1.306702,1.116073,1.146335,1.171864
286713,QSO,1.164955,2.410663,3.126767,1.41104,1.997693,22.58981,21.98709,21.83603,21.75716,22.05777,0.8802475,1.134961,0.9807033,0.9393724,0.8842261
726,QSO,1.152713,13.57307,15.00845,6.757654,8.870718,20.50413,20.177,19.6714,19.60517,19.48027,1.280855,1.317898,1.114419,1.189486,1.208927
1056570,GALAXY,0.1574491,38.32453,49.69667,3.786411,9.787506,19.94264,18.50635,17.68107,17.27539,16.95732,7.8413,5.860551,5.500103,5.120646,4.066735
120397,QSO,1.973922,12.11844,14.05165,8.986967,10.54086,20.11334,19.97769,19.9488,19.77108,19.70866,1.253918,1.09251,1.072402,1.004034,0.8872633
293127,QSO,1.803956,8.617869,7.985932,2.937664,4.59842,20.71658,20.46614,20.35703,20.02793,19.97848,1.634876,1.154379,0.9954702,0.9346477,1.322158
719517,STAR,0.0007274168,21.86434,22.38189,10.35089,16.60211,20.40001,19.4493,19.19319,19.15004,19.16845,7.358949,1.508758,1.645421,1.728127,11.30369
718438,STAR,-0.0002609121,10.41316,19.91748,0.1697134,0.9019716,22.75349,22.39153,21.09688,19.7448,19.00891,1.49318,1.494976,1.389019,1.278482,1.428097
969368,GALAXY,0.2500242,10.2128,14.53693,0.4434127,1.570458,26.05977,21.06725,19.82751,19.30116,18.97623,2.969931,2.042562,2.586612,2.42405,2.286583
102657,QSO,1.416937,1.915487,2.497368,0.8331786,0.8034399,21.10191,21.16954,21.06929,21.08508,20.83047,1.151007,1.104692,0.8850463,0.9950597,2.00619
1059385,GALAXY,0.2222999,23.73673,33.68833,1.515002,4.0874,22.54344,20.34764,18.92075,18.38215,18.03209,1.904055,3.095942,2.826493,3.10985,2.889484
1315180,GALAXY,0.5047445,7.39851,11.53886,0.5037264,1.049112,22.6807,21.86529,20.60066,19.85039,19.40846,11.30483,2.119658,1.993598,2.288908,1.549039
425654,QSO,1.139156,2.990996,3.377374,0.2040347,1.065795,21.49976,21.43169,20.93624,20.99047,21.01325,1.14918,1.372276,1.022185,1.124163,1.52986
1066664,GALAXY,0.08183596,30.6169,37.16876,4.249962,10.7686,19.16063,17.87168,17.20053,16.85443,16.65153,8.331913,7.024046,6.800823,6.665965,6.336689
816413,STAR,5.429776e-05,46.25418,46.57937,13.87807,30.21896,19.66138,18.77249,18.41924,18.28694,18.25416,1.561536,1.268915,1.189205,1.189823,1.163463
877415,STAR,-0.0002559044,164.2505,178.3794,32.18698,77.95086,19.11331,17.66735,17.04872,16.7981,16.6495,1.445585,1.595826,1.458369,1.243125,1.259935
122362,QSO,0.3984275,10.27996,14.99105,1.667758,2.532624,21.65599,20.9712,20.24747,19.83802,19.47929,1.525496,1.595172,1.405185,1.568703,3.695924
372732,QSO,2.59129,1.707768,2.784302,2.054371,1.893579,22.83716,21.75977,21.75168,21.90187,21.45578,2.027,1.609142,1.225486,2.514371,1.427606
681317,STAR,-0.0005399142,13.18552,13.33135,5.914279,9.674187,21.00814,20.10257,19.82895,19.75261,19.74937,1.470057,1.362552,1.22042,1.17831,1.793369
941572,GALAXY,0.4183368,9.064614,12.888,0.2321497,1.090237,23.43421,21.80222,20.11913,19.6433,19.3102,2.970294,2.621877,2.585358,2.397234,2.730213
1238734,GALAXY,0.5002564,8.499475,13.12745,-0.01605229,0.7462234,23.16943,21.52456,20.03561,19.23315,18.92519,2.969815,2.970633,4.520148,3.892905,7.63096
684182,STAR,4.189443e-05,42.43834,41.91348,13.81197,24.88377,19.9187,18.9592,18.53029,18.38291,18.31071,1.412442,1.425259,1.547752,1.32429,1.295939
749749,STAR,-0.0004613449,50.80087,54.41471,13.11906,26.20693,20.04126,18.89243,18.39166,18.19759,18.07583,1.283597,1.097515,1.072118,1.026029,1.056041
617917,STAR,8.402175e-05,109.6611,124.2582,11.66284,44.02603,20.25016,18.32046,17.60271,17.36372,17.24257,0.9773533,1.058435,0.8758718,0.7790626,0.7975014
1231833,GALAXY,0.4805874,9.306701,14.60311,0.007945865,0.6790257,22.79374,22.05162,20.57373,19.64268,19.2027,1.172877,2.217248,1.940264,1.77283,2.227107
1296543,GALAXY,0.681744,5.450105,8.351047,-0.0669414,0.3710301,26.96827,22.34288,20.61513,19.45079,18.84326,0.4943979,18.01936,2.860711,6.417939,2.571216
267702,QSO,2.755951,6.420667,7.983987,2.297123,2.674797,22.95828,21.3286,20.75829,20.41917,20.23735,7.359798,1.301177,0.9871781,0.9804775,0.8043201
933472,GALAXY,0.2388986,63.6659,83.06504,3.279936,10.27791,21.48858,19.13839,17.65245,17.16313,16.79508,1.644461,3.393409,4.418625,3.241951,3.564849
197443,QSO,1.057102,3.287714,4.206685,1.582549,2.034847,22.08459,21.6683,21.44024,21.67295,22.12804,1.431839,1.118074,0.8040917,0.7229666,2.97056
1073947,GALAXY,0.08561604,45.39941,50.06466,7.855777,17.03503,19.63724,18.38091,17.74054,17.30682,17.08651,6.087377,4.211703,4.323658,4.364216,4.074801
372451,QSO,1.804948,3.461338,3.509576,1.802296,2.336162,21.03196,21.30473,21.28088,20.82373,20.61908,1.609334,1.6196,1.421371,1.459171,3.838803
200875,QSO,1.960886,17.52272,21.41752,14.08619,11.58592,19.87915,19.81238,19.57623,19.28231,19.0458,1.364442,1.159005,1.069854,1.006612,1.090462
594043,STAR,-0.000738152,29.4893,31.16582,9.688256,16.80416,20.23526,19.30028,18.98516,18.81403,18.73067,1.313623,1.343589,1.455863,2.618483,2.199987
186192,QSO,3.527753,20.67586,21.78653,2.339072,8.095144,23.99439,20.23326,19.50975,19.36618,19.18933,18.02055,1.784022,1.479617,1.514743,1.722896
363531,QSO,1.625371,4.737059,4.114972,1.996297,2.738746,21.97354,21.43917,20.94368,20.49047,20.5121,2.08631,1.245952,1.030772,0.7817487,7.360014
449414,STAR,-7.621991e-05,798.0415,841.2479,192.724,429.6807,17.17809,15.93963,15.47848,15.32075,15.24899,1.887538,1.589321,1.490906,1.440714,1.535471
372143,QSO,2.627003,3.368251,4.014736,2.579588,3.256119,21.88952,21.19361,21.17388,21.58893,21.12004,1.807596,1.314932,1.12447,2.022051,3.029442
1148260,GALAXY,0.6826372,6.194115,10.35099,0.0409555,0.3479031,24.53317,23.00695,20.89661,19.65327,19.08504,2.96952,2.969461,3.015332,3.190055,4.238316
931558,GALAXY,0.09688862,42.27254,44.00525,9.50172,24.54972,18.20177,17.34215,17.08671,16.77608,16.77295,6.869833,7.547981,7.262973,6.924774,5.507281
1099173,GALAXY,0.1218208,78.72799,102.1058,7.866617,20.27233,19.71781,18.10695,17.22481,16.77203,16.44103,5.079181,4.311531,4.108115,4.023101,3.678364
914807,GALAXY,0.3700348,24.28859,37.1936,0.4820927,2.441167,22.45536,20.43006,18.74285,18.16807,17.74837,18.02026,2.77055,3.315403,3.170224,2.949951
605213,STAR,-0.0001731225,31.01649,46.82048,0.3651401,3.465849,23.35623,20.94549,19.44406,18.43291,17.82915,2.287612,1.441643,1.477299,1.313752,1.172988
974989,GALAXY,0.2678304,18.20452,24.57676,1.231789,3.070592,22.19346,20.7417,19.27672,18.69196,18.3419,1.536826,2.970464,3.161714,3.517817,2.667859
143659,QSO,0.9744598,6.388647,8.597403,4.459381,4.641606,20.93318,20.69736,20.2965,20.23809,20.10582,2.29064,2.563306,1.810587,1.773584,2.746242
216227,QSO,1.523596,10.4053,8.882527,8.56143,7.470401,20.52647,20.38874,20.2512,19.92332,20.14544,5.008373,1.441757,1.492594,1.521802,1.646748
119508,QSO,0.7061387,12.70594,15.15789,7.26124,10.46022,20.35901,19.81972,19.61381,19.48889,19.35445,2.480772,1.905388,1.484287,1.669042,5.016173
1137121,GALAXY,0.5347526,8.661871,14.43365,-0.02994874,0.5038762,25.07565,22.63553,21.02059,19.93581,19.48246,11.30685,2.229466,1.623743,1.887294,2.59702
1074467,GALAXY,0.04234521,34.53051,41.04656,6.242564,14.68781,18.6317,17.36589,16.85425,16.52863,16.28838,11.28752,10.76267,10.56946,11.04265,24.7533
290299,QSO,0.2696639,61.5498,86.25643,20.49878,23.59488,19.25967,18.93388,17.93155,17.45659,17.01565,1.751963,3.27497,4.455238,4.367977,4.623194
1213929,GALAXY,0.4736411,11.52018,18.69324,0.07951475,0.9847788,23.0547,21.63957,19.81014,18.87235,18.38989,1.077505,2.97031,3.963712,3.476337,2.2448
110220,QSO,0.838239,13.33576,14.36655,11.19911,13.99157,20.00876,19.67742,19.60082,19.67772,19.43656,1.997177,1.582875,1.304876,1.297688,3.514838
747902,STAR,5.303186e-05,1109.372,1094.404,342.6024,714.8484,16.50019,15.32331,14.98968,14.89092,14.89238,1.64133,1.583586,1.568256,1.427273,1.221995
952049,GALAXY,0.6828976,5.005053,8.447276,-0.1538729,0.2247156,24.18752,25.2153,21.98194,20.47675,19.75439,0.4910642,4.582704,1.932621,1.999555,2.887186
576905,STAR,-7.752126e-05,156.9165,187.1284,3.006984,39.45977,20.87672,18.38928,17.41446,17.09403,16.90928,1.680317,1.272584,1.130274,1.05107,0.9898904
244813,QSO,0.4396815,5.91757,9.76201,0.5657024,0.6543847,23.06997,22.18574,20.57778,19.65939,19.30713,2.970795,2.970013,2.758125,3.827943,3.457157
71030,QSO,1.875407,16.65869,14.75581,8.664217,11.38142,20.97909,20.48411,20.22933,19.96457,19.58305,2.638671,1.465461,1.312274,1.492348,1.339346
481401,STAR,-0.0002613128,15.61281,11.22646,31.30556,31.13385,19.256,19.08016,19.39042,19.59436,19.91375,1.559614,1.800672,1.501791,1.331906,1.824938
683145,STAR,-0.0002620111,22.84074,32.59952,11.29367,22.22622,19.56434,18.99913,19.12356,19.04562,18.65303,1.033309,0.9808149,0.8658119,0.7564061,5.642017
914817,GALAXY,0.1482634,67.466,91.21644,3.752146,12.47015,20.47372,18.56975,17.41389,16.93358,16.54896,5.094346,4.875581,4.146315,4.128183,3.684919
1236200,GALAXY,0.5235068,9.05302,14.22093,0.04611193,0.7301199,23.29201,22.1943,20.49692,19.62402,19.04189,0.4449909,2.969646,2.362495,2.584475,2.33056
646185,STAR,0.0004282504,9.333496,11.07685,1.834508,4.557383,22.33251,20.63021,21.68705,21.23901,19.82219,1.077501,3.140818,0.8226026,0.9183772,1.313167
287245,QSO,1.535905,1.918613,2.160699,0.9962413,1.095769,22.08838,21.76141,21.61966,21.64585,21.23211,1.959523,1.556685,1.882068,2.968882,0.9653379
293644,QSO,0.6536053,15.72899,18.63546,8.670682,10.93882,20.32899,20.06405,19.91998,19.55755,19.49662,1.74502,1.445354,2.032688,3.364139,5.346629
933796,GALAXY,0.4736412,4.428375,6.55304,0.2875248,0.6863253,23.09263,21.9241,20.50884,19.68202,19.26726,18.02263,2.970532,3.765155,6.473097,3.142505
165562,QSO,1.622604,2.484826,2.021391,1.965015,2.089609,21.76197,21.72125,21.75597,21.4916,21.70547,1.83575,1.202726,1.08907,3.020041,0.7837265
30411,QSO,2.188523,4.769656,6.125495,4.407565,4.737666,20.76582,20.24029,20.07069,19.97556,19.6067,2.121011,1.423726,1.624541,1.446459,2.474058
998130,GALAXY,0.4638662,7.483059,11.6529,-0.04850368,0.5663135,24.12678,22.41736,20.47404,19.632,19.13392,0.2937312,1.592626,2.496192,2.779002,11.3126
1206353,GALAXY,0.0427352,131.1973,163.723,12.64251,41.89659,19.41866,17.69463,16.90878,16.53664,16.23761,8.19108,3.328208,3.255844,3.245736,3.065431
830736,STAR,-0.0002152829,84.18763,92.74906,12.04948,37.21425,20.09355,18.50497,17.89835,17.67461,17.54672,1.573997,1.60554,1.411248,1.421875,1.400529
265378,QSO,1.564992,1.866384,2.388178,0.9052529,1.088824,21.90603,21.66082,21.63911,21.23104,21.16818,11.30669,1.496245,1.595271,1.821902,3.008071
1039087,GALAXY,0.1796006,44.16179,54.81312,8.023787,14.5101,19.51006,18.41357,17.7181,17.28849,17.11,10.64392,4.086388,4.050445,4.22898,3.908696
513632,STAR,-0.000366567,5.52006,5.513549,2.972228,4.806198,21.64548,20.94003,20.64612,20.60287,20.35076,3.591016,1.363478,1.55602,3.674429,3.594815
106261,QSO,1.887062,6.172839,6.649252,4.220453,4.929129,21.1151,21.00973,21.01816,20.66939,20.40265,1.610503,1.637712,1.258659,1.265568,3.49937
1034315,GALAXY,0.4232768,12.66158,19.70916,0.3064603,1.240088,25.21076,21.73362,19.70625,18.99178,18.425,0.2667077,2.970163,3.092015,2.726315,2.565166
422725,QSO,1.220874,20.40178,18.87441,16.90191,17.43178,19.09915,19.21577,18.92342,18.98222,19.05908,1.72279,1.923574,1.210098,1.315763,1.119318
189732,QSO,1.822985,7.775016,7.256338,3.970039,5.444835,21.18747,20.7197,20.70983,20.43038,20.27506,1.467253,1.29667,1.013062,0.9314507,1.070867
1211994,GALAXY,0.6762521,5.812977,10.52972,-0.1015911,0.1971247,22.51259,23.64607,21.65938,20.25699,19.53912,1.675987,2.969877,1.711556,1.6922,2.457747
614546,STAR,0.0002621804,212.1885,204.3766,199.455,260.4516,17.64915,16.45312,16.49966,16.5525,16.58533,1.525412,1.571439,1.430681,1.354656,1.569615
176266,QSO,0.5174773,6.707474,10.29105,0.1060625,0.824604,22.39453,21.87581,20.38537,19.60685,19.14027,2.97073,2.970702,2.764876,3.014915,3.015545
1168535,GALAXY,0.1276874,69.63717,90.9272,7.78048,19.49141,19.05686,17.54417,16.75316,16.60223,16.08309,5.954324,6.534737,6.300966,3.009394,6.152621
656722,STAR,-0.0001623593,121.0727,129.1872,28.17756,62.29911,18.70712,17.57716,17.08448,16.92058,16.83003,8.08283,1.219044,1.078673,0.9317828,1.060228
149818,QSO,1.739679,5.090747,5.280738,1.920821,3.211829,20.79568,20.65203,20.7008,20.48691,20.65953,1.69808,1.361646,1.373739,1.187872,2.770196
638825,STAR,2.782636e-05,933.7764,1174.708,32.54922,218.5292,19.14852,16.63972,15.50894,15.03309,14.76612,1.286995,1.177086,0.993069,0.9430286,1.024624
576689,STAR,-2.871105e-05,26.77614,62.94806,0.08617923,0.4678905,24.79151,22.37514,20.69801,18.88484,17.89894,2.969053,1.200794,0.95891,0.9882224,1.057028
1085058,GALAXY,0.09170178,116.9243,142.9529,18.08891,40.71623,18.82307,17.52729,16.8616,16.45126,16.19661,4.229189,4.034448,3.702291,3.716827,3.556177
197039,QSO,1.470052,56.20655,56.97338,44.41189,47.0175,18.75953,18.34451,18.24695,18.15915,18.16541,13.19939,1.578181,1.653772,1.627445,1.408209
119955,QSO,1.462765,5.870518,7.023595,5.526328,4.006029,21.47407,21.27304,21.04171,20.85413,20.52919,2.728226,1.14347,1.378775,1.256633,1.113958
243205,QSO,2.637971,26.16605,30.49906,19.80901,27.22879,18.80002,18.26926,18.19115,18.15655,18.05879,1.654608,1.411063,1.50112,1.487341,1.214564
949214,GALAXY,0.07477728,239.475,309.9889,16.41044,66.08992,18.90978,16.93299,16.03778,15.60468,15.30118,7.857462,4.738227,4.464235,4.458122,4.508828
895126,GALAXY,0.3731211,20.1656,29.68943,0.4413513,2.239384,22.2082,20.52015,18.69815,18.07401,17.7252,1.071592,4.14957,3.549726,3.731136,4.050084
1262414,GALAXY,0.04036552,18.02814,19.38394,4.234265,12.31915,18.78987,17.95037,17.70545,17.45348,17.39316,9.118281,9.257373,2.970227,10.57347,11.43663
483969,STAR,-8.774436e-05,15.52709,17.29723,2.876166,7.061111,21.8154,20.30972,19.70884,19.49007,19.34647,1.392344,1.43291,1.279998,1.157174,1.115539
188219,QSO,1.568958,5.420622,5.275554,4.087584,4.662089,20.94542,20.49776,20.5626,20.41268,20.10491,1.872053,1.50429,1.518375,1.885638,1.176817
1238867,GALAXY,0.07502075,203.1305,266.0481,15.36315,55.70554,19.19889,17.3023,16.39202,15.96983,15.63067,9.443782,4.566122,4.149035,3.848525,3.760123
276036,QSO,1.648317,9.027712,8.873128,4.259473,6.184342,21.64646,21.14077,20.9861,20.56021,20.66014,1.230814,1.428505,0.993522,1.144636,1.162657
792111,STAR,-0.0002650844,223.2473,251.9916,25.33323,83.9035,19.16009,17.64306,16.97622,16.68172,16.55952,2.113008,2.159037,1.834122,1.569503,1.851265
405383,QSO,0.8315844,5.918387,6.594905,5.315437,6.549435,20.56589,20.18614,20.26577,20.39085,20.1152,1.598044,1.402898,1.451633,1.190656,3.66414
312632,QSO,1.578347,1.995646,2.13401,0.7970313,0.970462,21.89131,21.777,21.77909,21.53608,21.47557,1.174972,1.352273,1.236726,1.013852,1.054559
771247,STAR,-0.0004758264,141.994,149.8214,35.71013,75.46513,18.77192,17.65378,17.23041,17.07337,17.00035,1.316737,1.654349,1.278622,1.213377,1.113606
413496,QSO,0.7129806,1.925861,2.26773,0.2613385,0.9130929,21.99567,21.82633,21.75193,21.45607,20.86751,1.077989,1.369686,0.7915372,1.990434,0.8366571
35320,QSO,1.197646,4.826779,5.337312,1.148091,2.076506,21.12613,21.02942,20.46115,20.34787,20.01539,1.378482,1.522403,1.470348,1.326884,1.580558
1137925,GALAXY,0.5676268,8.095093,12.54725,-0.1129451,0.5074947,24.69448,22.75714,21.1478,20.06507,19.72547,2.969108,2.969334,2.05044,2.083129,6.557568
76789,QSO,1.552684,5.046117,4.59835,2.036365,3.049251,21.38192,21.06118,20.7796,20.42131,20.35747,1.874692,1.439743,1.251191,1.241868,5.774701
1060685,GALAXY,0.5859508,8.101197,12.17229,0.1210707,0.7366524,23.9049,22.49327,20.73553,19.65467,19.04292,1.068083,2.969625,2.561709,2.556864,2.779236
915888,GALAXY,0.7330256,4.076909,7.664691,0.008007789,0.3342363,23.758,23.0565,21.09075,19.82473,20.04799,2.970194,0.841978,2.96989,4.862467,2.911615
518184,STAR,0.000102301,29.1327,43.86134,0.3718173,2.839621,23.1811,21.10755,19.58361,18.74485,18.26574,1.072957,1.24961,1.284031,1.267202,1.324943
175138,QSO,0.7434995,5.40842,6.71828,3.653683,4.404497,22.10218,21.53683,21.32773,21.0324,20.70924,3.501199,1.658872,1.482883,1.499897,2.042786
168531,QSO,1.864186,27.42757,33.12624,7.835095,12.66634,19.69802,19.54553,19.30711,18.87757,18.65747,1.519334,1.3875,1.087631,1.013661,4.161279
1048262,GALAXY,0.3137702,21.98605,30.57408,1.667174,3.524376,21.20164,20.1748,18.80233,18.28919,17.82113,2.969872,3.811004,4.427079,3.660561,4.751165
501033,STAR,-0.0006363196,62.8545,65.28568,19.41594,37.24774,19.67813,18.54991,18.19126,18.05282,17.96982,1.555269,1.472771,1.29494,1.284636,1.256652
1188694,GALAXY,0.4739981,6.183895,9.573053,0.0953644,0.5277501,24.16176,22.10739,20.77393,19.82635,19.24404,0.6895177,7.358677,3.081094,2.98607,3.35446
109775,QSO,1.361006,4.38625,4.82784,2.490386,2.52143,21.37143,21.06106,20.54236,20.34503,20.16933,2.963404,1.66725,1.57942,1.344541,2.612648
328797,QSO,2.324622,3.090516,3.643216,3.526189,4.99836,21.53346,21.08268,21.2816,21.18324,20.84908,1.276727,1.178498,1.234396,2.191497,0.8676133
881438,GALAXY,0.5086858,10.04544,16.2311,0.5157977,1.249817,24.70401,22.21119,20.46136,19.6446,19.22398,7.359397,2.970407,2.68573,2.807309,6.941349
226681,QSO,1.366013,8.369591,8.856855,5.405735,5.001116,20.53654,20.52741,20.20069,20.11008,20.18445,3.654567,1.392438,1.495737,1.331192,6.555327
1296475,GALAXY,0.1754802,2.542925,2.331846,0.6827799,1.417052,22.16335,21.90716,21.45525,21.3834,20.7238,2.970688,1.73701,1.655385,2.462829,3.029852
117221,QSO,0.7936345,2.824838,4.136598,1.146546,1.761846,21.52978,20.88909,20.60268,20.54826,20.33791,3.454704,1.379895,1.422855,1.527979,1.2234
261102,QSO,1.765181,3.486005,3.813464,1.979937,2.762305,21.60363,21.2775,21.5178,21.12107,21.16314,1.970193,1.61704,1.395934,2.151015,1.236216
956808,GALAXY,0.06864624,27.31997,31.4477,5.426847,11.98058,19.27193,18.10577,17.57086,17.27137,17.07435,5.933381,5.918459,6.217945,5.583045,5.437724
910360,GALAXY,0.6269058,6.503122,10.60745,0.008822113,0.374961,22.62025,23.01606,21.404,20.29591,19.78776,1.388866,258.3859,2.759938,3.748301,6.556247
651440,STAR,0.0002203844,44.83717,49.06502,4.984693,17.38718,21.33263,19.38614,18.62,18.35933,18.21567,3.654837,1.153121,0.9375752,0.8420429,0.928462
1066980,GALAXY,0.6138256,7.408792,11.46769,0.05430605,0.5232485,25.27661,22.55229,20.84306,19.7797,19.38375,2.97038,7.360017,2.106472,2.44253,2.146876
732131,STAR,-5.786349e-05,23.8948,19.55606,22.41861,32.84399,19.20758,18.74538,18.9344,19.13045,19.3538,5.304695,1.375584,1.134812,1.151695,1.020784
659127,STAR,0.0004701521,257.7338,271.1028,52.25465,133.2509,18.5217,17.16489,16.63284,16.44614,16.34365,1.184778,1.414887,1.071593,1.056179,1.180856
1037773,GALAXY,0.7307187,1.981931,2.453212,0.2660793,0.6624486,23.1955,22.35499,21.94786,21.18942,20.96057,7.357909,1.768598,1.773022,1.490405,3.402688
217111,QSO,2.429509,2.366964,2.881535,1.186122,2.146244,22.59523,21.76645,21.72549,21.7533,23.34309,2.97059,1.486961,1.199595,1.143334,0.2284742
610638,STAR,-0.000476366,265.6567,299.9037,33.5115,107.9434,19.01845,17.36293,16.67027,16.41055,16.27711,1.842901,1.734836,1.56559,1.445633,1.378503
915881,GALAXY,0.1111511,128.131,180.3402,7.860512,27.94718,19.548,17.49538,16.46641,15.98915,15.57795,7.746793,5.791681,4.875826,4.595936,4.380676
545062,STAR,0.0004285293,32.77639,33.20411,10.08486,22.06768,20.08909,19.20754,18.8782,18.78591,18.76662,1.955507,1.597523,1.377316,1.349925,1.253268
288440,QSO,1.328739,6.23674,7.437908,6.870263,5.516288,20.78262,20.68271,20.46136,20.37139,20.26167,2.178566,1.828302,1.499699,1.515858,3.444574
33492,QSO,1.028142,16.30345,16.54471,14.38018,14.20437,20.60158,20.21249,19.90763,20.05632,20.04486,1.742449,1.399607,1.2823,1.30208,1.447336
1014519,GALAXY,1.339392,2.126318,2.855,1.249827,1.58497,23.6531,22.00846,21.92634,22.00084,22.28427,0.719003,2.097355,1.547931,1.178612,0.5827498
454360,STAR,0.0002425504,278.2208,357.6415,9.99117,75.43313,20.05026,17.87485,16.90598,16.50574,16.27392,1.387297,1.247168,1.228671,1.191145,1.117231
914701,GALAXY,0.6091854,6.456943,10.4681,0.09505578,0.4811534,22.49015,22.49762,21.40985,20.14492,19.88896,1.873878,18.02078,1.82566,2.189626,1.737602
1094430,GALAXY,0.5575275,9.606725,15.22051,-0.05488696,0.6268393,23.28365,22.2053,20.52733,19.59007,19.22465,0.1014842,68.31321,3.14724,3.184182,6.017817
937538,GALAXY,0.5214564,6.270312,9.860755,-0.05172695,0.4309928,24.9299,22.32251,20.72846,19.57979,18.93246,2.97072,2.97045,2.482684,3.181294,6.16489
980058,GALAXY,0.1284265,82.81005,111.8241,6.646578,20.38524,20.50429,18.59253,17.59039,17.1348,16.78264,5.07128,3.234704,2.86772,2.788822,2.504112
654016,STAR,-0.0001207322,62.67074,67.56083,9.400602,26.50012,20.13881,18.82154,18.22227,17.96539,17.84264,1.489219,1.888077,1.482354,1.383179,1.351663
1117209,GALAXY,0.4059078,23.08317,33.17398,0.646929,2.014462,22.79147,20.57579,18.79454,18.09064,17.69529,2.969475,2.970087,4.448287,4.822844,4.126282
858541,STAR,0.0003575295,8.736315,9.702921,4.350491,6.592455,21.27085,20.46892,20.17864,20.44025,20.10755,3.537295,1.661525,1.324185,1.598222,1.171088
257028,QSO,1.160193,19.07091,18.34835,13.23953,13.54933,19.15672,19.3782,19.1424,19.0247,19.13042,2.041578,1.873327,1.835624,1.778898,2.246828
425276,QSO,3.221412,5.321637,4.451236,1.232638,4.235566,23.74114,21.15632,21.01222,21.13069,20.87411,0.07291428,1.264976,2.969787,1.034883,1.609514
447909,STAR,0.0005029853,8.365409,9.763012,1.511118,4.746129,21.84966,21.10065,20.86629,20.66561,20.4423,1.039091,1.26425,1.066299,1.049652,0.9957812
955512,GALAXY,0.1394404,59.44389,76.39233,4.789228,15.29956,19.41829,17.91189,17.017,16.59052,16.28742,8.639041,7.023978,6.612343,6.51028,5.978073
965305,GALAXY,0.6008511,5.853302,9.811437,-0.183901,0.2282897,22.62652,22.72303,21.32399,20.08332,19.53898,1.692798,2.969614,2.304248,2.784297,2.241283
497449,STAR,-1.222191e-05,265.9286,294.6838,45.52449,117.6802,18.93067,17.30523,16.66342,16.39946,16.2676,1.492,1.553046,1.371188,1.278325,1.337634
157485,QSO,1.86183,21.31831,21.37935,13.8641,17.26287,19.41356,19.32114,19.3749,19.10677,19.02862,1.426079,1.403622,1.369586,1.216826,1.127864
1220648,GALAXY,0.4571254,13.31079,19.82425,0.6675962,1.69803,23.75113,22.27781,20.4448,19.65227,19.11602,2.969475,2.968682,1.745111,1.930239,2.249036
243357,QSO,2.187438,0.7677939,0.8425118,0.457632,0.7050576,22.10415,21.76599,22.01688,21.52347,21.15324,1.871703,1.377478,1.486116,1.818403,2.152283
731332,STAR,0.000176047,5.742834,10.3266,0.1946399,0.741394,24.22631,22.9131,22.48454,21.09543,19.90566,2.969796,1.374415,0.691522,0.7109696,1.031222
606903,STAR,-0.0001159341,92.44068,120.3112,3.206202,18.23085,21.86488,19.38815,18.15379,17.63281,17.32302,1.150897,1.281652,0.9672141,0.9840221,1.132759
1011570,GALAXY,0.4418097,13.05762,19.92014,0.01999014,1.077706,22.66869,21.29155,19.58885,18.80644,18.28234,18.02003,2.809517,3.454215,3.380245,3.5381
758945,STAR,0.0001023342,245.7474,275.7893,48.35891,115.8413,18.2787,16.87265,16.37344,16.14973,16.05188,1.19055,1.148347,1.141101,1.062863,1.055049
1118209,GALAXY,0.1312976,71.35473,92.30086,2.314575,16.0498,20.50554,18.73298,17.65952,17.21978,16.85604,4.535852,3.249809,3.232856,3.276251,3.161973
846266,STAR,0.0003528334,278.5118,292.9171,102.2822,167.9828,17.87812,16.93247,16.58419,16.43686,16.38456,21.53291,1.214063,1.109103,1.065606,1.111632
453185,STAR,0.0001193784,63.16366,69.96226,6.739423,27.73533,20.56186,18.86605,18.1834,17.91606,17.79384,1.583206,1.290173,1.256852,1.146818,1.166252
1049232,GALAXY,0.8884173,2.383599,2.840664,0.09329282,0.6181252,22.98611,22.50379,21.98112,21.46453,21.15278,11.30442,1.720557,1.224382,1.412995,2.151204
254595,QSO,2.554843,1.439566,1.611161,0.8203799,1.268244,23.44806,21.75254,21.74088,21.67232,21.07727,1.00146,1.206385,1.249076,1.378815,1.949638
698538,STAR,0.0001468725,19.49928,46.90077,0.1145255,0.6343457,24.96609,22.5192,21.07221,19.20161,18.16398,2.96946,1.307388,1.330814,1.014983,1.103952
