,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z
849854,STAR,3.571696e-05,130.8645,170.465,8.822103,27.68585,14.85863,14.81681,15.26557,15.4631,23.32564
1138968,GALAXY,0.1352423,117.9435,161.0803,8.283922,27.44237,19.88688,17.88364,16.81112,16.34645,15.94372
1217504,GALAXY,0.1379315,38.35139,47.3413,4.806402,12.55781,19.39378,18.29895,17.64862,17.29317,17.04592
366404,QSO,2.211051,9.091074,10.3186,7.852726,9.109279,20.65603,20.34993,20.29337,20.20418,20.06965
376096,QSO,1.020433,3.361051,3.563676,3.733987,3.154484,21.73581,21.71986,21.63799,21.55198,21.64195
623134,STAR,-2.609559e-05,71.41072,91.44072,1.097488,12.78895,22.42619,19.63762,18.3387,17.83756,17.55871
859059,STAR,-0.0002182591,16.02608,24.58533,0.8128462,2.117654,23.55882,22.32352,20.76579,19.71256,19.19031
1267227,GALAXY,0.4824094,10.3087,16.41184,-0.0268622,0.8035092,23.02752,22.05513,20.05302,19.18122,18.66533
1350616,GALAXY,0.5540662,7.208529,10.89294,-0.05808728,0.5969084,24.19424,22.53098,20.80919,19.82146,19.34873
1315929,GALAXY,0.4448952,15.03166,22.3566,0.1864148,1.234104,25.69902,21.59258,19.78718,19.02266,18.64982
1038432,GALAXY,0.3886215,21.91445,31.99353,0.3210991,2.138668,23.69844,21.25897,19.37171,18.68741,18.31786
865297,STAR,-0.0001442669,45.55871,46.97711,24.5599,36.74111,19.66445,18.70565,18.4707,18.36348,18.3765
1011575,GALAXY,0.4503028,17.7587,22.86133,0.2256388,2.012708,23.06333,20.89992,19.05111,18.2441,17.84513
1469701,GALAXY,0.5480061,7.643834,11.44342,0.4882114,1.137106,22.226,21.12056,20.1681,19.46856,18.98805
288365,QSO,2.736019,6.643581,6.714715,4.206521,6.034127,21.31001,20.40904,20.28251,20.34255,20.32623
354005,QSO,1.008394,17.16644,15.52589,10.73507,12.75848,20.65021,20.24828,19.91193,19.95125,19.99615
1440494,GALAXY,0.6613108,5.197186,8.660202,0.2709024,0.5529385,24.31148,22.50438,21.01307,19.98629,19.50107
723994,STAR,-8.58095e-05,861.1659,988.9156,99.38082,349.7281,17.68442,16.035,15.37265,15.12486,14.99042
124301,QSO,1.310668,81.25317,74.41775,64.64833,64.23662,18.25558,18.10765,17.83412,17.76313,17.85737
270337,QSO,2.837437,34.83808,33.83599,15.47968,26.32696,19.97119,18.93122,18.56592,18.33693,18.29738
44146,QSO,1.053295,31.20789,31.23306,18.37108,17.44151,19.78921,19.36085,19.00741,18.89556,18.7738
900426,STAR,-0.0001740188,38.54911,60.1803,0.3357015,3.699304,24.05742,20.93759,19.42659,18.47918,17.99052
969590,STAR,0.0002214153,10.67583,7.315057,12.95382,17.97283,19.81608,19.29699,19.59504,19.84837,20.07524
568288,STAR,-0.0001465995,936.1714,1055.501,149.8987,405.2719,17.48852,15.97471,15.31573,15.05392,14.92068
9449,QSO,1.047575,22.416,19.82099,14.41973,14.36821,19.9339,19.51649,19.13465,19.21657,19.44418
1097763,GALAXY,0.1262457,97.04004,133.9273,7.677307,22.25389,19.90365,17.9383,16.83838,16.37049,15.97581
573607,STAR,-7.97252e-05,17.97248,34.33916,0.1808645,0.3420947,24.25186,22.51233,20.95212,19.78261,19.17834
1066577,GALAXY,0.5551648,5.84517,9.715305,0.1661067,0.4647789,24.38945,22.73646,20.98198,19.8328,19.22903
28486,QSO,2.441753,10.26131,11.58617,7.788353,12.23524,20.55079,19.77835,19.67194,19.53629,19.1846
1274928,GALAXY,0.2518383,73.37997,92.48822,4.40356,12.62742,21.84381,19.12512,17.72109,17.23757,16.85877
717251,STAR,0.0001197771,67.93614,71.52944,20.12523,37.91032,19.45076,18.50279,18.08183,17.9256,17.84109
585238,STAR,0.0001640582,224.0896,224.4843,94.52955,174.2626,17.91939,16.81043,16.66582,16.64259,16.65866
1020452,GALAXY,0.5731907,6.786391,10.24345,0.1489307,0.4979273,22.69853,22.11221,20.45338,19.49694,18.96345
136065,QSO,1.599485,10.1112,9.204715,6.368941,7.926556,20.72783,20.42321,20.37576,20.09006,20.26737
1273076,GALAXY,0.6066713,5.946277,10.07764,0.230166,0.5438781,22.81741,22.31809,20.80249,19.82256,19.2036
539677,STAR,-0.0004510512,29.46255,28.85052,6.606897,17.35391,20.68663,19.41261,18.95521,18.83637,18.74844
636436,STAR,2.890586e-05,58.2582,62.44672,9.277875,27.21079,20.41261,18.67554,18.13173,17.88988,17.77895
310914,QSO,2.777081,16.31226,15.90539,4.972661,10.18389,21.4754,20.04473,19.60294,19.51078,19.4468
806952,STAR,-7.969396e-05,66.44102,256.6707,-2.757503,1.561895,24.30725,22.6327,20.82163,18.11956,16.59969
1491504,GALAXY,0.4534497,12.31046,19.13238,0.06835673,1.018183,25.29055,21.92324,20.12931,19.32054,18.86962
36523,QSO,0.5347004,7.554026,7.944085,6.050899,6.209158,20.50994,20.21041,20.31802,19.94041,19.91999
21561,QSO,1.546613,5.290193,5.527225,1.794833,2.667729,22.24463,21.82304,21.38,20.89968,20.83497
1221899,GALAXY,0.09720666,81.50566,110.6184,6.807969,22.22107,20.36589,18.39993,17.42676,17.00647,16.63346
1154481,GALAXY,0.1076527,83.30978,111.4526,3.555269,20.10293,20.30543,18.39436,17.42575,17.01505,16.67234
598609,STAR,-0.0001235498,117.5996,124.9416,22.60852,57.57927,19.38448,18.07825,17.52686,17.32262,17.24058
1400710,GALAXY,0.4276513,16.03998,25.29255,-0.03766765,0.9528598,25.63387,20.71487,18.9338,18.20804,17.72648
1127304,GALAXY,0.1016539,68.23911,85.56659,9.116224,20.00403,19.42188,17.67614,16.85281,16.41141,16.1036
1132433,GALAXY,0.1148056,62.11511,81.07244,3.592695,14.99955,20.58355,18.70107,17.69068,17.2857,16.95921
1281115,GALAXY,0.340541,17.74763,26.24601,0.3398255,1.803938,21.58544,19.96174,18.39061,17.82467,17.45557
792447,STAR,-0.0003106303,62.91354,67.78409,6.739689,26.51434,19.94456,18.70193,18.16512,18.12764,17.9042
1134288,GALAXY,0.09748077,21.49483,25.57293,3.472839,8.145546,19.3707,18.13826,17.60143,17.26059,17.03066
594876,STAR,-0.0008119576,2.37819,2.071175,1.186184,3.007055,22.21898,21.40826,21.58367,21.5703,21.77495
1092735,GALAXY,0.6729493,9.003634,11.89836,1.987378,2.233954,21.858,21.4703,20.81012,20.0901,19.89016
1489126,GALAXY,0.5969419,4.641828,7.376924,0.08744336,0.4374721,24.65676,23.32893,21.33518,20.33378,19.59659
639576,STAR,-0.0007279696,82.68053,87.63718,28.33811,52.23586,19.06721,18.21224,17.90336,17.80703,17.72375
538455,STAR,-2.188691e-05,5.517449,28.04936,0.140502,0.07198619,25.63015,24.73216,23.46045,20.13055,18.48748
593380,STAR,8.530256e-05,36.98013,52.45485,0.5782682,5.398171,23.46201,20.83325,19.51863,18.95235,18.65013
1407161,GALAXY,0.450222,9.803234,14.97029,0.07151093,0.994885,25.53601,22.04567,20.30374,19.50887,19.17076
1407341,GALAXY,0.2558405,21.47477,30.34583,0.9708811,3.173003,22.90001,20.63887,19.28458,18.71381,18.25963
1353152,GALAXY,0.4950671,11.27103,18.43545,0.1268236,0.8977711,23.87079,21.63814,19.75227,18.84758,18.33223
1365586,GALAXY,0.5172588,9.888589,14.37537,0.06722232,1.003426,23.07922,21.94899,20.49786,19.59163,19.28824
723457,STAR,-0.0004416461,824.5334,869.4509,202.879,434.0356,16.81872,15.76825,15.37653,15.22129,15.1858
570208,STAR,0.0001459178,719.0974,789.9411,124.0888,325.686,17.49158,16.13847,15.58851,15.37296,15.26811
1202005,GALAXY,0.1827289,85.7634,126.7978,3.513436,14.09885,19.89501,18.03783,16.82442,16.33779,15.99083
1084652,GALAXY,0.06154262,122.0866,152.9246,11.54583,38.17646,19.17871,17.26961,16.37973,16.00109,15.68198
1154060,GALAXY,0.3206373,15.68569,21.48236,0.5386812,2.113505,23.78808,20.94026,19.15596,18.5678,18.2028
677545,STAR,0.000148936,59.3196,64.46938,9.579895,29.16065,20.00615,18.83276,18.32448,18.17413,18.04741
34789,QSO,1.16622,7.788723,8.550662,3.522186,4.652725,20.80502,20.6003,20.10901,19.97356,19.95702
404936,QSO,2.73275,7.970478,12.14227,0.9992774,2.428534,25.37734,21.76952,21.14155,20.47359,20.20323
92041,QSO,1.975661,28.19402,32.9524,15.61033,20.16131,19.00853,19.18097,19.10345,18.8031,18.54699
581808,STAR,0.0001199209,3.63055,3.659721,1.011325,2.252209,24.12618,21.60863,21.13476,20.81192,21.10437
225772,QSO,1.995926,3.999911,4.418951,3.831849,3.835355,21.53733,21.13039,21.18187,21.05552,20.87623
673343,STAR,-0.0003778726,9.628293,10.95739,1.066995,3.678469,24.26053,21.22581,20.58574,20.44398,20.38212
1319574,GALAXY,0.08647801,81.34489,100.7193,8.802857,22.67108,19.85721,18.49375,17.66589,17.16581,16.92142
874022,STAR,-0.0001628634,6.171822,5.772018,6.010658,6.859863,20.61647,20.15445,20.10589,20.11883,20.30326
1009369,GALAXY,0.4929764,9.540359,15.05736,0.2619149,0.9792194,25.25426,21.56278,19.80811,19.01497,18.38745
692715,STAR,-0.0001137765,158.7717,165.0431,31.76212,85.40326,19.01266,17.65242,17.11499,16.90027,16.80377
1054879,GALAXY,0.6286538,4.218456,6.832251,0.4951177,0.6348056,20.79563,21.0176,19.799,19.04152,18.76186
67520,QSO,2.046454,4.92881,6.405163,5.3186,3.964765,20.59388,20.46948,20.45407,20.32779,19.94138
238941,QSO,1.276835,3.435361,3.354711,2.674308,2.664439,21.51073,22.11876,21.70256,21.70488,21.69577
319969,QSO,1.022627,38.98121,37.14082,25.99071,24.48243,19.08057,18.68136,18.28536,18.29576,18.40143
354360,QSO,0.70673,7.669627,12.18494,-0.2323916,0.7880843,23.75299,22.37307,21.13599,20.12331,19.61078
609676,STAR,-0.0003179213,312.8758,330.3168,92.2319,175.2413,18.06824,16.87793,16.43551,16.24681,16.16171
590336,STAR,6.232491e-05,6.068645,7.590175,0.2068642,1.819186,24.11948,21.74171,20.63482,20.4841,20.3023
1432378,GALAXY,0.4884178,3.628503,5.584714,0.06985018,0.3378938,23.6471,23.01422,21.6599,20.69836,20.00877
12469,QSO,1.003971,18.24876,18.98456,9.952323,10.76604,20.20537,19.66432,19.24381,19.14442,18.99159
1426991,GALAXY,0.09565686,109.767,143.0132,7.636819,29.98936,20.05574,18.15333,17.22482,16.81678,16.50954
978199,STAR,-0.0002010498,58.59555,61.67738,9.777603,28.81793,20.01313,18.75563,18.25071,18.05105,17.96107
704307,STAR,8.015227e-05,55.35583,56.16923,18.8667,36.61031,19.51746,18.65025,18.38114,18.27796,18.31363
453592,QSO,2.003317,2.996142,3.746031,3.230309,2.06595,20.96197,21.00148,20.90904,20.8459,20.43969
1448181,GALAXY,0.5226386,11.73573,18.56252,0.06240842,0.9441242,25.28584,22.12056,20.17617,19.21196,18.83743
1255965,GALAXY,0.0738941,110.5721,146.8328,9.08059,29.58776,19.44791,17.66117,16.80424,16.35674,16.01462
1132156,GALAXY,0.8506833,4.267634,8.381579,-0.004434767,0.4444055,24.09971,23.93823,23.65339,20.68369,19.88493
1081122,GALAXY,0.3020136,32.10178,46.81048,0.5001135,3.56132,22.15587,20.19838,18.50388,17.92213,17.5088
1295011,GALAXY,0.6466806,6.202586,9.762866,0.4141397,0.8842115,23.83457,22.22887,20.70418,19.74806,19.08045
408064,QSO,2.620797,1.796982,1.78863,1.010337,1.628085,22.61581,21.77055,21.74809,21.80782,21.86693
576697,STAR,-0.0002687,594.9011,604.5907,238.8136,387.6326,17.01438,16.03985,15.7061,15.5816,15.54695
917819,STAR,-0.0002727535,3.980193,3.223723,1.408767,2.824281,21.69967,21.18579,20.97225,20.88416,20.56393
495609,QSO,1.678808,4.79114,5.631878,1.51586,2.65974,20.95658,20.6973,20.56511,20.2716,20.06272
1374529,GALAXY,0.4813958,12.24701,19.47079,0.2130236,1.172486,22.72873,20.88586,19.35868,18.60879,18.21674
914032,STAR,-0.0003102842,79.69412,85.46274,19.33336,44.50504,19.30892,18.30654,17.9577,17.84588,17.77174
103956,QSO,3.189254,7.50171,8.354095,0.08649626,3.328362,25.24314,21.9393,21.40237,20.81814,20.43281
868099,STAR,-0.0009919816,48.76681,51.45807,20.04951,32.6786,19.54534,18.68207,18.36048,18.23829,18.19413
201314,QSO,2.138235,1.070047,1.062589,1.309484,1.220048,22.13115,21.86122,21.68803,21.40027,21.177
596998,STAR,9.547617e-05,4.530325,3.669825,2.221014,4.413684,23.06158,21.13497,21.04364,21.34774,20.65002
1179697,GALAXY,0.4594229,11.97596,17.55048,0.1343828,1.22793,22.57645,21.57512,19.73484,18.97053,18.49789
233895,QSO,0.6068762,24.9468,20.52219,16.39824,19.31584,19.80702,19.33725,19.22211,19.00092,19.19203
1195578,GALAXY,1.08411,2.365855,3.185489,0.5585209,1.134216,22.57601,21.94435,21.76209,21.32992,21.03784
1092602,GALAXY,0.0980942,77.65088,108.6615,4.342427,17.66358,20.63579,18.50219,17.43496,16.92771,16.50015
1175651,GALAXY,0.6043867,7.948648,12.00854,-0.1121787,0.4168522,23.45442,22.64516,20.91755,19.57584,19.25504
633836,STAR,-0.000347532,154.2197,167.5088,28.21503,72.65775,19.19194,17.82473,17.25663,17.01736,16.90719
999566,GALAXY,0.3219317,30.05083,44.99924,0.7791428,3.226123,23.14259,20.32197,18.53138,17.89665,17.53808
34029,QSO,0.5055041,10.00806,13.7148,1.280888,1.352397,22.06828,20.93692,19.74251,18.93507,18.76621
52983,QSO,1.291445,14.59717,15.683,6.658451,8.360096,20.67867,20.47667,19.94336,19.89794,19.6511
1381858,GALAXY,0.143095,58.34481,71.01091,8.596015,19.16883,18.79425,17.65928,16.96972,16.60569,16.31593
1310293,GALAXY,0.4751005,11.81602,18.88238,0.1545779,0.9952955,22.5936,21.67433,19.56071,18.71836,18.23876
241487,QSO,0.7162598,15.87813,19.28415,8.00403,13.84337,19.48935,19.10543,19.16034,19.2653,19.21995
745039,STAR,-6.461105e-05,1206.793,1179.396,348.1532,827.8793,17.44194,17.08674,17.43228,16.19124,15.40096
898184,STAR,-0.0005504302,8.010823,12.8192,2.927279,5.123085,21.22364,20.55178,20.3126,20.24877,20.04878
590240,STAR,-0.0003197744,13.48804,15.80857,2.317711,5.842746,21.99234,20.60862,20.03518,19.75116,19.62497
536161,STAR,-0.0007040356,4.568833,5.208192,1.361034,2.478052,22.73872,21.27037,20.791,20.51831,20.21172
494090,QSO,1.69882,22.73062,23.41194,15.55011,18.30883,19.66086,19.38412,19.39503,19.12123,19.08469
991123,STAR,-0.0004808439,1683.149,1857.156,242.3356,727.7733,16.81592,15.30382,14.68581,14.42939,14.3041
937525,STAR,-0.0003400791,38.12866,42.17102,3.19942,15.34062,21.03759,19.4381,18.80821,18.49967,18.26627
254076,QSO,0.8701908,11.31827,12.8274,10.5559,11.20586,19.67715,19.63483,19.55162,19.56825,19.48429
575020,STAR,-0.0001888085,144.3688,163.0788,5.971127,39.46145,20.78965,18.46123,17.47573,17.12363,16.91363
569741,STAR,-3.995126e-05,360.6131,371.4906,127.591,228.2186,17.6037,16.60356,16.25911,16.11195,16.06896
1457964,GALAXY,0.6160969,3.63127,4.790107,0.1742652,0.4670593,24.55084,23.50647,21.27604,20.2196,19.53639
1398619,GALAXY,0.5552716,4.577955,6.739797,0.1516792,0.5038707,23.75664,21.73991,20.8594,19.88278,19.16659
201429,QSO,2.463386,6.413227,8.986953,4.636981,5.82432,22.12109,21.63529,20.17094,20.1548,20.11012
1225549,GALAXY,0.6337088,5.509171,8.819669,0.006240615,0.4812493,26.06605,23.62013,21.42827,20.41838,19.77432
464102,QSO,1.762094,7.97694,7.925105,7.955467,8.159534,20.43811,20.15692,20.09441,19.86206,19.88551
1171683,GALAXY,0.4236596,10.05565,14.83554,0.2389308,1.130122,23.85223,21.80437,20.17811,19.379,18.99012
1159314,GALAXY,0.09205943,93.58331,103.1867,22.41695,47.38377,18.63755,17.61265,17.1732,16.84083,16.724
287239,QSO,1.992463,8.606639,10.34532,3.278733,4.723329,21.34102,20.91549,20.64273,20.34976,20.08532
1094122,GALAXY,0.1863021,38.7092,57.8198,1.89817,6.679065,22.27054,20.036,18.82741,18.33879,17.99455
832033,STAR,-0.0002802088,421.3152,451.07,65.13297,198.3688,17.94807,16.64752,16.09422,15.87636,15.8075
768304,STAR,-4.743107e-05,34.23111,37.17237,3.157001,12.20507,21.51962,19.70542,18.90962,18.63473,18.48037
732079,STAR,-0.001077217,28.86205,29.36061,16.93821,25.20561,20.02532,19.02974,18.86946,18.85355,18.91187
268715,QSO,2.339214,10.91504,13.47662,6.440165,9.826634,20.232,19.67299,19.67192,19.63454,19.5368
1049737,GALAXY,0.6584777,6.629805,10.75801,0.2928448,0.6644059,24.3108,22.57777,21.22761,20.10139,19.17603
106305,QSO,1.216779,10.21974,9.920232,2.404113,5.091156,20.30207,20.10873,19.7755,19.63626,19.78782
131408,QSO,1.368275,2.183485,2.645394,1.446959,1.49784,22.09706,21.92646,21.62922,21.40892,21.93491
1280391,GALAXY,0.2091647,17.4367,18.56563,2.908928,7.668239,20.12288,19.376,18.91093,18.67405,18.58471
420186,QSO,2.995142,6.217463,5.724667,3.73531,6.271513,21.3206,20.3574,20.27805,20.34804,20.24051
233707,QSO,1.132721,10.21551,10.02649,8.00207,8.205659,20.27406,20.0657,19.94303,19.86873,19.88565
172304,QSO,1.238499,55.73386,48.54976,51.0821,50.12875,18.51265,18.39077,18.19918,18.25432,18.42443
833337,STAR,5.728669e-05,4.336241,4.551841,1.625202,3.331966,22.25768,21.04193,20.76618,20.74388,20.61756
1392386,GALAXY,0.4625258,21.4132,33.91613,0.1083764,1.319283,22.31796,21.00511,19.31586,18.45433,18.02436
1181444,GALAXY,0.2470834,7.707582,12.02932,0.4384812,1.128784,24.96327,21.4268,20.01106,19.1655,18.90338
1115779,GALAXY,0.1550636,30.06705,38.93128,3.570147,8.892588,19.81053,18.43794,17.63122,17.21186,16.89321
871692,STAR,3.232496e-05,13.0015,21.11154,0.1008204,1.524077,23.42183,21.81967,20.48136,19.59198,19.01775
914168,STAR,-6.04009e-05,10.1626,20.87806,-0.01817637,0.4577419,24.21311,22.54665,21.30832,19.8842,19.15873
156794,QSO,3.026973,8.678829,12.1654,0.7068961,2.114201,24.53075,21.29268,20.74303,20.06643,19.7711
220531,QSO,0.8200879,15.90032,18.48621,10.72444,13.4836,20.7313,20.22443,20.1144,19.88727,19.8753
1079086,GALAXY,0.6241971,6.038424,9.742088,0.01576358,0.377928,23.46532,22.70904,21.28871,20.12139,19.70585
1313034,GALAXY,0.3672381,29.12614,41.96132,0.7891617,2.569073,22.40205,20.81558,18.98748,18.34235,17.96549
826057,STAR,0.0001046175,50.5758,87.63456,0.5020235,4.518193,23.5815,20.99789,19.41557,18.2204,17.54516
1100826,GALAXY,0.4883774,9.807597,15.17044,-0.1088371,0.7141809,22.2023,21.94689,20.23935,19.3907,18.86629
1009655,GALAXY,0.07654556,123.7762,161.0549,12.35677,37.49409,19.73816,17.86456,16.9855,16.58587,16.24885
4270,QSO,1.481885,3.614482,3.005656,5.343812,3.721299,21.51755,21.48803,21.08537,20.90508,22.19989
1274376,GALAXY,0.4524422,13.54423,20.83055,0.3824268,1.442251,22.96136,21.40881,19.88151,19.09657,18.79526
951507,STAR,0.000174016,52.5367,84.65053,6.346549,9.355788,20.63687,18.95953,18.33547,18.11086,17.99392
1039881,GALAXY,0.6457307,9.780643,16.12481,-0.008114524,0.4422028,24.35073,22.28852,20.73966,19.51566,19.1252
1228297,GALAXY,0.5491021,7.549715,12.03681,0.1781977,0.7282337,22.67709,22.80012,20.8602,19.80298,19.52477
120578,QSO,0.8482979,2.202765,4.318646,0.1062498,0.5413984,21.52427,21.18869,21.12498,20.92665,20.78393
642879,STAR,-0.0002488215,98.72375,149.8975,2.208453,11.62508,22.19227,19.71131,18.37999,17.49115,17.02218
84061,QSO,2.581783,2.501104,2.996711,0.7445362,1.498115,24.45563,21.92047,21.55364,21.84027,21.10245
613873,STAR,-0.0002557998,73.00647,76.03971,19.74976,40.35355,19.5291,18.4267,17.99487,17.77986,17.74323
1354302,GALAXY,0.3866207,12.44772,19.46882,0.08976355,1.060104,24.49454,21.32204,19.43349,18.69392,18.17119
1011456,GALAXY,0.4672602,13.40773,20.38849,0.01291159,1.058917,25.69599,20.86017,19.16498,18.29158,17.76377
909937,STAR,-0.0006332713,37.40756,36.52011,10.10756,21.44924,20.06725,18.98063,18.65149,18.51932,18.55254
624674,STAR,4.704036e-05,25.29268,33.61192,0.5560126,5.21577,23.48753,20.58566,19.4325,18.89468,18.56922
1163501,GALAXY,0.4789158,5.412436,8.990829,-0.005159212,0.3584687,23.63619,22.42391,20.99325,20.05146,19.46198
424185,QSO,1.939422,5.86237,6.096415,8.892455,6.898402,20.87409,20.83573,20.84707,20.56568,20.65223
1359138,GALAXY,0.229411,37.85117,52.02956,1.604249,5.09851,22.56463,19.97383,18.4003,17.84396,17.42969
49058,QSO,1.128712,35.65673,34.85974,23.95237,29.26289,19.17656,18.83368,18.64171,18.6795,18.6134
147158,QSO,3.082067,3.804072,4.038458,0.3809979,1.952228,23.21114,21.64779,21.37267,20.88709,20.76125
1141382,GALAXY,0.002869113,8.74457,10.97779,7.509629,7.855201,22.08445,21.89756,22.34653,22.26641,22.59961
1262013,GALAXY,0.4798525,7.251162,10.9378,0.1373133,0.7370015,21.80736,21.30556,19.99649,19.02441,18.92468
177971,QSO,0.8215789,2.602032,5.391035,-0.4102315,0.3987563,25.26405,22.54193,21.75162,20.70999,19.84345
804341,STAR,-6.508626e-05,20.49812,21.54556,10.09921,18.44291,23.35723,21.03164,20.41361,20.07197,19.88617
272245,QSO,1.997943,1.566114,2.008906,1.240144,0.8448216,22.3839,21.74475,21.88368,21.64179,21.10367
616493,STAR,-0.0006194939,664.3433,712.7765,133.4519,315.8619,17.58566,16.1926,15.64888,15.42377,15.33697
264483,QSO,0.9427611,7.015587,8.325896,6.079805,6.156586,20.92024,20.64216,20.47041,20.45655,20.37364
1373162,GALAXY,0.4910985,9.901425,15.45309,-0.1766067,0.6037675,22.09158,21.42672,19.79313,18.93141,18.36212
310311,QSO,0.3203004,36.09388,58.04078,6.517599,9.077929,19.84878,19.00774,17.98926,17.5788,17.12764
1389025,GALAXY,0.4846681,6.090426,8.639585,-0.01464977,0.6572044,24.47049,22.28926,20.68502,19.87349,19.50613
985388,STAR,-0.0002498866,101.0961,105.4769,22.72673,57.5412,19.28251,18.10365,17.6557,17.49079,17.45579
1250748,GALAXY,0.515898,7.819013,14.13088,0.3580914,0.8110074,25.41169,22.93151,20.93444,19.88287,19.36454
1437609,GALAXY,0.5554538,9.113967,14.7656,-0.05556143,0.5233403,23.2485,22.68771,20.80597,19.66338,19.12811
883637,STAR,-0.0004384012,4.399875,4.4087,1.418903,2.911473,22.44274,21.20212,20.97702,21.06549,21.01873
1319008,GALAXY,0.3324825,19.69533,26.44355,0.08919494,1.909543,24.16567,21.27095,19.09355,18.33157,18.10989
165970,QSO,2.365945,16.3924,18.36914,9.207509,14.9025,19.82399,19.25174,19.205,19.24393,19.14743
1158009,GALAXY,0.4121669,16.78807,24.17919,0.893123,2.404192,22.73733,21.31885,19.4952,18.86209,18.39632
1405738,GALAXY,0.5830341,5.280031,7.828009,0.4117682,0.7373117,22.52044,21.69364,20.69086,19.72787,19.23421
563303,STAR,-0.0001134112,119.8358,133.2039,9.181067,39.69458,20.51213,18.49163,17.6373,17.33289,17.16709
431039,QSO,0.876579,3.350113,4.721334,1.615211,2.324521,21.41888,21.20421,20.94364,20.82,20.52152
